image,book,page,column,nom_idx,syl_idx,syllable,tier,tier_v3,p_visual_syl,visual_fold,visual_argmax,visual_max_p
,stt11,page_0184,5,9,9,làm,SYLLABLE,SYL,0.911,0,làm,0.911
,stt11,page_0184,5,10,10,sự,GOLD,CHAR_A,0.9658,0,sự,0.9658
,stt11,page_0184,5,11,11,gì,GOLD,CHAR_A,0.6555,0,gì,0.6555
,stt11,page_0184,5,12,12,quá,GOLD,CHAR_A,0.3956,0,quá,0.3956
,stt11,page_0184,5,13,13,sức,GOLD,CHAR_B,0.2009,0,phải,0.2791
,stt11,page_0184,5,14,14,mình,SYLLABLE,SYL,0.3633,0,mình,0.3633
,stt11,page_0184,5,15,15,đổi,GOLD,CHAR_A,,0,dối,0.5329
,stt11,page_0184,5,16,16,sự,GOLD,CHAR_A,0.8684,0,sự,0.8684
,stt11,page_0184,5,17,17,vui,REVIEW,REVIEW,0.8346,0,vui,0.8346
,stt11,page_0184,5,18,18,thế,GOLD,CHAR_A,0.0356,0,ta,0.1301
,stt11,page_0184,5,19,19,gian,GOLD,CHAR_A,0.759,0,gian,0.759
,stt11,page_0184,5,20,20,mà,GOLD,CHAR_A,0.966,0,mà,0.966
,stt11,page_0184,5,21,21,lấy,GOLD,CHAR_A,0.1221,0,lấy,0.1221
,stt11,page_0184,5,22,22,sự,GOLD,CHAR_A,0.8704,0,sự,0.8704
,stt11,page_0184,6,0,0,vui,SYLLABLE,SYL,0.9892,0,vui,0.9892
,stt11,page_0184,6,1,1,trên,GOLD,CHAR_A,0.8778,0,trên,0.8778
,stt11,page_0184,6,2,2,trời,REVIEW,REVIEW,0.978,0,trời,0.978
,stt11,page_0184,6,3,3,người,GOLD,SYL,0.5812,0,người,0.5812
,stt11,page_0184,6,4,4,nữ,GOLD,CHAR_A,0.1715,0,nữa,0.4851
,stt11,page_0184,6,5,5,nào,SYLLABLE,SYL,0.4086,0,nào,0.4086
,stt11,page_0184,6,6,6,yêu,GOLD,CHAR_A,0.8328,0,yêu,0.8328
,stt11,page_0184,6,7,7,mặc,SYLLABLE,SYL,0.7336,0,mặc,0.7336
,stt11,page_0184,6,8,8,áo,REVIEW,REVIEW,0.0954,0,mặc,0.1332
,stt11,page_0184,6,9,9,tốt,GOLD,CHAR_A,0.0157,0,xem,0.1287
,stt11,page_0184,6,10,10,bằng,GOLD,CHAR_A,0.0461,0,tôi,0.1062
,stt11,page_0184,6,11,11,bà,SYLLABLE,SYL,0.8237,0,bà,0.8237
,stt11,page_0184,6,12,12,thánh,GOLD,CHAR_A,0.4227,0,thánh,0.4227
,stt11,page_0184,6,13,13,i,SYLLABLE,SYL,0.3778,0,i,0.3778
,stt11,page_0184,6,14,14,sa,GOLD,CHAR_A,0.5596,0,sa,0.5596
,stt11,page_0184,6,15,15,ve,REVIEW,REVIEW,,0,đốt,0.0385
,stt11,page_0184,6,16,16,vì,GOLD,CHAR_A,0.9599,0,vì,0.9599
,stt11,page_0184,6,17,17,yêu,REVIEW,REVIEW,0.1823,0,yêu,0.1823
,stt11,page_0184,6,18,18,mặc,GOLD,CHAR_A,0.4572,0,mặc,0.4572
,stt11,page_0184,6,19,19,áo,GOLD,CHAR_A,0.0954,0,áo,0.0954
,stt11,page_0184,6,20,20,nhăm,SYLLABLE,SYL,,0,giu,0.0399
,stt11,page_0184,7,0,0,rách,REVIEW,REVIEW,,0,sạch,0.4997
,stt11,page_0184,7,1,1,người,GOLD,CHAR_B,0.9595,0,người,0.9595
,stt11,page_0184,7,2,2,nào,GOLD,CHAR_A,0.8989,0,nào,0.8989
,stt11,page_0184,7,3,3,yêu,GOLD,CHAR_A,0.5594,0,yêu,0.5594
,stt11,page_0184,7,4,4,ngửi,REVIEW,REVIEW,,0,chê,0.2684
,stt11,page_0184,7,5,5,mùi,GOLD,CHAR_A,0.2886,0,mùi,0.2886
,stt11,page_0184,7,6,6,thơm,SYLLABLE,SYL,0.0089,0,một,0.0513
,stt11,page_0184,7,7,7,băng,REVIEW,REVIEW,0.0024,0,mẹ,0.0832
,stt11,page_0184,7,8,8,bà,SYLLABLE,SYL,0.9628,0,bà,0.9628
,stt11,page_0184,7,9,9,thánh,GOLD,CHAR_A,0.9341,0,thánh,0.9341
,stt11,page_0184,7,10,10,này,GOLD,CHAR_A,0.8037,0,này,0.8037
,stt11,page_0184,7,11,11,yêu,REVIEW,REVIEW,0.3673,0,yêu,0.3673
,stt11,page_0184,7,12,12,hôi,GOLD,CHAR_A,0.0035,0,thiên,0.0603
,stt11,page_0184,7,13,13,hám,REVIEW,REVIEW,0.0041,0,đánh,0.0511
,stt11,page_0184,7,14,14,trong,GOLD,CHAR_A,0.8896,0,trong,0.8896
,stt11,page_0184,7,15,15,giường,GOLD,CHAR_A,0.0099,0,khỏi,0.1923
,stt11,page_0184,7,16,16,kẻ,GOLD,CHAR_B,0.4419,0,kẻ,0.4419
,stt11,page_0184,7,17,17,liệt,GOLD,CHAR_A,0.0361,0,nhỏ,0.0458
,stt11,page_0184,7,18,18,ai,GOLD,CHAR_A,0.694,0,ai,0.694
,stt11,page_0184,7,19,19,thấy,GOLD,CHAR_A,0.946,0,thấy,0.946
,stt11,page_0184,7,20,20,người,GOLD,SYL,0.9478,0,người,0.9478
,stt11,page_0184,7,21,21,trọng,REVIEW,REVIEW,0.5546,0,trọng,0.5546
,stt11,page_0184,8,0,0,mà,GOLD,CHAR_A,0.7209,0,mà,0.7209
,stt11,page_0184,8,1,1,dễ,GOLD,CHAR_B,0.8744,0,dễ,0.8744
,stt11,page_0184,8,3,2,mình,GOLD,CHAR_A,0.963,0,mình,0.963
,stt11,page_0184,8,4,3,bằng,GOLD,CHAR_A,0.0536,0,bằng,0.8585
,stt11,page_0184,8,5,4,bà,SYLLABLE,SYL,0.9464,0,bà,0.9464
,stt11,page_0184,8,6,5,thánh,GOLD,CHAR_A,0.9749,0,thánh,0.9749
,stt11,page_0184,8,7,6,này,GOLD,CHAR_A,0.5894,0,này,0.5894
,stt11,page_0184,8,8,7,là,SYLLABLE,SYL,0.222,0,đến,0.5879
,stt11,page_0184,8,9,8,con,GOLD,CHAR_A,0.4064,0,con,0.4064
,stt11,page_0184,8,10,9,vua,SYLLABLE,SYL,0.2738,0,vua,0.2738
,stt11,page_0184,8,11,10,ai,GOLD,CHAR_A,0.8671,0,ai,0.8671
,stt11,page_0184,8,12,11,thấy,GOLD,CHAR_A,0.8159,0,thấy,0.8159
,stt11,page_0184,8,13,13,xấu,GOLD,CHAR_A,0.9656,0,xấu,0.9656
,stt11,page_0184,8,14,14,hổ,GOLD,CHAR_A,0.0069,0,hồ,0.3142
,stt11,page_0184,8,15,15,mà,GOLD,CHAR_A,0.5708,0,mà,0.5708
,stt11,page_0184,8,16,16,vui,GOLD,CHAR_A,0.6711,0,vui,0.6711
,stt11,page_0184,8,17,17,mặt,GOLD,CHAR_A,0.8165,0,mặt,0.8165
,stt11,page_0184,8,18,18,ai,GOLD,CHAR_A,0.5068,0,ai,0.5068
,stt11,page_0184,8,19,19,sang,SYLLABLE,SYL,0.9842,0,sang,0.9842
,stt11,page_0184,8,20,20,trọng,GOLD,CHAR_A,0.2023,0,trong,0.2213
,stt11,page_0184,8,21,21,mà,SYLLABLE,SYL,0.7861,0,mà,0.7861
,stt11,page_0184,9,0,0,yêu,GOLD,CHAR_A,0.8195,0,yêu,0.8195
,stt11,page_0184,9,1,1,ở,REVIEW,REVIEW,0.0082,0,mà,0.101
,stt11,page_0184,9,2,2,khó,GOLD,CHAR_A,0.9565,0,khó,0.9565
,stt11,page_0184,9,3,3,khăn,GOLD,CHAR_A,0.3926,0,khăn,0.3926
,stt11,page_0184,9,4,4,là,SYLLABLE,SYL,0.8795,0,là,0.8795
,stt11,page_0184,9,5,5,người,GOLD,SYL,0.8268,0,người,0.8268
,stt11,page_0184,9,6,6,trong,SYLLABLE,SYL,0.0044,0,trọng,0.7701
,stt11,page_0184,9,7,7,lắm,GOLD,CHAR_A,0.383,0,lăm,0.4606
,stt11,page_0184,9,8,8,dưới,GOLD,CHAR_A,0.2973,0,dưới,0.2973
,stt11,page_0184,9,9,9,thế,GOLD,CHAR_A,0.9674,0,thế,0.9674
,stt11,page_0184,9,10,10,gian,GOLD,CHAR_A,0.8656,0,gian,0.8656
,stt11,page_0184,9,11,11,rầy,SYLLABLE,SYL,0.2482,0,rầy,0.2482
,stt11,page_0184,9,12,12,còn,GOLD,CHAR_B,0.942,0,còn,0.942
,stt11,page_0184,9,13,13,trọng,REVIEW,REVIEW,0.1136,0,trọng,0.1136
,stt11,page_0184,9,14,14,hơn,GOLD,CHAR_A,0.6204,0,hơn,0.6204
,stt11,page_0184,9,15,15,nữa,GOLD,CHAR_A,0.3868,0,nữa,0.3868
,stt11,page_0184,9,16,16,ở,GOLD,CHAR_A,0.7975,0,ở,0.7975
,stt11,page_0184,9,17,17,trên,REVIEW,REVIEW,0.6896,0,trên,0.6896
,stt11,page_0184,9,18,18,trời,SYLLABLE,SYL,0.894,0,trời,0.894
,stt11,page_0186,1,0,0,từ,GOLD,CHAR_A,0.9721,3,từ,0.9721
,stt11,page_0186,1,1,1,đức,SYLLABLE,SYL,0.6444,3,đức,0.6444
,stt11,page_0186,1,2,2,chúa,GOLD,CHAR_A,0.9804,3,chúa,0.9804
,stt11,page_0186,1,3,3,giê,GOLD,CHAR_A,0.6751,3,giê,0.6751
,stt11,page_0186,1,4,4,su,GOLD,CHAR_A,0.0982,3,su,0.0982
,stt11,page_0186,1,5,5,ra,REVIEW,REVIEW,0.682,3,ra,0.682
,stt11,page_0186,1,6,6,đời,GOLD,CHAR_A,0.9611,3,đời,0.9611
,stt11,page_0186,1,7,7,cho,GOLD,CHAR_A,0.9062,3,cho,0.9062
,stt11,page_0186,1,8,8,đến,GOLD,CHAR_A,0.6745,3,đến,0.6745
,stt11,page_0186,1,9,9,bà,SYLLABLE,SYL,0.0017,3,thánh,0.8569
,stt11,page_0186,1,10,10,thánh,GOLD,CHAR_A,0.0532,3,nơi,0.4383
,stt11,page_0186,1,11,11,này,GOLD,CHAR_A,0.0024,3,khỏi,0.9508
,stt11,page_0186,1,12,12,khỏi,GOLD,CHAR_A,0.0,3,một,0.9958
,stt11,page_0186,1,13,13,một,SYLLABLE,SYL,0.0649,3,ghê,0.1304
,stt11,page_0186,1,14,14,ngàn,REVIEW,REVIEW,,3,hay,0.0863
,stt11,page_0186,1,15,15,hai,REVIEW,REVIEW,0.0001,3,trăm,0.0704
,stt11,page_0186,1,16,16,trăm,REVIEW,REVIEW,0.0002,3,ba,0.2657
,stt11,page_0186,1,17,17,ba,GOLD,CHAR_A,0.0001,3,khóc,0.0726
,stt11,page_0186,1,18,19,mốt,REVIEW,REVIEW,,3,một,0.0907
,stt11,page_0186,1,19,20,1231,REVIEW,REVIEW,,3,một,0.1849
,stt11,page_0186,1,20,21,năm,REVIEW,REVIEW,0.0124,3,chết,0.1163
,stt11,page_0186,2,0,0,ngay,REVIEW,REVIEW,0.0001,3,ngày,0.8425
,stt11,page_0186,2,1,1,hai,SYLLABLE,SYL,0.1545,3,hai,0.1545
,stt11,page_0186,2,2,2,mươl,REVIEW,REVIEW,,3,mươi,0.1621
,stt11,page_0186,2,3,3,ong,GOLD,CHAR_A,0.0564,3,ông,0.7939
,stt11,page_0186,2,4,5,tô,GOLD,CHAR_A,0.5022,3,tô,0.5022
,stt11,page_0186,2,5,6,sa,GOLD,CHAR_A,0.5171,3,sa,0.5171
,stt11,page_0186,2,6,7,phát,REVIEW,REVIEW,,3,kính,0.0445
,stt11,page_0186,2,7,8,vua,SYLLABLE,SYL,0.9725,3,vua,0.9725
,stt11,page_0186,2,8,9,truyện,GOLD,CHAR_A,0.0216,3,phải,0.0521
,stt11,page_0186,2,9,10,lê,SYLLABLE,SYL,0.0005,3,truyện,0.0576
,stt11,page_0186,2,10,11,ngày,REVIEW,REVIEW,0.0002,3,lễ,0.5684
,stt11,page_0186,2,11,12,hai,REVIEW,REVIEW,0.7506,3,hai,0.7506
,stt11,page_0186,2,12,13,mươi,REVIEW,REVIEW,0.3119,3,mươi,0.3119
,stt11,page_0186,2,13,14,bảy,SYLLABLE,SYL,0.6465,3,bảy,0.6465
,stt11,page_0186,2,14,15,tháng,REVIEW,REVIEW,0.0861,3,kẻ,0.1059
,stt11,page_0186,2,15,16,này,GOLD,CHAR_B,0.0909,3,nơi,0.2582
,stt11,page_0186,3,0,0,tra,GOLD,CHAR_A,0.7747,3,tra,0.7747
,stt11,page_0186,3,1,1,vào,SYLLABLE,SYL,0.7405,3,vào,0.7405
,stt11,page_0186,3,2,2,đây,GOLD,CHAR_A,0.3036,3,đây,0.3036
,stt11,page_0186,3,3,3,khi,GOLD,CHAR_A,0.8646,3,khi,0.8646
,stt11,page_0186,3,4,4,ông,GOLD,CHAR_A,0.097,3,ông,0.097
,stt11,page_0186,3,5,5,thánh,GOLD,CHAR_A,0.0886,3,thánh,0.0886
,stt11,page_0186,3,6,6,tu,GOLD,CHAR_A,0.0002,3,thánh,0.9036
,stt11,page_0186,3,7,7,me,GOLD,CHAR_A,,3,đầu,0.1282
,stt11,page_0186,3,8,8,đầy,SYLLABLE,SYL,0.0002,3,mi,0.2742
,stt11,page_0186,3,9,9,tớ,GOLD,CHAR_A,,3,đầy,0.9298
,stt11,page_0186,3,10,10,đức,SYLLABLE,SYL,0.0001,3,tớ,0.4202
,stt11,page_0186,3,11,11,chúa,GOLD,CHAR_A,0.0402,3,đức,0.0675
,stt11,page_0186,3,12,12,giê,GOLD,CHAR_B,0.0566,3,chúa,0.9134
,stt11,page_0186,3,13,13,su,SYLLABLE,SYL,0.1465,3,giê,0.4049
,stt11,page_0186,3,14,14,giảng,REVIEW,REVIEW,0.0017,3,nữa,0.0997
,stt11,page_0186,3,15,15,cho,SYLLABLE,SYL,0.0985,3,cho,0.0985
,stt11,page_0186,3,16,16,kẻ,GOLD,CHAR_A,0.5388,3,kẻ,0.5388
,stt11,page_0186,3,17,17,bên,GOLD,CHAR_A,0.4092,3,bên,0.4092
,stt11,page_0186,3,18,18,đông,GOLD,CHAR_A,0.0366,3,trọng,0.112
,stt11,page_0186,3,19,19,biết,REVIEW,REVIEW,0.6117,3,biết,0.6117
,stt11,page_0186,3,20,20,đường,GOLD,CHAR_A,0.1802,3,đường,0.1802
,stt11,page_0186,3,21,21,lên,REVIEW,REVIEW,0.4415,3,lên,0.4415
,stt11,page_0186,3,22,22,thiên,GOLD,CHAR_A,0.5272,3,thiên,0.5272
,stt11,page_0186,4,0,0,đàng,GOLD,CHAR_A,0.0071,3,thầy,0.0636
,stt11,page_0186,4,1,1,thì,GOLD,CHAR_A,0.6722,3,thì,0.6722
,stt11,page_0186,4,2,2,có,GOLD,CHAR_A,0.9937,3,có,0.9937
,stt11,page_0186,4,3,4,theo,GOLD,CHAR_A,0.0122,3,bấy,0.2081
,stt11,page_0186,4,4,5,sự,GOLD,CHAR_A,0.9233,3,sự,0.9233
,stt11,page_0186,4,5,6,đạo,GOLD,CHAR_A,0.9439,3,đạo,0.9439
,stt11,page_0186,4,6,7,mà,GOLD,CHAR_A,0.8991,3,mà,0.8991
,stt11,page_0186,4,7,8,bỏ,GOLD,CHAR_A,0.988,3,bỏ,0.988
,stt11,page_0186,4,8,9,sự,GOLD,CHAR_A,0.9213,3,sự,0.9213
,stt11,page_0186,4,9,10,dối,GOLD,CHAR_A,0.2356,3,dối,0.2356
,stt11,page_0186,4,10,11,cho,GOLD,CHAR_A,0.8751,3,cho,0.8751
,stt11,page_0186,4,11,12,nên,GOLD,CHAR_A,0.8262,3,nên,0.8262
,stt11,page_0186,4,12,13,có,SYLLABLE,SYL,0.9725,3,có,0.9725
,stt11,page_0186,4,13,14,kẻ,GOLD,CHAR_A,0.7855,3,kẻ,0.7855
,stt11,page_0186,4,14,15,khó,GOLD,CHAR_A,0.0939,3,khó,0.0939
,stt11,page_0186,4,15,17,sự,GOLD,CHAR_A,0.8203,3,sự,0.8203
,stt11,page_0186,4,16,18,thế,GOLD,CHAR_A,0.6738,3,thế,0.6738
,stt11,page_0186,4,17,19,gian,GOLD,CHAR_A,0.2975,3,gian,0.2975
,stt11,page_0186,4,18,20,mà,GOLD,CHAR_A,0.1699,3,mà,0.1699
,stt11,page_0186,4,19,21,lên,REVIEW,REVIEW,0.1248,3,lên,0.1248
,stt11,page_0186,4,20,22,rừng,REVIEW,REVIEW,0.0156,3,lầm,0.1461
,stt11,page_0186,4,21,23,cho,GOLD,CHAR_A,0.1811,3,cho,0.1811
,stt11,page_0186,5,0,0,dễ,GOLD,CHAR_B,0.2326,3,dễ,0.2326
,stt11,page_0186,5,1,1,ngăm,GOLD,CHAR_A,0.8214,3,ngăm,0.8214
,stt11,page_0186,5,2,2,sự,GOLD,CHAR_A,0.7182,3,sự,0.7182
,stt11,page_0186,5,3,3,đức,SYLLABLE,SYL,0.9785,3,đức,0.9785
,stt11,page_0186,5,4,4,chúa,GOLD,CHAR_A,0.9228,3,chúa,0.9228
,stt11,page_0186,5,5,5,trời,SYLLABLE,SYL,0.6978,3,trời,0.6978
,stt11,page_0186,5,6,6,vậy,SYLLABLE,SYL,0.1241,3,vậy,0.1241
,stt11,page_0186,5,7,7,đời,GOLD,CHAR_A,0.6574,3,đời,0.6574
,stt11,page_0186,5,8,8,vua,SYLLABLE,SYL,0.9653,3,vua,0.9653
,stt11,page_0186,5,9,9,nước,SYLLABLE,SYL,0.7569,3,nước,0.7569
,stt11,page_0186,5,10,10,thiên,GOLD,CHAR_A,0.9133,3,thiên,0.9133
,stt11,page_0186,5,11,11,trúc,GOLD,CHAR_A,,3,chung,0.104
,stt11,page_0186,5,12,12,tên,GOLD,CHAR_A,0.8221,3,tên,0.8221
,stt11,page_0186,5,13,13,là,SYLLABLE,SYL,0.9269,3,là,0.9269
,stt11,page_0186,5,14,14,a,REVIEW,REVIEW,0.7886,3,a,0.7886
,stt11,page_0186,5,15,15,biên,GOLD,CHAR_A,,3,đạo,0.2104
,stt11,page_0186,5,16,16,niết,GOLD,CHAR_A,,3,có,0.4984
,stt11,page_0186,5,17,17,có,GOLD,CHAR_A,0.6475,3,có,0.6475
,stt11,page_0186,5,18,18,một,GOLD,CHAR_B,0.7058,3,một,0.7058
,stt11,page_0186,5,19,19,ông,GOLD,CHAR_A,0.4589,3,ông,0.4589
,stt11,page_0186,5,20,20,thánh,SYLLABLE,SYL,0.3481,3,thánh,0.3481
,stt11,page_0186,5,21,21,tên,GOLD,CHAR_A,0.4997,3,tên,0.4997
,stt11,page_0186,6,0,0,là,SYLLABLE,SYL,0.4056,3,là,0.4056
,stt11,page_0186,6,1,1,bá,GOLD,CHAR_B,,3,ra,0.5447
,stt11,page_0186,6,2,2,tra,REVIEW,REVIEW,0.0004,3,ong,0.6933
,stt11,page_0186,6,3,3,ong,REVIEW,REVIEW,0.0024,3,đi,0.8688
,stt11,page_0186,6,4,4,đi,SYLLABLE,SYL,0.1384,3,ta,0.1684
,stt11,page_0186,6,5,5,tu,GOLD,CHAR_A,0.0612,3,tu,0.0612
,stt11,page_0186,6,6,6,hành,GOLD,CHAR_A,0.0007,3,hàng,0.181
,stt11,page_0186,6,7,7,mà,SYLLABLE,SYL,0.0467,3,thấy,0.053
,stt11,page_0186,6,8,8,đức,SYLLABLE,SYL,0.501,3,đức,0.501
,stt11,page_0186,6,9,9,chúa,GOLD,CHAR_A,0.5863,3,chúa,0.5863
,stt11,page_0186,6,10,10,trời,SYLLABLE,SYL,0.3896,3,trời,0.3896
,stt11,page_0186,6,11,11,mỏ,REVIEW,REVIEW,,3,thiên,0.6133
,stt11,page_0186,6,12,12,lòng,GOLD,CHAR_B,0.1841,3,sinh,0.5445
,stt11,page_0186,6,13,13,cho,GOLD,CHAR_A,0.4989,3,cho,0.4989
,stt11,page_0186,6,14,14,thì,GOLD,CHAR_A,0.0128,3,dạy,0.8187
,stt11,page_0186,6,15,15,dạy,SYLLABLE,SYL,0.0013,3,chúa,0.0943
,stt11,page_0186,6,16,16,vua,SYLLABLE,SYL,0.5239,3,vua,0.5239
,stt11,page_0186,6,17,17,ấy,REVIEW,REVIEW,0.3437,3,ấy,0.3437
,stt11,page_0186,6,18,18,rối,GOLD,CHAR_A,0.0001,3,nơi,0.2213
,stt11,page_0186,6,19,19,linh,GOLD,CHAR_A,0.8243,3,linh,0.8243
,stt11,page_0186,6,20,20,hồn,GOLD,CHAR_A,0.8895,3,hồn,0.8895
,stt11,page_0186,6,21,21,cùng,GOLD,CHAR_A,0.7568,3,cùng,0.7568
,stt11,page_0186,7,0,0,cả,REVIEW,REVIEW,0.8116,3,cả,0.8116
,stt11,page_0186,7,1,1,nước,REVIEW,REVIEW,0.0185,3,bấy,0.03
,stt11,page_0186,7,2,2,mở,GOLD,CHAR_A,0.4844,3,mở,0.4844
,stt11,page_0186,7,3,3,con,GOLD,CHAR_A,0.6596,3,con,0.6596
,stt11,page_0186,7,4,4,mắt,GOLD,CHAR_A,0.6118,3,mắt,0.6118
,stt11,page_0186,7,5,5,ra,SYLLABLE,SYL,0.5964,3,ra,0.5964
,stt11,page_0186,7,6,6,mà,GOLD,CHAR_A,0.6919,3,mà,0.6919
,stt11,page_0186,7,7,7,chịu,GOLD,CHAR_A,0.8179,3,chịu,0.8179
,stt11,page_0186,7,8,8,sáng,GOLD,CHAR_A,0.0275,3,các,0.0645
,stt11,page_0186,7,9,9,thật,GOLD,CHAR_B,0.6289,3,thật,0.6289
,stt11,page_0186,7,10,10,vua,SYLLABLE,SYL,0.4553,3,vua,0.4553
,stt11,page_0186,7,11,11,ấy,SYLLABLE,SYL,0.7568,3,ấy,0.7568
,stt11,page_0186,7,12,12,sinh,GOLD,CHAR_A,0.4251,3,sinh,0.4251
,stt11,page_0186,7,13,13,được,GOLD,CHAR_A,0.5344,3,được,0.5344
,stt11,page_0186,7,14,14,một,REVIEW,REVIEW,0.7182,3,một,0.7182
,stt11,page_0186,7,15,15,hoàng,GOLD,CHAR_A,0.1537,3,vào,0.3232
,stt11,page_0186,7,17,16,tử,GOLD,CHAR_A,0.6066,3,tử,0.6066
,stt11,page_0186,7,18,17,đặt,GOLD,CHAR_A,0.0458,3,bụt,0.0966
,stt11,page_0186,7,19,18,tên,GOLD,CHAR_A,0.277,3,tên,0.277
,stt11,page_0186,7,20,19,là,REVIEW,REVIEW,0.7161,3,là,0.7161
,stt11,page_0186,8,0,0,giu,REVIEW,REVIEW,0.0022,3,là,0.0742
,stt11,page_0186,8,1,1,ra,REVIEW,REVIEW,0.5839,3,ra,0.5839
,stt11,page_0186,8,2,2,phát,REVIEW,REVIEW,,3,cung,0.0752
,stt11,page_0186,8,3,3,mà,GOLD,CHAR_A,0.8539,3,mà,0.8539
,stt11,page_0186,8,4,4,bởi,GOLD,CHAR_B,0.6821,3,bởi,0.6821
,stt11,page_0186,8,5,5,nghe,SYLLABLE,SYL,0.9622,3,nghe,0.9622
,stt11,page_0186,8,6,6,kẻ,REVIEW,REVIEW,0.0022,3,sự,0.571
,stt11,page_0186,8,7,7,thông,GOLD,CHAR_A,,3,nghe,0.1379
,stt11,page_0186,8,8,9,thiên,GOLD,CHAR_A,0.5121,3,thiên,0.5121
,stt11,page_0186,8,9,10,văn,GOLD,CHAR_A,0.0088,3,giê,0.0677
,stt11,page_0186,8,10,11,con,GOLD,CHAR_A,0.2485,3,viết,0.2813
,stt11,page_0186,8,11,12,vua,SYLLABLE,SYL,0.2681,3,vua,0.2681
,stt11,page_0186,8,12,13,mới,SYLLABLE,SYL,0.0201,3,trong,0.051
,stt11,page_0186,8,13,14,sinh,GOLD,CHAR_A,0.0183,3,cùng,0.1199
,stt11,page_0186,8,14,15,ngày,SYLLABLE,SYL,0.0104,3,sinh,0.6051
,stt11,page_0186,8,15,16,sau,SYLLABLE,SYL,0.0204,3,cho,0.2675
,stt11,page_0186,8,16,17,học,SYLLABLE,SYL,0.0046,3,nữa,0.2468
,stt11,page_0186,8,17,18,đạo,GOLD,CHAR_A,0.0016,3,học,0.1761
,stt11,page_0186,8,18,19,đức,SYLLABLE,SYL,0.0035,3,đạo,0.3078
,stt11,page_0186,8,19,20,chúa,GOLD,CHAR_A,0.3228,3,đức,0.5488
,stt11,page_0186,8,20,21,trời,SYLLABLE,SYL,0.7671,3,trời,0.7671
,stt11,page_0186,9,0,0,thì,GOLD,CHAR_B,0.6539,3,thì,0.6539
,stt11,page_0186,9,1,1,vua,SYLLABLE,SYL,0.9688,3,vua,0.9688
,stt11,page_0186,9,2,2,lo,GOLD,CHAR_B,0.0645,3,lo,0.0645
,stt11,page_0186,9,3,3,buồn,GOLD,CHAR_A,0.4424,3,buồn,0.4424
,stt11,page_0186,9,4,4,lắm,GOLD,CHAR_A,0.0302,3,lắm,0.766
,stt11,page_0186,9,5,5,vì,GOLD,CHAR_A,0.9927,3,vì,0.9927
,stt11,page_0186,9,6,6,thờ,GOLD,CHAR_A,0.9837,3,thờ,0.9837
,stt11,page_0186,9,7,7,phượng,SYLLABLE,SYL,0.6016,3,phượng,0.6016
,stt11,page_0186,9,8,8,thần,GOLD,CHAR_A,0.3625,3,thần,0.3625
,stt11,page_0186,9,9,9,phật,GOLD,CHAR_A,,3,thần,0.1136
,stt11,page_0186,9,10,10,mà,REVIEW,REVIEW,0.2396,3,mà,0.2396
,stt11,page_0186,9,11,11,ghét,REVIEW,REVIEW,0.0011,3,mà,0.1059
,stt11,page_0186,9,12,12,đạo,REVIEW,REVIEW,0.0001,3,ấy,0.0705
,stt11,page_0186,9,13,13,ông,GOLD,CHAR_A,0.7773,3,ông,0.7773
,stt11,page_0186,9,14,14,thánh,GOLD,CHAR_A,0.6138,3,thánh,0.6138
,stt11,page_0186,9,15,15,tu,GOLD,CHAR_A,0.5427,3,tu,0.5427
,stt11,page_0186,9,16,16,me,GOLD,CHAR_A,,3,mi,0.7137
,stt11,page_0186,9,17,17,truyền,GOLD,CHAR_A,0.0787,3,truyện,0.1374
,stt11,page_0186,9,18,18,xưa,GOLD,CHAR_A,0.1902,3,xưa,0.1902
,stt11,page_0186,9,19,19,bây,REVIEW,REVIEW,0.0001,3,ví,0.2521
,stt11,page_0188,1,0,0,giờ,GOLD,CHAR_A,0.0233,0,thờ,0.5848
,stt11,page_0188,1,1,1,vua,SYLLABLE,SYL,0.9489,0,vua,0.9489
,stt11,page_0188,1,2,2,phán,REVIEW,REVIEW,0.71,0,phán,0.71
,stt11,page_0188,1,3,4,một,SYLLABLE,SYL,0.0001,0,làm,0.8521
,stt11,page_0188,1,4,5,thành,GOLD,CHAR_A,0.0001,0,một,0.9599
,stt11,page_0188,1,5,6,riêng,GOLD,CHAR_A,0.0004,0,thành,0.8063
,stt11,page_0188,1,6,7,cho,GOLD,CHAR_B,0.0013,0,riêng,0.9267
,stt11,page_0188,1,7,8,con,GOLD,CHAR_A,0.0013,0,cho,0.5104
,stt11,page_0188,1,8,9,ở,GOLD,CHAR_A,0.0002,0,con,0.8734
,stt11,page_0188,1,9,10,trong,GOLD,CHAR_A,0.0001,0,ở,0.9795
,stt11,page_0188,1,10,11,ấy,SYLLABLE,SYL,0.0,0,trong,0.9294
,stt11,page_0188,1,11,12,liên,GOLD,CHAR_A,0.0004,0,ấy,0.8721
,stt11,page_0188,1,12,13,kẻo,GOLD,CHAR_A,0.0,0,liền,0.6173
,stt11,page_0188,1,13,14,gặp,GOLD,CHAR_A,0.0001,0,kẻo,0.7536
,stt11,page_0188,1,14,15,kẻ,GOLD,CHAR_A,0.0012,0,nãy,0.0762
,stt11,page_0188,1,15,16,có,GOLD,CHAR_A,0.0048,0,kẻ,0.9128
,stt11,page_0188,1,16,17,đạo,GOLD,CHAR_A,0.0111,0,có,0.7278
