image,tier,split,label,ocr_char,syllable
silver/yen2_page_0044_c02_028.png,SILVER,train,寺,詩,thì
gold/yen2_page_0044_c02_029.png,GOLD,train,代,代,dạy
gold/yen2_page_0044_c02_031.png,GOLD,train,炉,炉,lò
gold/yen2_page_0044_c02_033.png,GOLD,train,𨫊,鑲,sắt
silver/yen2_page_0044_c02_035.png,SILVER,train,罢,鄂,bảy
gold/yen2_page_0044_c02_036.png,GOLD,train,襖,襖,áo
gold/yen2_page_0044_c02_037.png,GOLD,train,朱,朱,cho
silver/yen2_page_0044_c02_038.png,SILVER,train,罢,羅,bảy
gold/yen2_page_0044_c02_039.png,GOLD,train,𠊚,得,người
gold/yen2_page_0044_c02_040.png,GOLD,train,衣,衣,ấy
gold/yen2_page_0044_c03_041.png,GOLD,train,黙,黙,mặc
gold/yen2_page_0044_c03_042.png,GOLD,train,其,其,cùng
silver/yen2_page_0044_c03_043.png,SILVER,train,礼,祀,lấy
gold/yen2_page_0044_c03_045.png,GOLD,train,鉄,鉄,sắt
gold/yen2_page_0044_c03_046.png,GOLD,train,燶,濃,nung
gold/yen2_page_0044_c03_048.png,GOLD,train,扯,扯,chải
gold/yen2_page_0044_c03_049.png,GOLD,train,連,建,lên
gold/yen2_page_0044_c03_051.png,GOLD,train,麻,麻,mà
gold/yen2_page_0044_c03_052.png,GOLD,train,浪,浪,rằng
gold/yen2_page_0044_c03_053.png,GOLD,train,庄,庄,Chẳng
silver/yen2_page_0044_c03_054.png,SILVER,train,悶,問,muốn
gold/yen2_page_0044_c03_055.png,GOLD,train,除,除,thờ
silver/yen2_page_0044_c03_056.png,SILVER,train,孛,寺,bụt
gold/yen2_page_0044_c03_057.png,GOLD,train,如,如,như
gold/yen2_page_0044_c03_058.png,GOLD,train,些,些,ta
gold/yen2_page_0044_c03_060.png,GOLD,train,矣,矣,hãy
gold/yen2_page_0044_c04_063.png,GOLD,val,固,固,có
silver/yen2_page_0044_c04_064.png,SILVER,val,燶,農,nóng
gold/yen2_page_0044_c04_065.png,GOLD,val,庄,庄,chăng
gold/yen2_page_0044_c04_066.png,GOLD,val,悲,悲,Bấy
gold/yen2_page_0044_c04_067.png,GOLD,val,徐,餘,giờ
silver/yen2_page_0044_c04_068.png,SILVER,val,蔑,昇,một
gold/yen2_page_0044_c04_069.png,GOLD,val,㝵,㝵,người
gold/yen2_page_0044_c04_070.png,GOLD,val,女,女,nữ
silver/yen2_page_0044_c04_072.png,SILVER,val,包,色,vào
gold/yen2_page_0044_c04_075.png,GOLD,val,昆,昆,con
silver/yen2_page_0044_c04_076.png,SILVER,val,𤳇,甥,trai
gold/yen2_page_0044_c04_077.png,GOLD,val,㝵,㝵,người
gold/yen2_page_0044_c04_079.png,GOLD,val,乳,乳,nhỏ
gold/yen2_page_0044_c04_080.png,GOLD,val,連,連,liền
gold/yen2_page_0044_c04_081.png,GOLD,val,哭,哭,khóc
gold/yen2_page_0044_c04_082.png,GOLD,val,共,共,cùng
gold/yen2_page_0044_c04_083.png,GOLD,val,呌,呌,kêu
silver/yen2_page_0044_c05_087.png,SILVER,train,蔑,茂,một
silver/yen2_page_0044_c05_088.png,SILVER,train,𠇮,𠇭,mình
gold/yen2_page_0044_c05_089.png,GOLD,train,麻,麻,mà
gold/yen2_page_0044_c05_090.png,GOLD,train,𥙷,𥙷,bỏ
gold/yen2_page_0044_c05_091.png,GOLD,train,昆,昻,con
gold/yen2_page_0044_c05_093.png,GOLD,train,牢,牢,sao
silver/yen2_page_0044_c05_095.png,SILVER,train,悶,閤,muốn
gold/yen2_page_0044_c05_096.png,GOLD,train,召,召,chịu
silver/yen2_page_0044_c05_097.png,SILVER,train,折,拊,chết
gold/yen2_page_0044_c05_100.png,GOLD,train,主,主,Chúa
gold/yen2_page_0044_c05_101.png,GOLD,train,支,支,Giê
gold/yen2_page_0044_c05_102.png,GOLD,train,秋,秋,su
gold/yen2_page_0044_c05_103.png,GOLD,train,寺,寺,thì
gold/yen2_page_0044_c05_104.png,GOLD,train,昆,昆,con
gold/yen2_page_0044_c05_105.png,GOLD,train,拱,拱,cũng
gold/yen2_page_0044_c05_106.png,GOLD,train,悶,悶,muốn
gold/yen2_page_0044_c05_107.png,GOLD,train,召,召,chịu
gold/yen2_page_0044_c06_108.png,GOLD,train,女,女,nữa
gold/yen2_page_0044_c06_111.png,GOLD,train,朱,朱,cho
gold/yen2_page_0044_c06_112.png,GOLD,train,昆,昆,con
gold/yen2_page_0044_c06_115.png,GOLD,train,世,世,thế
gold/yen2_page_0044_c06_116.png,GOLD,train,間,間,gian
silver/yen2_page_0044_c06_117.png,SILVER,train,寺,寿,thì
silver/yen2_page_0044_c06_119.png,SILVER,train,昆,昇,con
gold/yen2_page_0044_c06_120.png,GOLD,train,嗔,嗔,xin
gold/yen2_page_0044_c06_122.png,GOLD,train,朱,朱,cho
gold/yen2_page_0044_c06_123.png,GOLD,train,昆,昻,con
silver/yen2_page_0044_c06_124.png,SILVER,train,𧚠,莊,sống
silver/yen2_page_0044_c06_125.png,SILVER,train,連,達,trên
silver/yen2_page_0044_c06_126.png,SILVER,train,𡗶,吞,trời
gold/yen2_page_0044_c07_129.png,GOLD,train,時,時,ngày
gold/yen2_page_0044_c07_130.png,GOLD,train,朱,朱,cho
gold/yen2_page_0044_c07_131.png,GOLD,train,昆,昻,con
gold/yen2_page_0044_c07_133.png,GOLD,train,事,事,sự
gold/yen2_page_0044_c07_134.png,GOLD,train,創,創,sáng
gold/yen2_page_0044_c07_138.png,GOLD,train,嗔,嗔,xin
gold/yen2_page_0044_c07_139.png,GOLD,train,朱,朱,cho
gold/yen2_page_0044_c07_140.png,GOLD,train,昆,昻,con
gold/yen2_page_0044_c07_142.png,GOLD,train,事,事,sự
silver/yen2_page_0044_c07_143.png,SILVER,train,創,氣,sang
gold/yen2_page_0044_c08_147.png,GOLD,train,官,官,Quan
gold/yen2_page_0044_c08_148.png,GOLD,train,体,体,thấy
silver/yen2_page_0044_c08_149.png,SILVER,train,礼,祀,trẻ
gold/yen2_page_0044_c08_150.png,GOLD,train,乳,乳,nhỏ
gold/yen2_page_0044_c08_151.png,GOLD,train,呐,呐,nói
gold/yen2_page_0044_c08_152.png,GOLD,train,調,調,điều
gold/yen2_page_0044_c08_156.png,GOLD,train,連,建,liền
gold/yen2_page_0044_c08_158.png,GOLD,train,麻,麻,mà
gold/yen2_page_0044_c08_159.png,GOLD,train,咀,咀,Thở
silver/yen2_page_0044_c08_162.png,SILVER,train,省,㸔,tiếng
silver/yen2_page_0044_c08_163.png,SILVER,train,浪,良,răng
gold/yen2_page_0044_c08_164.png,GOLD,train,事,事,Sự
gold/yen2_page_0044_c08_166.png,GOLD,train,仍,仍,những
gold/yen2_page_0044_c08_167.png,GOLD,train,殚,殚,đàn
gold/yen2_page_0044_c09_168.png,GOLD,train,婆,婆,bà
gold/yen2_page_0044_c09_169.png,GOLD,train,共,共,cùng
silver/yen2_page_0044_c09_170.png,SILVER,train,礼,祀,trẻ
gold/yen2_page_0044_c09_171.png,GOLD,train,乳,乳,nhỏ
gold/yen2_page_0044_c09_172.png,GOLD,train,易,易,dễ
gold/yen2_page_0044_c09_173.png,GOLD,train,些,些,ta
gold/yen2_page_0044_c09_175.png,GOLD,train,牢,牢,sao
gold/yen2_page_0044_c09_176.png,GOLD,train,段,叚,Đoạn
gold/yen2_page_0044_c09_177.png,GOLD,train,代,代,dạy
gold/yen2_page_0044_c09_178.png,GOLD,train,撩,撩,treo
gold/yen2_page_0044_c09_179.png,GOLD,train,仍,仍,những
gold/yen2_page_0044_c09_180.png,GOLD,train,㝵,㝵,người
gold/yen2_page_0044_c09_181.png,GOLD,train,女,女,nữ
gold/yen2_page_0044_c09_182.png,GOLD,train,衣,衣,ấy
silver/yen2_page_0044_c09_183.png,SILVER,train,連,魑,lên
gold/yen2_page_0044_c09_187.png,GOLD,train,呌,呌,kéo
gold/yen2_page_0046_c01_004.png,GOLD,train,㝵,㝵,người
gold/yen2_page_0046_c01_005.png,GOLD,train,召,召,chịu
silver/yen2_page_0046_c01_007.png,SILVER,train,丕,石,vậy
gold/yen2_page_0046_c01_008.png,GOLD,train,寺,寺,thì
silver/yen2_page_0046_c01_009.png,SILVER,train,庄,主,chăng
silver/yen2_page_0046_c01_010.png,SILVER,train,囉,喁,ra
gold/yen2_page_0046_c01_011.png,GOLD,train,泖,泖,máu
silver/yen2_page_0046_c01_012.png,SILVER,train,囉,喁,ra
gold/yen2_page_0046_c01_013.png,GOLD,train,仍,仍,những
gold/yen2_page_0046_c01_015.png,GOLD,train,麻,麻,mà
gold/yen2_page_0046_c01_016.png,GOLD,train,退,退,thôi
silver/yen2_page_0046_c01_017.png,SILVER,train,吏,生,lại
gold/yen2_page_0046_c01_018.png,GOLD,train,固,固,có
gold/yen2_page_0046_c01_019.png,GOLD,train,垩,垩,Thánh
gold/yen2_page_0046_c01_020.png,GOLD,train,天,天,Thiên
gold/yen2_page_0046_c02_021.png,GOLD,train,神,神,Thần
gold/yen2_page_0046_c02_022.png,GOLD,train,現,現,hiện
gold/yen2_page_0046_c02_024.png,GOLD,train,𦔳,𦔳,chữa
silver/yen2_page_0046_c02_025.png,SILVER,train,𧿫,呌,dấu
gold/yen2_page_0046_c02_026.png,GOLD,train,衣,衣,ấy
silver/yen2_page_0046_c02_027.png,SILVER,train,寺,詩,thì
gold/yen2_page_0046_c02_028.png,GOLD,train,拱,拱,cũng
gold/yen2_page_0046_c02_029.png,GOLD,train,保,保,bảo
silver/yen2_page_0046_c02_031.png,SILVER,train,婆,要,bà
gold/yen2_page_0046_c02_032.png,GOLD,train,衣,衣,ấy
silver/yen2_page_0046_c02_033.png,SILVER,train,渚,诸,chớ
gold/yen2_page_0046_c02_034.png,GOLD,train,卢,卢,lo
gold/yen2_page_0046_c02_036.png,GOLD,train,爲,爲,vì
gold/yen2_page_0046_c02_037.png,GOLD,train,事,事,sự
gold/yen2_page_0046_c02_038.png,GOLD,train,庫,庫,khó
gold/yen2_page_0046_c02_040.png,GOLD,train,之,之,chi
gold/yen2_page_0046_c02_041.png,GOLD,train,蔑,蔑,một
gold/yen2_page_0046_c02_042.png,GOLD,train,特,特,được
gold/yen2_page_0046_c03_043.png,GOLD,train,陣,陣,trận
gold/yen2_page_0046_c03_044.png,GOLD,train,共,共,cùng
gold/yen2_page_0046_c03_045.png,GOLD,train,官,官,quan
silver/yen2_page_0046_c03_046.png,SILVER,train,蔑,茂,một
gold/yen2_page_0046_c03_047.png,GOLD,train,特,特,được
gold/yen2_page_0046_c03_049.png,GOLD,train,麻,麻,mà
gold/yen2_page_0046_c03_052.png,GOLD,train,官,官,quan
gold/yen2_page_0046_c03_053.png,GOLD,train,代,代,dạy
silver/yen2_page_0046_c03_055.png,SILVER,train,呂,煜,lửa
gold/yen2_page_0046_c03_056.png,GOLD,train,体,体,thấy
gold/yen2_page_0046_c03_057.png,GOLD,train,庄,庄,chẳng
gold/yen2_page_0046_c03_058.png,GOLD,train,𤈜,蛭,cháy
silver/yen2_page_0046_c03_059.png,SILVER,train,寺,毒,thì
silver/yen2_page_0046_c03_060.png,SILVER,train,代,吟,dạy
gold/yen2_page_0046_c03_062.png,GOLD,train,歇,歇,hết
gold/yen2_page_0046_c03_063.png,GOLD,train,悲,悲,Bấy
gold/yen2_page_0046_c04_064.png,GOLD,test,除,除,giờ
gold/yen2_page_0046_c04_065.png,GOLD,test,各,各,các
gold/yen2_page_0046_c04_066.png,GOLD,test,㝵,㝵,người
gold/yen2_page_0046_c04_067.png,GOLD,test,女,女,nữ
gold/yen2_page_0046_c04_069.png,GOLD,test,恩,恩,ơn
gold/yen2_page_0046_c04_071.png,GOLD,test,主,主,Chúa
gold/yen2_page_0046_c04_072.png,GOLD,test,支,支,Giê
gold/yen2_page_0046_c04_073.png,GOLD,test,秋,耿,su
gold/yen2_page_0046_c04_074.png,GOLD,test,共,共,cùng
gold/yen2_page_0046_c04_075.png,GOLD,test,付,付,phó
gold/yen2_page_0046_c04_077.png,GOLD,test,昆,昆,con
gold/yen2_page_0046_c04_079.png,GOLD,test,朱,朱,cho
gold/yen2_page_0046_c04_081.png,GOLD,test,堊,堊,Thánh
silver/yen2_page_0046_c04_084.png,SILVER,test,烏,焉,ô
gold/yen2_page_0046_c04_085.png,GOLD,test,麻,麻,mà
gold/yen2_page_0046_c05_086.png,GOLD,train,召,召,chịu
gold/yen2_page_0046_c05_087.png,GOLD,train,福,福,phúc
gold/yen2_page_0046_c05_088.png,GOLD,train,沫,沫,mát
silver/yen2_page_0046_c05_091.png,SILVER,train,段,悶,Đoạn
gold/yen2_page_0046_c05_092.png,GOLD,train,官,官,quan
gold/yen2_page_0046_c05_093.png,GOLD,train,代,代,dạy
gold/yen2_page_0046_c05_096.png,GOLD,train,垩,垩,Thánh
gold/yen2_page_0046_c05_097.png,GOLD,train,衣,衣,ấy
gold/yen2_page_0046_c05_099.png,GOLD,train,拗,拗,ao
gold/yen2_page_0046_c05_101.png,GOLD,train,㝵,㝵,người
gold/yen2_page_0046_c05_103.png,GOLD,train,𧿫,斜,dấu
silver/yen2_page_0046_c05_105.png,SILVER,train,椊,粹,rút
gold/yen2_page_0046_c06_106.png,GOLD,train,連,建,trên
gold/yen2_page_0046_c06_107.png,GOLD,train,𠇮,金,mình
gold/yen2_page_0046_c06_108.png,GOLD,train,麻,麻,mà
gold/yen2_page_0046_c06_113.png,GOLD,train,如,如,như
gold/yen2_page_0046_c06_114.png,GOLD,train,蓮,蓮,trên
gold/yen2_page_0046_c06_115.png,GOLD,train,坦,坦,đất
gold/yen2_page_0046_c06_117.png,GOLD,train,耒,本,lại
gold/yen2_page_0046_c06_118.png,GOLD,train,保,保,bảo
gold/yen2_page_0046_c06_119.png,GOLD,train,几,几,kẻ
gold/yen2_page_0046_c06_120.png,GOLD,train,恪,恪,khác
silver/yen2_page_0046_c06_121.png,SILVER,train,包,色,vào
gold/yen2_page_0046_c06_123.png,GOLD,train,麻,麻,mà
gold/yen2_page_0046_c06_124.png,GOLD,train,此,此,thử
gold/yen2_page_0046_c06_125.png,GOLD,train,孛,孛,bụt
gold/yen2_page_0046_c06_126.png,GOLD,train,固,固,có
gold/yen2_page_0046_c06_127.png,GOLD,train,𦔳,𦔳,chữa
gold/yen2_page_0046_c07_128.png,GOLD,train,庄,庄,chăng
gold/yen2_page_0046_c07_129.png,GOLD,train,悲,悲,Bây
gold/yen2_page_0046_c07_130.png,GOLD,train,除,除,giờ
gold/yen2_page_0046_c07_131.png,GOLD,train,固,固,có
gold/yen2_page_0046_c07_133.png,GOLD,train,迈,返,mươi
gold/yen2_page_0046_c07_135.png,GOLD,train,㝵,㝵,người
gold/yen2_page_0046_c07_137.png,GOLD,train,泑,泑,ao
silver/yen2_page_0046_c07_138.png,SILVER,train,寺,者,thì
gold/yen2_page_0046_c07_139.png,GOLD,train,沉,沉,chìm
gold/yen2_page_0046_c07_141.png,GOLD,train,麻,麻,mà
gold/yen2_page_0046_c07_142.png,GOLD,train,折,折,chết
silver/yen2_page_0046_c07_143.png,SILVER,train,歇,歌,hết
gold/yen2_page_0046_c07_145.png,GOLD,train,天,天,Thiên
gold/yen2_page_0046_c07_146.png,GOLD,train,神,神,Thần
gold/yen2_page_0046_c07_147.png,GOLD,train,保,保,bảo
silver/yen2_page_0046_c07_148.png,SILVER,train,翁,李,ông
gold/yen2_page_0046_c08_153.png,GOLD,val,塊,塊,khỏi
gold/yen2_page_0046_c08_155.png,GOLD,val,天,天,Thiên
gold/yen2_page_0046_c08_156.png,GOLD,val,下,下,hạ
gold/yen2_page_0046_c08_157.png,GOLD,val,体,体,thấy
gold/yen2_page_0046_c08_159.png,GOLD,val,每,每,mũi
gold/yen2_page_0046_c08_160.png,GOLD,val,創,創,sáng
gold/yen2_page_0046_c08_161.png,GOLD,val,朗,朗,láng
gold/yen2_page_0046_c08_162.png,GOLD,val,𤈜,桎,chói
gold/yen2_page_0046_c08_164.png,GOLD,val,麻,麻,mà
gold/yen2_page_0046_c08_165.png,GOLD,val,官,官,quan
gold/yen2_page_0046_c08_167.png,GOLD,val,强,强,càng
silver/yen2_page_0046_c08_168.png,SILVER,val,最,是,tối
gold/yen2_page_0046_c09_169.png,GOLD,test,弄,弄,lòng
silver/yen2_page_0046_c09_170.png,SILVER,test,連,肆,liên
gold/yen2_page_0046_c09_171.png,GOLD,test,代,代,dạy
gold/yen2_page_0046_c09_173.png,GOLD,test,㝵,㝵,người
gold/yen2_page_0046_c09_174.png,GOLD,test,共,共,cùng
gold/yen2_page_0046_c09_176.png,GOLD,test,昆,昻,con
gold/yen2_page_0046_c09_178.png,GOLD,test,召,召,chịu
gold/yen2_page_0046_c09_179.png,GOLD,test,福,福,phúc
gold/yen2_page_0046_c09_180.png,GOLD,test,沫,沫,mát
gold/yen2_page_0046_c09_183.png,GOLD,test,奇,奇,cả
gold/yen2_page_0048_c01_000.png,GOLD,train,自,自,Từ
gold/yen2_page_0048_c01_001.png,GOLD,train,徳,徳,Đức
gold/yen2_page_0048_c01_002.png,GOLD,train,主,主,Chúa
silver/yen2_page_0048_c01_003.png,SILVER,train,支,主,Giê
gold/yen2_page_0048_c01_004.png,GOLD,train,秋,秋,su
gold/yen2_page_0048_c01_006.png,GOLD,train,代,代,đời
gold/yen2_page_0048_c01_007.png,GOLD,train,朱,朱,cho
gold/yen2_page_0048_c01_008.png,GOLD,train,旦,旦,đến
gold/yen2_page_0048_c01_009.png,GOLD,train,翁,翁,ông
gold/yen2_page_0048_c01_010.png,GOLD,train,垩,垩,Thánh
silver/yen2_page_0048_c01_011.png,SILVER,train,尼,君,này
gold/yen2_page_0048_c01_012.png,GOLD,train,特,特,được
gold/yen2_page_0048_c01_013.png,GOLD,train,巴,巴,ba
silver/yen2_page_0048_c01_014.png,SILVER,train,林,暮,trăm
gold/yen2_page_0048_c02_016.png,GOLD,train,夢,夢,MONG
gold/yen2_page_0048_c02_018.png,GOLD,train,翁,翁,Ong
gold/yen2_page_0048_c02_019.png,GOLD,train,垩,垩,Thánh
gold/yen2_page_0048_c02_021.png,GOLD,train,為,為,vi
gold/yen2_page_0048_c02_022.png,GOLD,train,蘇,蘇,tô
gold/yen2_page_0048_c02_023.png,GOLD,train,曰,曰,viết
gold/yen2_page_0048_c02_025.png,GOLD,train,傳,傳,truyện
gold/yen2_page_0048_c03_027.png,GOLD,train,垩,垩,Thánh
gold/yen2_page_0048_c03_028.png,GOLD,train,尼,尼,này
gold/yen2_page_0048_c03_029.png,GOLD,train,欺,欺,khi
gold/yen2_page_0048_c03_030.png,GOLD,train,群,群,còn
silver/yen2_page_0048_c03_031.png,SILVER,train,礼,祀,trẻ
gold/yen2_page_0048_c03_032.png,GOLD,train,渚,渚,chưa
gold/yen2_page_0048_c03_034.png,GOLD,train,曰,曰,viết
gold/yen2_page_0048_c03_036.png,GOLD,train,城,城,thành
silver/yen2_page_0048_c03_037.png,SILVER,train,悲,應,bi
gold/yen2_page_0048_c03_040.png,GOLD,train,固,固,có
gold/yen2_page_0048_c03_041.png,GOLD,train,几,几,kẻ
gold/yen2_page_0048_c03_042.png,GOLD,train,体,体,thấy
gold/yen2_page_0048_c03_043.png,GOLD,train,㝵,㝵,người
gold/yen2_page_0048_c03_044.png,GOLD,train,外,外,ngồi
gold/yen2_page_0048_c03_045.png,GOLD,train,連,建,trên
gold/yen2_page_0048_c03_046.png,GOLD,train,耨,耨,nóc
gold/yen2_page_0048_c03_047.png,GOLD,train,如,如,nhà
silver/yen2_page_0048_c03_048.png,SILVER,train,垩,璽,thánh
gold/yen2_page_0048_c04_049.png,GOLD,train,連,連,liên
gold/yen2_page_0048_c04_050.png,GOLD,train,别,别,biết
gold/yen2_page_0048_c04_051.png,GOLD,train,𣈜,碍,ngày
silver/yen2_page_0048_c04_054.png,SILVER,train,朔,朝,sóc
gold/yen2_page_0048_c04_055.png,GOLD,train,各,各,các
gold/yen2_page_0048_c04_056.png,GOLD,train,本,本,bổn
gold/yen2_page_0048_c04_057.png,GOLD,train,道,道,đạo
silver/yen2_page_0048_c04_058.png,SILVER,train,喡,案,và
gold/yen2_page_0048_c04_059.png,GOLD,train,固,固,có
gold/yen2_page_0048_c04_060.png,GOLD,train,聀,聀,chức
gold/yen2_page_0048_c04_061.png,GOLD,train,髙,髙,cao
gold/yen2_page_0048_c04_062.png,GOLD,train,双,双,Song
silver/yen2_page_0048_c04_063.png,SILVER,train,欺,賎,khi
gold/yen2_page_0048_c04_064.png,GOLD,train,㝵,㝵,người
silver/yen2_page_0048_c04_065.png,SILVER,train,渚,诸,chưa
gold/yen2_page_0048_c04_066.png,GOLD,train,固,固,có
gold/yen2_page_0048_c04_067.png,GOLD,train,聀,聀,chức
gold/yen2_page_0048_c04_068.png,GOLD,train,髙,髙,cao
gold/yen2_page_0048_c04_070.png,GOLD,train,於,於,ở
gold/yen2_page_0048_c05_071.png,GOLD,train,涅,涅,nết
gold/yen2_page_0048_c05_072.png,GOLD,train,為,為,vì
gold/yen2_page_0048_c05_073.png,GOLD,train,謙,謙,khiêm
silver/yen2_page_0048_c05_074.png,SILVER,train,讓,癯,nhường
silver/yen2_page_0048_c05_075.png,SILVER,train,共,丑,cùng
gold/yen2_page_0048_c05_076.png,GOLD,train,佇,佇,giữ
gold/yen2_page_0048_c05_077.png,GOLD,train,𣵀,𣵀,nết
gold/yen2_page_0048_c05_078.png,GOLD,train,年,年,nên
gold/yen2_page_0048_c05_081.png,GOLD,train,福,福,Phúc
gold/yen2_page_0048_c05_082.png,GOLD,train,旦,旦,Đến
gold/yen2_page_0048_c05_083.png,GOLD,train,欺,欺,khi
gold/yen2_page_0048_c05_085.png,GOLD,train,曰,曰,viết
gold/yen2_page_0048_c05_087.png,GOLD,train,而,而,hay
gold/yen2_page_0048_c05_088.png,GOLD,train,福,福,phúc
gold/yen2_page_0048_c05_090.png,GOLD,train,共,共,cùng
silver/yen2_page_0048_c05_091.png,SILVER,train,灵,㕛,linh
gold/yen2_page_0048_c05_093.png,GOLD,train,㝵,㝵,người
silver/yen2_page_0048_c06_094.png,SILVER,train,些,陲,ta
gold/yen2_page_0048_c06_095.png,GOLD,train,固,固,có
gold/yen2_page_0048_c06_096.png,GOLD,train,蔑,蔑,một
silver/yen2_page_0048_c06_097.png,SILVER,train,各,衣,lần
gold/yen2_page_0048_c06_098.png,GOLD,train,体,体,thấy
gold/yen2_page_0048_c06_099.png,GOLD,train,㝵,㝵,người
silver/yen2_page_0048_c06_100.png,SILVER,train,其,夏,kia
gold/yen2_page_0048_c06_101.png,GOLD,train,固,固,có
gold/yen2_page_0048_c06_103.png,GOLD,train,其,兵,cùng
gold/yen2_page_0048_c06_104.png,GOLD,train,命,命,mình
gold/yen2_page_0048_c06_105.png,GOLD,train,也,也,đã
gold/yen2_page_0048_c06_107.png,GOLD,train,麻,麻,mà
gold/yen2_page_0048_c06_108.png,GOLD,train,群,群,còn
gold/yen2_page_0048_c06_109.png,GOLD,train,沛,沛,phải
gold/yen2_page_0048_c06_111.png,GOLD,train,觧,觧,giải
gold/yen2_page_0048_c06_112.png,GOLD,train,罪,罪,tội
silver/yen2_page_0048_c06_113.png,SILVER,train,寺,寿,thì
gold/yen2_page_0048_c06_115.png,GOLD,train,垩,垩,Thánh
gold/yen2_page_0048_c07_118.png,GOLD,test,共,共,cùng
gold/yen2_page_0048_c07_120.png,GOLD,test,主,主,Chúa
gold/yen2_page_0048_c07_122.png,GOLD,test,赦,赦,tha
gold/yen2_page_0048_c07_123.png,GOLD,test,分,分,phần
gold/yen2_page_0048_c07_124.png,GOLD,test,罰,罰,phạt
gold/yen2_page_0048_c07_125.png,GOLD,test,朱,朱,cho
gold/yen2_page_0048_c07_126.png,GOLD,test,㝵,㝵,người
gold/yen2_page_0048_c07_127.png,GOLD,test,衣,衣,ấy
gold/yen2_page_0048_c07_128.png,GOLD,test,麻,麻,mà
silver/yen2_page_0048_c07_129.png,SILVER,test,召,公,chịu
gold/yen2_page_0048_c07_130.png,GOLD,test,安,安,ăn
silver/yen2_page_0048_c07_131.png,SILVER,test,粂,秦,chay
gold/yen2_page_0048_c07_132.png,GOLD,test,連,連,liên
gold/yen2_page_0048_c07_133.png,GOLD,test,安,安,ăn
gold/yen2_page_0048_c07_134.png,GOLD,test,仍,仍,những
gold/yen2_page_0048_c07_135.png,GOLD,test,迸,迸,bánh
silver/yen2_page_0048_c07_140.png,SILVER,test,庄,庄,CHẢNG
gold/yen2_page_0048_c07_141.png,GOLD,test,群,群,CON
gold/yen2_page_0048_c08_144.png,GOLD,train,之,之,gì
silver/yen2_page_0048_c08_145.png,SILVER,train,女,立,nữa
gold/yen2_page_0048_c08_146.png,GOLD,train,寺,寺,thì
silver/yen2_page_0048_c08_147.png,SILVER,train,時,得,ngày
gold/yen2_page_0048_c08_149.png,GOLD,train,徳,徳,Đức
gold/yen2_page_0048_c08_150.png,GOLD,train,主,主,Chúa
silver/yen2_page_0048_c08_151.png,SILVER,train,𡗶,奉,Trời
gold/yen2_page_0048_c08_152.png,GOLD,train,朱,朱,cho
gold/yen2_page_0048_c08_154.png,GOLD,train,体,体,thấy
gold/yen2_page_0048_c08_155.png,GOLD,train,灵,灵,linh
gold/yen2_page_0048_c08_156.png,GOLD,train,魂,魂,hồn
gold/yen2_page_0048_c08_158.png,GOLD,train,塊,塊,khỏi
gold/yen2_page_0048_c08_159.png,GOLD,train,帝,帝,đấy
gold/yen2_page_0048_c08_160.png,GOLD,train,麻,麻,mà
gold/yen2_page_0048_c08_161.png,GOLD,train,連,連,lên
gold/yen2_page_0048_c08_163.png,GOLD,train,天,天,thiên
gold/yen2_page_0048_c08_164.png,GOLD,train,堂,堂,đàng
gold/yen2_page_0048_c08_165.png,GOLD,train,固,固,Có
silver/yen2_page_0048_c09_167.png,SILVER,train,各,衣,lần
gold/yen2_page_0048_c09_168.png,GOLD,train,体,体,thấy
gold/yen2_page_0048_c09_171.png,GOLD,train,碎,碎,tôi
silver/yen2_page_0048_c09_172.png,SILVER,train,渃,婼,nước
gold/yen2_page_0048_c09_173.png,GOLD,train,其,其,kia
gold/yen2_page_0048_c09_174.png,GOLD,train,庄,庄,chăng
gold/yen2_page_0048_c09_175.png,GOLD,train,群,群,còn
gold/yen2_page_0048_c09_176.png,GOLD,train,泊,泊,bạc
gold/yen2_page_0048_c09_177.png,GOLD,train,麻,麻,mà
gold/yen2_page_0048_c09_178.png,GOLD,train,贖,贖,chuộc
gold/yen2_page_0048_c09_179.png,GOLD,train,寺,寺,thì
gold/yen2_page_0048_c09_180.png,GOLD,train,㝵,㝵,người
gold/yen2_page_0048_c09_181.png,GOLD,train,破,破,phá
gold/yen2_page_0048_c09_182.png,GOLD,train,仍,仍,những
gold/yen2_page_0048_c09_183.png,GOLD,train,真,真,chân
gold/yen2_page_0048_c09_185.png,GOLD,train,泊,泊,bạc
gold/yen2_page_0048_c09_186.png,GOLD,train,其,兵,cùng
gold/yen2_page_0050_c01_005.png,GOLD,train,禮,禮,lễ
gold/yen2_page_0050_c01_006.png,GOLD,train,麻,麻,mà
gold/yen2_page_0050_c01_008.png,GOLD,train,仍,仍,những
gold/yen2_page_0050_c01_009.png,GOLD,train,㝵,㝵,người
gold/yen2_page_0050_c01_010.png,GOLD,train,几,几,kẻ
gold/yen2_page_0050_c01_011.png,GOLD,train,徳,徳,Đức
gold/yen2_page_0050_c01_012.png,GOLD,train,主,主,Chúa
silver/yen2_page_0050_c01_013.png,SILVER,train,支,立,Giê
silver/yen2_page_0050_c01_014.png,SILVER,train,秋,壮,su
gold/yen2_page_0050_c01_017.png,GOLD,train,泖,聊,máu
gold/yen2_page_0050_c01_018.png,GOLD,train,命,命,mình
gold/yen2_page_0050_c01_019.png,GOLD,train,麻,麻,mà
