image,nom_idx,syl_idx,syllable_ocr,syllable_raw,tier_v3,tier_goc,rule_goc,p_register,dict_support,context_evidence,l1_support,l1_tie,flank_gold,box_source,qd01_locked,qd01_excluded,label_canonical,crop_quality_flag,stray_ink,border_ink,ink_pct,crop_w,crop_h,seg_flag,s3_cosine
syllable/stt11_page_0026_c09_186.png,4,4,và,và,SYL,,,1.0,17,corpus4|corpus2,0,0,1,detector,0,0,,ok,0.0,0.033,0.163,91,131,ok,
gold/stt11_page_0026_c09_188.png,6,6,các,các,CHAR_A,,,1.0,21,bigram|corpus4|corpus2|direct,0,0,1,detector,0,0,各,ok,0.0,0.055,0.133,109,123,ok,
gold/stt11_page_0026_c09_189.png,7,7,thầy,thầy,CHAR_A,,,1.0,8,bigram|corpus4|corpus2|direct,0,0,1,detector,0,0,柴,ok,0.0,0.0612,0.174,98,135,ok,
syllable/stt11_page_0026_c09_190.png,8,8,làm,làm,SYL,,,1.0,17,corpus4|corpus2,0,0,2,detector,0,0,,ok,0.0,0.0,0.142,65,109,ok,
gold/stt11_page_0026_c09_191.png,9,9,lê,lê,CHAR_A,,,1.0,22,bigram|corpus4|tone|corpus2|direct,15,0,1,detector,0,0,礼,bleed,0.0858,0.0235,0.097,85,123,ok,
gold/stt11_page_0026_c09_192.png,10,10,cho,cho,CHAR_A,,,1.0,12,bigram|corpus4|tone|corpus2|direct,0,0,2,detector,0,0,朱,ok,0.0,0.0263,0.138,76,132,ok,
gold/stt11_page_0026_c09_193.png,11,11,linh,linh,CHAR_A,,,1.0,129,bigram|corpus4|tone|corpus2|direct,0,0,2,detector,0,0,㚑,ok,0.0,0.0,0.136,78,113,ok,
gold/stt11_page_0026_c09_194.png,12,12,hồn,hồn,CHAR_A,,,1.0,28,bigram|corpus4|corpus2|direct,0,0,1,detector,0,0,魂,ok,0.0,0.0057,0.157,87,131,ok,
syllable/stt11_page_0026_c09_195.png,13,13,ay,Ay,SYL,,,1.0,0,corpus4|corpus2,0,0,1,detector,0,0,,ok,0.0,0.0,0.163,76,126,ok,
syllable/stt11_page_0026_c09_196.png,14,14,là,là,SYL,,,1.0,31,corpus4|corpus2,0,0,0,detector,0,0,,ok,0.0,0.0,0.194,77,105,ok,
gold/stt11_page_0026_c09_197.png,15,15,lời,lời,CHAR_B,,,1.0,27,corpus2|sim_unique,0,0,0,detector,0,0,𢈱,ok,0.0,0.0243,0.143,103,129,ok,
syllable/stt11_page_0026_c09_198.png,16,16,quỷ,quỷ,SYL,,,1.0,25,corpus4|corpus2,0,0,0,detector,0,0,,ok,0.0,0.0685,0.146,124,132,ok,
gold/stt11_page_0026_c09_200.png,18,18,cùng,cùng,CHAR_A,,,1.0,44,corpus4|tone|corpus2|direct,0,0,0,detector,0,0,共,ok,0.0,0.039,0.153,77,118,ok,
gold/stt11_page_0026_c09_202.png,20,20,vậy,vậy,CHAR_A,,,1.0,8,corpus4|tone|corpus2|direct,0,0,1,detector,0,0,丕,ok,0.0,0.0924,0.139,92,124,ok,
gold/stt11_page_0026_c09_203.png,21,21,uớc,ước,CHAR_A,,,1.0,14,bigram|corpus4|corpus2|direct,0,0,1,detector,0,0,約,ok,0.0,0.0471,0.164,85,131,ok,
syllable/stt11_page_0026_c09_204.png,22,22,ao,ao,SYL,,,0.9999,31,bigram,0,0,1,detector,0,0,,ok,0.0,0.0222,0.177,90,106,ok,
gold/stt11_page_0028_c01_001.png,1,1,di,di,CHAR_A,,,1.0,163,direct,0,0,1,legacy_locked_col,0,0,趍,ok,0.0,0.0361,0.193,83,123,ok,
gold/stt11_page_0028_c01_002.png,2,2,thăm,thăm,CHAR_A,,,1.0,21,corpus4|tone|corpus2|direct|sim_unique,0,0,2,legacy_locked_col,0,0,探,ok,0.0,0.0198,0.19,101,117,ok,
gold/stt11_page_0028_c01_003.png,3,3,thầy,thầy,CHAR_A,,,1.0,8,corpus4|corpus2|direct,0,0,1,legacy_locked_col,0,0,柴,ok,0.0211,0.0,0.157,86,130,ok,
syllable/stt11_page_0028_c01_005.png,5,5,ấy,ấy,SYL,,,1.0,32,bigram|corpus4|corpus2,0,0,1,legacy_locked_col,0,0,,ok,0.0,0.0253,0.132,79,140,ok,
gold/stt11_page_0028_c01_006.png,6,6,mà,mà,CHAR_A,,,1.0,21,bigram|corpus4|tone|corpus2|direct,0,0,1,legacy_locked_col,0,0,麻,ok,0.0,0.0536,0.169,112,134,ok,
gold/stt11_page_0028_c01_007.png,7,7,khuyên,khuyên,CHAR_A,,,1.0,9,corpus4|tone|corpus2|direct|sim_unique,0,0,1,legacy_locked_col,0,0,勸,ok,0.0,0.1649,0.168,94,136,ok,
gold/stt11_page_0028_c01_008.png,8,8,người,người,CHAR_B,GOLD,s1_inter_s2_similar,1.0,20,corpus4|corpus2|sim_unique,0,0,1,qd01_locked,1,0,𠊚,ok,0.0,0.0312,0.13,96,136,ok,
syllable/stt11_page_0028_c01_009.png,9,9,làm,làm,SYL,,,1.0,17,bigram|corpus4|corpus2,0,0,1,legacy_locked_col,0,0,,ok,0.0,0.0,0.16,61,126,tall,
gold/stt11_page_0028_c01_010.png,10,10,việc,việc,CHAR_A,,,1.0,12,bigram|corpus4|corpus2|direct|sim_unique,0,0,0,legacy_locked_col,0,0,役,ok,0.0,0.0,0.131,106,135,ok,
syllable/stt11_page_0028_c01_011.png,11,11,ấy,ấy,SYL,,,1.0,32,corpus4|corpus2,0,0,2,legacy_locked_col,0,0,,ok,0.0,0.0529,0.158,85,119,ok,
gold/stt11_page_0028_c01_012.png,12,12,liên,liên,CHAR_A,,,1.0,42,bigram|corpus4|tone|corpus2|direct,0,0,1,legacy_locked_col,0,0,連,bleed,0.2566,0.0842,0.148,101,136,ok,
gold/stt11_page_0028_c01_013.png,13,13,vì,vì,CHAR_A,,,1.0,7,bigram|corpus4|tone|corpus2|direct,0,0,2,legacy_locked_col,0,0,爲,ok,0.0,0.012,0.13,125,137,ok,
gold/stt11_page_0028_c01_014.png,14,14,đẹp,đẹp,CHAR_A,,,1.0,22,bigram|corpus4|corpus2|direct,0,0,1,legacy_locked_col,0,0,葉,ok,0.0,0.0,0.157,89,136,ok,
gold/stt11_page_0028_c01_015.png,15,15,lòng,lòng,CHAR_B,,,1.0,23,bigram|corpus4|corpus2|sim_unique,0,0,1,legacy_locked_col,0,0,弄,ok,0.0,0.0,0.157,87,128,ok,
syllable/stt11_page_0028_c01_016.png,16,16,đức,Đức,SYL,,,1.0,21,bigram|corpus4|corpus2,0,0,1,legacy_locked_col,0,0,,bleed,0.2072,0.0,0.094,99,137,ok,
gold/stt11_page_0028_c01_017.png,17,17,chúa,Chúa,CHAR_A,,,1.0,2,bigram|corpus4|corpus2|direct,0,0,0,legacy_locked_col,0,0,主,ok,0.0,0.0,0.158,55,127,tall,
syllable/stt11_page_0028_c01_018.png,18,18,trời,Trời,SYL,,,1.0,13,bigram|corpus4|corpus2,0,0,2,legacy_locked_col,0,0,,ok,0.0,0.0,0.134,107,145,ok,
gold/stt11_page_0028_c01_019.png,19,19,cùng,cùng,CHAR_A,,,1.0,44,bigram|corpus4|tone|corpus2|direct,0,0,0,legacy_locked_col,0,0,共,ok,0.0,0.0212,0.148,118,140,ok,
syllable/stt11_page_0028_c01_020.png,20,20,làm,làm,SYL,,,1.0,17,bigram|corpus4|corpus2,0,0,2,legacy_locked_col,0,0,,ok,0.0,0.0153,0.133,98,140,ok,
gold/stt11_page_0028_c01_021.png,21,21,ích,ích,CHAR_A,,,1.0,16,bigram|corpus4|tone|corpus2|direct,0,0,0,legacy_locked_col,0,0,益,ok,0.0,0.045,0.153,100,121,ok,
gold/stt11_page_0028_c02_022.png,0,0,cho,cho,CHAR_A,,,1.0,12,bigram|corpus4|tone|corpus2|direct,0,0,1,detector,0,0,朱,ok,0.0,0.0203,0.171,74,106,ok,
gold/stt11_page_0028_c02_023.png,1,1,các,các,CHAR_A,,,1.0,21,bigram|corpus4|corpus2|direct,0,0,2,detector,0,0,各,ok,0.0,0.0057,0.154,87,129,ok,
gold/stt11_page_0028_c02_024.png,2,2,linh,linh,CHAR_A,,,1.0,129,bigram|corpus4|tone|corpus2|direct|sim_unique,0,0,2,detector,0,0,灵,ok,0.0,0.0,0.14,99,108,ok,
gold/stt11_page_0028_c02_025.png,3,3,hồn,hồn,CHAR_A,,,1.0,28,bigram|corpus4|corpus2|direct,0,0,1,detector,0,0,塊,ok,0.0,0.0297,0.203,101,135,ok,
syllable/stt11_page_0028_c02_026.png,4,4,làm,làm,SYL,,,1.0,17,bigram|corpus4|corpus2,0,0,2,detector,0,0,,ok,0.0,0.0063,0.166,79,147,tall,
gold/stt11_page_0028_c02_027.png,5,5,vậy,vậy,CHAR_A,,,1.0,8,bigram|corpus4|tone|corpus2|direct,0,0,0,detector,0,0,丕,ok,0.0,0.004,0.154,126,138,ok,
syllable/stt11_page_0028_c02_029.png,7,7,ấy,ấy,SYL,,,1.0,32,bigram|corpus4|corpus2,0,0,1,detector,0,0,,ok,0.0,0.0,0.136,108,129,ok,
gold/stt11_page_0028_c02_030.png,8,8,liền,liền,CHAR_A,,,1.0,29,bigram|corpus4|tone|corpus2|direct,0,0,0,detector,0,0,連,ok,0.0,0.1577,0.161,111,140,ok,
gold/stt11_page_0028_c02_033.png,11,11,mà,mà,CHAR_A,,,1.0,21,bigram|corpus4|tone|corpus2|direct,0,0,0,detector,0,0,麻,ok,0.0,0.0,0.17,121,137,ok,
syllable/stt11_page_0028_c02_034.png,12,12,đi,đi,SYL,,,1.0,10,bigram|corpus4|corpus2,0,0,2,detector,0,0,,ok,0.0,0.0485,0.229,103,142,ok,
gold/stt11_page_0028_c02_035.png,13,13,thăm,thăm,CHAR_A,,,1.0,21,corpus4|tone|corpus2|direct|sim_unique,0,0,0,detector,0,0,探,ok,0.0,0.0,0.187,107,142,ok,
syllable/stt11_page_0028_c02_036.png,14,14,thầy,thầy,SYL,,,1.0,8,corpus4|corpus2,0,0,1,detector,0,0,,ok,0.0,0.0,0.158,119,148,ok,
gold/stt11_page_0028_c02_037.png,15,15,cả,cả,CHAR_B,,,1.0,11,corpus4|corpus2|sim_unique,0,0,0,detector,0,0,奇,ok,0.0,0.0,0.17,97,139,ok,
gold/stt11_page_0028_c02_039.png,17,17,đi,đi,CHAR_A,,,1.0,10,bigram|corpus4|corpus2|direct|sim_unique,0,0,1,detector,0,0,移,ok,0.0,0.0,0.197,89,142,ok,
gold/stt11_page_0028_c02_040.png,18,18,long,long,CHAR_A,,,1.0,65,bigram|corpus4|tone|corpus2|direct|sim_unique,0,0,1,detector,0,0,竜,ok,0.0,0.0,0.167,95,141,ok,
syllable/stt11_page_0028_c02_041.png,19,19,học,học,SYL,,,1.0,13,corpus4|corpus2,0,0,2,detector,0,0,,ok,0.0,0.0,0.152,95,130,ok,
gold/stt11_page_0028_c02_042.png,20,20,lại,lại,CHAR_A,,,1.0,55,corpus4|tone|corpus2|direct,0,0,1,detector,0,0,吏,ok,0.0,0.0638,0.144,94,143,ok,
gold/stt11_page_0028_c02_043.png,21,21,bấy,bấy,CHAR_A,,,1.0,34,corpus4|corpus2|direct,0,0,1,detector,0,0,閉,ok,0.0,0.0,0.232,94,121,ok,
syllable/stt11_page_0028_c03_044.png,0,0,nhiêu,nhiêu,SYL,,,1.0,29,corpus4|corpus2,0,0,0,legacy_locked_col,0,0,,ok,0.0,0.0,0.194,89,93,ok,
syllable/stt11_page_0028_c03_046.png,2,2,ấy,ấy,SYL,,,1.0,32,bigram|corpus4|corpus2,0,0,1,legacy_locked_col,0,0,,ok,0.0,0.0738,0.144,122,135,ok,
gold/stt11_page_0028_c03_047.png,3,3,thì,thì,CHAR_A,,,1.0,56,bigram|corpus4|corpus2|direct,0,0,0,legacy_locked_col,0,0,時,ok,0.0,0.0276,0.181,127,137,ok,
gold/stt11_page_0028_c03_048.png,4,4,người,người,CHAR_B,GOLD,s1_inter_s2_similar,1.0,20,bigram|corpus4|corpus2|sim_unique,0,0,2,qd01_locked,1,0,𠊚,ok,0.0,0.0946,0.206,74,129,ok,
gold/stt11_page_0028_c03_049.png,5,5,mừng,mừng,CHAR_A,,,1.0,16,bigram|corpus4|corpus2|direct,0,0,0,legacy_locked_col,0,0,明,ok,0.0,0.1,0.263,80,119,ok,
syllable/stt11_page_0028_c03_050.png,6,6,và,và,SYL,,,1.0,17,corpus4|corpus2,0,0,1,legacy_locked_col,0,0,,ok,0.0,0.0,0.212,87,133,ok,
syllable/stt11_page_0028_c03_051.png,7,7,dạy,dạy,SYL,,,1.0,14,bigram|corpus4|corpus2,0,0,1,legacy_locked_col,0,0,,bleed,0.1941,0.0398,0.134,113,139,ok,
gold/stt11_page_0028_c03_052.png,8,8,các,các,CHAR_A,,,1.0,21,bigram|corpus4|corpus2|direct,0,0,0,legacy_locked_col,0,0,各,ok,0.0,0.0094,0.18,106,126,ok,
syllable/stt11_page_0028_c03_053.png,9,9,thầy,thầy,SYL,,,1.0,8,bigram|corpus4|corpus2,0,0,2,legacy_locked_col,0,0,,bleed,0.1436,0.0,0.166,99,141,ok,
gold/stt11_page_0028_c03_054.png,10,10,trong,trong,CHAR_A,,,1.0,52,bigram|corpus4|tone|corpus2|direct,0,0,1,legacy_locked_col,0,0,中,ok,0.0,0.0506,0.203,79,150,tall,
gold/stt11_page_0028_c03_055.png,11,11,dòng,dòng,CHAR_A,,,1.0,7,bigram|corpus4|tone|corpus2|direct,0,0,1,legacy_locked_col,0,0,用,ok,0.0,0.0,0.234,109,129,ok,
syllable/stt11_page_0028_c03_056.png,12,12,hê,hê,SYL,,,1.0,9,corpus4|tone|corpus2,0,1,1,legacy_locked_col,0,0,,ok,0.0,0.0,0.211,93,141,ok,
syllable/stt11_page_0028_c03_057.png,13,13,là,là,SYL,,,1.0,31,corpus4|corpus2,0,0,0,legacy_locked_col,0,0,,ok,0.0,0.0,0.223,98,147,ok,
gold/stt11_page_0028_c03_059.png,15,15,mồng,mồng,CHAR_A,,,1.0,13,tone|corpus2|direct,0,0,0,legacy_locked_col,0,0,夢,ok,0.0,0.0,0.202,88,147,ok,
syllable/stt11_page_0028_c03_063.png,19,19,một,một,SYL,,,1.0,37,corpus4|corpus2,0,0,0,legacy_locked_col,0,0,,ok,0.0,0.0167,0.158,90,151,ok,
syllable/stt11_page_0028_c03_064.png,20,20,khỏi,khỏi,SYL,,,1.0,3,corpus4|corpus2,0,0,0,legacy_locked_col,0,0,,ok,0.0,0.0,0.177,116,124,ok,
syllable/stt11_page_0028_c04_065.png,0,0,lê,lê,SYL,,,1.0,48,bigram|corpus4|tone|corpus2,-3,0,1,detector,0,0,,ok,0.0,0.0,0.165,95,110,ok,
gold/stt11_page_0028_c04_066.png,1,1,các,các,CHAR_A,,,1.0,21,bigram|corpus4|corpus2|direct,0,0,1,detector,0,0,各,ok,0.0,0.0,0.184,93,125,ok,
gold/stt11_page_0028_c04_067.png,2,2,thánh,Thánh,CHAR_A,,,1.0,33,bigram|corpus4|corpus2|direct,0,0,2,detector,0,0,垩,ok,0.0,0.0,0.206,123,129,ok,
gold/stt11_page_0028_c04_068.png,3,3,thì,thì,CHAR_A,,,1.0,56,bigram|corpus4|corpus2|direct,0,0,1,detector,0,0,時,ok,0.0,0.0,0.183,117,120,ok,
syllable/stt11_page_0028_c04_070.png,5,5,làm,làm,SYL,,,1.0,17,bigram|corpus4|corpus2,0,0,1,detector,0,0,,ok,0.0,0.0163,0.11,92,134,ok,
gold/stt11_page_0028_c04_071.png,6,6,lễ,lễ,CHAR_A,,,1.0,22,bigram|corpus4|tone|corpus2|direct,0,0,1,detector,0,0,礼,ok,0.0,0.026,0.203,96,123,ok,
gold/stt11_page_0028_c04_072.png,7,7,cho,cho,CHAR_A,,,1.0,12,bigram|corpus4|tone|corpus2|direct,0,0,1,detector,0,0,朱,bleed,0.1929,0.0,0.215,81,129,ok,
syllable/stt11_page_0028_c04_073.png,8,8,các,các,SYL,,,1.0,21,bigram|corpus4|corpus2,0,0,2,detector,0,0,,ok,0.0,0.0,0.157,100,132,ok,
gold/stt11_page_0028_c04_074.png,9,9,linh,linh,CHAR_A,,,1.0,129,bigram|corpus4|tone|corpus2|direct|sim_unique,0,0,1,detector,0,0,灵,ok,0.0,0.0,0.151,93,138,ok,
gold/stt11_page_0028_c04_075.png,10,10,hồn,hồn,CHAR_A,,,1.0,28,bigram|corpus4|corpus2|direct,0,0,2,detector,0,0,魂,bleed,0.0872,0.0,0.224,101,124,ok,
gold/stt11_page_0028_c04_076.png,11,11,ở,ở,CHAR_A,,,1.0,20,bigram|corpus4|tone|corpus2|direct,0,0,1,detector,0,0,於,ok,0.0393,0.0,0.165,126,121,ok,
syllable/stt11_page_0028_c04_077.png,12,12,lửa,lửa,SYL,,,1.0,8,bigram|corpus4|corpus2,0,0,2,detector,0,0,,ok,0.0006,0.0,0.159,94,112,ok,
gold/stt11_page_0028_c04_078.png,13,13,giải,giải,CHAR_A,,,1.0,53,bigram|corpus4|tone|corpus2|direct,0,0,1,detector,0,0,觧,bleed,0.1629,0.0167,0.199,90,140,ok,
gold/stt11_page_0028_c04_079.png,14,14,tội,tội,CHAR_A,,,1.0,7,bigram|corpus4|corpus2|direct,0,0,2,detector,0,0,罪,ok,0.0,0.0,0.159,95,142,ok,
gold/stt11_page_0028_c04_080.png,15,15,họp,họp,CHAR_A,,,1.0,15,bigram|corpus4|corpus2|direct|sim_unique,0,0,2,detector,0,0,合,ok,0.0,0.0463,0.153,108,120,ok,
gold/stt11_page_0028_c04_081.png,16,16,lại,lại,CHAR_A,,,1.0,55,bigram|corpus4|tone|corpus2|direct,0,0,1,detector,0,0,吏,ok,0.0,0.0,0.176,90,115,ok,
syllable/stt11_page_0028_c04_082.png,17,17,làm,làm,SYL,,,1.0,17,bigram|corpus4|corpus2,0,0,1,detector,0,0,,ok,0.0,0.1139,0.139,101,141,ok,
syllable/stt11_page_0028_c04_083.png,18,18,một,một,SYL,,,1.0,37,bigram|corpus4|corpus2,0,0,1,detector,0,0,,ok,0.0,0.0,0.188,107,140,ok,
gold/stt11_page_0028_c04_084.png,19,19,ông,Ông,CHAR_A,,,1.0,17,bigram|corpus4|tone|corpus2|direct|sim_unique,0,0,1,detector,0,0,翁,ok,0.0,0.0152,0.213,99,151,ok,
gold/stt11_page_0028_c04_085.png,20,20,thánh,Thánh,CHAR_A,,,1.0,33,bigram|corpus4|corpus2|direct,0,0,2,detector,0,0,垩,ok,0.0,0.0521,0.186,96,149,ok,
gold/stt11_page_0028_c04_086.png,21,21,pha,Pha,CHAR_A,,,1.0,29,bigram|corpus4|corpus2|direct|sim_unique,0,0,1,detector,0,0,葩,ok,0.0,0.0,0.25,109,116,ok,
syllable/stt11_page_0028_c05_087.png,0,0,pha,pha,SYL,,,1.0,29,corpus4|corpus2,0,0,0,detector,0,0,,ok,0.0,0.0,0.14,86,105,ok,
syllable/stt11_page_0028_c05_089.png,2,2,ong,ong,SYL,,,1.0,25,corpus4|corpus2,0,0,0,detector,0,0,,ok,0.0,0.0,0.226,120,117,ok,
gold/stt11_page_0028_c05_091.png,4,4,tiếng,tiếng,CHAR_A,,,1.0,6,bigram|corpus4|corpus2|direct,0,0,1,detector,0,0,省,ok,0.0,0.0465,0.253,86,142,ok,
gold/stt11_page_0028_c05_092.png,5,5,sự,sự,CHAR_A,,,1.0,16,bigram|corpus4|corpus2|direct|sim_unique,0,0,1,detector,0,0,事,ok,0.0,0.0632,0.3,95,138,ok,
syllable/stt11_page_0028_c05_093.png,6,6,ấy,ấy,SYL,,,1.0,32,bigram|corpus4|corpus2,0,0,2,detector,0,0,,ok,0.0,0.0306,0.222,98,141,ok,
gold/stt11_page_0028_c05_094.png,7,7,thì,thì,CHAR_A,,,1.0,56,bigram|corpus4|corpus2|direct,0,0,0,detector,0,0,時,ok,0.0,0.0487,0.261,113,133,ok,
gold/stt11_page_0028_c05_096.png,9,9,cùng,cùng,CHAR_A,,,1.0,44,corpus4|tone|corpus2|direct,0,0,0,detector,0,0,共,ok,0.0,0.0,0.183,111,139,ok,
syllable/stt11_page_0028_c05_097.png,10,10,dạy,dạy,SYL,,,1.0,14,corpus4|corpus2,0,0,1,detector,0,0,,ok,0.0,0.0079,0.187,126,136,ok,
syllable/stt11_page_0028_c05_099.png,12,12,và,và,SYL,,,1.0,17,corpus4|corpus2,0,0,1,detector,0,0,,ok,0.0,0.0876,0.218,97,141,ok,
gold/stt11_page_0028_c05_100.png,13,13,thánh,Thánh,CHAR_A,,,1.0,33,bigram|corpus4|corpus2|direct,0,0,0,detector,0,0,垩,ok,0.0,0.1959,0.247,97,132,ok,
syllable/stt11_page_0028_c05_101.png,14,14,i,I,SYL,,,1.0,9,bigram|corpus4|tone|corpus2,0,0,1,detector,0,0,,ok,0.0,0.0059,0.215,85,134,ok,
syllable/stt11_page_0028_c05_102.png,15,15,ghê,ghê,SYL,,,0.9999,19,bigram|corpus4|tone|corpus2,0,0,0,detector,0,0,,ok,0.0,0.0,0.21,100,129,ok,
syllable/stt11_page_0028_c05_103.png,16,16,rê,rê,SYL,,,0.9999,24,bigram|corpus4|corpus2,0,0,0,detector,0,0,,ok,0.0,0.1087,0.229,92,132,ok,
syllable/stt11_page_0028_c05_104.png,17,17,gia,gia,SYL,,,0.9999,71,bigram|corpus2,0,0,1,detector,0,0,,ok,0.0,0.0054,0.243,92,130,ok,
gold/stt11_page_0028_c05_105.png,18,18,bắt,bắt,CHAR_A,,,1.0,17,bigram|corpus4|corpus2|direct|sim_unique,0,0,1,detector,0,0,扒,ok,0.0,0.0,0.253,111,131,ok,
gold/stt11_page_0028_c05_106.png,19,19,chước,chước,CHAR_A,,,1.0,56,bigram|corpus4|corpus2|direct|sim_unique,0,0,2,detector,0,0,斫,ok,0.0,0.0278,0.195,108,135,ok,
gold/stt11_page_0028_c05_107.png,20,20,như,như,CHAR_A,,,1.0,16,bigram|corpus4|tone|corpus2|direct,0,0,1,detector,0,0,如,ok,0.0,0.1442,0.221,104,132,ok,
syllable/stt11_page_0028_c05_108.png,21,21,làm,làm,SYL,,,1.0,17,bigram|corpus4|corpus2,0,0,2,detector,0,0,,ok,0.0,0.02,0.189,100,135,ok,
gold/stt11_page_0028_c05_109.png,22,22,vây,vây,CHAR_A,,,1.0,8,bigram|corpus4|tone|corpus2|direct,232,0,0,detector,0,0,丕,ok,0.0,0.0,0.154,108,111,ok,
gold/stt11_page_0028_c06_110.png,0,0,cho,cho,CHAR_A,,,1.0,12,bigram|corpus4|tone|corpus2|direct,0,0,1,detector,0,0,朱,bleed,0.087,0.0,0.2,84,104,ok,
gold/stt11_page_0028_c06_111.png,1,1,đến,đến,CHAR_A,,,1.0,21,bigram|corpus4|corpus2|direct,0,0,1,detector,0,0,旦,ok,0.0,0.0,0.187,91,132,ok,
syllable/stt11_page_0028_c06_112.png,2,2,rầy,rầy,SYL,,,1.0,9,bigram|corpus4|corpus2,0,0,2,detector,0,0,,ok,0.0,0.0047,0.229,106,135,ok,
gold/stt11_page_0028_c06_113.png,3,3,song,Song,CHAR_A,,,1.0,47,corpus4|tone|corpus2|direct,0,0,0,detector,0,0,双,ok,0.0,0.0,0.178,103,128,ok,
gold/stt11_page_0028_c06_115.png,5,5,khi,khi,CHAR_A,,,1.0,31,bigram|corpus4|tone|corpus2|direct,0,0,1,detector,0,0,欺,ok,0.0,0.0,0.229,109,122,ok,
gold/stt11_page_0028_c06_116.png,6,6,trước,trước,CHAR_A,,,1.0,29,bigram|corpus4|corpus2|direct|sim_unique,0,0,1,detector,0,0,畧,ok,0.0,0.0855,0.227,117,130,ok,
syllable/stt11_page_0028_c06_117.png,7,7,i,I,SYL,,,1.0,9,bigram|corpus4|tone|corpus2,0,0,1,detector,0,0,,ok,0.0,0.1157,0.207,108,135,ok,
syllable/stt11_page_0028_c06_118.png,8,8,ghê,ghê,SYL,,,0.9999,19,bigram|corpus4|tone|corpus2,0,0,0,detector,0,0,,ok,0.0,0.0051,0.19,98,134,ok,
syllable/stt11_page_0028_c06_119.png,9,9,rê,rê,SYL,,,0.9999,24,bigram|corpus4|corpus2,0,0,0,detector,0,0,,ok,0.0,0.0272,0.197,92,136,ok,
gold/stt11_page_0028_c06_121.png,11,11,cũng,cũng,CHAR_A,,,1.0,17,bigram|corpus4|tone|corpus2|direct,0,0,0,detector,0,0,共,ok,0.0,0.0,0.236,118,131,ok,
syllable/stt11_page_0028_c06_122.png,12,12,có,có,SYL,,,1.0,15,bigram|corpus4|corpus2,0,0,2,detector,0,0,,ok,0.0,0.005,0.245,101,137,ok,
gold/stt11_page_0028_c06_123.png,13,13,thói,thói,CHAR_A,,,1.0,34,tone|corpus2|direct,0,0,0,detector,0,0,退,ok,0.0,0.1333,0.217,105,129,ok,
syllable/stt11_page_0028_c06_124.png,14,14,ấy,ấy,SYL,,,1.0,32,corpus4|corpus2,0,0,1,detector,0,0,,ok,0.0,0.0081,0.156,124,123,ok,
gold/stt11_page_0028_c06_126.png,16,16,cho,cho,CHAR_A,,,1.0,12,bigram|corpus4|tone|corpus2|direct,0,0,1,detector,0,0,朱,ok,0.0,0.0479,0.223,94,139,ok,
gold/stt11_page_0028_c06_127.png,17,17,các,các,CHAR_A,,,1.0,21,bigram|corpus4|corpus2|direct,0,0,2,detector,0,0,各,ok,0.0,0.0,0.172,98,123,ok,
gold/stt11_page_0028_c06_128.png,18,18,linh,linh,CHAR_A,,,1.0,129,bigram|corpus4|tone|corpus2|direct|sim_unique,0,0,2,detector,0,0,灵,ok,0.0,0.0,0.148,93,117,ok,
gold/stt11_page_0028_c06_129.png,19,19,hồn,hồn,CHAR_A,,,1.0,28,bigram|corpus4|corpus2|direct,0,0,2,detector,0,0,塊,ok,0.0,0.0092,0.184,109,138,ok,
gold/stt11_page_0028_c06_130.png,20,20,liên,liên,CHAR_A,,,1.0,42,corpus4|tone|corpus2|direct,0,0,2,detector,0,0,連,ok,0.0,0.0,0.207,129,130,ok,
gold/stt11_page_0028_c06_131.png,21,21,sự,Sự,CHAR_A,,,1.0,16,bigram|corpus4|corpus2|direct|sim_unique,0,0,1,detector,0,0,事,ok,0.0,0.0726,0.236,117,130,ok,
syllable/stt11_page_0028_c06_132.png,22,22,ấy,ấy,SYL,,,1.0,32,bigram|corpus4|corpus2,0,0,1,detector,0,0,,ok,0.0,0.0156,0.157,96,108,ok,
gold/stt11_page_0028_c07_133.png,0,0,bởi,bởi,CHAR_A,,,1.0,19,bigram|corpus4|tone|corpus2|direct,0,0,1,detector,0,0,罢,ok,0.0,0.0,0.251,85,91,ok,
gold/stt11_page_0028_c07_134.png,1,1,các,các,CHAR_A,,,1.0,21,bigram|corpus4|corpus2|direct,0,0,2,detector,0,0,各,ok,0.0,0.0,0.213,88,132,ok,
gold/stt11_page_0028_c07_135.png,2,2,thánh,Thánh,CHAR_A,,,1.0,33,bigram|corpus4|corpus2|direct,0,0,2,detector,0,0,垩,ok,0.0,0.0,0.261,101,118,ok,
gold/stt11_page_0028_c07_136.png,3,3,tông,Tông,CHAR_A,,,1.0,67,bigram|corpus4|corpus2|direct,0,0,2,detector,0,0,宗,ok,0.0,0.0743,0.222,101,129,ok,
gold/stt11_page_0028_c07_137.png,4,4,đồ,đồ,CHAR_A,,,1.0,77,bigram|corpus4|corpus2|direct|sim_unique,0,0,2,detector,0,0,徒,ok,0.0,0.0,0.24,96,132,ok,
gold/stt11_page_0028_c07_138.png,5,5,mà,mà,CHAR_A,,,1.0,21,bigram|corpus4|tone|corpus2|direct,0,0,1,detector,0,0,麻,ok,0.0,0.0227,0.255,110,134,ok,
syllable/stt11_page_0028_c07_139.png,6,6,ra,ra,SYL,,,1.0,37,corpus4|corpus2,0,0,1,detector,0,0,,ok,0.0,0.0737,0.306,95,132,ok,
