image,book,page,column,ocr_char,syllable,label,unicode,tier,rule,bbox,image_md5
gold/stt11_page_0240_c02_036.png,stt11,page_0240,2,麻,mà,麻,U+9EBB,GOLD,s1_inter_s2_direct,"[1315, 1624, 1421, 1725]",2b865db6e361
syllable/stt11_page_0240_c02_037.png,stt11,page_0240,2,地,bà,,,SYLLABLE,syl_ctx:bigram,"[1315, 1708, 1421, 1810]",8000ece01590
gold/stt11_page_0240_c02_038.png,stt11,page_0240,2,垩,thánh,垩,U+57A9,GOLD,s1_inter_s2_direct,"[1315, 1793, 1421, 1894]",9a60c3e483ab
syllable/stt11_page_0240_c02_039.png,stt11,page_0240,2,並,a,,,SYLLABLE,syl_ctx:corpus4,"[1315, 1878, 1421, 1979]",e3b226de48cb
gold/stt11_page_0240_c02_040.png,stt11,page_0240,2,那,na,那,U+90A3,GOLD,s1_inter_s2_direct,"[1315, 1962, 1421, 2064]",4e0999f4d5b4
gold/stt11_page_0240_c02_041.png,stt11,page_0240,2,些,ta,些,U+4E9B,GOLD,s1_inter_s2_direct,"[1315, 2047, 1421, 2148]",ab38f3947649
syllable/stt11_page_0240_c02_042.png,stt11,page_0240,2,槎,si,,,SYLLABLE,syl_ctx:bigram,"[1315, 2132, 1421, 2233]",ef77186be3a4
gold/stt11_page_0240_c02_045.png,stt11,page_0240,2,双,song,双,U+53CC,GOLD,s1_inter_s2_direct,"[1317, 2385, 1421, 2479]",b3a41eeb31d2
gold/stt11_page_0240_c03_046.png,stt11,page_0240,3,离,le,离,U+79BB,GOLD,s1_inter_s2_direct,"[1149, 445, 1250, 547]",83c54951ae7f
gold/stt11_page_0240_c03_047.png,stt11,page_0240,3,罢,bởi,罢,U+7F62,GOLD,s1_inter_s2_direct,"[1150, 525, 1248, 633]",2f8a14976b1e
gold/stt11_page_0240_c03_048.png,stt11,page_0240,3,重,chồng,重,U+91CD,GOLD,s1_inter_s2_direct,"[1150, 612, 1250, 719]",d04ffad0c577
gold/stt11_page_0240_c03_049.png,stt11,page_0240,3,庄,chẳng,庄,U+5E84,GOLD,s1_inter_s2_direct,"[1149, 698, 1251, 804]",542ae3125dc9
gold/stt11_page_0240_c03_050.png,stt11,page_0240,3,固,có,固,U+56FA,GOLD,s1_inter_s2_direct,"[1149, 785, 1252, 890]",262ad1f2787c
gold/stt11_page_0240_c03_052.png,stt11,page_0240,3,別,biết,別,U+5225,GOLD,s1_inter_s2_direct,"[1149, 963, 1253, 1072]",79c2c8e48675
gold/stt11_page_0240_c03_053.png,stt11,page_0240,3,特,được,特,U+7279,GOLD,s1_inter_s2_direct,"[1147, 1049, 1253, 1156]",4332b1ac70c3
gold/stt11_page_0240_c03_054.png,stt11,page_0240,3,事,sự,事,U+4E8B,GOLD,s1_inter_s2_direct,"[1147, 1134, 1253, 1242]",81421cfcd360
syllable/stt11_page_0240_c03_055.png,stt11,page_0240,3,人,ấy,,,SYLLABLE,syl_ctx:bigram,"[1147, 1211, 1252, 1315]",f2409dd17968
gold/stt11_page_0240_c03_056.png,stt11,page_0240,3,時,thì,時,U+6642,GOLD,s1_inter_s2_direct,"[1153, 1303, 1261, 1413]",397fc5e0bdab
gold/stt11_page_0240_c03_057.png,stt11,page_0240,3,陣,giận,陣,U+9663,GOLD,s1_inter_s2_direct,"[1155, 1399, 1260, 1508]",ff90e0215f44
gold/stt11_page_0240_c03_058.png,stt11,page_0240,3,麻,mà,麻,U+9EBB,GOLD,s1_inter_s2_direct,"[1155, 1484, 1261, 1594]",885c073d33fb
gold/stt11_page_0240_c03_059.png,stt11,page_0240,3,矜,cầm,扲,U+6272,GOLD,s1_inter_s2_similar,"[1155, 1571, 1262, 1679]",e9167bdc29b1
gold/stt11_page_0240_c03_060.png,stt11,page_0240,3,婚,vợ,嬏,U+5B0F,GOLD,s1_inter_s2_similar,"[1157, 1666, 1262, 1774]",b3c34e522cb5
gold/stt11_page_0240_c03_061.png,stt11,page_0240,3,中,trong,中,U+4E2D,GOLD,s1_inter_s2_direct,"[1157, 1753, 1262, 1860]",f6cfe5f232e6
gold/stt11_page_0240_c03_062.png,stt11,page_0240,3,曳,một,更,U+66F4,GOLD,s1_inter_s2_similar,"[1157, 1837, 1262, 1947]",37092d7c6516
gold/stt11_page_0240_c03_063.png,stt11,page_0240,3,房,phòng,房,U+623F,GOLD,s1_inter_s2_direct,"[1159, 1931, 1260, 2041]",b2c77aae0a9d
gold/stt11_page_0240_c03_064.png,stt11,page_0240,3,庄,chẳng,庄,U+5E84,GOLD,s1_inter_s2_direct,"[1159, 2019, 1261, 2124]",d93da6c52c72
syllable/stt11_page_0240_c03_065.png,stt11,page_0240,3,牛,cho,,,SYLLABLE,syl_ctx:corpus4,"[1158, 2104, 1261, 2210]",d075ef4893ba
gold/stt11_page_0240_c03_066.png,stt11,page_0240,3,安,ăn,安,U+5B89,GOLD,s1_inter_s2_direct,"[1158, 2190, 1260, 2296]",c4bb761fd2c6
gold/stt11_page_0240_c03_067.png,stt11,page_0240,3,奴,nó,奴,U+5974,GOLD,s1_inter_s2_direct,"[1168, 2276, 1271, 2383]",ca482c83176d
gold/stt11_page_0240_c04_069.png,stt11,page_0240,4,朱,cho,朱,U+6731,GOLD,s1_inter_s2_direct,"[995, 440, 1099, 544]",74ce6ba33848
syllable/stt11_page_0240_c04_070.png,stt11,page_0240,4,抑,chết,,,SYLLABLE,syl_ctx:corpus4,"[995, 517, 1102, 626]",582a1a05a285
gold/stt11_page_0240_c04_071.png,stt11,page_0240,4,対,đói,対,U+5BFE,GOLD,s1_inter_s2_direct,"[997, 609, 1100, 717]",4e123eea9ad5
syllable/stt11_page_0240_c04_072.png,stt11,page_0240,4,团,bấy,,,SYLLABLE,syl_ctx:corpus4,"[999, 696, 1102, 805]",3fcf8201a7c2
gold/stt11_page_0240_c04_074.png,stt11,page_0240,4,衣,ấy,衣,U+8863,GOLD,s1_inter_s2_direct,"[996, 877, 1101, 985]",7335f9ec1e50
gold/stt11_page_0240_c04_075.png,stt11,page_0240,4,曰,viết,曰,U+66F0,GOLD,s1_inter_s2_direct,"[997, 961, 1101, 1072]",0b62a67e52f8
gold/stt11_page_0240_c04_077.png,stt11,page_0240,4,攺,gửi,改,U+6539,GOLD,s1_inter_s2_similar,"[1006, 1133, 1110, 1244]",c2d149b4d7ee
gold/stt11_page_0240_c04_078.png,stt11,page_0240,4,朱,cho,朱,U+6731,GOLD,s1_inter_s2_direct,"[1007, 1228, 1110, 1338]",be854155c58b
gold/stt11_page_0240_c04_079.png,stt11,page_0240,4,翁,ông,翁,U+7FC1,GOLD,s1_inter_s2_direct,"[1009, 1306, 1109, 1412]",04b914db7c1d
gold/stt11_page_0240_c04_080.png,stt11,page_0240,4,垩,thánh,垩,U+57A9,GOLD,s1_inter_s2_direct,"[1010, 1401, 1109, 1508]",718055a65f17
syllable/stt11_page_0240_c04_081.png,stt11,page_0240,4,氏,ấy,,,SYLLABLE,syl_ctx:bigram,"[1010, 1496, 1109, 1601]",a600bd250540
gold/stt11_page_0240_c04_082.png,stt11,page_0240,4,宋,cho,朱,U+6731,GOLD,s1_inter_s2_similar,"[1009, 1591, 1110, 1698]",3639b830e47c
gold/stt11_page_0240_c04_083.png,stt11,page_0240,4,特,được,特,U+7279,GOLD,s1_inter_s2_direct,"[1008, 1676, 1112, 1784]",64cc11675d59
gold/stt11_page_0240_c04_084.png,stt11,page_0240,4,別,biết,別,U+5225,GOLD,s1_inter_s2_direct,"[1008, 1752, 1113, 1861]",763ec7226330
gold/stt11_page_0240_c04_085.png,stt11,page_0240,4,每,mọi,每,U+6BCF,GOLD,s1_inter_s2_direct,"[1017, 1846, 1123, 1956]",c6020eb513e6
gold/stt11_page_0240_c04_086.png,stt11,page_0240,4,事,sự,事,U+4E8B,GOLD,s1_inter_s2_direct,"[1016, 1931, 1124, 2042]",9f9bc087ede5
gold/stt11_page_0240_c04_087.png,stt11,page_0240,4,庫,khó,庫,U+5EAB,GOLD,s1_inter_s2_direct,"[1016, 2016, 1123, 2128]",328e1d77e9d3
gold/stt11_page_0240_c04_088.png,stt11,page_0240,4,命,mình,命,U+547D,GOLD,s1_inter_s2_direct,"[1010, 2102, 1112, 2213]",f1a2f89f71ba
gold/stt11_page_0240_c04_090.png,stt11,page_0240,4,吏,lại,吏,U+540F,GOLD,s1_inter_s2_direct,"[1019, 2283, 1122, 2394]",7bab7fde10d6
syllable/stt11_page_0240_c04_091.png,stt11,page_0240,4,慎,xin,,,SYLLABLE,syl_ctx:corpus4,"[1019, 2373, 1122, 2476]",f6df88783d80
gold/stt11_page_0240_c05_092.png,stt11,page_0240,5,求,cầu,求,U+6C42,GOLD,s1_inter_s2_direct,"[842, 436, 941, 534]",eeaddc34e860
gold/stt11_page_0240_c05_093.png,stt11,page_0240,5,共,cùng,共,U+5171,GOLD,s1_inter_s2_direct,"[841, 513, 940, 624]",f9b23769b5e6
syllable/stt11_page_0240_c05_094.png,stt11,page_0240,5,万,đức,,,SYLLABLE,syl_ctx:bigram,"[840, 599, 940, 709]",c71e743e0295
gold/stt11_page_0240_c05_095.png,stt11,page_0240,5,主,chúa,主,U+4E3B,GOLD,s1_inter_s2_direct,"[839, 686, 943, 795]",6525db6d2202
syllable/stt11_page_0240_c05_096.png,stt11,page_0240,5,乔,trời,,,SYLLABLE,syl_ctx:bigram,"[839, 823, 944, 882]",aa5e3c00747d
syllable/stt11_page_0240_c05_097.png,stt11,page_0240,5,牛,cho,,,SYLLABLE,syl_ctx:bigram,"[841, 912, 941, 976]",8c4fd07c2f6b
gold/stt11_page_0240_c05_098.png,stt11,page_0240,5,特,được,特,U+7279,GOLD,s1_inter_s2_direct,"[840, 961, 943, 1072]",5c0aaa5a8a8b
gold/stt11_page_0240_c05_099.png,stt11,page_0240,5,飭,sức,飭,U+98ED,GOLD,s1_inter_s2_direct,"[847, 1097, 949, 1158]",5236e4f29065
gold/stt11_page_0240_c05_100.png,stt11,page_0240,5,召,chịu,召,U+53EC,GOLD,s1_inter_s2_direct,"[847, 1133, 951, 1244]",36c935d28be7
gold/stt11_page_0240_c05_101.png,stt11,page_0240,5,庫,khó,庫,U+5EAB,GOLD,s1_inter_s2_direct,"[850, 1228, 951, 1339]",139db3b547a9
gold/stt11_page_0240_c05_102.png,stt11,page_0240,5,年,nên,年,U+5E74,GOLD,s1_inter_s2_direct,"[850, 1314, 951, 1423]",1da809f44379
syllable/stt11_page_0240_c05_103.png,stt11,page_0240,5,弃,ông,,,SYLLABLE,syl_ctx:bigram,"[848, 1390, 953, 1498]",4c06a925c34b
gold/stt11_page_0240_c05_104.png,stt11,page_0240,5,垩,thánh,垩,U+57A9,GOLD,s1_inter_s2_direct,"[839, 1506, 945, 1614]",d1a06ad4ba06
syllable/stt11_page_0240_c05_105.png,stt11,page_0240,5,人,ấy,,,SYLLABLE,syl_ctx:bigram,"[839, 1596, 945, 1704]",ff6a72184152
gold/stt11_page_0240_c05_108.png,stt11,page_0240,5,安,an,安,U+5B89,GOLD,s1_inter_s2_direct,"[839, 1866, 945, 1974]",8434dfd544ad
gold/stt11_page_0240_c05_109.png,stt11,page_0240,5,慰,ủi,慰,U+6170,GOLD,s1_inter_s2_direct_am_sua_dau,"[839, 1956, 945, 2064]",dd3fb4f8127b
gold/stt11_page_0240_c05_110.png,stt11,page_0240,5,早,người,𠊚,U+2029A,GOLD,quyet_dinh_nguoi:qd01_cell_lock,"[839, 2046, 945, 2154]",51c29c1541a1
gold/stt11_page_0240_c05_113.png,stt11,page_0240,5,各,lần,各,U+5404,GOLD,s1_inter_s2_direct_lowp,"[839, 2316, 945, 2424]",0ee10fcffb73
syllable/stt11_page_0240_c06_115.png,stt11,page_0240,6,委,sau,,,SYLLABLE,syl_ctx:corpus4,"[698, 434, 801, 538]",c32598f91193
gold/stt11_page_0240_c06_116.png,stt11,page_0240,6,重,chồng,重,U+91CD,GOLD,s1_inter_s2_direct,"[696, 516, 802, 627]",d02831379a7b
syllable/stt11_page_0240_c06_117.png,stt11,page_0240,6,打,chết,,,SYLLABLE,syl_ctx:bigram,"[691, 609, 795, 722]",af138c26e8e5
gold/stt11_page_0240_c06_118.png,stt11,page_0240,6,時,thì,時,U+6642,GOLD,s1_inter_s2_direct,"[696, 703, 801, 819]",f0a87f28bd41
gold/stt11_page_0240_c06_119.png,stt11,page_0240,6,姻,bà,妑,U+5991,GOLD,s1_inter_s2_similar,"[697, 799, 801, 915]",9f1623591e83
syllable/stt11_page_0240_c06_120.png,stt11,page_0240,6,人,ấy,,,SYLLABLE,syl_ctx:bigram,"[698, 886, 801, 1001]",0faa2788f9f0
gold/stt11_page_0240_c06_121.png,stt11,page_0240,6,買,mới,買,U+8CB7,GOLD,s1_inter_s2_direct,"[699, 988, 801, 1108]",f784d049289d
gold/stt11_page_0240_c06_122.png,stt11,page_0240,6,塊,khỏi,塊,U+584A,GOLD,s1_inter_s2_direct,"[700, 1085, 804, 1203]",891cabee76d8
gold/stt11_page_0240_c06_123.png,stt11,page_0240,6,事,sự,事,U+4E8B,GOLD,s1_inter_s2_direct,"[700, 1174, 804, 1289]",d515d95651dd
gold/stt11_page_0240_c06_124.png,stt11,page_0240,6,庫,khó,庫,U+5EAB,GOLD,s1_inter_s2_direct,"[702, 1269, 802, 1384]",36915b7c90f2
gold/stt11_page_0240_c06_125.png,stt11,page_0240,6,仍,nhưng,仍,U+4ECD,GOLD,s1_inter_s2_direct,"[701, 1364, 804, 1481]",72de6427cf2a
syllable/stt11_page_0240_c06_126.png,stt11,page_0240,6,庶,mà,,,SYLLABLE,syl_ctx:corpus4,"[700, 1462, 803, 1577]",89e915560a48
gold/stt11_page_0240_c06_127.png,stt11,page_0240,6,遲,chầy,遲,U+9072,GOLD,s1_inter_s2_direct,"[700, 1558, 803, 1671]",7489160d5c5a
gold/stt11_page_0240_c06_129.png,stt11,page_0240,6,折,chết,折,U+6298,GOLD,s1_inter_s2_direct,"[700, 1739, 803, 1853]",595f8d0c8e2c
gold/stt11_page_0240_c06_130.png,stt11,page_0240,6,爲,vì,爲,U+7232,GOLD,s1_inter_s2_direct,"[698, 1834, 803, 1949]",5e63f671e1c0
gold/stt11_page_0240_c06_131.png,stt11,page_0240,6,道,đạo,道,U+9053,GOLD,s1_inter_s2_direct,"[699, 1931, 804, 2044]",a06d5e030dcf
syllable/stt11_page_0240_c06_132.png,stt11,page_0240,6,麽,mà,,,SYLLABLE,syl_ctx:corpus4,"[699, 2027, 804, 2140]",eb390bde0094
syllable/stt11_page_0240_c06_133.png,stt11,page_0240,6,㷔,đốt,,,SYLLABLE,syl_ctx:corpus4,"[699, 2122, 804, 2235]",8c1e85a858f4
gold/stt11_page_0240_c06_134.png,stt11,page_0240,6,女,nữa,女,U+5973,GOLD,s1_inter_s2_direct,"[710, 2216, 811, 2330]",55186f7e6d99
gold/stt11_page_0240_c06_135.png,stt11,page_0240,6,如,như,如,U+5982,GOLD,s1_inter_s2_direct,"[711, 2302, 812, 2417]",70a6129992e7
gold/stt11_page_0240_c06_136.png,stt11,page_0240,6,中,trong,中,U+4E2D,GOLD,s1_inter_s2_direct,"[711, 2391, 809, 2500]",7b9e3083c3bc
gold/stt11_page_0240_c07_137.png,stt11,page_0240,7,傳,truyện,傳,U+50B3,GOLD,s1_inter_s2_direct,"[548, 433, 652, 541]",a5adcbdba6c6
gold/stt11_page_0240_c07_138.png,stt11,page_0240,7,早,người,𠊚,U+2029A,GOLD,quyet_dinh_nguoi:qd01_cell_lock,"[547, 515, 652, 627]",849363927b62
gold/stt11_page_0240_c07_139.png,stt11,page_0240,7,仕,sẽ,仕,U+4ED5,GOLD,s1_inter_s2_direct,"[548, 601, 652, 711]",913fa9cdbb27
syllable/stt11_page_0240_c07_141.png,stt11,page_0240,7,要,ra,,,SYLLABLE,syl_ctx:corpus4,"[551, 782, 651, 894]",08da371d1c21
syllable/stt11_page_0240_c07_142.png,stt11,page_0240,7,䏷,ngày,,,SYLLABLE,syl_ctx:corpus4,"[550, 875, 653, 989]",5d878bd99555
syllable/stt11_page_0240_c07_143.png,stt11,page_0240,7,𠮦,hai,,,SYLLABLE,syl_ctx:corpus4,"[550, 971, 653, 1086]",826a3b34fd9a
syllable/stt11_page_0240_c07_144.png,stt11,page_0240,7,逼,mươi,,,SYLLABLE,syl_ctx:corpus4,"[549, 1075, 657, 1192]",495f89c7d920
gold/stt11_page_0240_c07_149.png,stt11,page_0240,7,垩,thánh,垩,U+57A9,GOLD,s1_inter_s2_direct,"[551, 1517, 654, 1627]",539c87623b3a
gold/stt11_page_0240_c07_150.png,stt11,page_0240,7,忌,này,尼,U+5C3C,GOLD,s1_inter_s2_similar,"[561, 1602, 663, 1713]",7aa57f8d2dec
gold/stt11_page_0240_c07_151.png,stt11,page_0240,7,時,thì,時,U+6642,GOLD,s1_inter_s2_direct,"[562, 1697, 661, 1808]",e11f24f29e67
syllable/stt11_page_0240_c07_152.png,stt11,page_0240,7,希,vua,,,SYLLABLE,syl_ctx:bigram,"[552, 1783, 653, 1895]",167606f85fe4
gold/stt11_page_0240_c07_153.png,stt11,page_0240,7,隊,đòi,隊,U+968A,GOLD,s1_inter_s2_direct,"[551, 1877, 654, 1988]",005c905fe8d1
gold/stt11_page_0240_c07_154.png,stt11,page_0240,7,麻,mà,麻,U+9EBB,GOLD,s1_inter_s2_direct,"[550, 1961, 655, 2074]",1c30f625398c
gold/stt11_page_0240_c07_155.png,stt11,page_0240,7,判,phán,判,U+5224,GOLD,s1_inter_s2_direct,"[560, 2049, 664, 2160]",b4339f3e8034
gold/stt11_page_0240_c07_157.png,stt11,page_0240,7,眉,mày,眉,U+7709,GOLD,s1_inter_s2_direct,"[561, 2229, 664, 2340]",ceb65e293be4
gold/stt11_page_0240_c07_158.png,stt11,page_0240,7,補,bỏ,補,U+88DC,GOLD,s1_inter_s2_direct,"[573, 2315, 672, 2423]",7eb08f63a973
gold/stt11_page_0240_c08_160.png,stt11,page_0240,8,時,thì,時,U+6642,GOLD,s1_inter_s2_direct,"[406, 433, 503, 532]",cbbeb2f8cd80
syllable/stt11_page_0240_c08_161.png,stt11,page_0240,8,𫊫,tao,,,SYLLABLE,syl_ctx:bigram,"[408, 513, 502, 621]",f22a2c0a7e0a
syllable/stt11_page_0240_c08_162.png,stt11,page_0240,8,生,cho,,,SYLLABLE,syl_ctx:corpus4,"[409, 599, 501, 707]",f70fc121625f
gold/stt11_page_0240_c08_163.png,stt11,page_0240,8,眉,mày,眉,U+7709,GOLD,s1_inter_s2_direct,"[414, 685, 507, 793]",2a61518bb52e
gold/stt11_page_0240_c08_164.png,stt11,page_0240,8,該,cai,該,U+8A72,GOLD,s1_inter_s2_direct,"[415, 770, 509, 878]",fe28b9c7c455
gold/stt11_page_0240_c08_165.png,stt11,page_0240,8,城,thành,城,U+57CE,GOLD,s1_inter_s2_direct,"[415, 855, 510, 965]",4fa1acf5bfd9
syllable/stt11_page_0240_c08_166.png,stt11,page_0240,8,曽,rô,,,SYLLABLE,syl_ctx:bigram,"[414, 941, 511, 1052]",750f4f590f29
syllable/stt11_page_0240_c08_167.png,stt11,page_0240,8,瑪,ma,,,SYLLABLE,syl_ctx:bigram,"[414, 1027, 510, 1134]",ba18cf617bf5
gold/stt11_page_0240_c08_168.png,stt11,page_0240,8,如,như,如,U+5982,GOLD,s1_inter_s2_direct,"[414, 1104, 511, 1210]",954d27d3d946
syllable/stt11_page_0240_c08_170.png,stt11,page_0240,8,准,dõi,,,SYLLABLE,syl_ctx:bigram,"[406, 1282, 501, 1391]",035d14ca3f6e
gold/stt11_page_0240_c08_171.png,stt11,page_0240,8,眉,mày,眉,U+7709,GOLD,s1_inter_s2_direct,"[407, 1368, 500, 1477]",b8d7b672fa26
gold/stt11_page_0240_c08_173.png,stt11,page_0240,8,畧,trước,畧,U+7567,GOLD,s1_inter_s2_direct,"[416, 1540, 509, 1646]",ecf4f275b8e1
gold/stt11_page_0240_c08_174.png,stt11,page_0240,8,衣,ấy,衣,U+8863,GOLD,s1_inter_s2_direct,"[416, 1626, 509, 1729]",a9876e876bb0
gold/stt11_page_0240_c08_176.png,stt11,page_0240,8,除,giờ,除,U+9664,GOLD,s1_inter_s2_direct,"[416, 1794, 509, 1902]",262c79dc8416
syllable/stt11_page_0240_c08_177.png,stt11,page_0240,8,𡬦,ông,,,SYLLABLE,syl_ctx:bigram,"[414, 1878, 510, 1988]",7c0d397ff238
gold/stt11_page_0240_c08_178.png,stt11,page_0240,8,垩,thánh,垩,U+57A9,GOLD,s1_inter_s2_direct,"[414, 1963, 511, 2074]",367e8e1a28a4
syllable/stt11_page_0240_c08_179.png,stt11,page_0240,8,人,ấy,,,SYLLABLE,syl_ctx:bigram,"[415, 2050, 510, 2158]",b4dc14cc10cc
syllable/stt11_page_0240_c08_180.png,stt11,page_0240,8,咽,nói,,,SYLLABLE,syl_ctx:bigram,"[415, 2134, 509, 2243]",b5670a409b19
gold/stt11_page_0240_c08_181.png,stt11,page_0240,8,仍,những,仍,U+4ECD,GOLD,s1_inter_s2_direct,"[416, 2221, 509, 2331]",92fd6015d82e
syllable/stt11_page_0240_c08_182.png,stt11,page_0240,8,商,lời,,,SYLLABLE,syl_ctx:bigram,"[416, 2307, 509, 2416]",f629986db6e1
gold/stt11_page_0240_c08_183.png,stt11,page_0240,8,坤,khôn,坤,U+5764,GOLD,s1_inter_s2_direct,"[415, 2395, 510, 2495]",f0ea4753df28
gold/stt11_page_0240_c09_184.png,stt11,page_0240,9,時,thà,時,U+6642,GOLD,s1_inter_s2_direct,"[263, 441, 361, 544]",4165032dab8e
gold/stt11_page_0240_c09_185.png,stt11,page_0240,9,召,chịu,召,U+53EC,GOLD,s1_inter_s2_direct,"[261, 518, 363, 626]",507973fe5c14
gold/stt11_page_0240_c09_186.png,stt11,page_0240,9,每,mọi,每,U+6BCF,GOLD,s1_inter_s2_direct,"[263, 610, 363, 722]",2b936ea469bf
gold/stt11_page_0240_c09_187.png,stt11,page_0240,9,事,sự,事,U+4E8B,GOLD,s1_inter_s2_direct,"[266, 705, 359, 816]",1f048fd6cb2b
gold/stt11_page_0240_c09_188.png,stt11,page_0240,9,庫,khó,庫,U+5EAB,GOLD,s1_inter_s2_direct,"[267, 801, 358, 910]",158709ff92d8
gold/stt11_page_0240_c09_189.png,stt11,page_0240,9,爲,vì,爲,U+7232,GOLD,s1_inter_s2_direct,"[266, 887, 360, 998]",e1aa0847d5ba
syllable/stt11_page_0240_c09_190.png,stt11,page_0240,9,行,đức,,,SYLLABLE,syl_ctx:bigram,"[268, 975, 358, 1082]",b66d01482e45
gold/stt11_page_0240_c09_191.png,stt11,page_0240,9,主,chúa,主,U+4E3B,GOLD,s1_inter_s2_direct,"[266, 1069, 361, 1176]",6732704d63e1
syllable/stt11_page_0240_c09_192.png,stt11,page_0240,9,承,trời,,,SYLLABLE,syl_ctx:bigram,"[266, 1154, 361, 1264]",83f22afe164d
gold/stt11_page_0240_c09_193.png,stt11,page_0240,9,庒,chăng,庒,U+5E92,GOLD,s1_inter_s2_direct,"[266, 1240, 363, 1351]",47bc3d698501
gold/stt11_page_0240_c09_194.png,stt11,page_0240,9,時,thà,時,U+6642,GOLD,s1_inter_s2_direct,"[268, 1336, 363, 1445]",dd48acd3643e
gold/stt11_page_0240_c09_195.png,stt11,page_0240,9,𥙷,bỏ,𥙷,U+25677,GOLD,s1_inter_s2_direct,"[277, 1422, 370, 1531]",0516ac0d9f39
syllable/stt11_page_0240_c09_197.png,stt11,page_0240,9,人,ấy,,,SYLLABLE,syl_ctx:corpus4,"[278, 1603, 371, 1711]",2344f48b91da
syllable/stt11_page_0240_c09_198.png,stt11,page_0240,9,亮,đâu,,,SYLLABLE,syl_ctx:corpus4,"[278, 1695, 371, 1807]",c968fab01b4d
gold/stt11_page_0240_c09_199.png,stt11,page_0240,9,丕,vậy,丕,U+4E15,GOLD,s1_inter_s2_direct,"[278, 1773, 371, 1883]",98a6df4eb7d7
syllable/stt11_page_0240_c09_200.png,stt11,page_0240,9,希,vua,,,SYLLABLE,syl_ctx:bigram,"[278, 1868, 371, 1978]",1918949a28aa
syllable/stt11_page_0240_c09_201.png,stt11,page_0240,9,㓜,chém,,,SYLLABLE,syl_ctx:bigram,"[269, 1954, 360, 2064]",fe09c712eb9d
syllable/stt11_page_0240_c09_202.png,stt11,page_0240,9,昇,người,,,SYLLABLE,syl_ctx:bigram,"[270, 2050, 358, 2156]",5b416988b9e0
syllable/stt11_page_0240_c09_203.png,stt11,page_0240,9,庻,mà,,,SYLLABLE,syl_ctx:corpus4,"[269, 2135, 359, 2245]",f9c30973b682
syllable/stt11_page_0240_c09_204.png,stt11,page_0240,9,堯,xác,,,SYLLABLE,syl_ctx:corpus4,"[267, 2229, 361, 2340]",4ef93ae62843
gold/stt11_page_0242_c01_001.png,stt11,page_0242,1,時,thì,時,U+6642,GOLD,s1_inter_s2_direct,"[1460, 559, 1569, 681]",1810154dd94d
gold/stt11_page_0242_c01_002.png,stt11,page_0242,1,㝵,người,𠊚,U+2029A,GOLD,quyet_dinh_nguoi:qd01_cell_lock,"[1461, 657, 1568, 777]",4e484568b10e
gold/stt11_page_0242_c01_004.png,stt11,page_0242,1,事,sự,事,U+4E8B,GOLD,s1_inter_s2_direct,"[1462, 857, 1564, 978]",85246c0012db
syllable/stt11_page_0242_c01_005.png,stt11,page_0242,1,人,ấy,,,SYLLABLE,syl_ctx:bigram,"[1461, 953, 1564, 1072]",3c19cf41c871
gold/stt11_page_0242_c01_006.png,stt11,page_0242,1,約,ước,約,U+7D04,GOLD,s1_inter_s2_direct,"[1460, 1057, 1564, 1179]",d80961147649
syllable/stt11_page_0242_c01_007.png,stt11,page_0242,1,洶,ao,,,SYLLABLE,syl_ctx:bigram,"[1459, 1153, 1565, 1275]",9c603fde02c3
syllable/stt11_page_0242_c01_008.png,stt11,page_0242,1,色,đã,,,SYLLABLE,syl_ctx:bigram,"[1458, 1250, 1566, 1372]",d27192bdae00
gold/stt11_page_0242_c01_009.png,stt11,page_0242,1,楼,lâu,楼,U+697C,GOLD,s1_inter_s2_direct,"[1457, 1354, 1567, 1479]",097145b1c9c6
gold/stt11_page_0242_c01_010.png,stt11,page_0242,1,吏,lại,吏,U+540F,GOLD,s1_inter_s2_direct,"[1458, 1460, 1567, 1586]",f21a57da0bee
gold/stt11_page_0242_c01_011.png,stt11,page_0242,1,特,được,特,U+7279,GOLD,s1_inter_s2_direct,"[1461, 1567, 1565, 1691]",a5afb3b16e57
gold/stt11_page_0242_c01_012.png,stt11,page_0242,1,年,nên,年,U+5E74,GOLD,s1_inter_s2_direct,"[1460, 1662, 1566, 1787]",0ca395566eeb
gold/stt11_page_0242_c01_013.png,stt11,page_0242,1,黄,vàng,黄,U+9EC4,GOLD,s1_inter_s2_direct,"[1468, 1756, 1576, 1884]",5a755e5f1119
gold/stt11_page_0242_c01_014.png,stt11,page_0242,1,实,thật,实,U+5B9E,GOLD,s1_inter_s2_direct,"[1459, 1864, 1568, 1989]",01b8598163bb
gold/stt11_page_0242_c01_015.png,stt11,page_0242,1,如,như,如,U+5982,GOLD,s1_inter_s2_direct,"[1467, 1958, 1577, 2087]",098594616196
gold/stt11_page_0242_c01_016.png,stt11,page_0242,1,義,nghĩa,義,U+7FA9,GOLD,s1_inter_s2_direct,"[1467, 2073, 1576, 2201]",959df11ec901
gold/stt11_page_0242_c01_017.png,stt11,page_0242,1,先,tên,先,U+5148,GOLD,s1_inter_s2_direct,"[1470, 2169, 1574, 2295]",1cb1311433e2
gold/stt11_page_0242_c01_018.png,stt11,page_0242,1,㝵,người,𠊚,U+2029A,GOLD,quyet_dinh_nguoi:qd01_cell_lock,"[1458, 2267, 1567, 2395]",53ba62a76264
