book,page,column,nom_idx,syllable,tier_old,ocr_char_old,predicted_nom,unicode,prob,in_dict,decision
stt11,page_0224,3,1,sáu,REVIEW,尅,老,U+8001,0.2149,True,RESCUE_V3_LOW_CONF
stt11,page_0224,3,2,trăm,SYLLABLE,𭁡,麻,U+9EBB,0.1279,False,NOT_IN_DICT
stt11,page_0224,3,3,năm,SYLLABLE,解,觧,U+89E7,0.3323,False,NOT_IN_DICT
stt11,page_0224,3,4,đức,SYLLABLE,行,主,U+4E3B,0.6223,False,NOT_IN_DICT
stt11,page_0224,3,6,pha,SYLLABLE,苑,葩,U+8469,0.9788,True,RESCUE_V3_HIGH
stt11,page_0224,3,7,pha,SYLLABLE,之,咍,U+548D,0.1,False,NOT_IN_DICT
stt11,page_0224,3,10,là,SYLLABLE,異,罗,U+7F57,0.0773,True,RESCUE_V3_LOW_CONF
stt11,page_0224,3,11,pha,SYLLABLE,苑,葩,U+8469,0.7778,True,RESCUE_V3_MED
stt11,page_0224,3,15,cất,SYLLABLE,技,拮,U+62EE,0.8164,True,RESCUE_V3_MED
stt11,page_0224,3,17,bà,SYLLABLE,妃,把,U+628A,0.7128,True,RESCUE_V3_MED
stt11,page_0224,3,19,ấy,SYLLABLE,人,垩,U+57A9,0.5854,False,NOT_IN_DICT
stt11,page_0224,3,21,nhà,SYLLABLE,苑,茹,U+8339,0.9349,True,RESCUE_V3_HIGH
stt11,page_0224,4,0,người,REVIEW,早,𠊚,U+2029A,0.353,True,RESCUE_V3_LOW_CONF
stt11,page_0224,4,1,đã,SYLLABLE,色,㐌,U+340C,0.8781,True,RESCUE_V3_HIGH
stt11,page_0224,4,9,thánh,SYLLABLE,垂,垩,U+57A9,0.9312,True,RESCUE_V3_HIGH
stt11,page_0224,4,10,u,REVIEW,𢘻,娄,U+5A04,0.4458,False,NOT_IN_DICT
stt11,page_0224,4,15,hai,REVIEW,心,丕,U+4E15,0.0528,False,NOT_IN_DICT
stt11,page_0224,4,18,va,SYLLABLE,鷺,𢃄,U+220C4,0.7846,False,NOT_IN_DICT
stt11,page_0224,4,20,ri,SYLLABLE,移,移,U+79FB,0.1309,False,NOT_IN_DICT
stt11,page_0224,5,0,a,SYLLABLE,並,亜,U+4E9C,0.6636,True,RESCUE_V3_LOW_CONF
stt11,page_0224,5,5,si,SYLLABLE,槎,烏,U+70CF,0.5802,False,NOT_IN_DICT
stt11,page_0224,5,9,một,SYLLABLE,戞,曳,U+66F3,0.3412,False,NOT_IN_DICT
stt11,page_0224,5,11,ấy,SYLLABLE,氏,衣,U+8863,0.4865,True,RESCUE_V3_LOW_CONF
stt11,page_0224,5,16,xê,REVIEW,栖,篩,U+7BE9,0.6716,True,RESCUE_V3_LOW_CONF
stt11,page_0224,5,17,si,SYLLABLE,槎,模,U+6A21,0.1333,False,NOT_IN_DICT
stt11,page_0224,5,19,a,SYLLABLE,西,亜,U+4E9C,0.4441,True,RESCUE_V3_LOW_CONF
stt11,page_0224,6,0,còn,SYLLABLE,痒,群,U+7FA4,0.9237,True,RESCUE_V3_HIGH
stt11,page_0224,6,15,chảy,REVIEW,址,些,U+4E9B,0.3836,False,NOT_IN_DICT
stt11,page_0224,6,16,ra,SYLLABLE,嚶,囉,U+56C9,0.3351,True,RESCUE_V3_LOW_CONF
stt11,page_0224,6,19,một,REVIEW,妥,更,U+66F4,0.6142,True,RESCUE_V3_LOW_CONF
stt11,page_0224,6,20,nghìn,REVIEW,寿,寺,U+5BFA,0.6496,False,NOT_IN_DICT
stt11,page_0224,6,21,năm,REVIEW,婢,碎,U+788E,0.3543,False,NOT_IN_DICT
stt11,page_0224,7,2,xăng,REVIEW,廒,𦝄,U+26744,0.208,False,NOT_IN_DICT
stt11,page_0224,7,3,ấy,REVIEW,彡,乄,U+4E44,0.0785,False,NOT_IN_DICT
stt11,page_0224,7,4,ra,SYLLABLE,粤,罗,U+7F57,0.5203,False,NOT_IN_DICT
stt11,page_0224,7,11,người,REVIEW,早,尋,U+5C0B,0.0741,False,NOT_IN_DICT
stt11,page_0224,7,14,xưa,SYLLABLE,𭃡,𥘉,U+25609,0.8713,True,RESCUE_V3_HIGH
stt11,page_0224,7,16,có,SYLLABLE,因,固,U+56FA,0.9176,True,RESCUE_V3_HIGH
stt11,page_0224,7,19,có,SYLLABLE,因,固,U+56FA,0.9444,True,RESCUE_V3_HIGH
stt11,page_0224,8,0,đức,SYLLABLE,每,主,U+4E3B,0.7017,False,NOT_IN_DICT
stt11,page_0224,8,8,sang,SYLLABLE,節,郎,U+90CE,0.8474,True,RESCUE_V3_MED
stt11,page_0224,8,9,trọng,SYLLABLE,奎,重,U+91CD,0.942,True,RESCUE_V3_HIGH
stt11,page_0224,8,13,sang,REVIEW,郾,郎,U+90CE,0.3539,True,RESCUE_V3_LOW_CONF
stt11,page_0224,8,16,trời,SYLLABLE,尽,𡗶,U+215F6,0.8791,True,RESCUE_V3_HIGH
stt11,page_0224,8,19,dường,REVIEW,羌,壳,U+58F3,0.3023,False,NOT_IN_DICT
stt11,page_0224,8,20,ấy,SYLLABLE,𫝄,衣,U+8863,0.4773,True,RESCUE_V3_LOW_CONF
stt11,page_0224,9,0,ngay,REVIEW,聘,時,U+6642,0.7755,False,NOT_IN_DICT
stt11,page_0224,9,1,hai,SYLLABLE,𠮦,咍,U+548D,0.3137,True,RESCUE_V3_LOW_CONF
stt11,page_0224,9,6,kê,REVIEW,勢,稽,U+7A3D,0.0634,True,RESCUE_V3_LOW_CONF
stt11,page_0224,9,11,pha,SYLLABLE,苑,葩,U+8469,0.179,True,RESCUE_V3_LOW_CONF
stt11,page_0226,1,3,này,SYLLABLE,尺,尼,U+5C3C,0.839,True,RESCUE_V3_MED
stt11,page_0226,1,5,ra,SYLLABLE,𦥷,麻,U+9EBB,0.1048,False,NOT_IN_DICT
stt11,page_0226,1,8,rô,REVIEW,粤,實,U+5BE6,0.1767,False,NOT_IN_DICT
stt11,page_0226,1,9,ma,SYLLABLE,瑪,塊,U+584A,0.1265,False,NOT_IN_DICT
stt11,page_0226,1,12,người,REVIEW,早,朱,U+6731,0.175,False,NOT_IN_DICT
stt11,page_0226,1,16,là,SYLLABLE,異,郎,U+90CE,0.3127,False,NOT_IN_DICT
stt11,page_0226,1,18,trọng,SYLLABLE,奎,貞,U+8C9E,0.3021,False,NOT_IN_DICT
stt11,page_0226,1,20,là,SYLLABLE,民,庒,U+5E92,0.1278,False,NOT_IN_DICT
stt11,page_0226,2,0,vua,SYLLABLE,希,君,U+541B,0.7405,True,RESCUE_V3_MED
stt11,page_0226,2,1,du,REVIEW,迄,意,U+610F,0.1145,False,NOT_IN_DICT
stt11,page_0226,2,3,si,SYLLABLE,槎,眉,U+7709,0.6069,False,NOT_IN_DICT
stt11,page_0226,2,4,ong,REVIEW,蠎,楼,U+697C,0.112,False,NOT_IN_DICT
stt11,page_0226,2,9,đức,SYLLABLE,后,末,U+672B,0.9429,False,NOT_IN_DICT
stt11,page_0226,2,11,trời,SYLLABLE,尽,主,U+4E3B,0.7388,False,NOT_IN_DICT
stt11,page_0226,2,13,trọng,SYLLABLE,奎,重,U+91CD,0.8066,True,RESCUE_V3_MED
stt11,page_0226,2,14,hơn,REVIEW,皎,重,U+91CD,0.8833,False,NOT_IN_DICT
stt11,page_0226,2,17,người,REVIEW,早,旦,U+65E6,0.1361,False,NOT_IN_DICT
stt11,page_0226,2,18,làm,SYLLABLE,而,丕,U+4E15,0.1845,False,NOT_IN_DICT
stt11,page_0226,2,19,đầy,REVIEW,君,書,U+66F8,0.0584,False,NOT_IN_DICT
stt11,page_0226,2,21,ông,SYLLABLE,并,翁,U+7FC1,0.6087,True,RESCUE_V3_LOW_CONF
stt11,page_0226,3,2,rô,SYLLABLE,署,共,U+5171,0.1952,False,NOT_IN_DICT
stt11,page_0226,3,9,lọn,REVIEW,庵,命,U+547D,0.672,False,NOT_IN_DICT
stt11,page_0226,3,10,đời,SYLLABLE,化,代,U+4EE3,0.7778,True,RESCUE_V3_MED
stt11,page_0226,3,12,ông,SYLLABLE,并,垩,U+57A9,0.4559,False,NOT_IN_DICT
stt11,page_0226,3,15,rô,SYLLABLE,署,畧,U+7567,0.0869,False,NOT_IN_DICT
stt11,page_0226,3,21,người,REVIEW,㝵,𠊚,U+2029A,0.4139,True,RESCUE_V3_LOW_CONF
stt11,page_0226,4,0,làm,SYLLABLE,而,茹,U+8339,0.4074,False,NOT_IN_DICT
stt11,page_0226,4,1,pha,SYLLABLE,苑,葩,U+8469,0.8619,True,RESCUE_V3_HIGH
stt11,page_0226,4,2,pha,SYLLABLE,之,台,U+53F0,0.2713,False,NOT_IN_DICT
stt11,page_0226,4,5,mình,SYLLABLE,分,仍,U+4ECD,0.8961,False,NOT_IN_DICT
stt11,page_0226,4,7,mà,REVIEW,庪,𠊚,U+2029A,0.176,False,NOT_IN_DICT
stt11,page_0226,4,8,người,REVIEW,旱,語,U+8A9E,0.3058,False,NOT_IN_DICT
stt11,page_0226,4,10,nhường,REVIEW,簿,吏,U+540F,0.8301,False,NOT_IN_DICT
stt11,page_0226,4,15,ấy,SYLLABLE,分,衣,U+8863,0.1155,True,RESCUE_V3_LOW_CONF
stt11,page_0226,4,18,ông,SYLLABLE,𡬦,翁,U+7FC1,0.7306,True,RESCUE_V3_MED
stt11,page_0226,5,1,ông,SYLLABLE,并,垩,U+57A9,0.4176,False,NOT_IN_DICT
stt11,page_0226,5,3,ghê,SYLLABLE,計,計,U+8A08,0.9665,False,NOT_IN_DICT
stt11,page_0226,5,9,và,SYLLABLE,常,實,U+5BE6,0.1305,False,NOT_IN_DICT
stt11,page_0226,5,12,ấy,SYLLABLE,人,垩,U+57A9,0.5766,False,NOT_IN_DICT
stt11,page_0226,5,16,đức,SYLLABLE,行,爲,U+7232,0.1676,False,NOT_IN_DICT
stt11,page_0226,5,21,người,SYLLABLE,昇,𠊚,U+2029A,0.122,True,RESCUE_V3_LOW_CONF
stt11,page_0226,6,4,1,REVIEW,衣,主,U+4E3B,0.188,False,NOT_IN_DICT
stt11,page_0226,6,5,ghê,SYLLABLE,計,計,U+8A08,0.801,False,NOT_IN_DICT
stt11,page_0226,6,6,rê,SYLLABLE,移,几,U+51E0,0.286,False,NOT_IN_DICT
stt11,page_0226,6,9,giảng,REVIEW,𣼛,吏,U+540F,0.4028,False,NOT_IN_DICT
stt11,page_0226,6,11,nhiều,SYLLABLE,焼,朱,U+6731,0.6895,False,NOT_IN_DICT
stt11,page_0226,6,12,người,REVIEW,㝵,昆,U+6606,0.3016,True,RESCUE_V3_LOW_CONF
stt11,page_0226,6,16,làm,SYLLABLE,内,共,U+5171,0.9006,False,NOT_IN_DICT
stt11,page_0226,6,17,nhiều,SYLLABLE,燒,時,U+6642,0.1536,False,NOT_IN_DICT
stt11,page_0226,6,19,lạ,REVIEW,造,法,U+6CD5,0.9945,False,NOT_IN_DICT
stt11,page_0226,6,22,troảis,REVIEW,列,列,U+5217,0.8473,False,NOT_IN_DICT
stt11,page_0226,7,4,đức,SYLLABLE,行,主,U+4E3B,0.7952,False,NOT_IN_DICT
stt11,page_0226,7,6,trời,SYLLABLE,斥,𡗶,U+215F6,0.7286,True,RESCUE_V3_MED
stt11,page_0226,7,8,ngày,SYLLABLE,䏷,時,U+6642,0.9343,True,RESCUE_V3_HIGH
stt11,page_0226,7,21,cao,REVIEW,去,共,U+5171,0.1729,False,NOT_IN_DICT
stt11,page_0226,7,22,người,SYLLABLE,畢,𠊚,U+2029A,0.4108,True,RESCUE_V3_LOW_CONF
stt11,page_0226,8,4,rô,SYLLABLE,署,喝,U+559D,0.0911,False,NOT_IN_DICT
stt11,page_0226,8,5,ma,SYLLABLE,瑪,思,U+601D,0.0872,False,NOT_IN_DICT
stt11,page_0226,8,7,là,SYLLABLE,粤,罗,U+7F57,0.3795,True,RESCUE_V3_LOW_CONF
stt11,page_0226,8,8,ma,SYLLABLE,瑪,過,U+904E,0.1009,False,NOT_IN_DICT
stt11,page_0226,8,15,nhiều,SYLLABLE,燒,燒,U+71D2,0.7161,False,NOT_IN_DICT
stt11,page_0226,8,17,chê,REVIEW,歧,支,U+652F,0.6776,True,RESCUE_V3_LOW_CONF
stt11,page_0226,8,18,cùng,SYLLABLE,些,女,U+5973,0.2224,False,NOT_IN_DICT
stt11,page_0226,8,19,nhiều,SYLLABLE,燒,燒,U+71D2,0.8683,False,NOT_IN_DICT
stt11,page_0226,8,21,khen,SYLLABLE,㸔,奇,U+5947,0.0966,False,NOT_IN_DICT
stt11,page_0226,9,0,người,SYLLABLE,昇,其,U+5176,0.1723,False,NOT_IN_DICT
stt11,page_0226,9,2,nghi,SYLLABLE,与,多,U+591A,0.4355,False,NOT_IN_DICT
stt11,page_0226,9,3,hai,REVIEW,为,召,U+53EC,0.141,False,NOT_IN_DICT
stt11,page_0226,9,9,người,SYLLABLE,昇,𠊚,U+2029A,0.2995,True,RESCUE_V3_LOW_CONF
stt11,page_0226,9,10,hay,REVIEW,岂,咍,U+548D,0.6081,True,RESCUE_V3_LOW_CONF
stt11,page_0226,9,15,vua,SYLLABLE,希,奏,U+594F,0.0685,False,NOT_IN_DICT
stt11,page_0226,9,16,cho,SYLLABLE,未,市,U+5E02,0.3199,False,NOT_IN_DICT
stt11,page_0226,9,19,khi,SYLLABLE,敗,几,U+51E0,0.5028,False,NOT_IN_DICT
stt11,page_0226,9,20,ay,REVIEW,似,欺,U+6B3A,0.9138,False,NOT_IN_DICT
stt11,page_0226,9,21,la,REVIEW,𤰞,罗,U+7F57,0.1064,True,RESCUE_V3_LOW_CONF
stt11,page_0226,9,22,vua,REVIEW,着,美,U+7F8E,0.1435,False,NOT_IN_DICT
stt11,page_0228,1,1,a,SYLLABLE,匝,亜,U+4E9C,0.5,True,RESCUE_V3_LOW_CONF
stt11,page_0228,1,4,ông,SYLLABLE,𡬦,垩,U+57A9,0.955,False,NOT_IN_DICT
stt11,page_0228,1,9,tê,REVIEW,堦,躋,U+8E8B,0.231,True,RESCUE_V3_LOW_CONF
stt11,page_0228,1,14,nghe,SYLLABLE,盗,宜,U+5B9C,0.7501,True,RESCUE_V3_MED
stt11,page_0228,1,17,đày,REVIEW,落,茹,U+8339,0.2004,False,NOT_IN_DICT
stt11,page_0228,1,18,đi,REVIEW,矮,棱,U+68F1,0.3441,False,NOT_IN_DICT
stt11,page_0228,1,19,nước,REVIEW,侯,渃,U+6E03,0.5953,True,RESCUE_V3_LOW_CONF
stt11,page_0228,2,1,núi,SYLLABLE,岀,离,U+79BB,0.6288,False,NOT_IN_DICT
stt11,page_0228,2,2,non,REVIEW,𡽪,無,U+7121,0.0748,False,NOT_IN_DICT
stt11,page_0228,2,5,lăm,SYLLABLE,凜,凜,U+51DC,0.8018,False,NOT_IN_DICT
stt11,page_0228,2,8,mang,REVIEW,甚,悲,U+60B2,0.3126,False,NOT_IN_DICT
stt11,page_0228,2,11,ấy,REVIEW,奴,衣,U+8863,0.3193,True,RESCUE_V3_LOW_CONF
stt11,page_0228,2,12,thấy,REVIEW,浮,官,U+5B98,0.2163,False,NOT_IN_DICT
stt11,page_0228,2,15,trẩy,REVIEW,祗,祝,U+795D,0.3359,False,NOT_IN_DICT
stt11,page_0228,2,18,nước,REVIEW,沫,沫,U+6CAB,0.6071,False,NOT_IN_DICT
stt11,page_0228,2,19,mắt,REVIEW,法,渃,U+6E03,0.2042,False,NOT_IN_DICT
stt11,page_0228,2,21,ra,SYLLABLE,粤,罢,U+7F62,0.2003,False,NOT_IN_DICT
stt11,page_0228,3,2,đức,SYLLABLE,万,主,U+4E3B,0.8675,False,NOT_IN_DICT
stt11,page_0228,3,4,trời,SYLLABLE,斥,各,U+5404,0.2435,False,NOT_IN_DICT
stt11,page_0228,3,5,ông,SYLLABLE,𭔿,翁,U+7FC1,0.2937,True,RESCUE_V3_LOW_CONF
stt11,page_0228,3,8,hộ,REVIEW,詔,易,U+6613,0.0672,False,NOT_IN_DICT
stt11,page_0228,3,12,khỏi,SYLLABLE,媿,塊,U+584A,0.8625,True,RESCUE_V3_HIGH
stt11,page_0228,3,18,đoan,SYLLABLE,断,断,U+65AD,0.97,False,NOT_IN_DICT
stt11,page_0228,3,20,tàu,REVIEW,船,嬏,U+5B0F,0.3802,False,NOT_IN_DICT
stt11,page_0228,4,1,người,REVIEW,昜,易,U+6613,0.8422,False,NOT_IN_DICT
stt11,page_0228,4,2,đi,SYLLABLE,竣,拮,U+62EE,0.1144,False,NOT_IN_DICT
stt11,page_0228,4,6,một,SYLLABLE,夢,曳,U+66F3,0.2977,False,NOT_IN_DICT
stt11,page_0228,4,7,nghìn,REVIEW,鄜,群,U+7FA4,0.2407,False,NOT_IN_DICT
stt11,page_0228,4,8,người,REVIEW,早,𠊚,U+2029A,0.1636,True,RESCUE_V3_LOW_CONF
stt11,page_0228,4,11,vua,SYLLABLE,希,君,U+541B,0.1697,True,RESCUE_V3_LOW_CONF
stt11,page_0228,4,12,ấy,SYLLABLE,人,扒,U+6252,0.0504,False,NOT_IN_DICT
stt11,page_0228,4,14,đày,REVIEW,茤,多,U+591A,0.0751,False,NOT_IN_DICT
stt11,page_0228,4,15,đi,SYLLABLE,竣,該,U+8A72,0.0565,False,NOT_IN_DICT
stt11,page_0228,4,17,đá,REVIEW,媛,磊,U+78CA,0.0903,False,NOT_IN_DICT
stt11,page_0228,4,19,xuống,SYLLABLE,窀,富,U+5BCC,0.3895,False,NOT_IN_DICT
stt11,page_0228,4,20,tàu,REVIEW,矰,嬏,U+5B0F,0.0898,False,NOT_IN_DICT
stt11,page_0228,4,21,đem,SYLLABLE,丸,巴,U+5DF4,0.107,False,NOT_IN_DICT
stt11,page_0228,4,22,về,REVIEW,券,弄,U+5F04,0.328,False,NOT_IN_DICT
stt11,page_0228,5,0,rô,SYLLABLE,署,賢,U+8CE2,0.0616,False,NOT_IN_DICT
stt11,page_0228,5,1,ma,SYLLABLE,瑪,理,U+7406,0.0705,False,NOT_IN_DICT
stt11,page_0228,5,7,cả,REVIEW,粤,竒,U+7AD2,0.1916,True,RESCUE_V3_LOW_CONF
stt11,page_0228,5,11,lăm,REVIEW,漙,凜,U+51DC,0.3567,False,NOT_IN_DICT
stt11,page_0228,5,13,người,SYLLABLE,昇,𠊚,U+2029A,0.2631,True,RESCUE_V3_LOW_CONF
stt11,page_0228,5,19,đức,SYLLABLE,勿,沛,U+6C9B,0.1746,False,NOT_IN_DICT
stt11,page_0228,5,21,trời,SYLLABLE,乔,主,U+4E3B,0.9489,False,NOT_IN_DICT
stt11,page_0228,6,3,cho,SYLLABLE,牛,朱,U+6731,0.8702,True,RESCUE_V3_HIGH
stt11,page_0228,6,13,thấy,REVIEW,件,官,U+5B98,0.7462,False,NOT_IN_DICT
stt11,page_0228,6,14,bốn,REVIEW,𠔃,道,U+9053,0.6777,False,NOT_IN_DICT
stt11,page_0228,6,20,nước,REVIEW,𣸪,渃,U+6E03,0.8917,True,RESCUE_V3_HIGH
stt11,page_0228,6,21,uống,SYLLABLE,旺,㕵,U+3575,0.4191,True,RESCUE_V3_LOW_CONF
stt11,page_0228,6,22,phal,REVIEW,沛,沛,U+6C9B,0.6302,False,NOT_IN_DICT
stt11,page_0228,7,0,đi,SYLLABLE,趍,棱,U+68F1,0.1946,False,NOT_IN_DICT
stt11,page_0228,7,3,bấy,SYLLABLE,用,困,U+56F0,0.3728,False,NOT_IN_DICT
stt11,page_0228,7,5,đức,SYLLABLE,行,主,U+4E3B,0.874,False,NOT_IN_DICT
stt11,page_0228,7,7,pha,SYLLABLE,苑,葩,U+8469,0.9584,True,RESCUE_V3_HIGH
stt11,page_0228,7,8,pha,REVIEW,上,把,U+628A,0.0326,False,NOT_IN_DICT
stt11,page_0228,7,10,cho,SYLLABLE,生,朱,U+6731,0.7304,True,RESCUE_V3_MED
stt11,page_0228,7,13,xảy,SYLLABLE,後,体,U+4F53,0.8366,False,NOT_IN_DICT
stt11,page_0228,7,15,một,REVIEW,或,更,U+66F4,0.3852,True,RESCUE_V3_LOW_CONF
stt11,page_0228,7,17,tốt,REVIEW,琵,冷,U+51B7,0.0738,False,NOT_IN_DICT
stt11,page_0228,7,21,nu,REVIEW,凼,离,U+79BB,0.366,False,NOT_IN_DICT
stt11,page_0228,8,2,lên,REVIEW,挈,軍,U+8ECD,0.274,False,NOT_IN_DICT
stt11,page_0228,8,3,chỉ,REVIEW,避,連,U+9023,0.9601,False,NOT_IN_DICT
stt11,page_0228,8,4,đến,REVIEW,趙,連,U+9023,0.1412,False,NOT_IN_DICT
stt11,page_0228,8,7,người,REVIEW,早,昆,U+6606,0.1034,True,RESCUE_V3_LOW_CONF
stt11,page_0228,8,12,đức,SYLLABLE,方,主,U+4E3B,0.3608,False,NOT_IN_DICT
stt11,page_0228,8,14,trời,SYLLABLE,承,𡗶,U+215F6,0.4997,True,RESCUE_V3_LOW_CONF
stt11,page_0228,8,18,đào,REVIEW,均,困,U+56F0,0.087,False,NOT_IN_DICT
stt11,page_0228,8,20,ấy,SYLLABLE,攵,各,U+5404,0.5175,False,NOT_IN_DICT
stt11,page_0228,8,21,bồng,SYLLABLE,俸,俸,U+4FF8,0.3418,False,NOT_IN_DICT
stt11,page_0228,9,2,nước,SYLLABLE,法,渃,U+6E03,0.9318,True,RESCUE_V3_HIGH
stt11,page_0228,9,4,ra,SYLLABLE,粤,明,U+660E,0.0761,False,NOT_IN_DICT
stt11,page_0228,9,5,ngày,SYLLABLE,䏷,時,U+6642,0.8245,True,RESCUE_V3_MED
stt11,page_0228,9,6,sau,SYLLABLE,委,娄,U+5A04,0.6961,True,RESCUE_V3_LOW_CONF
stt11,page_0228,9,10,sông,SYLLABLE,淹,年,U+5E74,0.9722,False,NOT_IN_DICT
stt11,page_0228,9,11,hạ,REVIEW,尽,天,U+5929,0.4682,False,NOT_IN_DICT
stt11,page_0228,9,15,ấy,SYLLABLE,八,衣,U+8863,0.7534,True,RESCUE_V3_MED
stt11,page_0228,9,17,chịu,SYLLABLE,君,召,U+53EC,0.9599,True,RESCUE_V3_HIGH
stt11,page_0228,9,19,một,REVIEW,喚,更,U+66F4,0.7204,True,RESCUE_V3_MED
stt11,page_0228,9,20,ngày,SYLLABLE,䏷,時,U+6642,0.9135,True,RESCUE_V3_HIGH
stt11,page_0228,9,21,nam,REVIEW,𡚖,歇,U+6B47,0.1365,False,NOT_IN_DICT
stt11,page_0232,1,3,ấy,SYLLABLE,从,衣,U+8863,0.6158,True,RESCUE_V3_LOW_CONF
stt11,page_0232,1,4,hạ,REVIEW,干,体,U+4F53,0.933,False,NOT_IN_DICT
stt11,page_0232,1,7,lạ,REVIEW,迆,㐌,U+340C,0.1904,False,NOT_IN_DICT
stt11,page_0232,1,8,đức,SYLLABLE,行,主,U+4E3B,0.9346,False,NOT_IN_DICT
stt11,page_0232,1,11,làm,SYLLABLE,而,丕,U+4E15,0.9406,False,NOT_IN_DICT
stt11,page_0232,1,15,và,SYLLABLE,眾,𢃄,U+220C4,0.0648,False,NOT_IN_DICT
stt11,page_0232,1,16,hãi,REVIEW,𰑊,惜,U+60DC,0.2963,False,NOT_IN_DICT
stt11,page_0232,1,19,một,SYLLABLE,茂,更,U+66F4,0.9181,True,RESCUE_V3_HIGH
stt11,page_0232,1,21,ấy,SYLLABLE,从,扒,U+6252,0.2729,False,NOT_IN_DICT
stt11,page_0232,2,2,làm,SYLLABLE,而,丕,U+4E15,0.9811,False,NOT_IN_DICT
stt11,page_0232,2,5,là,SYLLABLE,要,每,U+6BCF,0.3634,False,NOT_IN_DICT
stt11,page_0232,2,7,năm,REVIEW,斷,觧,U+89E7,0.1041,False,NOT_IN_DICT
stt11,page_0232,2,11,người,REVIEW,㝵,𠊚,U+2029A,0.1429,True,RESCUE_V3_LOW_CONF
stt11,page_0232,2,13,chết,SYLLABLE,抑,時,U+6642,0.3519,False,NOT_IN_DICT
stt11,page_0232,2,15,biển,REVIEW,凌,燒,U+71D2,0.1579,False,NOT_IN_DICT
stt11,page_0232,2,17,cạn,REVIEW,汻,伴,U+4F34,0.0915,False,NOT_IN_DICT
stt11,page_0232,2,18,bảy,SYLLABLE,黓,黙,U+9ED9,0.2255,False,NOT_IN_DICT
stt11,page_0232,2,19,ngày,SYLLABLE,䏷,時,U+6642,0.8278,True,RESCUE_V3_MED
stt11,page_0232,3,1,hạ,REVIEW,夲,天,U+5929,0.7227,False,NOT_IN_DICT
stt11,page_0232,3,3,nhà,SYLLABLE,姦,茹,U+8339,0.9621,True,RESCUE_V3_HIGH
stt11,page_0232,3,6,người,REVIEW,㝵,几,U+51E0,0.2803,False,NOT_IN_DICT
stt11,page_0232,3,9,năm,REVIEW,靜,觧,U+89E7,0.2768,False,NOT_IN_DICT
stt11,page_0232,3,10,ấy,SYLLABLE,人,衣,U+8863,0.7123,True,RESCUE_V3_MED
stt11,page_0232,3,11,mẹ,SYLLABLE,嫫,埃,U+57C3,0.1361,False,NOT_IN_DICT
stt11,page_0232,3,13,đem,REVIEW,𭂫,几,U+51E0,0.2457,False,NOT_IN_DICT
stt11,page_0232,3,15,đi,SYLLABLE,竣,該,U+8A72,0.2624,False,NOT_IN_DICT
stt11,page_0232,3,17,mộ,REVIEW,凰,墓,U+5893,0.2255,True,RESCUE_V3_LOW_CONF
stt11,page_0232,3,18,người,REVIEW,杲,昆,U+6606,0.1329,True,RESCUE_V3_LOW_CONF
stt11,page_0232,4,3,lên,SYLLABLE,漸,連,U+9023,0.9399,True,RESCUE_V3_HIGH
stt11,page_0232,4,5,mẹ,REVIEW,娗,踈,U+8E08,0.2852,False,NOT_IN_DICT
stt11,page_0232,4,6,ấy,SYLLABLE,仍,乃,U+4E43,0.1813,False,NOT_IN_DICT
stt11,page_0232,4,7,quên,SYLLABLE,消,𨺻,U+28EBB,0.3441,False,NOT_IN_DICT
stt11,page_0232,5,0,con,SYLLABLE,見,昆,U+6606,0.8601,True,RESCUE_V3_HIGH
stt11,page_0232,5,5,nào,SYLLABLE,吊,市,U+5E02,0.2014,True,RESCUE_V3_LOW_CONF
stt11,page_0232,5,10,nước,REVIEW,労,㐌,U+340C,0.4113,False,NOT_IN_DICT
stt11,page_0232,5,11,đã,SYLLABLE,色,世,U+4E16,0.105,False,NOT_IN_DICT
stt11,page_0232,5,14,mẹ,SYLLABLE,姨,模,U+6A21,0.1145,False,NOT_IN_DICT
stt11,page_0232,5,16,lóc,REVIEW,咳,汝,U+6C5D,0.1036,False,NOT_IN_DICT
stt11,page_0232,5,17,thương,REVIEW,恁,傷,U+50B7,0.6427,True,RESCUE_V3_LOW_CONF
stt11,page_0232,5,18,con,SYLLABLE,見,昆,U+6606,0.9717,True,RESCUE_V3_HIGH
stt11,page_0232,5,21,đi,SYLLABLE,趍,瑟,U+745F,0.1094,False,NOT_IN_DICT
stt11,page_0232,6,1,dọc,SYLLABLE,独,犯,U+72AF,0.6563,False,NOT_IN_DICT
stt11,page_0232,6,2,bãi,REVIEW,里,畧,U+7567,0.443,False,NOT_IN_DICT
stt11,page_0232,6,4,là,SYLLABLE,要,塊,U+584A,0.2,False,NOT_IN_DICT
stt11,page_0232,6,8,năm,SYLLABLE,解,時,U+6642,0.406,False,NOT_IN_DICT
stt11,page_0232,6,9,khác,SYLLABLE,将,恪,U+606A,0.3671,True,RESCUE_V3_LOW_CONF
stt11,page_0232,6,11,ngày,SYLLABLE,将,時,U+6642,0.8965,True,RESCUE_V3_HIGH
stt11,page_0232,6,13,ấy,REVIEW,攵,冷,U+51B7,0.1383,False,NOT_IN_DICT
stt11,page_0232,6,14,mẹ,SYLLABLE,候,獄,U+7344,0.0857,False,NOT_IN_DICT
stt11,page_0232,6,15,ấy,SYLLABLE,人,衣,U+8863,0.6441,True,RESCUE_V3_LOW_CONF
