sample_id,book,page,column,tier,rule,K,syllable,label,R_size,P,P_y,P_all,G,G_op,P6c,P5c,PVL,Gf,K_inR,A1_fired,A1_prop,A2_fired,A2_prop,A3_fired,A3_prop,A4_fired,A4_prop,A5_fired,A5_prop,A1v_fired,A1v_prop,A2v_fired,A2v_prop,A4v_fired,A4v_prop,B1_fired,B1_prop,B2_fired,B2_prop,B3_fired,B3_prop,B4_fired,B4_prop,B5_fired,B5_prop,B6_fired,B6_prop,C1_fired,C1_prop,C2_fired,C2_prop,C3_fired,C3_prop,C4_fired,C4_prop,C5_fired,C5_prop,C6_fired,C6_prop,D1_fired,D1_prop,D2_fired,D2_prop,D3_fired,D3_prop
M2_0095,stt2,page_0026,8,SYLLABLE,nghia_consensus,妃,bà,,36,妃,妃,妃,妃,eq,从,妃,妃,妑,False,True,妃,False,,True,妃,True,妃,True,妃,True,妃,False,,True,妃,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,True,妑,False,
M2_0096,stt2,page_0232,1,SYLLABLE,nghia_consensus,署,rô,,11,嘗,嘗,嘗,托,sub,善,曾,首,,False,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,True,,True,,True,,True,,False,,False,,False,,False,,False,
M2_0097,stt2,page_0060,1,SYLLABLE,nghia_consensus_tu_silver,詩,thì,,56,詩,詩,詩,奇,sub,寿,诗,寺,峙,False,False,,False,,True,詩,True,詩,False,,False,,False,,True,詩,False,,False,,False,,False,,False,,False,,False,,True,,False,,True,,False,,False,,False,,True,寺,False,
M2_0098,stt2,page_0048,4,SYLLABLE,nghia_consensus_tu_silver,案,và,,17,道,道,道,噤,sub,,紫,喏,,False,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,True,,True,,True,,True,,False,,False,,False,,False,,False,
M2_0099,stt2,page_0190,1,SILVER,s2_inter_s3_corrected,啻,li,离,113,雷,雷,雷,,del,爵,膏,寄,峙,False,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,True,,False,,False,,True,,False,,False,,False,,False,,False,
M2_0100,stt2,page_0260,5,SILVER,s2_inter_s3_corrected,女,cũng,共,17,共,共,共,,del,共,我,共,答,False,False,,False,,False,,False,,False,,False,,False,,False,,True,共,True,共,True,共,False,,False,,True,共,True,,False,,False,,True,,False,,True,,True,共,True,共,False,
M2_0101,stt2,page_0158,5,SYLLABLE,nghia_consensus,知,đức,,21,知,知,知,,del,知,知,知,,False,False,,False,,True,知,True,知,False,,False,,False,,True,知,False,,False,,False,,False,,False,,False,,False,,False,,False,,True,,False,,False,,False,,False,,False,
M2_0102,stt2,page_0316,4,SYLLABLE,nghia_consensus_tu_silver,入,ấy,,32,入,入,入,,del,旦,礼,认,一,False,False,,False,,True,入,True,入,False,,False,,False,,True,入,False,,False,,False,,False,,False,,False,,False,,False,,False,,True,,False,,False,,False,,False,,False,
M2_0103,stt2,page_0282,3,SILVER,s2_inter_s3_corrected,堪,khỏi,塊,3,堪,堪,堪,堀,sub,堪,增,堪,,False,False,,False,,True,堪,True,堪,False,,False,,False,,True,堪,False,,False,,False,,False,,False,,False,,False,,True,,False,,True,,False,,False,,False,,False,,False,
M2_0104,stt2,page_0020,2,SYLLABLE,nghia_consensus,詩,thì,,56,壽,壽,壽,萌,sub,詩,萧,苟,一,False,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,True,,True,,True,,True,,False,,False,,False,,False,,False,
M2_0105,stt2,page_0052,6,SYLLABLE,nghia_consensus_tu_silver,寿,thì,,56,壽,壽,壽,者,sub,壽,寿,書,,False,False,,False,,False,,False,,False,,False,,False,,True,寿,False,,False,,False,,False,,False,,False,,True,,True,,True,,True,,False,,False,,False,,False,,False,
M2_0106,stt2,page_0198,2,SYLLABLE,nghia_consensus_tu_silver,𭃡,xưa,,20,初,初,初,,del,初,初,祝,,False,False,,False,,False,,False,,False,,False,,False,,False,,True,初,True,初,True,初,False,,False,,True,初,True,,False,,False,,True,,False,,True,,True,初,True,初,False,
M2_0107,stt2,page_0302,2,SYLLABLE,nghia_consensus_tu_silver,咽,nói,,14,走,走,走咽,幽,sub,文,图,大,阅,False,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,True,,True,,True,,True,,False,,False,,False,,False,,False,
M2_0108,stt2,page_0120,5,SYLLABLE,nghia_consensus_tu_silver,架,thầy,,8,架,架,架,茸,sub,茶,架,柒,一,False,False,,False,,True,架,True,架,False,,False,,False,,True,架,False,,False,,False,,False,,False,,False,,False,,True,,False,,True,,False,,False,,False,,False,,False,
M2_0109,stt2,page_0038,9,SYLLABLE,nghia_consensus_tu_silver,隻,nghĩa,,10,美,美,美,美,sub,美,美,美,,False,True,美,False,,True,美,False,,False,,True,美,False,,False,,False,,False,,False,,False,,False,,False,,True,,True,,True,,True,,True,,False,,False,,False,,False,
M2_0110,stt2,page_0112,9,SYLLABLE,nghia_consensus,庄,chắng,,1,庄,庄,庄,在,sub,庄,庄,在,一,False,False,,False,,True,庄,True,庄,False,,False,,False,,True,庄,False,,False,,False,,False,,False,,False,,False,,True,,False,,True,,False,,False,,False,,False,,False,
M2_0111,stt2,page_0274,6,SYLLABLE,nghia_consensus_tu_silver,膏,le,,15,當,當,當,窗,sub,八,富,富,,False,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,True,,True,,True,,True,,False,,False,,False,,False,,False,
M2_0112,stt2,page_0276,2,SILVER,s2_inter_s3_corrected,屠,phú,富,22,富,富,富,廣,sub,富,房,庵,,False,False,,False,,False,,False,,False,,False,,False,,False,,True,富,True,富,True,富,False,,False,,True,富,True,,True,,True,,True,,False,,True,,True,富,True,富,False,
M2_0113,stt2,page_0184,1,SYLLABLE,nghia_consensus,結,đi,,10,然,然,然,舷,sub,豺,什,十,,False,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,True,,True,,True,,True,,False,,False,,False,,False,,False,
M2_0114,stt2,page_0056,9,SYLLABLE,nghia_consensus,弄,toan,,23,弄,弄,弄,怨,sub,弄,等,王,峙,False,False,,False,,True,弄,True,弄,False,,False,,False,,True,弄,False,,False,,False,,False,,False,,False,,False,,True,,False,,True,,False,,False,,False,,False,,False,
M2_0115,stt2,page_0098,2,SILVER,s2_inter_s3_corrected,𫠉,vì,為,7,唐,唐,唐,屯,sub,店,属,焉,,False,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,True,,True,,True,,True,,False,,False,,False,,False,,False,
M2_0116,stt2,page_0284,3,SYLLABLE,nghia_consensus_tu_silver,氏,ấy,,32,氏,氏,氏,久,sub,氏,氏,人,,False,False,,False,,True,氏,True,氏,False,,False,,False,,True,氏,False,,False,,False,,False,,False,,False,,False,,True,,False,,True,,False,,False,,False,,False,,False,
M2_0117,stt2,page_0314,5,SYLLABLE,nghia_consensus,痒,còn,,15,拜,拜,拜,厍,sub,洋,痒,岸,,False,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,True,,True,,True,,True,,False,,False,,False,,False,,False,
M2_0118,stt2,page_0146,1,SILVER,s2_inter_s3_corrected,色,vào,包,28,色,色,色,色,eq,色,老,色,,False,True,色,False,,True,色,True,色,True,色,True,色,False,,True,色,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,
M2_0119,stt2,page_0072,6,SYLLABLE,nghia_consensus,妨,cô,,61,支,支,支,姑,sub,支,支,李,,False,False,,False,,False,,False,,False,,False,,False,,False,,True,姑,True,姑,False,,True,姑,False,,True,姑,True,,True,,True,,True,,False,,True,,True,姑,True,姑,False,
M2_0120,stt2,page_0252,1,SYLLABLE,nghia_consensus,裔,trời,,13,窗,窗,窗,酉,sub,商,看,翁,一,False,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,True,,True,,True,,True,,False,,False,,False,,False,,False,
M2_0121,stt2,page_0328,5,SILVER,s2_inter_s3_corrected,條,khác,恪,11,怪,怪,怪,恪,sub,登,盈,怒,,False,False,,False,,False,,False,,False,,False,,False,,False,,True,恪,True,恪,False,,True,恪,False,,True,恪,True,,True,,True,,True,,False,,True,,True,恪,True,恪,False,
M2_0122,stt2,page_0096,5,SYLLABLE,nghia_consensus_tu_silver,祀,lấy,,24,祖,祖,祖,袍,sub,福,和,冠,加,False,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,True,,True,,True,,True,,False,,False,,False,,False,,False,
M2_0123,stt2,page_0142,8,SYLLABLE,nghia_consensus,祀,lấy,,24,祀,祀,祀,,del,福,,祀,峨,False,False,,False,,True,祀,True,祀,False,,False,,False,,True,祀,False,,False,,False,,False,,False,,False,,False,,False,,False,,True,,False,,False,,False,,False,,False,
M2_0124,stt2,page_0268,1,SILVER,s2_inter_s3_corrected,民,là,罗,31,異,異,異,弔,sub,理,果,四,一,False,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,True,,True,,True,,True,,False,,False,,False,,False,,False,
M2_0125,stt2,page_0324,1,SILVER,s2_inter_s3_corrected,师,phải,伂,30,歸,歸,歸,师,eq,,佩,何,,False,False,,False,,True,师,True,师,False,,False,,False,,True,师,False,,False,,False,,False,,False,,False,,True,,False,,False,,True,,False,,False,,False,,False,,False,
M2_0126,stt2,page_0168,4,SYLLABLE,nghia_consensus_tu_silver,𫊫,tao,,66,登,,,釜,sub,的,风,的,,False,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,True,,True,,True,,True,,False,,False,,False,,False,,False,
M2_0127,stt2,page_0196,6,SILVER,s2_inter_s3_corrected,君,nơi,尼,13,君,君,君,居,sub,居,启,君,,False,False,,False,,True,君,True,君,False,,False,,False,,True,君,False,,False,,False,,False,,False,,False,,False,,True,,False,,True,,False,,False,,False,,False,,False,
M2_0128,stt2,page_0142_p0132,5,SYLLABLE,nghia_consensus,其,dữ,,36,夢,夢,夢,唉,sub,味,琴,共,一,False,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,True,,True,,True,,True,,False,,False,,False,,False,,False,
M2_0129,stt2,page_0136,4,SYLLABLE,nghia_consensus,知,đức,,21,禳,禳,禳,歹,sub,展,展,慢,,False,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,True,,True,,True,,True,,False,,False,,False,,False,,False,
M2_0130,stt2,page_0270,3,SILVER,s2_inter_s3_corrected,按,cũng,拱,17,按,按,按,按,eq,世,段,批,,False,True,按,False,,True,按,True,按,True,按,True,按,False,,True,按,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,
M2_0131,stt2,page_0090,8,SYLLABLE,nghia_consensus_tu_silver,𰂸,tượng,,14,像,像,像,,del,仙,像,儀,懊,False,False,,False,,False,,False,,False,,False,,False,,False,,True,像,True,像,True,像,False,,False,,True,像,True,,False,,False,,True,,False,,True,,True,像,True,像,False,
M2_0132,stt2,page_0256,4,SILVER,s2_inter_s3_corrected,取,khi,欺,31,取,取,取,取,eq,政,取,取,答,False,True,取,False,,True,取,True,取,True,取,True,取,False,,True,取,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,
M2_0133,stt2,page_0028,8,SYLLABLE,nghia_consensus,燔,soi,,19,煙,煙,煙,熠,sub,煙,爆,燻,中,False,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,True,,True,,True,,True,,False,,False,,False,,False,,False,
M2_0134,stt2,page_0246,2,SYLLABLE,nghia_consensus,常,và,,17,書,書,書,常,eq,方,音,首,下,False,False,,False,,True,常,True,常,False,,False,,False,,True,常,False,,False,,False,,False,,False,,False,,True,,False,,False,,True,,False,,False,,False,,False,,False,
M2_0135,stt2,page_0068,1,SYLLABLE,nghia_consensus_tu_silver,詩,thì,,56,者,者,者,奇,sub,詩,奇,十,,False,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,True,,True,,True,,True,,False,,False,,False,,False,,False,
M2_0136,stt2,page_0308,5,SYLLABLE,nghia_consensus_tu_silver,詩,thì,,56,有,有,有,奇,sub,廚,,靑,,False,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,True,,True,,True,,True,,False,,False,,False,,False,,False,
M2_0137,stt2,page_0166,6,SILVER,s2_inter_s3_corrected,用,vua,君,15,用,用,用,用,eq,定,周,句,,False,True,用,False,,True,用,True,用,True,用,True,用,False,,True,用,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,
M2_0138,stt2,page_0172,6,SYLLABLE,nghia_consensus,吮,hai,,18,從,所,所,吆,sub,研,可,百,,False,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,True,,True,,True,,True,,False,,False,,False,,False,,False,
M2_0139,stt2,page_0070,3,SYLLABLE,nghia_consensus_tu_silver,審,xuống,,17,廟,廟,廟,審,eq,周,海,密,,False,False,,False,,True,審,True,審,False,,False,,False,,True,審,False,,False,,False,,False,,False,,False,,True,,False,,False,,True,,False,,False,,False,,False,,False,
M2_0140,stt2,page_0180,9,SYLLABLE,nghia_consensus,店,vì,,7,折,折,折,唐,sub,折,折,却,,False,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,True,,True,,True,,True,,False,,False,,False,,False,,False,
M2_0141,stt2,page_0258,5,SILVER,s2_inter_s3_corrected,耿,khị,欺,9,歌,歌,歌,,del,歌,歌,取,,False,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,True,,False,,False,,True,,False,,False,,False,,False,,False,
M2_0142,stt2,page_0126,5,SYLLABLE,nghia_consensus_tu_silver,寿,thì,,56,毒,毒,毒,毒,sub,,毒,寺,,False,True,毒,False,,True,毒,False,,False,,True,毒,False,,False,,False,,False,,False,,False,,False,,False,,True,,True,,True,,True,,True,,False,,False,,True,寺,False,
M2_0143,stt2,page_0054,4,SILVER,s2_inter_s3_corrected,教,mất,秩,48,殺,殺,殺,裁,sub,教,铁,教,,False,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,True,,True,,True,,True,,False,,False,,False,,False,,False,
M2_0144,stt2,page_0042,4,SILVER,s2_inter_s3_corrected,廻,lên,連,14,邀,邀,邀,魁,sub,建,摩,到,,False,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,True,,True,,True,,True,,False,,False,,False,,False,,False,
M2_0145,stt2,page_0214,8,SILVER,s2_inter_s3_corrected,刄,vua,君,15,鬼,鬼,鬼,月,sub,也,府,也,,False,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,True,,True,,True,,True,,False,,False,,False,,False,,False,
M2_0146,stt2,page_0082,2,SYLLABLE,nghia_consensus,而,làm,,17,而,悲,悲而,而,eq,悲,省,悲,峦,False,True,而,False,,True,而,True,而,True,而,True,而,False,,True,而,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,
M2_0147,stt2,page_0212,8,SILVER,s2_inter_s3_corrected,臻,thờ,蜍,25,除,除,除,绛,sub,臻,珍,斎,一,False,False,,False,,False,,False,,False,,False,,False,,False,,True,除,True,除,True,除,False,,False,,True,除,True,,True,,True,,True,,False,,True,,True,除,True,除,False,
M2_0148,stt2,page_0238,6,SILVER,s2_inter_s3_corrected,庵,què,跪,13,蹈,蹈,蹈,踞,sub,吒,,心,心,False,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,True,,True,,True,,True,,False,,False,,False,,False,,False,
M2_0149,stt2,page_0154,5,SYLLABLE,nghia_consensus,香,thì,,56,者,者,者,,del,街,甫,南,一,False,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,True,,False,,False,,True,,False,,False,,False,,False,,False,
M2_0150,stt2,page_0248,2,SILVER,s2_inter_s3_corrected,𠗆,khác,恪,11,弄,,,骆,sub,升,餐,才,一,False,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,True,,True,,True,,True,,False,,False,,False,,False,,False,
M2_0151,stt2,page_0094,5,SYLLABLE,nghia_consensus,逆,lại,,55,在,在,在,吏,sub,是,美,,,False,False,,False,,False,,False,,False,,False,,False,,False,,True,吏,True,吏,False,,True,吏,False,,True,吏,True,,True,,True,,True,,False,,True,,True,吏,True,吏,False,
M2_0152,stt2,page_0066,9,SYLLABLE,nghia_consensus_tu_silver,逆,lại,,55,吏,吏,吏,連,sub,吏,,刘,,False,False,,False,,False,,False,,False,,False,,False,,False,,True,吏,True,吏,True,吏,False,,False,,True,吏,True,,True,,True,,True,,False,,True,,True,吏,True,吏,False,
M2_0153,stt2,page_0222,6,SILVER,s2_inter_s3_corrected,郎,sa,沙,51,所,蘭,蘭,泮,sub,图,,西,,False,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,True,,True,,True,,True,,False,,False,,False,,False,,False,
M2_0154,stt2,page_0194,6,SYLLABLE,nghia_consensus,而,làm,,17,而,而,而,,del,七,金,也,,False,False,,False,,True,而,True,而,False,,False,,False,,True,而,False,,False,,False,,False,,False,,False,,False,,False,,False,,True,,False,,False,,False,,False,,False,
M2_0155,stt2,page_0012,6,SYLLABLE,nghia_consensus_tu_silver,女,an,,89,晉,晉,晉,安,sub,安,如,安,,False,False,,False,,False,,False,,False,,False,,False,,False,,True,安,True,安,False,,True,安,False,,True,安,True,,True,,True,,True,,False,,True,,True,安,True,安,True,安
M2_0156,stt2,page_0200,7,SILVER,s2_inter_s3_corrected,理,tay,思,14,魏,魏,魏,思,sub,理,理,瑟,,False,False,,False,,False,,False,,False,,False,,False,,False,,True,思,True,思,False,,True,思,False,,True,思,True,,True,,True,,True,,False,,True,,True,思,True,思,False,
M2_0157,stt2,page_0224,1,SILVER,s2_inter_s3_corrected,兹,đày,苔,20,玄,事,事,芸,sub,手,李,等,一,False,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,True,,True,,True,,True,,False,,False,,False,,False,,False,
M2_0158,stt2,page_0148,7,SYLLABLE,nghia_consensus_tu_silver,左,vậy,,8,左,左,左,丘,sub,左,左,左,,False,False,,False,,True,左,True,左,False,,False,,False,,True,左,False,,False,,False,,False,,False,,False,,False,,True,,False,,True,,False,,False,,False,,False,,False,
M2_0159,stt2,page_0078,7,SYLLABLE,nghia_consensus_tu_silver,詩,thì,,56,詩,詩,詩,奇,sub,詩,寺,寺,,False,False,,False,,True,詩,True,詩,False,,False,,False,,True,詩,False,,False,,False,,False,,False,,False,,False,,True,,False,,True,,False,,False,,False,,True,寺,False,
M2_0160,stt2,page_0310,1,SYLLABLE,nghia_consensus_tu_silver,氏,ấy,,32,氏,氏,氏,凡,sub,氏,名,九,答,False,False,,False,,True,氏,True,氏,False,,False,,False,,True,氏,False,,False,,False,,False,,False,,False,,False,,True,,False,,True,,False,,False,,False,,False,,False,
M2_0161,stt2,page_0018,3,SILVER,s2_inter_s3_corrected,敢,su,秋,11,收,收,收直,狄,sub,丑,孜,我,,False,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,True,,True,,True,,True,,False,,False,,False,,False,,False,
M2_0162,stt2,page_0292,8,SYLLABLE,nghia_consensus,爵,le,,15,清,清,清,离,sub,西,酒,陶,,False,False,,False,,False,,False,,False,,False,,False,,False,,True,离,True,离,False,,True,离,False,,True,离,True,,True,,True,,True,,False,,True,,True,离,True,离,False,
M2_0163,stt2,page_0234,1,SYLLABLE,nghia_consensus_tu_silver,入,ấy,,32,化,化,化分,认,sub,,分,公,,False,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,True,,True,,True,,True,,False,,False,,False,,False,,False,
M2_0164,stt2,page_0294,2,SYLLABLE,nghia_consensus,異,là,,31,異,,,冥,sub,理,华,牛,,False,False,,False,,True,異,True,異,False,,False,,False,,True,異,False,,False,,False,,False,,False,,False,,False,,True,,False,,True,,False,,False,,False,,False,,False,
M2_0165,stt2,page_0254,8,SYLLABLE,nghia_consensus_tu_silver,入,ấy,,32,及,及,及,以,sub,双,从,,,False,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,True,,True,,True,,True,,False,,False,,False,,False,,False,
M2_0166,stt2,page_0116,4,SYLLABLE,nghia_consensus,准,dõi,,7,准,准,准,准,eq,准,准,准,二,False,True,准,False,,True,准,True,准,True,准,True,准,False,,True,准,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,
M2_0167,stt2,page_0298,4,SYLLABLE,nghia_consensus_tu_silver,俸,bồng,,29,俸,俸,俸,俸,eq,俸,体,体,答,False,True,俸,False,,True,俸,True,俸,True,俸,True,俸,False,,True,俸,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,
M2_0168,stt2,page_0188,3,SYLLABLE,nghia_consensus,歹,đức,,21,分,分,分,歹,eq,力,有,,,False,False,,False,,True,歹,True,歹,False,,False,,False,,True,歹,False,,False,,False,,False,,False,,False,,True,,False,,False,,True,,False,,False,,False,,False,,False,
M2_0169,stt2,page_0288,4,SILVER,s2_inter_s3_corrected,探,thầy,柴,8,梁,梁,梁,,del,茶,集,杂,,False,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,True,,False,,False,,True,,False,,False,,False,,False,,False,
M2_0170,stt2,page_0230,1,SYLLABLE,nghia_consensus,異,là,,31,異,異,異,罘,sub,花,具,是,答,False,False,,False,,True,異,True,異,False,,False,,False,,True,異,False,,False,,False,,False,,False,,False,,False,,True,,False,,True,,False,,False,,False,,False,,False,
M2_0171,stt2,page_0226,9,SILVER,s2_inter_s3_corrected,孝,đàng,堂,8,臺,臺,臺,壘,sub,,季,李,答,False,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,True,,True,,True,,True,,False,,False,,False,,False,,False,
M2_0172,stt2,page_0110,9,SYLLABLE,nghia_consensus,好,đức,,21,更,更,更,,del,刃,安,好,二,False,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,True,,False,,False,,True,,False,,False,,False,,False,,False,
M2_0173,stt2,page_0106,2,SYLLABLE,nghia_consensus_tu_silver,䍐,ra,,37,罡,罡,罡,罘,sub,,票,,,False,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,True,,True,,True,,True,,False,,False,,False,,False,,False,
M2_0174,stt2,page_0300,6,SYLLABLE,nghia_consensus,裔,trời,,13,齋,齋,齋,齋,sub,齋,萧,寿,山,False,True,齋,False,,True,齋,False,,False,,True,齋,False,,False,,False,,False,,False,,False,,False,,False,,True,,True,,True,,True,,True,,False,,False,,False,,False,
M2_0175,stt2,page_0062,7,SILVER,s2_inter_s3_corrected,裙,nước,渃,13,流,流,流,话,sub,话,语,誘,,False,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,True,,True,,True,,True,,False,,False,,False,,False,,False,
M2_0176,stt2,page_0150,1,SYLLABLE,nghia_consensus,覺,đâu,,34,,,,灀,sub,,亮,,,False,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,True,,False,,True,,False,,False,,False,,False,,False,
M2_0177,stt2,page_0128,5,SILVER,s2_inter_s3_corrected,辰,này,尼,16,尼,尼,尼,,del,居,辰,怎,,False,False,,False,,False,,False,,False,,False,,False,,False,,True,尼,True,尼,True,尼,False,,False,,True,尼,True,,False,,False,,True,,False,,True,,True,尼,True,尼,False,
M2_0178,stt2,page_0296,1,SILVER,s2_inter_s3_corrected,磁,đứa,𥒥,23,啓,啓,啓,,del,度,度,啟,一,False,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,True,,False,,False,,True,,False,,False,,False,,False,,False,
M2_0179,stt2,page_0076,5,SILVER,s2_inter_s3_corrected,暱,rộng,曠,11,艦,艦,艦,膧,sub,,,婚,,False,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,True,,True,,True,,True,,False,,False,,False,,False,,False,
M2_0180,stt2,page_0032,4,SYLLABLE,nghia_consensus,吞,trời,,13,吞,吞,吞,吞,eq,吞,企,左,谷,False,True,吞,False,,True,吞,True,吞,True,吞,True,吞,False,,True,吞,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,
M2_0181,stt2,page_0320,1,SYLLABLE,nghia_consensus,常,và,,17,常,常,常,架,sub,吊,虽,吊,峨,False,False,,False,,True,常,True,常,False,,False,,False,,True,常,False,,False,,False,,False,,False,,False,,False,,True,,False,,True,,False,,False,,False,,False,,False,
M2_0182,stt2,page_0280,8,SILVER,s2_inter_s3_corrected,似,ấy,衣,32,伏,,,久,sub,人,表,土,土,False,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,True,,True,,True,,True,,False,,False,,False,,False,,False,
M2_0183,stt2,page_0240,9,SILVER,s2_inter_s3_corrected,𧘻,về,𧗱,23,顧,顧,顧,衙,sub,涵,福,西,山,False,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,True,,True,,True,,True,,False,,False,,False,,False,,False,
M2_0184,stt2,page_0162,3,SYLLABLE,nghia_consensus,醉,năm,,19,,,,,del,六,前,南,,False,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,True,,False,,False,,False,,True,南,False,
M2_0185,stt2,page_0290,6,SYLLABLE,nghia_consensus,鄂,bảy,,16,朱,朱,朱,,del,木,水,余,峨,False,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,True,,False,,False,,True,,False,,False,,False,,False,,False,
M2_0186,stt2,page_0124,4,SILVER,s2_inter_s3_corrected,先,đã,㐌,16,也,也,也,屯,sub,法,生,屯,,False,False,,False,,False,,False,,False,,False,,False,,False,,True,也,True,也,True,也,False,,False,,True,也,True,,True,,True,,True,,False,,True,,True,也,True,也,False,
M2_0187,stt2,page_0104,6,SYLLABLE,nghia_consensus,𮎛,vào,,28,豫,豫,豫,像,sub,发,家,休,,False,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,True,,True,,True,,True,,False,,False,,False,,False,,False,
M2_0188,stt2,page_0186,4,SILVER,s2_inter_s3_corrected,诸,chưa,渚,29,諸,諸,諸,诸,eq,诸,诸,蔭,诸,False,False,,False,,True,诸,True,诸,False,,True,諸,True,諸,True,诸,True,諸,True,諸,True,諸,False,,False,,True,諸,True,,False,,False,,True,,False,,True,,True,諸,True,諸,False,
M2_0189,stt2,page_0046,3,SYLLABLE,nghia_consensus_tu_silver,毒,thì,,56,者,者,者,青,sub,法,寿,大,峙,False,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,True,,True,,True,,True,,False,,False,,False,,False,,False,
M2_0190,stt2,page_0192,3,SYLLABLE,nghia_consensus,甫,thì,,56,前,前,前,,del,蔚,府,莳,,False,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,True,,False,,False,,True,,False,,False,,False,,True,莳,False,
M2_0191,stt2,page_0272,1,SILVER,s2_inter_s3_corrected,石,vậy,丕,8,直,直,直正,正,sub,画,,正,峨,False,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,True,,True,,True,,True,,False,,False,,False,,False,,False,
