syllable,label,unicode,population,audit_n,audit_wrong,audit_rate,exp_wrong,ocr_chars,dict_ok,tiers
chốn,准,U+51C6,13,0,0,,,倠/准,True,GOLD/SILVER
dọn,迍,U+8FCD,13,0,0,,,要/起/迍/迤/述,True,GOLD/SILVER
em,俺,U+4FFA,13,0,0,,,俺/𢲅,True,GOLD/SILVER
ghê,稽,U+7A3D,13,0,0,,,稽/著/誓/醫/𮃛,True,GOLD/SILVER
họp,合,U+5408,13,0,0,,,令/会/公/合/含,True,GOLD/SILVER
mộ,墓,U+5893,13,0,0,,,凰/墓/壊,True,GOLD/SILVER
nhiêu,饒,U+9952,13,0,0,,,饒,True,GOLD
nhọc,辱,U+8FB1,13,0,0,,,厚/唇/辱/𭔱,True,GOLD/SILVER
phụng,奉,U+5949,13,0,0,,,奉,True,GOLD
quanh,觥,U+89E5,13,0,0,,,帆/既/聽/號/觥,True,GOLD/SILVER
ru,由,U+7531,13,0,0,,,由,True,GOLD
rêu,姚,U+59DA,13,0,0,,,姚/挑/桃/缺,True,GOLD/SILVER
rừng,稜,U+7A1C,13,0,0,,,撥/稜,True,GOLD/SILVER
thà,時,U+6642,13,0,0,,,寺/時/詩,True,GOLD/SILVER
thâu,收,U+6536,13,0,0,,,收/𭣣,True,GOLD/SILVER
thức,式,U+5F0F,13,0,0,,,式,True,GOLD
trấy,礼,U+793C,13,0,0,,,礼,False,SILVER
tưởng,想,U+60F3,13,0,0,,,想/摠/理,True,GOLD/SILVER
về,衛,U+885B,13,0,0,,,街/衛,True,GOLD/SILVER
ám,暗,U+6697,13,0,0,,,弱/暗/琚/聴/臈,True,GOLD/SILVER
ít,乙,U+4E59,13,0,0,,,乙,True,GOLD
đất,怛,U+601B,13,0,0,,,但/呾/白,True,GOLD/SILVER
để,㡳,U+3873,13,0,0,,,㡳/辰,True,GOLD/SILVER
đốt,茁,U+8301,13,0,0,,,出/岀/灼/炫/炳,True,GOLD/SILVER
ca,𰙔,U+30654,12,0,0,,,𰙔,True,GOLD
cùng,邛,U+909B,12,0,0,,,女,True,GOLD
hát,喝,U+559D,12,0,0,,,偈/喝/蜀/陽,True,GOLD/SILVER
hết,欱,U+6B31,12,0,0,,,敏/敬/欲/欽/歙,True,GOLD/SILVER
lọn,論,U+8AD6,12,0,0,,,屬/幕/徧/扁/篇,True,SILVER
lộc,禄,U+7984,12,0,0,,,禄,True,GOLD
mắc,黙,U+9ED9,12,0,0,,,㸃/黙,True,GOLD/SILVER
một,殁,U+6B81,12,0,0,,,喫/度/殷/殿/股,True,GOLD/SILVER
ngỡ,語,U+8A9E,12,0,0,,,該/語,True,GOLD/SILVER
nhiêu,嬈,U+5B08,12,0,0,,,嘵/桀/焼/燒,True,SILVER
nhỏ,乳,U+4E73,12,0,0,,,乳,True,GOLD
nóng,燶,U+71F6,12,0,0,,,濃/烺/煨/營/爐,True,GOLD/SILVER
nết,涅,U+6D85,12,0,0,,,涅/虗,True,GOLD/SILVER
sắt,瑟,U+745F,12,0,0,,,君/琴/瑟,True,GOLD/SILVER
sốt,焠,U+7120,12,0,0,,,煇/煒/雄,True,GOLD/SILVER
sức,饬,U+996C,12,0,0,,,厉/好/妨/防,True,GOLD/SILVER
thật,実,U+5B9F,12,0,0,,,矣/突/笑/臾,True,GOLD
truyen,傳,U+50B3,12,0,0,,,傳,False,SILVER
trận,陣,U+9663,12,0,0,,,陣,True,GOLD
tu,須,U+9808,12,0,0,,,須,True,GOLD
tươi,鮮,U+9BAE,12,0,0,,,鮮,True,GOLD
vu,于,U+4E8E,12,0,0,,,于,True,GOLD
xác,殻,U+6BBB,12,0,0,,,微/教/殷/殻,True,GOLD/SILVER
ảnh,影,U+5F71,12,0,0,,,多/彰/影,True,GOLD/SILVER
chê,吱,U+5431,11,0,0,,,吱/咬/岐/枝/跂,True,GOLD/SILVER
chị,姊,U+59CA,11,0,0,,,姊/姑/端,True,GOLD/SILVER
cướp,刧,U+5227,11,0,0,,,刧/机,True,GOLD
dốc,篤,U+7BE4,11,0,0,,,善/專/篤/罵/𫠉,True,GOLD/SILVER
gái,𡛔,U+216D4,11,0,0,,,奶/妙/姊/媽,True,GOLD/SILVER
hãi,㤥,U+3925,11,0,0,,,恢/悛/懷/陔/𰑊,True,GOLD/SILVER
hồn,塊,U+584A,11,0,0,,,塊/媿/恕,True,GOLD/SILVER
ki,朞,U+671E,11,0,0,,,䑓/基,True,GOLD/SILVER
làm,爪,U+722A,11,0,0,,,人/八/内/爪/而,True,GOLD/SILVER
ma,嗎,U+55CE,11,0,0,,,瑪/馮,True,GOLD/SILVER
mê,迷,U+8FF7,11,0,0,,,吏/廷/迷,True,GOLD/SILVER
móc,木,U+6728,11,0,0,,,木,True,GOLD
nam,男,U+7537,11,0,0,,,男,True,GOLD
ngoan,頑,U+9811,11,0,0,,,有/項/頋/頏/頑,True,GOLD/SILVER
nãy,乃,U+4E43,11,0,0,,,乃/得,True,GOLD/SILVER
nói,吶,U+5436,11,0,0,,,吶/呬/咽/明,True,GOLD/SILVER
phong,封,U+5C01,11,0,0,,,封,True,GOLD
phú,富,U+5BCC,11,0,0,,,富/屠/虜,True,GOLD/SILVER
rút,捽,U+637D,11,0,0,,,捋/捽/掉/擁,True,GOLD/SILVER
sen,蓮,U+84EE,11,0,0,,,蓮/遂/遵,True,GOLD/SILVER
thẳng,倘,U+5018,11,0,0,,,凼/尚/憑/有/舞,True,SILVER
thợ,署,U+7F72,11,0,0,,,男/罢/署,True,GOLD/SILVER
tinh,星,U+661F,11,0,0,,,星,True,GOLD
tu,脩,U+8129,11,0,0,,,脩,True,GOLD
tám,糁,U+7CC1,11,0,0,,,憗/稔/糁/袴,True,GOLD/SILVER
tê,躋,U+8E8B,11,0,0,,,堦/壻/踏/蹐/蹻,True,GOLD/SILVER
tóc,速,U+901F,11,0,0,,,迷/速/連/逹,True,GOLD/SILVER
tông,宗,U+5B97,11,0,0,,,宗/要,True,GOLD/SILVER
tế,祭,U+796D,11,0,0,,,癸/祭/羣/𥙊,True,GOLD/SILVER
tờ,詞,U+8A5E,11,0,0,,,淘/詞/調,True,GOLD/SILVER
xem,佔,U+4F54,11,0,0,,,估/位/佐/佔/砌,True,GOLD/SILVER
xưa,初,U+521D,11,0,0,,,初/𭃡,True,GOLD/SILVER
đen,顛,U+985B,11,0,0,,,顛/顯/𩔊,True,GOLD/SILVER
đổi,対,U+5BFE,11,0,0,,,姓/対/封/廷/时,True,GOLD/SILVER
đớn,疸,U+75B8,11,0,0,,,亱/疸/痘,True,GOLD/SILVER
đợi,待,U+5F85,11,0,0,,,侍/待/持,True,GOLD/SILVER
a,亞,U+4E9E,10,0,0,,,亞/何/岀,True,GOLD/SILVER
ao,㓜,U+34DC,10,0,0,,,㓜/匆/物,True,GOLD/SILVER
ao,拗,U+62D7,10,0,0,,,匈/拗/洳/湖/砌,True,GOLD/SILVER
biến,变,U+53D8,10,0,0,,,变/犮/遵,True,GOLD/SILVER
bà,妑,U+5991,10,0,0,,,地/妃/姻,True,GOLD/SILVER
chay,粂,U+7C82,10,0,0,,,㪯/奎/拳/案/桑,True,GOLD/SILVER
chưng,徵,U+5FB5,10,0,0,,,徵,True,GOLD
chị,姉,U+59C9,10,0,0,,,姉/始/婦,True,GOLD/SILVER
em,奄,U+5944,10,0,0,,,唵/奄/淹,True,GOLD/SILVER
gió,愈,U+6108,10,0,0,,,愈/爺,True,GOLD/SILVER
hoặc,㦯,U+39AF,10,0,0,,,㦯,True,GOLD
là,羅,U+7F85,10,0,0,,,羅,True,GOLD
ngủ,午,U+5348,10,0,0,,,午,True,GOLD
nhất,一,U+4E00,10,0,0,,,一,True,GOLD
nết,湼,U+6E7C,10,0,0,,,凜/泡/湼/𫝗,True,GOLD/SILVER
qua,過,U+904E,10,0,0,,,遇/過,True,GOLD/SILVER
quá,過,U+904E,10,0,0,,,過/遏,True,GOLD/SILVER
ru,油,U+6CB9,10,0,0,,,呻/曲/油,True,GOLD/SILVER
rét,烈,U+70C8,10,0,0,,,烈,True,GOLD
sô,芻,U+82BB,10,0,0,,,多/芻/蜀,True,GOLD/SILVER
thề,誓,U+8A93,10,0,0,,,誓,True,GOLD
thở,咀,U+5480,10,0,0,,,且/咀,True,GOLD
trinh,偵,U+5075,10,0,0,,,百/直/道,True,GOLD/SILVER
vẽ,尾,U+5C3E,10,0,0,,,䴡/尾/𤂢,True,GOLD/SILVER
xu,樞,U+6A1E,10,0,0,,,揠/柩/樞/福,True,GOLD/SILVER
xưa,𥘋,U+2560B,10,0,0,,,劝/𥘋/𭃡,True,GOLD/SILVER
ích,益,U+76CA,10,0,0,,,益/至,True,GOLD/SILVER
đủ,堵,U+5835,10,0,0,,,坊/堵,True,GOLD/SILVER
bê,陂,U+9642,9,0,0,,,彼/波/陂,True,GOLD
bớt,扒,U+6252,9,0,0,,,孔/扒,True,GOLD/SILVER
cha,乍,U+4E4D,9,0,0,,,三/乇/乍/乞,True,GOLD/SILVER
chưng,蒸,U+84B8,9,0,0,,,蒸/藥,True,GOLD
có,個,U+500B,9,0,0,,,個/因/國/涸,True,GOLD/SILVER
có,同,U+540C,9,0,0,,,同/因,True,GOLD/SILVER
cả,架,U+67B6,9,0,0,,,架/染/梁/棃/楽,True,GOLD/SILVER
cứng,亘,U+4E98,9,0,0,,,亘/旦/𥄂,True,GOLD/SILVER
dòng,𣳔,U+23CD4,9,0,0,,,泪/润/淜/渊/湘,True,GOLD/SILVER
dậy,曳,U+66F3,9,0,0,,,曳,True,GOLD
giả,假,U+5047,9,0,0,,,倣/假/攸,True,GOLD/SILVER
khô,枯,U+67AF,9,0,0,,,枯,True,GOLD
kín,謹,U+8B39,9,0,0,,,謹/饉,True,GOLD/SILVER
kíp,急,U+6025,9,0,0,,,君/急/意,True,GOLD/SILVER
le,𠻗,U+20ED7,9,0,0,,,㸔/商/淸/清/渴,True,GOLD/SILVER
len,連,U+9023,9,0,0,,,趙/連,True,GOLD/SILVER
lặng,朗,U+6717,9,0,0,,,朗,True,GOLD
lỗi,磊,U+78CA,9,0,0,,,為/磊,True,GOLD/SILVER
mua,謨,U+8B28,9,0,0,,,旗/羲/謨/𦵏,True,GOLD/SILVER
mọn,悶,U+60B6,9,0,0,,,圈/恩/悶/閑/閣,True,GOLD/SILVER
người,昆,U+6606,9,0,0,,,具/呉/息/昆/晁,True,GOLD/SILVER
ngồi,外,U+5916,9,0,0,,,各/外,True,GOLD/SILVER
nho,儒,U+5112,9,0,0,,,儒/帮,True,GOLD/SILVER
nhược,𠰥,U+20C25,9,0,0,,,𠰥,True,GOLD
nằm,南,U+5357,9,0,0,,,南/廟/有,True,GOLD/SILVER
nặng,曩,U+66E9,9,0,0,,,晨/曩/義/裏,True,GOLD/SILVER
ong,螉,U+8789,9,0,0,,,絹/螉/醉,True,GOLD/SILVER
quái,恠,U+6060,9,0,0,,,恠,True,GOLD
quì,跪,U+8DEA,9,0,0,,,危/绝/𭁵,True,SILVER
quấy,恠,U+6060,9,0,0,,,恠/惟,True,GOLD/SILVER
rãi,待,U+5F85,9,0,0,,,侍/待/持/禱,True,GOLD/SILVER
trai,𤳇,U+24CC7,9,0,0,,,勑/朝/甥/粻,True,GOLD/SILVER
trí,智,U+667A,9,0,0,,,智,True,GOLD
tuổi,𡻕,U+21ED5,9,0,0,,,𡻕,True,GOLD
tá,佐,U+4F50,9,0,0,,,佐,True,GOLD
vẻ,彼,U+5F7C,9,0,0,,,伋/彼/歿/袂/被,True,GOLD/SILVER
xi,吹,U+5439,9,0,0,,,吹/次/火,True,GOLD
xiết,掣,U+63A3,9,0,0,,,掣,True,GOLD
xua,樞,U+6A1E,9,0,0,,,樞,True,GOLD
đang,當,U+7576,9,0,0,,,富/當/𮧯,True,GOLD/SILVER
đem,冘,U+5198,9,0,0,,,䆒/丸/侘/冗/尼,True,GOLD/SILVER
đi,移,U+79FB,9,0,0,,,段/移/趍,True,GOLD/SILVER
đâu,兠,U+5160,9,0,0,,,兠/虎/𫥢/𮗜,True,GOLD/SILVER
ai,挨,U+6328,8,0,0,,,俟/挨/族,True,GOLD/SILVER
ao,泑,U+6CD1,8,0,0,,,匈/泑/洶/潮/𭃡,True,GOLD/SILVER
but,孛,U+5B5B,8,0,0,,,孛,False,SILVER
chào,朝,U+671D,8,0,0,,,朝,True,GOLD
chúng,众,U+4F17,8,0,0,,,久/众/分/反/夕,True,GOLD/SILVER
chưng,徴,U+5FB4,8,0,0,,,倣/徴/敘,True,GOLD/SILVER
chợ,𦔳,U+26533,8,0,0,,,𦔳,True,GOLD
cáo,告,U+544A,8,0,0,,,去/告,True,GOLD/SILVER
cười,唭,U+552D,8,0,0,,,其/唄/唭/嗅/𬼘,True,GOLD/SILVER
dáy,洩,U+6D29,8,0,0,,,洩/錢/鴻,True,GOLD/SILVER
dõi,唯,U+552F,8,0,0,,,准/唯,True,GOLD/SILVER
ghe,稽,U+7A3D,8,0,0,,,稽/誓/醫/𮃛,True,GOLD/SILVER
giã,者,U+8005,8,0,0,,,者,True,GOLD
giấu,丑,U+4E11,8,0,0,,,丑,True,GOLD
gươm,鎌,U+938C,8,0,0,,,鍾/鎌/鐘,True,GOLD/SILVER
hôn,昏,U+660F,8,0,0,,,昏/鵞,True,GOLD/SILVER
hổ,虎,U+864E,8,0,0,,,虎/鹿,True,GOLD/SILVER
lành,苓,U+82D3,8,0,0,,,苓/荅,True,GOLD
lưng,𦝄,U+26744,8,0,0,,,勝/媵/廢/腹/陵,True,GOLD/SILVER
lập,立,U+7ACB,8,0,0,,,立,True,GOLD
ma,妈,U+5988,8,0,0,,,妃/瑪,True,GOLD/SILVER
men,綿,U+7DBF,8,0,0,,,歸/綿,True,GOLD/SILVER
mô,摸,U+6478,8,0,0,,,授/摸/槎,True,GOLD/SILVER
mở,馬,U+99AC,8,0,0,,,焉/馬/𫠉,True,GOLD/SILVER
ngón,阮,U+962E,8,0,0,,,既/沅/阮,True,GOLD/SILVER
răng,𦝄,U+26744,8,0,0,,,服/腹,True,GOLD/SILVER
su,樞,U+6A1E,8,0,0,,,摳/極/樞,True,GOLD/SILVER
sắt,鉄,U+9244,8,0,0,,,鉄,True,GOLD
sớm,欽,U+6B3D,8,0,0,,,欽,True,GOLD
thành,成,U+6210,8,0,0,,,成/烕,True,GOLD
thăm,探,U+63A2,8,0,0,,,探,True,GOLD
trách,责,U+8D23,8,0,0,,,青,True,GOLD
trời,天,U+5929,8,0,0,,,乔/人/吞/天/𠄘,True,GOLD/SILVER
tói,繓,U+7E53,8,0,0,,,撮/歸/盪/緑/繳,True,GOLD/SILVER
tử,于,U+4E8E,8,0,0,,,寸/廿,True,GOLD/SILVER
vắng,𣱵,U+23C75,8,0,0,,,𣱵,True,GOLD
vị,位,U+4F4D,8,0,0,,,位,True,GOLD
ây,意,U+610F,8,0,0,,,意,False,SILVER
độc,毒,U+6BD2,8,0,0,,,毒,True,GOLD
ưa,於,U+65BC,8,0,0,,,於,True,GOLD
ấy,帝,U+5E1D,8,0,0,,,希,True,GOLD
che,枝,U+679D,7,0,0,,,妓/帖/忮/枝/陵,True,GOLD/SILVER
chim,鵑,U+9D51,7,0,0,,,均/應/鳩/鴟/鶋,True,GOLD/SILVER
chôn,撙,U+6499,7,0,0,,,傉/坪/塼/壿/樽,True,GOLD/SILVER
chủ,主,U+4E3B,7,0,0,,,主,True,GOLD
công,㓛,U+34DB,7,0,0,,,㓛,True,GOLD
dầu,油,U+6CB9,7,0,0,,,油,True,GOLD
giu,珠,U+73E0,7,0,0,,,珠,False,SILVER
giường,床,U+5E8A,7,0,0,,,床,True,GOLD
gối,噲,U+5672,7,0,0,,,噲/蹌,True,GOLD/SILVER
hay,而,U+800C,7,0,0,,,而,True,GOLD
hầu,侯,U+4FAF,7,0,0,,,侯,True,GOLD
hề,係,U+4FC2,7,0,0,,,係,True,GOLD
khác,格,U+683C,7,0,0,,,修/偹/格/胳,True,GOLD/SILVER
liên,蓮,U+84EE,7,0,0,,,運,True,GOLD
luận,論,U+8AD6,7,0,0,,,論,True,GOLD
lào,牢,U+7262,7,0,0,,,年/牢,True,GOLD
lêu,撩,U+64A9,7,0,0,,,僚/原/嘹/樟/橑,True,GOLD/SILVER
lầm,林,U+6797,7,0,0,,,林/牀,True,GOLD
lắm,凛,U+51DB,7,0,0,,,凛,True,GOLD
lọ,路,U+8DEF,7,0,0,,,堅/浴/路/𨺚,True,GOLD/SILVER
lộc,祿,U+797F,7,0,0,,,祿,True,GOLD
mong,夢,U+5922,7,0,0,,,夢,True,GOLD
môi,每,U+6BCF,7,0,0,,,毎/每,True,GOLD/SILVER
mông,夢,U+5922,7,0,0,,,夢/要,True,GOLD/SILVER
mùa,務,U+52D9,7,0,0,,,務,True,GOLD
mồ,戊,U+620A,7,0,0,,,戊/戌,True,GOLD
nam,南,U+5357,7,0,0,,,南/有/蝕/解/𪺮,True,GOLD/SILVER
ngon,言,U+8A00,7,0,0,,,吃/言/雲,True,GOLD/SILVER
ngửa,語,U+8A9E,7,0,0,,,玆/語,True,GOLD/SILVER
nhiều,澆,U+6F86,7,0,0,,,僥/澆,True,GOLD/SILVER
nhường,讓,U+8B93,7,0,0,,,壌/癯/褻/讓,True,GOLD/SILVER
nhịn,忍,U+5FCD,7,0,0,,,忍,True,GOLD
nấy,乃,U+4E43,7,0,0,,,乃,True,GOLD
nọ,奴,U+5974,7,0,0,,,奴/故,True,GOLD/SILVER
qua,过,U+8FC7,7,0,0,,,过,True,GOLD
quý,貴,U+8CB4,7,0,0,,,春/者/貴/青,True,GOLD/SILVER
roi,檑,U+6A91,7,0,0,,,榴/橊/橋/檑/襠,True,GOLD/SILVER
sen,連,U+9023,7,0,0,,,逢/連/運,True,GOLD/SILVER
tan,㪚,U+3A9A,7,0,0,,,㪚/敬,True,GOLD/SILVER
thuở,課,U+8AB2,7,0,0,,,課,True,GOLD
thường,常,U+5E38,7,0,0,,,常,True,GOLD
thịnh,盛,U+76DB,7,0,0,,,盛,True,GOLD
trật,秩,U+79E9,7,0,0,,,秩,True,GOLD
tài,才,U+624D,7,0,0,,,才,True,GOLD
tướng,将,U+5C06,7,0,0,,,将,True,GOLD
đao,道,U+9053,7,0,0,,,逍/道,True,GOLD
đày,苔,U+82D4,7,0,0,,,兹/玄/苔/茤/莒,True,GOLD/SILVER
đưa,迻,U+8FFB,7,0,0,,,逡/逢,True,GOLD/SILVER
đồ,徒,U+5F92,7,0,0,,,徒,True,GOLD
đứa,打,U+6253,7,0,0,,,打,True,GOLD
bà,杷,U+6777,6,0,0,,,妃/杷/祀/蛇/記,True,GOLD/SILVER
bàn,盤,U+76E4,6,0,0,,,盤,True,GOLD
chê,支,U+652F,6,0,0,,,仗/伎/史/支/歧,True,GOLD/SILVER
chó,㹥,U+3E65,6,0,0,,,往/柱/消/涛/狂,True,GOLD/SILVER
các,合,U+5408,6,0,0,,,令/合/荅,True,GOLD/SILVER
cách,格,U+683C,6,0,0,,,格,True,GOLD
cải,改,U+6539,6,0,0,,,改,True,GOLD
cột,橛,U+6A5B,6,0,0,,,橛,True,GOLD
dâm,滛,U+6EDB,6,0,0,,,滛/途,True,GOLD/SILVER
dại,曳,U+66F3,6,0,0,,,曳/民,True,GOLD/SILVER
góa,寡,U+5BE1,6,0,0,,,寡,True,GOLD
gở,㪯,U+3AAF,6,0,0,,,㪯/悴/悻,True,GOLD/SILVER
hiền,賢,U+8CE2,6,0,0,,,賢,True,GOLD
hôi,灰,U+7070,6,0,0,,,戾/灰,True,GOLD/SILVER
hạt,紇,U+7D07,6,0,0,,,乾/紇/能,True,GOLD/SILVER
khen,看,U+770B,6,0,0,,,㸔/看/舟,True,GOLD/SILVER
khuyên,勸,U+52F8,6,0,0,,,勸,True,GOLD
kia,箕,U+7B95,6,0,0,,,箕,True,GOLD
kinh,經,U+7D93,6,0,0,,,經,True,GOLD
long,竜,U+7ADC,6,0,0,,,竜,True,GOLD
làng,廊,U+5ECA,6,0,0,,,廊,True,GOLD
lên,蓮,U+84EE,6,0,0,,,蓮/運,True,GOLD/SILVER
miệng,皿,U+76BF,6,0,0,,,也/亚/血/迴,True,GOLD/SILVER
mấy,買,U+8CB7,6,0,0,,,置/買,True,GOLD/SILVER
mật,宻,U+5BBB,6,0,0,,,宻/審,True,GOLD/SILVER
mời,邁,U+9081,6,0,0,,,逼/遇/適/邁,True,GOLD/SILVER
ngự,御,U+5FA1,6,0,0,,,御,True,GOLD
nhau,僥,U+50E5,6,0,0,,,僥/陪,True,GOLD/SILVER
nhường,譲,U+8B72,6,0,0,,,誇/議/譲,True,GOLD/SILVER
nhớ,女,U+5973,6,0,0,,,女/攺/玄,True,GOLD/SILVER
này,𡰱,U+21C31,6,0,0,,,君/𡰱,True,GOLD/SILVER
nát,𣵀,U+23D40,6,0,0,,,𣵀,True,GOLD
nơi,𡰱,U+21C31,6,0,0,,,厯/召/君/𡰱,True,GOLD/SILVER
nấu,耨,U+8028,6,0,0,,,濟/耨,True,GOLD/SILVER
nếu,裊,U+88CA,6,0,0,,,憂/易/裊,True,GOLD/SILVER
nợ,女,U+5973,6,0,0,,,女,True,GOLD
sa,抄,U+6284,6,0,0,,,必/沽,True,GOLD/SILVER
sợ,怍,U+600D,6,0,0,,,作/在/怍/昨,True,GOLD/SILVER
tham,貪,U+8CAA,6,0,0,,,貧/貪/𮚃,True,GOLD/SILVER
thang,湯,U+6E6F,6,0,0,,,湯,True,GOLD
thêm,添,U+6DFB,6,0,0,,,条/添/爺,True,GOLD/SILVER
thưa,疎,U+758E,6,0,0,,,殊/疎/陈,True,GOLD/SILVER
thả,且,U+4E14,6,0,0,,,且/耳,True,GOLD/SILVER
tim,心,U+5FC3,6,0,0,,,七/心,True,GOLD/SILVER
treo,撩,U+64A9,6,0,0,,,孫/撩/擦/𨻶,True,GOLD/SILVER
tà,邪,U+90AA,6,0,0,,,那/邪,True,GOLD/SILVER
tàu,艚,U+825A,6,0,0,,,矰/繒/船/艚/艣,True,GOLD/SILVER
tòa,座,U+5EA7,6,0,0,,,座,True,GOLD
tô,酥,U+9165,6,0,0,,,酥/録,True,GOLD/SILVER
viếng,永,U+6C38,6,0,0,,,永,True,GOLD
vào,旦,U+65E6,6,0,0,,,囙/已/旦/色,True,GOLD/SILVER
vú,乳,U+4E73,6,0,0,,,乳,True,GOLD
xương,昌,U+660C,6,0,0,,,昌/曷,True,GOLD/SILVER
xứ,𠙚,U+2065A,6,0,0,,,𠙚,True,GOLD
đáng,當,U+7576,6,0,0,,,當/耆/蓄,True,GOLD/SILVER
ay,衣,U+8863,5,0,0,,,衣,False,SILVER
bây,闭,U+95ED,5,0,0,,,团/困/用,True,SILVER
chia,支,U+652F,5,0,0,,,支,True,GOLD
chào,嘲,U+5632,5,0,0,,,嘲,True,GOLD
chép,劄,U+5284,5,0,0,,,倒/列/到/劄/劍,True,GOLD/SILVER
chước,捉,U+6349,5,0,0,,,思,True,GOLD
chấp,執,U+57F7,5,0,0,,,執,True,GOLD
chầy,遲,U+9072,5,0,0,,,遲,True,GOLD
chặt,㩫,U+3A6B,5,0,0,,,攢/攬,True,GOLD
chớ,𤀞,U+2401E,5,0,0,,,居/浩/消/渃,True,GOLD/SILVER
cu,俱,U+4FF1,5,0,0,,,俱,True,GOLD
càng,岡,U+5CA1,5,0,0,,,屈,True,GOLD
công,公,U+516C,5,0,0,,,公,True,GOLD
cởi,𢶒,U+22D92,5,0,0,,,擒/檜,True,GOLD/SILVER
gai,荄,U+8344,5,0,0,,,菱,True,GOLD
giá,這,U+9019,5,0,0,,,迄/這,True,GOLD/SILVER
hang,香,U+9999,5,0,0,,,屠/屬/番/香,True,GOLD/SILVER
huống,况,U+51B5,5,0,0,,,况,True,GOLD
hòn,几,U+51E0,5,0,0,,,凡,True,GOLD
hại,害,U+5BB3,5,0,0,,,害,True,GOLD
hế,係,U+4FC2,5,0,0,,,係,False,SILVER
hồ,胡,U+80E1,5,0,0,,,相/胡,True,GOLD/SILVER
hợp,合,U+5408,5,0,0,,,会/合/含,True,GOLD
khá,可,U+53EF,5,0,0,,,可,True,GOLD
khéo,窖,U+7A96,5,0,0,,,窖,True,GOLD
kế,計,U+8A08,5,0,0,,,計,True,GOLD
kịp,及,U+53CA,5,0,0,,,及/反,True,GOLD/SILVER
la,椤,U+6924,5,0,0,,,移,True,GOLD
lính,另,U+53E6,5,0,0,,,另,True,GOLD
lò,炉,U+7089,5,0,0,,,炉,True,GOLD
lô,卢,U+5362,5,0,0,,,占/卢/户,True,GOLD/SILVER
lôi,雷,U+96F7,5,0,0,,,雷/霜,True,GOLD/SILVER
lụy,累,U+7D2F,5,0,0,,,睪/累/翠,True,GOLD/SILVER
mao,毛,U+6BDB,5,0,0,,,毛,True,GOLD
minh,命,U+547D,5,0,0,,,命/恥/𠇮,True,GOLD/SILVER
mày,迈,U+8FC8,5,0,0,,,迈/返,True,GOLD
măng,𥭶,U+25B76,5,0,0,,,凑/寗/濟/菩/蓐,True,GOLD/SILVER
mưa,湄,U+6E44,5,0,0,,,湄/獨,True,GOLD/SILVER
mượn,慢,U+6162,5,0,0,,,慢,True,GOLD
mạch,脉,U+8109,5,0,0,,,脉,True,GOLD
mắt,沫,U+6CAB,5,0,0,,,沫,True,GOLD
mồng,夢,U+5922,5,0,0,,,夢/要,True,GOLD/SILVER
nghìn,彦,U+5F66,5,0,0,,,叁/屠/彦/鄜/顔,True,GOLD/SILVER
nghề,芸,U+82B8,5,0,0,,,丢/云/芸/𠯵,True,GOLD/SILVER
nghịch,逆,U+9006,5,0,0,,,逆/運,True,GOLD/SILVER
ngày,又,U+53C8,5,0,0,,,人/又,True,GOLD
ngõ,午,U+5348,5,0,0,,,于/午,True,GOLD/SILVER
ngắm,吟,U+541F,5,0,0,,,今/吟,True,GOLD
ngọc,玉,U+7389,5,0,0,,,玉,True,GOLD
ngọc,王,U+738B,5,0,0,,,王,True,GOLD
nhau,嬈,U+5B08,5,0,0,,,冼/凴/焼,True,SILVER
nhiều,堯,U+582F,5,0,0,,,嘵/堯,True,GOLD
nuôi,挼,U+633C,5,0,0,,,按/挼,True,GOLD/SILVER
nát,涅,U+6D85,5,0,0,,,涅/禮,True,GOLD/SILVER
nộp,納,U+7D0D,5,0,0,,,納/細,True,GOLD/SILVER
phao,抛,U+629B,5,0,0,,,抛,True,GOLD
phù,符,U+7B26,5,0,0,,,净/符,True,GOLD
quở,𠵩,U+20D69,5,0,0,,,㗚/喂/嘿/果/課,True,GOLD/SILVER
rê,黎,U+9ECE,5,0,0,,,叚/梭/殺/發/醫,True,SILVER
rằng,哴,U+54F4,5,0,0,,,寝/良,True,GOLD
sách,冊,U+518A,5,0,0,,,冉/冊,True,GOLD/SILVER
thi,施,U+65BD,5,0,0,,,施,True,GOLD
thuyền,船,U+8239,5,0,0,,,殆/般/船,True,GOLD/SILVER
thế,体,U+4F53,5,0,0,,,体,True,GOLD
thủy,水,U+6C34,5,0,0,,,水/永,True,GOLD/SILVER
tra,査,U+67FB,5,0,0,,,査,True,GOLD
trao,𢭂,U+22B42,5,0,0,,,捧/捽/梓,True,GOLD/SILVER
và,𢯓,U+22BD3,5,0,0,,,把,True,GOLD
ván,板,U+677F,5,0,0,,,板,True,GOLD
văn,文,U+6587,5,0,0,,,文,True,GOLD
vạ,禍,U+798D,5,0,0,,,碣/祸/禍,True,GOLD/SILVER
vọng,望,U+671B,5,0,0,,,望,True,GOLD
xem,䀡,U+4021,5,0,0,,,帖/被,True,GOLD/SILVER
xứ,䖏,U+458F,5,0,0,,,䖏/虞,True,GOLD/SILVER
y,依,U+4F9D,5,0,0,,,依,True,GOLD
yên,安,U+5B89,5,0,0,,,安,True,GOLD
ác,悪,U+60AA,5,0,0,,,悪,True,GOLD
