image,book,page,column,ocr_char,syllable,label,unicode,label_level,tier,rule,s3_cosine,ink_pct,crop_w,crop_h,image_md5,seg_flag,split,split_group,bbox
gold/stt2_page_0038_c06_113.png,stt2,page_0038,6,㝵,người,㝵,U+3775,char,GOLD,s1_inter_s2_direct,,0.159,131.0,151.0,6b792381fa0b,ok,train,stt2|page_0038|c6,"[690, 1396, 803, 1520]"
gold/stt2_page_0038_c06_114.png,stt2,page_0038,6,寺,thì,寺,U+5BFA,char,GOLD,s1_inter_s2_direct,,0.166,130.0,152.0,77dca0852a0b,ok,train,stt2|page_0038|c6,"[692, 1502, 801, 1626]"
gold/stt2_page_0038_c06_115.png,stt2,page_0038,6,㝵,người,㝵,U+3775,char,GOLD,s1_inter_s2_direct,,0.159,132.0,150.0,9bb6f3f98884,ok,train,stt2|page_0038|c6,"[692, 1601, 800, 1723]"
gold/stt2_page_0038_c06_116.png,stt2,page_0038,6,明,mừng,明,U+660E,char,GOLD,s1_inter_s2_direct,,0.195,114.0,148.0,d327ece0be69,ok,train,stt2|page_0038|c6,"[693, 1699, 799, 1819]"
gold/stt2_page_0038_c06_117.png,stt2,page_0038,6,麻,mà,麻,U+9EBB,char,GOLD,s1_inter_s2_direct,,0.173,118.0,151.0,06a125712a19,ok,train,stt2|page_0038|c6,"[692, 1826, 800, 1949]"
,stt2,page_0038,6,厳,răng,,,,REVIEW,below_visual_threshold,0.172,,,,,,train,stt2|page_0038|c6,"[692, 1923, 800, 2045]"
gold/stt2_page_0038_c06_119.png,stt2,page_0038,6,保,bảo,保,U+4FDD,char,GOLD,s1_inter_s2_direct,,0.178,115.0,151.0,3b2016311792,ok,train,stt2|page_0038|c6,"[693, 2020, 799, 2143]"
gold/stt2_page_0038_c06_120.png,stt2,page_0038,6,要,anh,孾,U+5B7E,char,GOLD,s1_inter_s2_similar,0.902,0.179,117.0,149.0,d46235e31d30,ok,train,stt2|page_0038|c6,"[694, 2129, 799, 2250]"
,stt2,page_0038,6,嬉,em,,,,REVIEW,below_visual_threshold,0.069,,,,,,train,stt2|page_0038|c6,"[695, 2227, 799, 2348]"
gold/stt2_page_0038_c06_122.png,stt2,page_0038,6,朱,cho,朱,U+6731,char,GOLD,s1_inter_s2_direct,,0.206,110.0,145.0,f63d5e8be429,ok,train,stt2|page_0038|c6,"[695, 2334, 801, 2451]"
gold/stt2_page_0038_c06_123.png,stt2,page_0038,6,特,được,特,U+7279,char,GOLD,s1_inter_s2_direct,,0.186,130.0,131.0,18bfdb7337b9,ok,train,stt2|page_0038|c6,"[695, 2425, 801, 2532]"
,stt2,page_0038,7,呪,hay,,,,REVIEW,below_visual_threshold,0.048,,,,,,train,stt2|page_0038|c7,"[533, 490, 641, 595]"
silver/stt2_page_0038_c07_125.png,stt2,page_0038,7,疾,đêm,店,U+5E97,char,SILVER,s2_inter_s3_corrected,0.898,0.16,112.0,138.0,0b19c6780d98,ok,train,stt2|page_0038|c7,"[533, 573, 639, 685]"
silver/stt2_page_0038_c07_126.png,stt2,page_0038,7,右,nay,尼,U+5C3C,char,SILVER,s2_inter_s3_corrected,0.243,0.128,111.0,133.0,d69a57158c33,ok,train,stt2|page_0038|c7,"[533, 666, 637, 784]"
syllable/stt2_page_0038_c07_127.png,stt2,page_0038,7,衍,đức,,,syllable,SYLLABLE,nghia_consensus,0.028,0.162,95.0,143.0,65ad01ed271e,ok,train,stt2|page_0038|c7,"[533, 762, 640, 882]"
gold/stt2_page_0038_c07_128.png,stt2,page_0038,7,主,chúa,主,U+4E3B,char,GOLD,s1_inter_s2_direct,,0.146,114.0,146.0,8e2e4184d4ce,ok,train,stt2|page_0038|c7,"[534, 860, 638, 978]"
silver/stt2_page_0038_c07_129.png,stt2,page_0038,7,五,giê,支,U+652F,char,SILVER,s2_inter_s3_corrected,0.896,0.207,90.0,140.0,eeb3d052bc14,ok,train,stt2|page_0038|c7,"[534, 947, 640, 1064]"
silver/stt2_page_0038_c07_130.png,stt2,page_0038,7,我,su,秋,U+79CB,char,SILVER,s2_inter_s3_corrected,0.928,0.171,116.0,147.0,a3ee0075e724,ok,train,stt2|page_0038|c7,"[533, 1032, 640, 1151]"
,stt2,page_0038,7,乇,đã,,,,REVIEW,below_visual_threshold,0.034,,,,,,train,stt2|page_0038|c7,"[533, 1130, 640, 1246]"
gold/stt2_page_0038_c07_132.png,stt2,page_0038,7,保,bảo,保,U+4FDD,char,GOLD,s1_inter_s2_direct,,0.169,128.0,147.0,f1350bff9682,ok,train,stt2|page_0038|c7,"[533, 1225, 640, 1344]"
silver/stt2_page_0038_c07_133.png,stt2,page_0038,7,婢,min,綿,U+7DBF,char,SILVER,s2_inter_s3_corrected,0.268,0.165,131.0,149.0,bbe9bac2c058,ok,train,stt2|page_0038|c7,"[532, 1321, 640, 1442]"
gold/stt2_page_0038_c07_134.png,stt2,page_0038,7,巴,ba,巴,U+5DF4,char,GOLD,s1_inter_s2_direct,,0.13,120.0,150.0,7961408a5782,ok,train,stt2|page_0038|c7,"[533, 1428, 640, 1550]"
gold/stt2_page_0038_c07_135.png,stt2,page_0038,7,吝,lần,吝,U+541D,char,GOLD,s1_inter_s2_direct,,0.137,132.0,149.0,3c6e1d89c1c8,ok,train,stt2|page_0038|c7,"[532, 1525, 640, 1646]"
gold/stt2_page_0038_c07_136.png,stt2,page_0038,7,朱,cho,朱,U+6731,char,GOLD,s1_inter_s2_direct,,0.158,126.0,147.0,f24024421a11,ok,train,stt2|page_0038|c7,"[531, 1620, 642, 1744]"
gold/stt2_page_0038_c07_137.png,stt2,page_0038,7,特,được,特,U+7279,char,GOLD,s1_inter_s2_direct,,0.156,120.0,152.0,631edfcabf6f,ok,train,stt2|page_0038|c7,"[532, 1708, 641, 1832]"
gold/stt2_page_0038_c07_138.png,stt2,page_0038,7,遁,dọn,遁,U+9041,char,GOLD,s1_inter_s2_direct,,0.161,133.0,148.0,66f1049f18aa,ok,train,stt2|page_0038|c7,"[531, 1814, 640, 1938]"
syllable/stt2_page_0038_c07_139.png,stt2,page_0038,7,而,làm,,,syllable,SYLLABLE,nghia_consensus,0.456,0.131,131.0,145.0,b51ce5130985,ok,train,stt2|page_0038|c7,"[532, 1924, 640, 2045]"
syllable/stt2_page_0038_c07_140.png,stt2,page_0038,7,礼,lê,,,syllable,SYLLABLE,nghia_consensus,0.905,0.114,126.0,151.0,0b9cbb30f089,ok,train,stt2|page_0038|c7,"[533, 2018, 639, 2142]"
gold/stt2_page_0038_c07_141.png,stt2,page_0038,7,眉,mi,眉,U+7709,char,GOLD,s1_inter_s2_direct,,0.153,102.0,153.0,a8aaf45bb263,ok,train,stt2|page_0038|c7,"[535, 2114, 639, 2239]"
silver/stt2_page_0038_c07_142.png,stt2,page_0038,7,证,sa,沙,U+6C99,char,SILVER,s2_inter_s3_corrected,0.91,0.18,91.0,147.0,b0f13283e238,ok,train,stt2|page_0038|c7,"[546, 2214, 645, 2333]"
silver/stt2_page_0038_c07_143.png,stt2,page_0038,7,改,đoạn,段,U+6BB5,char,SILVER,s2_inter_s3_corrected,0.752,0.182,106.0,144.0,4d2149e651f6,ok,train,stt2|page_0038|c7,"[544, 2310, 648, 2431]"
syllable/stt2_page_0038_c07_144.png,stt2,page_0038,7,䏻,đi,,,syllable,SYLLABLE,nghia_consensus,0.177,0.164,128.0,138.0,46842b717f83,ok,train,stt2|page_0038|c7,"[544, 2410, 648, 2522]"
syllable/stt2_page_0038_c08_145.png,stt2,page_0038,8,独,dọc,,,syllable,SYLLABLE,nghia_consensus,0.06,0.214,130.0,132.0,8bd552fe62f9,ok,train,stt2|page_0038|c8,"[381, 487, 487, 597]"
,stt2,page_0038,8,𬞈,đường,,,,REVIEW,below_visual_threshold,0.153,,,,,,train,stt2|page_0038|c8,"[382, 573, 487, 689]"
gold/stt2_page_0038_c08_147.png,stt2,page_0038,8,内,nói,内,U+5185,char,GOLD,s1_inter_s2_direct,,0.164,111.0,148.0,3cd189c5aa5f,ok,train,stt2|page_0038|c8,"[384, 676, 486, 796]"
gold/stt2_page_0038_c08_148.png,stt2,page_0038,8,共,cùng,共,U+5171,char,GOLD,s1_inter_s2_direct,,0.167,121.0,134.0,80e2c3bc31fc,ok,train,stt2|page_0038|c8,"[386, 773, 485, 893]"
gold/stt2_page_0038_c08_149.png,stt2,page_0038,8,奴,nó,奴,U+5974,char,GOLD,s1_inter_s2_direct,,0.171,116.0,146.0,16f181418034,ok,train,stt2|page_0038|c8,"[386, 861, 485, 979]"
gold/stt2_page_0038_c08_150.png,stt2,page_0038,8,仍,những,仍,U+4ECD,char,GOLD,s1_inter_s2_direct,,0.205,96.0,146.0,df346ea66a6d,ok,train,stt2|page_0038|c8,"[386, 957, 484, 1075]"
syllable/stt2_page_0038_c08_151.png,stt2,page_0038,8,夜,lời,,,syllable,SYLLABLE,nghia_consensus,0.062,0.179,109.0,147.0,576fb7647ddb,ok,train,stt2|page_0038|c8,"[385, 1063, 485, 1184]"
,stt2,page_0038,8,泠,lành,,,,REVIEW,below_visual_threshold,0.636,,,,,,train,stt2|page_0038|c8,"[383, 1160, 487, 1282]"
gold/stt2_page_0038_c08_153.png,stt2,page_0038,8,遣,khiến,遣,U+9063,char,GOLD,s1_inter_s2_direct,,0.183,131.0,151.0,c2a0f8b4fc6a,ok,train,stt2|page_0038|c8,"[381, 1277, 488, 1400]"
gold/stt2_page_0038_c08_154.png,stt2,page_0038,8,燒,theo,燒,U+71D2,char,GOLD,s1_inter_s2_direct,,0.193,129.0,151.0,7afd97431708,ok,train,stt2|page_0038|c8,"[382, 1396, 488, 1519]"
,stt2,page_0038,8,族,đường,,,,REVIEW,below_visual_threshold,0.043,,,,,,train,stt2|page_0038|c8,"[370, 1503, 482, 1626]"
gold/stt2_page_0038_c08_156.png,stt2,page_0038,8,實,thật,實,U+5BE6,char,GOLD,s1_inter_s2_direct,,0.183,117.0,156.0,760587686d8c,ok,train,stt2|page_0038|c8,"[369, 1599, 482, 1725]"
gold/stt2_page_0038_c08_157.png,stt2,page_0038,8,磊,rỗi,磊,U+78CA,char,GOLD,s1_inter_s2_direct,,0.164,107.0,133.0,aee8f0e7db4b,ok,train,stt2|page_0038|c8,"[379, 1692, 483, 1813]"
gold/stt2_page_0038_c08_158.png,stt2,page_0038,8,灵,linh,灵,U+7075,char,GOLD,s1_inter_s2_direct,,0.144,122.0,129.0,ea3cccfa467e,ok,train,stt2|page_0038|c8,"[379, 1793, 483, 1915]"
gold/stt2_page_0038_c08_159.png,stt2,page_0038,8,魂,hồn,魂,U+9B42,char,GOLD,s1_inter_s2_direct,,0.191,113.0,137.0,4646bac82381,ok,train,stt2|page_0038|c8,"[381, 1911, 487, 2036]"
gold/stt2_page_0038_c08_160.png,stt2,page_0038,8,矯,kẻo,矯,U+77EF,char,GOLD,s1_inter_s2_direct,,0.228,98.0,133.0,e5abed245d5a,ok,train,stt2|page_0038|c8,"[373, 2009, 479, 2133]"
gold/stt2_page_0038_c08_161.png,stt2,page_0038,8,林,lầm,林,U+6797,char,GOLD,s1_inter_s2_direct,,0.147,129.0,148.0,668c014c07a9,ok,train,stt2|page_0038|c8,"[382, 2108, 487, 2228]"
silver/stt2_page_0038_c08_162.png,stt2,page_0038,8,者,thì,寺,U+5BFA,char,SILVER,s2_inter_s3_corrected,0.974,0.139,123.0,132.0,f67b01b2d824,ok,train,stt2|page_0038|c8,"[384, 2213, 487, 2334]"
gold/stt2_page_0038_c08_163.png,stt2,page_0038,8,固,có,固,U+56FA,char,GOLD,s1_inter_s2_direct,,0.181,81.0,146.0,6199e263d33f,tall,train,stt2|page_0038|c8,"[385, 2311, 488, 2429]"
syllable/stt2_page_0038_c08_164.png,stt2,page_0038,8,僥,nhiều,,,syllable,SYLLABLE,nghia_consensus,0.692,0.222,100.0,118.0,04d4198c3702,ok,train,stt2|page_0038|c8,"[396, 2404, 494, 2512]"
silver/stt2_page_0038_c09_165.png,stt2,page_0038,9,加,kẻ,几,U+51E0,char,SILVER,s2_inter_s3_corrected,0.654,0.201,125.0,124.0,a0b631763989,ok,train,stt2|page_0038|c9,"[245, 490, 346, 590]"
gold/stt2_page_0038_c09_166.png,stt2,page_0038,9,信,tin,信,U+4FE1,char,GOLD,s1_inter_s2_direct,,0.139,124.0,136.0,7feca8cc41c1,ok,train,stt2|page_0038|c9,"[244, 572, 348, 684]"
gold/stt2_page_0038_c09_167.png,stt2,page_0038,9,如,như,如,U+5982,char,GOLD,s1_inter_s2_direct,,0.136,118.0,138.0,2dee191f4cb9,ok,train,stt2|page_0038|c9,"[247, 659, 347, 771]"
,stt2,page_0038,9,不,làm,,,,REVIEW,below_visual_threshold,0.36,,,,,,train,stt2|page_0038|c9,"[247, 753, 346, 869]"
gold/stt2_page_0038_c09_169.png,stt2,page_0038,9,不,vậy,丕,U+4E15,char,GOLD,s1_inter_s2_similar,0.835,0.124,127.0,146.0,77cadfbeded3,ok,train,stt2|page_0038|c9,"[248, 881, 351, 1003]"
gold/stt2_page_0038_c09_170.png,stt2,page_0038,9,旦,đến,旦,U+65E6,char,GOLD,s1_inter_s2_direct,,0.155,126.0,149.0,d19317cb5f12,ok,train,stt2|page_0038|c9,"[248, 983, 351, 1104]"
gold/stt2_page_0038_c09_171.png,stt2,page_0038,9,畧,trước,畧,U+7567,char,GOLD,s1_inter_s2_direct,,0.206,122.0,146.0,9c1cc42e73c8,ok,train,stt2|page_0038|c9,"[248, 1084, 351, 1205]"
,stt2,page_0038,9,稱,mặt,,,,REVIEW,below_visual_threshold,0.079,,,,,,train,stt2|page_0038|c9,"[248, 1185, 351, 1307]"
gold/stt2_page_0038_c09_173.png,stt2,page_0038,9,官,quan,官,U+5B98,char,GOLD,s1_inter_s2_direct,,0.184,119.0,135.0,0acbc4b21921,ok,train,stt2|page_0038|c9,"[248, 1287, 351, 1408]"
,stt2,page_0038,9,寿,thì,,,,REVIEW,below_visual_threshold,0.125,,,,,,train,stt2|page_0038|c9,"[248, 1388, 351, 1510]"
gold/stt2_page_0038_c09_175.png,stt2,page_0038,9,官,quan,官,U+5B98,char,GOLD,s1_inter_s2_direct,,0.201,122.0,149.0,aa69f5f9c6ea,ok,train,stt2|page_0038|c9,"[248, 1490, 351, 1611]"
gold/stt2_page_0038_c09_176.png,stt2,page_0038,9,朝,chào,朝,U+671D,char,GOLD,s1_inter_s2_direct,,0.216,116.0,149.0,b9cb7df30ac3,ok,train,stt2|page_0038|c9,"[248, 1591, 351, 1712]"
gold/stt2_page_0038_c09_177.png,stt2,page_0038,9,㝵,người,㝵,U+3775,char,GOLD,s1_inter_s2_direct,,0.187,116.0,149.0,1660e93c5cf8,ok,train,stt2|page_0038|c9,"[248, 1692, 351, 1814]"
gold/stt2_page_0038_c09_178.png,stt2,page_0038,9,浪,răng,浪,U+6D6A,char,GOLD,s1_inter_s2_direct,,0.207,114.0,149.0,30cb47028a2b,ok,train,stt2|page_0038|c9,"[248, 1794, 351, 1915]"
gold/stt2_page_0038_c09_179.png,stt2,page_0038,9,明,mừng,明,U+660E,char,GOLD,s1_inter_s2_direct,,0.205,113.0,150.0,18aac1df8d5c,ok,train,stt2|page_0038|c9,"[248, 1895, 351, 2017]"
silver/stt2_page_0038_c09_180.png,stt2,page_0038,9,華,la,羅,U+7F85,char,SILVER,s2_inter_s3_corrected,0.744,0.179,125.0,149.0,9afe9848d88f,ok,train,stt2|page_0038|c9,"[248, 1997, 351, 2118]"
,stt2,page_0038,9,瘥,xi,,,,REVIEW,below_visual_threshold,0.367,,,,,,train,stt2|page_0038|c9,"[248, 2098, 351, 2219]"
gold/stt2_page_0038_c09_182.png,stt2,page_0038,9,烏,ô,烏,U+70CF,char,GOLD,s1_inter_s2_direct,,0.177,95.0,107.0,318b16b407b9,ok,train,stt2|page_0038|c9,"[228, 2211, 339, 2319]"
gold/stt2_page_0038_c09_183.png,stt2,page_0038,9,固,có,固,U+56FA,char,GOLD,s1_inter_s2_direct,,0.152,103.0,151.0,fc0d08e60383,ok,train,stt2|page_0038|c9,"[228, 2295, 339, 2425]"
silver/stt2_page_0038_c09_184.png,stt2,page_0038,9,隻,nghĩa,义,U+4E49,char,SILVER,s2_inter_s3_corrected,0.842,0.118,128.0,138.0,2d0f3f0c0729,ok,train,stt2|page_0038|c9,"[232, 2401, 336, 2516]"
gold/stt2_page_0040_c01_000.png,stt2,page_0040,1,共,cùng,共,U+5171,char,GOLD,s1_inter_s2_direct,,0.152,114.0,133.0,1d2735007400,ok,train,stt2|page_0040|c1,"[1472, 482, 1564, 592]"
gold/stt2_page_0040_c01_001.png,stt2,page_0040,1,孛,bụt,孛,U+5B5B,char,GOLD,s1_inter_s2_direct,,0.152,88.0,141.0,9a8d082712c5,ok,train,stt2|page_0040|c1,"[1472, 572, 1564, 692]"
gold/stt2_page_0040_c01_002.png,stt2,page_0040,1,双,song,双,U+53CC,char,GOLD,s1_inter_s2_direct,,0.161,111.0,131.0,96a82447b991,ok,train,stt2|page_0040|c1,"[1472, 672, 1564, 792]"
silver/stt2_page_0040_c01_003.png,stt2,page_0040,1,肉,le,离,U+79BB,char,SILVER,s2_inter_s3_corrected,0.76,0.207,100.0,148.0,c067ebda5796,ok,train,stt2|page_0040|c1,"[1472, 772, 1564, 892]"
gold/stt2_page_0040_c01_004.png,stt2,page_0040,1,㝵,người,㝵,U+3775,char,GOLD,s1_inter_s2_direct,,0.167,99.0,129.0,cf9f5e6110d0,ok,train,stt2|page_0040|c1,"[1472, 872, 1564, 992]"
silver/stt2_page_0040_c01_005.png,stt2,page_0040,1,主,chăng,庄,U+5E84,char,SILVER,s2_inter_s3_corrected,0.962,0.147,99.0,148.0,dec88813ab28,ok,train,stt2|page_0040|c1,"[1472, 972, 1564, 1092]"
gold/stt2_page_0040_c01_006.png,stt2,page_0040,1,朝,chào,朝,U+671D,char,GOLD,s1_inter_s2_direct,,0.19,97.0,147.0,ac25bacb6c14,ok,train,stt2|page_0040|c1,"[1472, 1072, 1564, 1192]"
gold/stt2_page_0040_c01_007.png,stt2,page_0040,1,辰,lại,束,U+675F,char,GOLD,s1_inter_s2_similar,0.845,0.188,76.0,144.0,67f929ef48df,tall,train,stt2|page_0040|c1,"[1472, 1272, 1564, 1392]"
gold/stt2_page_0040_c01_008.png,stt2,page_0040,1,孛,bụt,孛,U+5B5B,char,GOLD,s1_inter_s2_direct,,0.153,95.0,134.0,4d0707e0bf60,ok,train,stt2|page_0040|c1,"[1472, 1372, 1564, 1492]"
,stt2,page_0040,1,事,là,,,,REVIEW,below_visual_threshold,0.981,,,,,,train,stt2|page_0040|c1,"[1472, 1572, 1564, 1692]"
gold/stt2_page_0040_c01_010.png,stt2,page_0040,1,恠,quái,恠,U+6060,char,GOLD,s1_inter_s2_direct,,0.178,96.0,148.0,99da3d38317a,ok,train,stt2|page_0040|c1,"[1472, 1672, 1564, 1792]"
silver/stt2_page_0040_c01_011.png,stt2,page_0040,1,悻,gở,㪯,U+3AAF,char,SILVER,s3_head_bank_consensus,0.115,0.2,97.0,148.0,e3dfbc3dd0ed,ok,train,stt2|page_0040|c1,"[1472, 1772, 1564, 1892]"
,stt2,page_0040,1,乇,đã,,,,REVIEW,diverged_column,,,,,,,train,stt2|page_0040|c1,"[1472, 1872, 1564, 1992]"
silver/stt2_page_0040_c01_013.png,stt2,page_0040,1,江,sa,沙,U+6C99,char,SILVER,s2_inter_s3_corrected,0.749,0.176,112.0,145.0,958ee8e91037,ok,train,stt2|page_0040|c1,"[1472, 1972, 1564, 2092]"
gold/stt2_page_0040_c01_014.png,stt2,page_0040,1,地,địa,地,U+5730,char,GOLD,s1_inter_s2_direct,,0.196,112.0,131.0,b863f2614bd4,ok,train,stt2|page_0040|c1,"[1472, 2072, 1564, 2192]"
gold/stt2_page_0040_c01_015.png,stt2,page_0040,1,獄,ngục,獄,U+7344,char,GOLD,s1_inter_s2_direct,,0.206,105.0,148.0,a43ea783cb23,ok,train,stt2|page_0040|c1,"[1472, 2172, 1564, 2292]"
gold/stt2_page_0040_c01_016.png,stt2,page_0040,1,麻,mà,麻,U+9EBB,char,GOLD,s1_inter_s2_direct,,0.233,96.0,122.0,81d2e39e7fff,ok,train,stt2|page_0040|c1,"[1472, 2272, 1564, 2392]"
gold/stt2_page_0040_c01_017.png,stt2,page_0040,1,埃,ai,埃,U+57C3,char,GOLD,s1_inter_s2_direct,,0.181,94.0,129.0,b3125e7b0e77,ok,train,stt2|page_0040|c1,"[1472, 2372, 1564, 2482]"
silver/stt2_page_0040_c02_018.png,stt2,page_0040,2,餘,thờ,除,U+9664,char,SILVER,s2_inter_s3_corrected,0.621,0.216,132.0,137.0,c6adaaba84ef,ok,train,stt2|page_0040|c2,"[1322, 479, 1430, 594]"
,stt2,page_0040,2,奉,phung,,,,REVIEW,below_visual_threshold,0.936,,,,,,train,stt2|page_0040|c2,"[1325, 569, 1427, 691]"
gold/stt2_page_0040_c02_020.png,stt2,page_0040,2,奴,nó,奴,U+5974,char,GOLD,s1_inter_s2_direct,,0.144,118.0,141.0,41c534e56788,ok,train,stt2|page_0040|c2,"[1328, 668, 1424, 785]"
gold/stt2_page_0040_c02_021.png,stt2,page_0040,2,遲,chầy,遲,U+9072,char,GOLD,s1_inter_s2_direct,,0.159,117.0,144.0,4d3a340473cb,ok,train,stt2|page_0040|c2,"[1327, 762, 1424, 880]"
silver/stt2_page_0040_c02_022.png,stt2,page_0040,2,君,kíp,急,U+6025,char,SILVER,s2_inter_s3_corrected,0.735,0.169,120.0,139.0,2b54d0779cf5,ok,train,stt2|page_0040|c2,"[1325, 850, 1425, 967]"
silver/stt2_page_0040_c02_023.png,stt2,page_0040,2,禘,phải,伂,U+4F02,char,SILVER,s2_inter_s3_corrected,0.578,0.189,114.0,142.0,6d21416d7b8a,ok,train,stt2|page_0040|c2,"[1326, 945, 1423, 1061]"
,stt2,page_0040,2,祖,sa,,,,REVIEW,below_visual_threshold,0.3,,,,,,train,stt2|page_0040|c2,"[1325, 1047, 1422, 1169]"
,stt2,page_0040,2,淮,chốn,,,,REVIEW,below_visual_threshold,0.078,,,,,,train,stt2|page_0040|c2,"[1322, 1144, 1424, 1265]"
gold/stt2_page_0040_c02_026.png,stt2,page_0040,2,与,dữ,与,U+4E0E,char,GOLD,s1_inter_s2_direct,,0.157,118.0,140.0,66f6b0dec725,ok,train,stt2|page_0040|c2,"[1324, 1232, 1423, 1348]"
silver/stt2_page_0040_c02_027.png,stt2,page_0040,2,君,chịu,召,U+53EC,char,SILVER,s2_inter_s3_corrected,0.789,0.144,118.0,139.0,5e20e9afe51d,ok,train,stt2|page_0040|c2,"[1324, 1318, 1423, 1432]"
gold/stt2_page_0040_c02_028.png,stt2,page_0040,2,每,mọi,每,U+6BCF,char,GOLD,s1_inter_s2_direct,,0.155,114.0,142.0,ddf4a118074e,ok,train,stt2|page_0040|c2,"[1325, 1412, 1423, 1529]"
gold/stt2_page_0040_c02_029.png,stt2,page_0040,2,事,sự,事,U+4E8B,char,GOLD,s1_inter_s2_direct,,0.198,106.0,138.0,2ba33f8e7005,ok,train,stt2|page_0040|c2,"[1326, 1499, 1423, 1611]"
gold/stt2_page_0040_c02_030.png,stt2,page_0040,2,庫,khó,庫,U+5EAB,char,GOLD,s1_inter_s2_direct,,0.153,111.0,140.0,0aad92aaa52e,ok,train,stt2|page_0040|c2,"[1325, 1592, 1424, 1707]"
gold/stt2_page_0040_c02_031.png,stt2,page_0040,2,共,cùng,共,U+5171,char,GOLD,s1_inter_s2_direct,,0.176,110.0,120.0,65cd71d35898,ok,train,stt2|page_0040|c2,"[1325, 1679, 1424, 1792]"
gold/stt2_page_0040_c02_032.png,stt2,page_0040,2,奴,nó,奴,U+5974,char,GOLD,s1_inter_s2_direct,,0.13,121.0,129.0,4cfb1d46a1cf,ok,train,stt2|page_0040|c2,"[1325, 1776, 1424, 1886]"
gold/stt2_page_0040_c02_033.png,stt2,page_0040,2,女,nữa,女,U+5973,char,GOLD,s1_inter_s2_direct,,0.149,119.0,133.0,7751f8508439,ok,train,stt2|page_0040|c2,"[1326, 1861, 1423, 1971]"
,stt2,page_0040,2,言,quan,,,,REVIEW,below_visual_threshold,0.049,,,,,,train,stt2|page_0040|c2,"[1324, 1954, 1424, 2068]"
,stt2,page_0040,2,直,nghe,,,,REVIEW,below_visual_threshold,0.201,,,,,,train,stt2|page_0040|c2,"[1322, 2048, 1425, 2164]"
gold/stt2_page_0040_c02_036.png,stt2,page_0040,2,内,nói,内,U+5185,char,GOLD,s1_inter_s2_direct,,0.158,114.0,133.0,e8f8c86b77ec,ok,train,stt2|page_0040|c2,"[1323, 2145, 1423, 2257]"
syllable/stt2_page_0040_c02_037.png,stt2,page_0040,2,尒,làm,,,syllable,SYLLABLE,nghia_consensus,0.036,0.132,113.0,136.0,73e090fcbe50,ok,train,stt2|page_0040|c2,"[1324, 2232, 1425, 2342]"
silver/stt2_page_0040_c02_038.png,stt2,page_0040,2,左,vậy,丕,U+4E15,char,SILVER,s2_inter_s3_corrected,0.981,0.151,107.0,130.0,64d506066a7f,ok,train,stt2|page_0040|c2,"[1323, 2316, 1427, 2430]"
silver/stt2_page_0040_c02_039.png,stt2,page_0040,2,肆,liền,連,U+9023,char,SILVER,s2_inter_s3_corrected,0.933,0.177,130.0,130.0,5d5491b5e8bc,ok,train,stt2|page_0040|c2,"[1322, 2412, 1428, 2518]"
silver/stt2_page_0040_c03_040.png,stt2,page_0040,3,祻,lấy,礼,U+793C,char,SILVER,s2_inter_s3_corrected,0.742,0.187,138.0,136.0,370b948323ce,ok,train,stt2|page_0040|c3,"[1172, 482, 1284, 592]"
,stt2,page_0040,3,樻,dùi,,,,REVIEW,below_visual_threshold,0.082,,,,,,train,stt2|page_0040|c3,"[1178, 570, 1289, 690]"
gold/stt2_page_0040_c03_042.png,stt2,page_0040,3,打,đánh,打,U+6253,char,GOLD,s1_inter_s2_direct,,0.193,132.0,140.0,6a77c0270fb3,ok,train,stt2|page_0040|c3,"[1179, 667, 1287, 786]"
gold/stt2_page_0040_c03_043.png,stt2,page_0040,3,㝵,người,㝵,U+3775,char,GOLD,s1_inter_s2_direct,,0.177,118.0,139.0,60867a5badb8,ok,train,stt2|page_0040|c3,"[1173, 763, 1282, 884]"
syllable/stt2_page_0040_c03_044.png,stt2,page_0040,3,廩,lăm,,,syllable,SYLLABLE,nghia_consensus,0.077,0.182,129.0,145.0,a5cbb8399e39,ok,train,stt2|page_0040|c3,"[1175, 860, 1280, 977]"
gold/stt2_page_0040_c03_045.png,stt2,page_0040,3,㝵,người,㝵,U+3775,char,GOLD,s1_inter_s2_direct,,0.166,130.0,140.0,176e0b1cfc90,ok,train,stt2|page_0040|c3,"[1174, 954, 1280, 1072]"
syllable/stt2_page_0040_c03_046.png,stt2,page_0040,3,𡰱,chịu,,,syllable,SYLLABLE,nghia_consensus,0.193,0.166,100.0,143.0,ded9b7fe44bd,ok,train,stt2|page_0040|c3,"[1174, 1048, 1279, 1170]"
gold/stt2_page_0040_c03_047.png,stt2,page_0040,3,事,sự,事,U+4E8B,char,GOLD,s1_inter_s2_direct,,0.15,116.0,141.0,4afb956cb5fd,ok,train,stt2|page_0040|c3,"[1174, 1146, 1277, 1265]"
silver/stt2_page_0040_c03_048.png,stt2,page_0040,3,似,ấy,衣,U+8863,char,SILVER,s2_inter_s3_corrected,0.241,0.123,118.0,146.0,82a21e875cd2,ok,train,stt2|page_0040|c3,"[1176, 1250, 1277, 1369]"
gold/stt2_page_0040_c03_049.png,stt2,page_0040,3,平,bằng,平,U+5E73,char,GOLD,s1_inter_s2_direct,,0.145,116.0,136.0,2d16e673edf7,ok,train,stt2|page_0040|c3,"[1177, 1339, 1276, 1451]"
