image,book,page,column,syllable,ocr_char,chu_cau_de_xuat,tier_hien_tai,rule_hien_tai,diem_nghia,so_trang_lap
silver/stt2_page_0130_c04_081.png,stt2,page_0130,4,thánh,至,圣,SILVER_uncalibrated,s2_inter_s3_corrected,0.0669,21
silver/stt2_page_0134_c04_063.png,stt2,page_0134,4,trên,蓬,𨖲,SILVER_uncalibrated,s2_inter_s3_corrected,,5
silver/stt2_page_0134_c09_172.png,stt2,page_0134,9,trên,蓬,𨖲,SILVER_uncalibrated,s2_inter_s3_corrected,,5
silver/stt2_page_0136_c03_027.png,stt2,page_0136,3,mồng,要,夢,SILVER_uncalibrated,s2_inter_s3_corrected,0.0498,4
silver/stt2_page_0140_c08_129.png,stt2,page_0140,8,ngày,得,𣈜,SILVER_uncalibrated,s2_inter_s3_corrected,,50
,stt2,page_0142,3,thay,出,卋,REVIEW,no_s1_inter_s2,0.0361,4
silver/stt2_page_0142_c08_135.png,stt2,page_0142,8,dấu,呌,𧿫,SILVER_uncalibrated,s2_inter_s3_corrected,0.0043,17
,stt2,page_0146,1,nổi,授,挼,REVIEW,no_s1_inter_s2,0.0085,1
,stt2,page_0146,3,gia,豬,豭,REVIEW,no_s1_inter_s2,0.0000,1
silver/stt2_page_0146_c09_143.png,stt2,page_0146,9,lần,吞,吝,SILVER_uncalibrated,s2_inter_s3_corrected,0.0268,7
silver/stt2_page_0148_c04_064.png,stt2,page_0148,4,quỷ,思,鬼,SILVER_uncalibrated,s2_inter_s3_corrected,0.0000,57
silver/stt2_page_0148_c08_153.png,stt2,page_0148,8,quỷ,思,鬼,SILVER_uncalibrated,s2_inter_s3_corrected,0.0000,57
,stt2,page_0152,3,cửa,報,𨵣,REVIEW,no_s1_inter_s2,,1
silver/stt2_page_0152_c03_058.png,stt2,page_0152,3,quỷ,思,鬼,SILVER_uncalibrated,s2_inter_s3_corrected,0.0000,57
silver/stt2_page_0152_c04_078.png,stt2,page_0152,4,áo,禋,襖,SILVER_uncalibrated,s2_inter_s3_corrected,0.0351,1
,stt2,page_0154,5,lại,在,右,REVIEW,no_s1_inter_s2,0.0000,2
,stt2,page_0156,1,gì,乆,之,REVIEW,no_s1_inter_s2,0.0000,1
silver/stt2_page_0162_c03_048.png,stt2,page_0162,3,ngày,得,𣈜,SILVER_uncalibrated,s2_inter_s3_corrected,,50
,stt2,page_0166,2,mặt,栖,湎,REVIEW,no_s1_inter_s2,0.0000,4
,stt2,page_0170,6,trăm,板,𤾓,REVIEW,no_s1_inter_s2,,1
silver/stt2_page_0172_c08_137.png,stt2,page_0172,8,phán,刾,判,SILVER_uncalibrated,s2_inter_s3_corrected,0.0000,3
,stt2,page_0174,4,mặt,栢,𩈘,REVIEW,no_s1_inter_s2,,3
silver/stt2_page_0176_c06_106.png,stt2,page_0176,6,phán,刾,判,SILVER_uncalibrated,s2_inter_s3_corrected,0.0000,3
,stt2,page_0176,8,hùm,撿,𤞻,REVIEW,no_s1_inter_s2,,1
,stt2,page_0178,2,hai,屹,邰,REVIEW,no_s1_inter_s2,0.0000,1
silver/stt2_page_0180_c04_072.png,stt2,page_0180,4,ngày,得,𣈜,SILVER_uncalibrated,s2_inter_s3_corrected,,50
silver/stt2_page_0182_c02_033.png,stt2,page_0182,2,lành,合,令,SILVER_uncalibrated,s2_inter_s3_corrected,0.0000,2
,stt2,page_0182,8,ma,瑪,嗎,REVIEW,diverged_column,0.0514,16
silver/stt2_page_0184_c02_023.png,stt2,page_0184,2,lần,吞,吝,SILVER_uncalibrated,s2_inter_s3_corrected,0.0268,7
,stt2,page_0184,3,nổi,没,浮,REVIEW,no_s1_inter_s2,0.0189,1
,stt2,page_0186,6,yêu,夫,夭,REVIEW,no_s1_inter_s2,0.0118,1
,stt2,page_0186,8,may,眉,葿,REVIEW,no_s1_inter_s2,,1
silver/stt2_page_0190_c02_033.png,stt2,page_0190,2,dấu,呌,𧿫,SILVER_uncalibrated,s2_inter_s3_corrected,0.0043,17
,stt2,page_0190,3,dây,銕,𦀊,REVIEW,no_s1_inter_s2,,4
silver/stt2_page_0194_c04_057.png,stt2,page_0194,4,mặt,栢,𩈘,SILVER_uncalibrated,s2_inter_s3_corrected,,3
silver/stt2_page_0196_c07_106.png,stt2,page_0196,7,ấy,伐,𧘇,SILVER_uncalibrated,s2_inter_s3_corrected,,21
,stt2,page_0196,8,lấy,柩,穊,REVIEW,no_s1_inter_s2,0.0000,4
,stt2,page_0200,2,đau,病,𤴬,REVIEW,diverged_column,,4
,stt2,page_0202,4,trói,練,繓,REVIEW,no_s1_inter_s2,,1
,stt2,page_0204,7,mặt,柄,𩈘,REVIEW,no_s1_inter_s2,,1
silver/stt2_page_0210_c03_039.png,stt2,page_0210,3,mặt,栢,𩈘,SILVER_uncalibrated,s2_inter_s3_corrected,,3
,stt2,page_0210,3,ngọt,沉,𣲍,REVIEW,no_s1_inter_s2,,1
,stt2,page_0210,6,mắt,相,𩈘,REVIEW,no_s1_inter_s2,,4
silver/stt2_page_0212_c04_053.png,stt2,page_0212,4,ao,洳,泑,SILVER_uncalibrated,s2_inter_s3_corrected,0.0072,1
silver/stt2_page_0214_c09_160.png,stt2,page_0214,9,quỷ,思,鬼,SILVER_uncalibrated,s2_inter_s3_corrected,0.0000,57
silver/stt2_page_0214_c09_165.png,stt2,page_0214,9,mắt,相,𩈘,SILVER_uncalibrated,s2_inter_s3_corrected,,4
silver/stt2_page_0218_c07_110.png,stt2,page_0218,7,thánh,至,圣,SILVER_uncalibrated,s2_inter_s3_corrected,0.0669,21
,stt2,page_0218,9,lang,蘭,閬,REVIEW,no_s1_inter_s2,0.0232,1
silver/stt2_page_0222_c01_014.png,stt2,page_0222,1,ấy,伐,𧘇,SILVER_uncalibrated,s2_inter_s3_corrected,,21
,stt2,page_0222,6,hãy,突,唉,REVIEW,no_s1_inter_s2,0.0082,3
silver/stt2_page_0224_c04_062.png,stt2,page_0224,4,mắt,相,𩈘,SILVER_uncalibrated,s2_inter_s3_corrected,,4
silver/stt2_page_0228_c04_054.png,stt2,page_0228,4,xu,柩,枢,SILVER_uncalibrated,s2_inter_s3_corrected,0.0537,1
,stt2,page_0228,8,vua,耐,𢃊,REVIEW,no_s1_inter_s2,,1
,stt2,page_0230,1,sau,聱,畧,REVIEW,no_s1_inter_s2,0.0000,1
silver/stt2_page_0230_c03_049.png,stt2,page_0230,3,ngày,得,𣈜,SILVER_uncalibrated,s2_inter_s3_corrected,,50
silver/stt2_page_0230_c07_143.png,stt2,page_0230,7,ma,瑪,嗎,SILVER_uncalibrated,s2_inter_s3_corrected,0.0514,16
silver/stt2_page_0232_c06_117.png,stt2,page_0232,6,ấy,伐,𧘇,SILVER_uncalibrated,s2_inter_s3_corrected,,21
,stt2,page_0232,8,ngày,得,𣈜,REVIEW,diverged_column,,50
silver/stt2_page_0234_c07_126.png,stt2,page_0234,7,dấu,呌,𧿫,SILVER_uncalibrated,s2_inter_s3_corrected,0.0043,17
,stt2,page_0234,7,đau,病,𤴬,REVIEW,no_s1_inter_s2,,4
silver/stt2_page_0236_c05_083.png,stt2,page_0236,5,ấy,伐,𧘇,SILVER_uncalibrated,s2_inter_s3_corrected,,21
silver/stt2_page_0236_c07_132.png,stt2,page_0236,7,lên,遼,𨖲,SILVER_uncalibrated,s2_inter_s3_corrected,,1
silver/stt2_page_0238_c05_078.png,stt2,page_0238,5,sợ,昨,咋,SILVER_uncalibrated,s2_inter_s3_corrected,0.0000,1
silver/stt2_page_0240_c02_027.png,stt2,page_0240,2,thánh,至,圣,SILVER_uncalibrated,s2_inter_s3_corrected,0.0669,21
silver/stt2_page_0240_c06_103.png,stt2,page_0240,6,thánh,至,圣,SILVER_uncalibrated,s2_inter_s3_corrected,0.0669,21
silver/stt2_page_0242_c01_015.png,stt2,page_0242,1,thánh,至,圣,SILVER_uncalibrated,s2_inter_s3_corrected,0.0669,21
silver/stt2_page_0244_c04_074.png,stt2,page_0244,4,si,槎,蹉,SILVER_uncalibrated,s3_head_bank_consensus,0.0000,26
,stt2,page_0246,1,ma,瑪,嗎,REVIEW,diverged_column,0.0514,16
,stt2,page_0246,2,thay,出,卋,REVIEW,no_s1_inter_s2,0.0361,4
silver/stt2_page_0248_c07_103.png,stt2,page_0248,7,thánh,至,圣,SILVER_uncalibrated,s2_inter_s3_corrected,0.0669,21
silver/stt2_page_0248_c08_127.png,stt2,page_0248,8,thánh,至,圣,SILVER_uncalibrated,s2_inter_s3_corrected,0.0669,21
silver/stt2_page_0248_c09_138.png,stt2,page_0248,9,ấy,伐,𧘇,SILVER_uncalibrated,s2_inter_s3_corrected,,21
silver/stt2_page_0250_c02_018.png,stt2,page_0250,2,thánh,至,圣,SILVER_uncalibrated,s2_inter_s3_corrected,0.0669,21
silver/stt2_page_0250_c03_051.png,stt2,page_0250,3,thánh,至,圣,SILVER_uncalibrated,s2_inter_s3_corrected,0.0669,21
,stt2,page_0250,7,làm,歹,爫,REVIEW,no_s1_inter_s2,0.0000,8
,stt2,page_0252,8,làm,歹,爫,REVIEW,no_s1_inter_s2,0.0000,8
,stt2,page_0254,5,quỷ,思,鬼,REVIEW,no_s1_inter_s2,0.0000,57
silver/stt2_page_0254_c09_148.png,stt2,page_0254,9,thánh,至,圣,SILVER_uncalibrated,s2_inter_s3_corrected,0.0669,21
silver/stt2_page_0254_c09_151.png,stt2,page_0254,9,ngày,得,𣈜,SILVER_uncalibrated,s2_inter_s3_corrected,,50
silver/stt2_page_0256_c07_110.png,stt2,page_0256,7,ngày,得,𣈜,SILVER_uncalibrated,s2_inter_s3_corrected,,50
,stt2,page_0258,5,làm,歹,爫,REVIEW,no_s1_inter_s2,0.0000,8
silver/stt2_page_0258_c09_166.png,stt2,page_0258,9,ngày,得,𣈜,SILVER_uncalibrated,s2_inter_s3_corrected,,50
,stt2,page_0264,7,ngày,得,𣈜,REVIEW,diverged_column,,50
silver/stt2_page_0264_c08_155.png,stt2,page_0264,8,si,槎,蹉,SILVER_uncalibrated,s2_inter_s3_corrected,0.0000,26
,stt2,page_0266,5,sánh,移,𡖼,REVIEW,no_s1_inter_s2,,1
,stt2,page_0268,3,đau,病,𤴬,REVIEW,no_s1_inter_s2,,4
,stt2,page_0268,3,sáng,月,刅,REVIEW,no_s1_inter_s2,0.0278,1
silver/stt2_page_0270_c05_090.png,stt2,page_0270,5,ngày,得,𣈜,SILVER_uncalibrated,s2_inter_s3_corrected,,50
,stt2,page_0270,8,tiếng,渚,㗂,REVIEW,no_s1_inter_s2,0.0000,1
silver/stt2_page_0272_c01_003.png,stt2,page_0272,1,ngày,得,𣈜,SILVER_uncalibrated,s2_inter_s3_corrected,,50
silver/stt2_page_0272_c04_064.png,stt2,page_0272,4,ngày,得,𣈜,SILVER_uncalibrated,s2_inter_s3_corrected,,50
silver/stt2_page_0272_c05_091.png,stt2,page_0272,5,khăn,甲,中,SILVER_uncalibrated,s2_inter_s3_corrected,0.0000,3
silver/stt2_page_0272_c06_102.png,stt2,page_0272,6,thánh,至,圣,SILVER_uncalibrated,s2_inter_s3_corrected,0.0669,21
silver/stt2_page_0274_c04_070.png,stt2,page_0274,4,ngày,得,𣈜,SILVER_uncalibrated,s2_inter_s3_corrected,,50
silver/stt2_page_0274_c05_095.png,stt2,page_0274,5,ngày,得,𣈜,SILVER_uncalibrated,s2_inter_s3_corrected,,50
,stt2,page_0282,5,đầy,育,台,REVIEW,no_s1_inter_s2,0.0000,1
silver/stt2_page_0286_c06_112.png,stt2,page_0286,6,thánh,至,圣,SILVER_uncalibrated,s2_inter_s3_corrected,0.0669,21
silver/stt2_page_0286_c07_125.png,stt2,page_0286,7,ấy,代,𧘇,SILVER_uncalibrated,s2_inter_s3_corrected,,1
silver/stt2_page_0288_c02_021.png,stt2,page_0288,2,thầy,楽,柴,SILVER_uncalibrated,s2_inter_s3_corrected,0.0000,3
,stt2,page_0290,1,làm,歹,爫,REVIEW,no_s1_inter_s2,0.0000,8
,stt2,page_0290,2,tiện,使,便,REVIEW,no_s1_inter_s2,0.0000,1
silver/stt2_page_0290_c03_046.png,stt2,page_0290,3,thương,僚,戧,SILVER_uncalibrated,s2_inter_s3_corrected,0.0074,1
silver/stt2_page_0290_c06_097.png,stt2,page_0290,6,ngày,得,𣈜,SILVER_uncalibrated,s2_inter_s3_corrected,,50
,stt2,page_0290,7,sống,報,𧚠,REVIEW,no_s1_inter_s2,,3
silver/stt2_page_0294_c04_074.png,stt2,page_0294,4,thánh,至,圣,SILVER_uncalibrated,s2_inter_s3_corrected,0.0669,21
silver/stt2_page_0296_c01_001.png,stt2,page_0296,1,lần,吞,吝,SILVER_uncalibrated,s2_inter_s3_corrected,0.0268,7
,stt2,page_0296,5,em,庵,俺,REVIEW,no_s1_inter_s2,0.0000,2
silver/stt2_page_0296_c07_124.png,stt2,page_0296,7,ấy,伐,𧘇,SILVER_uncalibrated,s2_inter_s3_corrected,,21
,stt2,page_0298,8,làm,歹,爫,REVIEW,diverged_column,0.0000,8
silver/stt2_page_0298_c09_162.png,stt2,page_0298,9,ngày,得,𣈜,SILVER_uncalibrated,s2_inter_s3_corrected,,50
silver/stt2_page_0300_c03_048.png,stt2,page_0300,3,thánh,至,圣,SILVER_uncalibrated,s2_inter_s3_corrected,0.0669,21
silver/stt2_page_0306_c02_030.png,stt2,page_0306,2,thánh,至,圣,SILVER_uncalibrated,s2_inter_s3_corrected,0.0669,21
,stt2,page_0306,4,làm,歹,爫,REVIEW,no_s1_inter_s2,0.0000,8
silver/stt2_page_0306_c04_076.png,stt2,page_0306,4,ngày,得,𣈜,SILVER_uncalibrated,s2_inter_s3_corrected,,50
silver/stt2_page_0308_c05_054.png,stt2,page_0308,5,thánh,至,圣,SILVER_uncalibrated,s2_inter_s3_corrected,0.0669,21
,stt2,page_0310,1,xở,拠,処,REVIEW,no_s1_inter_s2,0.1175,1
silver/stt2_page_0310_c02_030.png,stt2,page_0310,2,nhọc,厚,辱,SILVER_uncalibrated,s2_inter_s3_corrected,0.0000,1
,stt2,page_0310,5,trời,莽,𡗶,REVIEW,no_s1_inter_s2,,1
silver/stt2_page_0310_c06_088.png,stt2,page_0310,6,thánh,至,圣,SILVER_uncalibrated,s2_inter_s3_corrected,0.0669,21
silver/stt2_page_0312_c03_053.png,stt2,page_0312,3,lần,吞,吝,SILVER_uncalibrated,s2_inter_s3_corrected,0.0268,7
silver/stt2_page_0314_c05_087.png,stt2,page_0314,5,ấy,伐,𧘇,SILVER_uncalibrated,s2_inter_s3_corrected,,21
,stt2,page_0314,6,thay,出,卋,REVIEW,no_s1_inter_s2,0.0361,4
silver/stt2_page_0314_c09_175.png,stt2,page_0314,9,song,収,双,SILVER_uncalibrated,s2_inter_s3_corrected,0.0592,5
silver/stt2_page_0316_c06_091.png,stt2,page_0316,6,thánh,至,圣,SILVER_uncalibrated,s2_inter_s3_corrected,0.0669,21
,stt2,page_0320,2,làm,歹,爫,REVIEW,no_s1_inter_s2,0.0000,8
,stt2,page_0324,7,dây,銕,𦀊,REVIEW,no_s1_inter_s2,,4
,stt2,page_0328,4,thánh,至,圣,REVIEW,diverged_column,0.0669,21
,stt2,page_0328,9,làm,歹,爫,REVIEW,no_s1_inter_s2,0.0000,8
,stt4,page_0012,1,mông,要,夢,REVIEW,no_s1_inter_s2,0.0216,4
,stt4,page_0012,2,khi,敦,欹,REVIEW,no_s1_inter_s2,0.0188,2
silver/stt4_page_0012_c03_051.png,stt4,page_0012,3,ngày,得,𣈜,SILVER_uncalibrated,s2_inter_s3_corrected,,50
silver/stt4_page_0014_c01_014.png,stt4,page_0014,1,quỷ,思,鬼,SILVER_uncalibrated,s2_inter_s3_corrected,0.0000,57
,stt4,page_0014,3,quỷ,思,鬼,REVIEW,no_s1_inter_s2,0.0000,57
silver/stt4_page_0014_c07_138.png,stt4,page_0014,7,quỷ,思,鬼,SILVER_uncalibrated,s2_inter_s3_corrected,0.0000,57
,stt4,page_0018,6,song,政,双,REVIEW,no_s1_inter_s2,0.0592,18
silver/stt4_page_0022_c01_017.png,stt4,page_0022,1,một,皮,殳,SILVER_uncalibrated,s2_inter_s3_corrected,0.0000,5
,stt4,page_0022,3,cô,祐,轱,REVIEW,no_s1_inter_s2,0.0201,1
,stt4,page_0022,6,quỷ,思,鬼,REVIEW,no_s1_inter_s2,0.0000,57
silver/stt4_page_0022_c09_192.png,stt4,page_0022,9,thầy,楽,柴,SILVER_uncalibrated,s2_inter_s3_corrected,0.0000,3
,stt4,page_0028,6,quỷ,思,鬼,REVIEW,no_s1_inter_s2,0.0000,57
silver/stt4_page_0028_c07_106.png,stt4,page_0028,7,quỷ,思,鬼,SILVER_uncalibrated,s2_inter_s3_corrected,0.0000,57
,stt4,page_0028,7,hiện,兇,莧,REVIEW,no_s1_inter_s2,0.0089,1
,stt4,page_0028,9,đòn,拖,屯,REVIEW,no_s1_inter_s2,0.0000,2
silver/stt4_page_0030_c05_094.png,stt4,page_0030,5,song,政,双,SILVER_uncalibrated,s2_inter_s3_corrected,0.0592,18
,stt4,page_0030,6,si,管,笞,REVIEW,no_s1_inter_s2,0.0000,1
,stt4,page_0032,2,ma,瑪,嗎,REVIEW,diverged_column,0.0514,16
silver/stt4_page_0034_c02_029.png,stt4,page_0034,2,thầy,楽,柴,SILVER_uncalibrated,s2_inter_s3_corrected,0.0000,3
silver/stt4_page_0034_c03_047.png,stt4,page_0034,3,song,政,双,SILVER_uncalibrated,s2_inter_s3_corrected,0.0592,18
silver/stt4_page_0036_c07_141.png,stt4,page_0036,7,song,収,双,SILVER_uncalibrated,s2_inter_s3_corrected,0.0592,5
,stt4,page_0036,8,làm,分,爫,REVIEW,no_s1_inter_s2,0.0000,3
,stt4,page_0038,2,quỷ,思,鬼,REVIEW,diverged_column,0.0000,57
silver/stt4_page_0040_c07_139.png,stt4,page_0040,7,ngày,得,𣈜,SILVER_uncalibrated,s2_inter_s3_corrected,,50
silver/stt4_page_0042_c02_030.png,stt4,page_0042,2,song,政,双,SILVER_uncalibrated,s2_inter_s3_corrected,0.0592,18
silver/stt4_page_0042_c03_050.png,stt4,page_0042,3,quỷ,思,鬼,SILVER_uncalibrated,s2_inter_s3_corrected,0.0000,57
,stt4,page_0042,5,một,皮,殳,REVIEW,diverged_column,0.0000,5
,stt4,page_0044,7,lâu,接,搂,REVIEW,no_s1_inter_s2,0.0163,3
silver/stt4_page_0048_c09_167.png,stt4,page_0048,9,nó,放,呶,SILVER_uncalibrated,s2_inter_s3_corrected,0.0000,14
,stt4,page_0050,1,vuốt,獐,猝,REVIEW,no_s1_inter_s2,0.0000,1
silver/stt4_page_0050_c02_036.png,stt4,page_0050,2,quỷ,思,鬼,SILVER_uncalibrated,s2_inter_s3_corrected,0.0000,57
silver/stt4_page_0050_c07_120.png,stt4,page_0050,7,quỷ,思,鬼,SILVER_uncalibrated,s2_inter_s3_corrected,0.0000,57
silver/stt4_page_0050_c08_134.png,stt4,page_0050,8,song,政,双,SILVER_uncalibrated,s2_inter_s3_corrected,0.0592,18
,stt4,page_0050,8,quỷ,思,鬼,REVIEW,no_s1_inter_s2,0.0000,57
,stt4,page_0052,4,trọn,命,侖,REVIEW,no_s1_inter_s2,0.0000,5
silver/stt4_page_0054_c01_004.png,stt4,page_0054,1,nó,放,呶,SILVER_uncalibrated,s2_inter_s3_corrected,0.0000,14
silver/stt4_page_0056_c05_096.png,stt4,page_0056,5,quỷ,思,鬼,SILVER_uncalibrated,s2_inter_s3_corrected,0.0000,57
silver/stt4_page_0058_c03_046.png,stt4,page_0058,3,quỷ,思,鬼,SILVER_uncalibrated,s2_inter_s3_corrected,0.0000,57
silver/stt4_page_0058_c03_059.png,stt4,page_0058,3,nó,放,呶,SILVER_uncalibrated,s2_inter_s3_corrected,0.0000,14
silver/stt4_page_0058_c04_066.png,stt4,page_0058,4,nó,放,呶,SILVER_uncalibrated,s2_inter_s3_corrected,0.0000,14
silver/stt4_page_0058_c04_068.png,stt4,page_0058,4,quỷ,思,鬼,SILVER_uncalibrated,s2_inter_s3_corrected,0.0000,57
silver/stt4_page_0058_c07_127.png,stt4,page_0058,7,quỷ,思,鬼,SILVER_uncalibrated,s2_inter_s3_corrected,0.0000,57
silver/stt4_page_0060_c08_163.png,stt4,page_0060,8,ngày,得,𣈜,SILVER_uncalibrated,s2_inter_s3_corrected,,50
silver/stt4_page_0060_c09_178.png,stt4,page_0060,9,ba,已,巴,SILVER_uncalibrated,s2_inter_s3_corrected,0.0057,5
,stt4,page_0060,9,ba,已,巴,REVIEW,no_s1_inter_s2,0.0057,5
,stt4,page_0064,5,dấu,呌,𧿫,REVIEW,no_s1_inter_s2,0.0043,17
silver/stt4_page_0064_c06_108.png,stt4,page_0064,6,nó,放,呶,SILVER_uncalibrated,s2_inter_s3_corrected,0.0000,14
silver/stt4_page_0066_c01_016.png,stt4,page_0066,1,xét,蔡,察,SILVER_uncalibrated,s2_inter_s3_corrected,0.0247,1
,stt4,page_0066,7,mồng,要,夢,REVIEW,diverged_column,0.0498,4
silver/stt4_page_0070_c07_133.png,stt4,page_0070,7,nó,放,呶,SILVER_uncalibrated,s2_inter_s3_corrected,0.0000,14
,stt4,page_0072,4,thánh,葆,𨉑,REVIEW,diverged_column,,1
silver/stt4_page_0088_c01_000.png,stt4,page_0088,1,mông,要,夢,SILVER_uncalibrated,s2_inter_s3_corrected,0.0216,4
,stt4,page_0088,2,giàu,霸,𢀭,REVIEW,no_s1_inter_s2,,2
,stt4,page_0088,3,mẹ,族,媄,REVIEW,no_s1_inter_s2,0.0632,3
,stt4,page_0088,9,hay,俗,能,REVIEW,no_s1_inter_s2,0.0221,1
,stt4,page_0090,5,tháng,僊,儻,REVIEW,no_s1_inter_s2,0.0453,1
,stt4,page_0090,7,giữ,侍,佇,REVIEW,diverged_column,0.0173,2
,stt4,page_0092,8,quỷ,思,鬼,REVIEW,no_s1_inter_s2,0.0000,57
silver/stt4_page_0094_c02_027.png,stt4,page_0094,2,quỷ,思,鬼,SILVER_uncalibrated,s2_inter_s3_corrected,0.0000,57
silver/stt4_page_0096_c02_043.png,stt4,page_0096,2,ngày,得,𣈜,SILVER_uncalibrated,s2_inter_s3_corrected,,50
,stt4,page_0096,3,hòi,田,囬,REVIEW,no_s1_inter_s2,0.0535,1
silver/stt4_page_0098_c01_001.png,stt4,page_0098,1,ngày,得,𣈜,SILVER_uncalibrated,s2_inter_s3_corrected,,50
silver/stt4_page_0098_c05_105.png,stt4,page_0098,5,song,政,双,SILVER_uncalibrated,s2_inter_s3_corrected,0.0592,18
silver/stt4_page_0100_c04_075.png,stt4,page_0100,4,chạy,爱,豸,SILVER_uncalibrated,s2_inter_s3_corrected,0.0000,1
,stt4,page_0100,8,đau,病,𤴬,REVIEW,diverged_column,,4
,stt4,page_0108,1,ngày,得,𣈜,REVIEW,diverged_column,,50
,stt4,page_0110,2,sạch,在,石,REVIEW,no_s1_inter_s2,0.0000,1
,stt4,page_0110,7,người,枸,倘,REVIEW,no_s1_inter_s2,0.0134,1
,stt4,page_0114,4,làm,分,爫,REVIEW,no_s1_inter_s2,0.0000,3
silver/stt4_page_0114_c05_099.png,stt4,page_0114,5,ba,已,巴,SILVER_uncalibrated,s2_inter_s3_corrected,0.0057,5
,stt4,page_0114,7,trọn,命,侖,REVIEW,no_s1_inter_s2,0.0000,5
silver/stt4_page_0116_c07_148.png,stt4,page_0116,7,song,政,双,SILVER_uncalibrated,s2_inter_s3_corrected,0.0592,18
,stt4,page_0118,3,quỷ,思,鬼,REVIEW,no_s1_inter_s2,0.0000,57
,stt4,page_0118,6,người,侯,𤽗,REVIEW,no_s1_inter_s2,,1
silver/stt4_page_0118_c08_173.png,stt4,page_0118,8,quỷ,思,鬼,SILVER_uncalibrated,s2_inter_s3_corrected,0.0000,57
,stt4,page_0120,2,quỷ,思,鬼,REVIEW,no_s1_inter_s2,0.0000,57
,stt4,page_0120,7,viếng,未,永,REVIEW,no_s1_inter_s2,0.0000,2
,stt4,page_0122,1,lá,覄,萝,REVIEW,no_s1_inter_s2,0.1462,1
silver/stt4_page_0124_c06_133.png,stt4,page_0124,6,nô,放,呶,SILVER_uncalibrated,s2_inter_s3_corrected,0.0000,14
silver/stt4_page_0126_c01_007.png,stt4,page_0126,1,ngày,得,𣈜,SILVER_uncalibrated,s2_inter_s3_corrected,,50
silver/stt4_page_0128_c03_045.png,stt4,page_0128,3,ma,瑪,嗎,SILVER_uncalibrated,s2_inter_s3_corrected,0.0514,16
,stt4,page_0132,7,đòn,拖,屯,REVIEW,no_s1_inter_s2,0.0000,2
silver/stt4_page_0134_c04_059.png,stt4,page_0134,4,ngày,得,𣈜,SILVER_uncalibrated,s2_inter_s3_corrected,,50
,stt4,page_0136,2,quỷ,思,鬼,REVIEW,no_s1_inter_s2,0.0000,57
,stt4,page_0136,3,nung,震,癑,REVIEW,no_s1_inter_s2,,2
,stt4,page_0136,5,văng,木,永,REVIEW,no_s1_inter_s2,0.0000,1
silver/stt4_page_0138_c01_000.png,stt4,page_0138,1,song,政,双,SILVER_uncalibrated,s2_inter_s3_corrected,0.0592,18
silver/stt4_page_0140_c09_177.png,stt4,page_0140,9,nó,放,呶,SILVER_uncalibrated,s2_inter_s3_corrected,0.0000,14
,stt4,page_0142,6,mới,賓,買,REVIEW,no_s1_inter_s2,0.0000,1
silver/stt4_page_0148_c05_098.png,stt4,page_0148,5,ngày,得,𣈜,SILVER_uncalibrated,s2_inter_s3_corrected,,50
silver/stt4_page_0148_c08_147.png,stt4,page_0148,8,si,槎,蹉,SILVER_uncalibrated,s3_head_bank_consensus,0.0000,26
silver/stt4_page_0148_c09_160.png,stt4,page_0148,9,si,槎,蹉,SILVER_uncalibrated,s2_inter_s3_corrected,0.0000,26
,stt4,page_0150,3,si,移,眵,REVIEW,no_s1_inter_s2,0.0000,2
,stt4,page_0150,3,xê,捿,啛,REVIEW,no_s1_inter_s2,0.0000,1
silver/stt4_page_0150_c05_097.png,stt4,page_0150,5,si,槎,蹉,SILVER_uncalibrated,s2_inter_s3_corrected,0.0000,26
silver/stt4_page_0152_c04_069.png,stt4,page_0152,4,ma,瑪,嗎,SILVER_uncalibrated,s2_inter_s3_corrected,0.0514,16
,stt4,page_0154,1,xê,棲,啛,REVIEW,no_s1_inter_s2,0.0000,1
silver/stt4_page_0154_c01_004.png,stt4,page_0154,1,si,槎,蹉,SILVER_uncalibrated,s2_inter_s3_corrected,0.0000,26
silver/stt4_page_0154_c02_030.png,stt4,page_0154,2,si,槎,蹉,SILVER_uncalibrated,s2_inter_s3_corrected,0.0000,26
silver/stt4_page_0154_c07_145.png,stt4,page_0154,7,ma,瑪,嗎,SILVER_uncalibrated,s2_inter_s3_corrected,0.0514,16
silver/stt4_page_0154_c08_146.png,stt4,page_0154,8,si,槎,蹉,SILVER_uncalibrated,s3_head_bank_consensus,0.0000,26
,stt4,page_0154,8,một,发,殳,REVIEW,no_s1_inter_s2,0.0000,5
silver/stt4_page_0154_c08_151.png,stt4,page_0154,8,ngày,得,𣈜,SILVER_uncalibrated,s2_inter_s3_corrected,,50
silver/stt4_page_0156_c03_032.png,stt4,page_0156,3,song,収,双,SILVER_uncalibrated,s2_inter_s3_corrected,0.0592,5
,stt4,page_0158,2,một,皮,殳,REVIEW,diverged_column,0.0000,5
,stt4,page_0158,6,khỏe,珪,圭,REVIEW,no_s1_inter_s2,0.0000,1
,stt4,page_0158,7,khỏe,珪,圭,REVIEW,no_s1_inter_s2,0.0000,1
,stt4,page_0162,4,dấu,雨,酉,REVIEW,no_s1_inter_s2,0.0476,1
,stt4,page_0164,7,dây,銕,𦀊,REVIEW,no_s1_inter_s2,,4
,stt4,page_0164,9,giàu,霸,𢀭,REVIEW,no_s1_inter_s2,,2
