book,page,column,nom_idx,syl_idx,bbox,fold,tier,tier_v3,syllable_v3,syl_in_classes,ok,p_syl_v3,argmax,max_prob,top5,p_left,p_right
stt11,page_0118,9,17,18,"[253, 2018, 353, 2134]",1,GOLD,CHAR_A,thì,1,1,0.705997,thì,0.705997,"[[""thì"", 0.706], [""được"", 0.08569], [""này"", 0.02284], [""sợ"", 0.00695], [""hành"", 0.00483]]",,0.000237879
stt11,page_0118,9,18,19,"[254, 2107, 351, 2222]",1,GOLD,CHAR_A,thánh,1,1,0.689306,thánh,0.689306,"[[""thánh"", 0.68931], [""bà"", 0.03196], [""anh"", 0.01761], [""ông"", 0.00893], [""mao"", 0.00788]]",9.76252e-05,7.54389e-05
stt11,page_0118,9,19,20,"[253, 2201, 352, 2318]",1,GOLD,CHAR_A,an,1,1,0.954964,an,0.954964,"[[""an"", 0.95496], [""du"", 0.00552], [""giữ"", 0.00202], [""ủi"", 0.00141], [""chữ"", 0.00114]]",0.000180969,5.25542e-06
stt11,page_0118,9,20,21,"[252, 2295, 353, 2412]",1,GOLD,CHAR_A,tô,1,1,0.529801,tô,0.529801,"[[""tô"", 0.5298], [""trước"", 0.10769], [""mùi"", 0.01942], [""là"", 0.01264], [""tươi"", 0.01155]]",0.00119397,0.000286936
stt11,page_0118,9,21,22,"[242, 2386, 341, 2495]",1,GOLD,CHAR_A,mới,1,1,0.979836,mới,0.979836,"[[""mới"", 0.97984], [""mấy"", 0.00118], [""năm"", 0.00044], [""i"", 0.00038], [""hiền"", 0.00035]]",2.07419e-06,
stt11,page_0120,1,0,0,"[1477, 358, 1580, 471]",4,GOLD,CHAR_A,bảo,1,1,0.961603,bảo,0.961603,"[[""bảo"", 0.9616], [""tượng"", 0.00272], [""đời"", 0.00267], [""việc"", 0.00194], [""quở"", 0.00173]]",,3.32153e-05
stt11,page_0120,1,1,1,"[1480, 454, 1579, 573]",4,GOLD,CHAR_A,răng,1,1,0.150536,rằng,0.745499,"[[""rằng"", 0.7455], [""răng"", 0.15054], [""làm"", 0.00334], [""tu"", 0.00322], [""đức"", 0.00317]]",3.79331e-05,0.00161295
stt11,page_0120,1,2,2,"[1477, 551, 1580, 674]",4,GOLD,CHAR_A,hãy,1,1,0.771609,hãy,0.771609,"[[""hãy"", 0.77161], [""ai"", 0.0353], [""thiên"", 0.02944], [""rằng"", 0.00714], [""nơi"", 0.0069]]",5.51923e-05,0.00182772
stt11,page_0120,1,3,3,"[1477, 648, 1580, 775]",4,GOLD,CHAR_A,vào,1,1,0.795908,vào,0.795908,"[[""vào"", 0.79591], [""bao"", 0.09448], [""lâu"", 0.00961], [""nơi"", 0.00535], [""lê"", 0.0034]]",3.42697e-05,5.50764e-06
stt11,page_0120,1,4,4,"[1476, 749, 1580, 872]",4,REVIEW,REVIEW,nhà,1,1,0.00127595,một,0.1322,"[[""một"", 0.1322], [""lâu"", 0.0709], [""nhiều"", 0.04882], [""lạ"", 0.02578], [""dái"", 0.021]]",0.00173722,0.000178163
stt11,page_0120,1,5,5,"[1477, 842, 1578, 960]",4,SYLLABLE,SYL,bấy,1,1,0.0538327,gian,0.078326,"[[""gian"", 0.07833], [""bấy"", 0.05383], [""có"", 0.04854], [""bây"", 0.03265], [""ngủ"", 0.03221]]",0.000174036,0.00376491
stt11,page_0120,1,6,6,"[1477, 941, 1579, 1059]",4,GOLD,CHAR_A,giờ,1,1,0.964247,giờ,0.964247,"[[""giờ"", 0.96425], [""thờ"", 0.00399], [""vâng"", 0.001], [""học"", 0.00087], [""xét"", 0.0008]]",0.000415862,7.82793e-06
stt11,page_0120,1,7,7,"[1479, 1033, 1578, 1147]",4,SYLLABLE,SYL,người,1,1,0.839109,người,0.839109,"[[""người"", 0.83911], [""những"", 0.00527], [""quê"", 0.0028], [""xưa"", 0.0026], [""đến"", 0.00246]]",0.000273797,0.000933507
stt11,page_0120,1,8,8,"[1477, 1121, 1581, 1238]",4,GOLD,CHAR_A,liền,1,1,0.869027,liền,0.869027,"[[""liền"", 0.86903], [""liên"", 0.0643], [""lên"", 0.01284], [""tóc"", 0.00961], [""trên"", 0.00517]]",0.000830278,2.21262e-05
stt11,page_0120,1,9,9,"[1475, 1210, 1582, 1329]",4,REVIEW,REVIEW,vào,1,1,0.393138,vào,0.393138,"[[""vào"", 0.39314], [""xin"", 0.04152], [""bao"", 0.03476], [""đã"", 0.03455], [""lại"", 0.02837]]",0.0269632,0.00190053
stt11,page_0120,1,10,10,"[1477, 1302, 1580, 1417]",4,GOLD,CHAR_A,mà,1,1,0.920569,mà,0.920569,"[[""mà"", 0.92057], [""a"", 0.01768], [""trong"", 0.00645], [""chăng"", 0.00579], [""chẳng"", 0.00372]]",0.000846654,0.000351562
stt11,page_0120,1,11,11,"[1476, 1392, 1582, 1507]",4,GOLD,CHAR_A,kẻ,1,1,0.980314,kẻ,0.980314,"[[""kẻ"", 0.98031], [""chăng"", 0.00203], [""mà"", 0.00155], [""trả"", 0.00099], [""cùng"", 0.00082]]",0.00155116,2.50722e-05
stt11,page_0120,1,12,12,"[1467, 1479, 1571, 1598]",4,SYLLABLE,SYL,giữ,1,1,0.280963,giữ,0.280963,"[[""giữ"", 0.28096], [""kẻ"", 0.1681], [""tôi"", 0.06124], [""mình"", 0.03336], [""thương"", 0.02121]]",0.168099,0.00112602
stt11,page_0120,1,13,13,"[1477, 1581, 1578, 1695]",4,GOLD,CHAR_A,cửa,1,1,0.419312,cửa,0.419312,"[[""cửa"", 0.41931], [""học"", 0.09086], [""tốt"", 0.07711], [""chăng"", 0.04309], [""xưa"", 0.01969]]",0.00163836,0.0430871
stt11,page_0120,1,14,14,"[1476, 1670, 1580, 1786]",4,GOLD,CHAR_A,chăng,1,1,0.635949,chăng,0.635949,"[[""chăng"", 0.63595], [""chẳng"", 0.3409], [""chắng"", 0.0104], [""sao"", 0.0024], [""bụt"", 0.00071]]",2.54671e-05,5.75983e-07
stt11,page_0120,1,15,15,"[1477, 1761, 1580, 1874]",4,GOLD,CHAR_A,thấy,1,1,0.67978,thấy,0.67978,"[[""thấy"", 0.67978], [""bốn"", 0.03729], [""chăng"", 0.0112], [""phép"", 0.00541], [""thể"", 0.00535]]",0.0111961,0.000117758
stt11,page_0120,1,16,16,"[1478, 1861, 1578, 1972]",4,GOLD,CHAR_A,qua,1,1,0.487123,qua,0.487123,"[[""qua"", 0.48712], [""cũng"", 0.05982], [""liên"", 0.02967], [""yêu"", 0.02279], [""chúa"", 0.01383]]",0.000469397,0.000183818
stt11,page_0120,1,17,17,"[1469, 1950, 1569, 2062]",4,GOLD,CHAR_A,khi,1,1,0.533956,khi,0.533956,"[[""khi"", 0.53396], [""làm"", 0.05341], [""ngựa"", 0.01817], [""nãy"", 0.01466], [""phúc"", 0.01068]]",4.19881e-05,0.000669758
stt11,page_0120,1,18,18,"[1468, 2040, 1568, 2150]",4,GOLD,CHAR_A,đến,1,1,0.952839,đến,0.952839,"[[""đến"", 0.95284], [""kẻ"", 0.00404], [""nãy"", 0.00368], [""người"", 0.00159], [""cứng"", 0.00104]]",0.00023056,0.00023056
stt11,page_0120,1,19,19,"[1468, 2120, 1569, 2233]",4,GOLD,CHAR_A,nơi,1,1,0.388368,này,0.500382,"[[""này"", 0.50038], [""nơi"", 0.38837], [""thánh"", 0.01495], [""ni"", 0.00433], [""hồ"", 0.00328]]",0.000152391,8.48182e-05
stt11,page_0120,1,20,20,"[1469, 2211, 1568, 2322]",4,REVIEW,REVIEW,vua,1,1,0.0575288,lấy,0.12664,"[[""lấy"", 0.12664], [""vua"", 0.05753], [""còn"", 0.03183], [""y"", 0.02235], [""điều"", 0.02104]]",0.000795358,0.000330262
stt11,page_0120,1,21,21,"[1462, 2298, 1555, 2395]",4,GOLD,CHAR_B,ngự,1,1,0.00350928,kẻ,0.0629368,"[[""kẻ"", 0.06294], [""nên"", 0.03356], [""dòng"", 0.02938], [""nói"", 0.02528], [""bấy"", 0.02047]]",0.000598027,
stt11,page_0120,2,0,0,"[1317, 350, 1420, 454]",4,SYLLABLE,SYL,bồng,1,1,0.117352,chốc,0.17008,"[[""chốc"", 0.17008], [""bồng"", 0.11735], [""bông"", 0.04816], [""tượng"", 0.03657], [""hề"", 0.01931]]",,0.17008
stt11,page_0120,2,1,1,"[1331, 433, 1410, 538]",4,GOLD,CHAR_A,chốc,1,1,0.995657,chốc,0.995657,"[[""chốc"", 0.99566], [""việc"", 0.00027], [""đời"", 0.00023], [""nhiêu"", 0.00021], [""kẻ"", 0.00016]]",7.72279e-05,6.69558e-06
stt11,page_0120,2,2,2,"[1331, 520, 1410, 625]",4,GOLD,CHAR_A,liên,1,1,0.0905056,liền,0.468462,"[[""liền"", 0.46846], [""liên"", 0.09051], [""lên"", 0.03183], [""trên"", 0.01309], [""đặt"", 0.01056]]",0.000106386,0.000327692
stt11,page_0120,2,3,3,"[1331, 608, 1410, 712]",4,GOLD,CHAR_B,cháy,1,1,0.273919,cháy,0.273919,"[[""cháy"", 0.27392], [""chối"", 0.13092], [""ong"", 0.04284], [""tươi"", 0.02717], [""liền"", 0.02503]]",0.018897,0.000213233
stt11,page_0120,2,4,4,"[1331, 695, 1410, 800]",4,GOLD,CHAR_A,thì,1,1,0.968671,thì,0.968671,"[[""thì"", 0.96867], [""được"", 0.00252], [""ngày"", 0.00169], [""nhất"", 0.00153], [""này"", 0.00062]]",1.61878e-05,1.04517e-05
stt11,page_0120,2,5,5,"[1331, 782, 1410, 887]",4,SYLLABLE,SYL,vua,1,1,0.326879,vua,0.326879,"[[""vua"", 0.32688], [""xác"", 0.05522], [""hồ"", 0.04614], [""thì"", 0.04201], [""lẽ"", 0.03284]]",0.0420069,2.12785e-05
stt11,page_0120,2,6,6,"[1331, 869, 1410, 974]",4,GOLD,CHAR_B,sợ,1,1,0.00596949,nào,0.125409,"[[""nào"", 0.12541], [""lại"", 0.06609], [""vua"", 0.05279], [""được"", 0.02588], [""cùng"", 0.02302]]",0.0527914,0.0660861
stt11,page_0120,2,7,7,"[1321, 958, 1414, 1064]",4,GOLD,CHAR_A,lại,1,1,0.0734369,sợ,0.236826,"[[""sợ"", 0.23683], [""lại"", 0.07344], [""sự"", 0.03317], [""nghĩ"", 0.03297], [""khăn"", 0.03233]]",0.236826,
stt11,page_0120,2,8,8,"[1322, 1057, 1415, 1163]",4,REVIEW,REVIEW,trối,0,1,,lại,0.0559771,"[[""lại"", 0.05598], [""chớ"", 0.04056], [""thương"", 0.037], [""lấy"", 0.03227], [""tháng"", 0.02956]]",0.0559771,0.000303065
stt11,page_0120,2,9,9,"[1322, 1140, 1416, 1242]",4,GOLD,CHAR_A,dậy,1,1,0.000484297,bạc,0.0703483,"[[""bạc"", 0.07035], [""quên"", 0.03489], [""dái"", 0.02568], [""xin"", 0.02315], [""đạo"", 0.02137]]",,0.00868556
stt11,page_0120,2,10,10,"[1321, 1229, 1416, 1330]",4,GOLD,CHAR_A,mà,1,1,0.3288,mà,0.3288,"[[""mà"", 0.3288], [""chăng"", 0.0723], [""một"", 0.05912], [""có"", 0.02723], [""mới"", 0.01935]]",0.0174769,0.000755977
stt11,page_0120,2,11,11,"[1321, 1310, 1415, 1409]",4,SYLLABLE,SYL,làm,1,1,0.0704858,mà,0.632234,"[[""mà"", 0.63223], [""làm"", 0.07049], [""trả"", 0.02967], [""vậy"", 0.01668], [""là"", 0.01542]]",0.632234,2.17831e-05
stt11,page_0120,2,12,12,"[1311, 1387, 1409, 1491]",4,GOLD,CHAR_A,lành,1,1,0.0310952,làm,0.358656,"[[""làm"", 0.35866], [""tu"", 0.12788], [""ấy"", 0.06519], [""các"", 0.03304], [""lành"", 0.0311]]",0.358656,0.000897745
stt11,page_0120,2,13,13,"[1311, 1474, 1409, 1582]",4,GOLD,CHAR_A,cùng,1,1,0.816575,cùng,0.816575,"[[""cùng"", 0.81657], [""cũng"", 0.05479], [""các"", 0.00731], [""là"", 0.00618], [""lâu"", 0.00499]]",0.0034956,2.35532e-05
stt11,page_0120,2,14,14,"[1310, 1564, 1409, 1671]",4,GOLD,CHAR_A,người,1,1,0.204556,người,0.204556,"[[""người"", 0.20456], [""thầy"", 0.03962], [""con"", 0.02624], [""kính"", 0.02426], [""trên"", 0.01775]]",0.00246909,0.00176458
stt11,page_0120,2,15,15,"[1312, 1678, 1405, 1776]",4,GOLD,CHAR_A,xin,1,1,0.608607,xin,0.608607,"[[""xin"", 0.60861], [""cùng"", 0.04873], [""tiếng"", 0.04242], [""chăng"", 0.01817], [""thì"", 0.01518]]",6.40242e-05,0.000870124
stt11,page_0120,2,16,16,"[1313, 1758, 1406, 1857]",4,GOLD,CHAR_A,sự,1,1,0.95127,sự,0.95127,"[[""sự"", 0.95127], [""ấy"", 0.00186], [""trọng"", 0.00179], [""nữa"", 0.0017], [""dối"", 0.00155]]",8.61539e-05,0.00141788
stt11,page_0120,2,17,17,"[1311, 1845, 1406, 1949]",4,GOLD,CHAR_A,gì,1,1,0.93142,gì,0.93142,"[[""gì"", 0.93142], [""chi"", 0.00272], [""đã"", 0.00236], [""phải"", 0.00232], [""bụt"", 0.00181]]",0.000989839,0.00112602
stt11,page_0120,2,18,18,"[1312, 1935, 1405, 2037]",4,GOLD,CHAR_A,thì,1,1,0.708414,thì,0.708414,"[[""thì"", 0.70841], [""bấy"", 0.0106], [""rãi"", 0.00869], [""được"", 0.0074], [""nghe"", 0.00666]]",0.000501626,8.88887e-05
stt11,page_0120,2,19,19,"[1304, 2017, 1396, 2118]",4,GOLD,CHAR_A,cho,1,1,0.75872,cho,0.75872,"[[""cho"", 0.75872], [""được"", 0.05067], [""tên"", 0.00872], [""mười"", 0.008], [""đời"", 0.00658]]",0.000369876,4.64766e-05
stt11,page_0120,2,20,20,"[1303, 2105, 1397, 2207]",4,GOLD,CHAR_A,sự,1,1,0.910177,sự,0.910177,"[[""sự"", 0.91018], [""làm"", 0.00417], [""dối"", 0.00313], [""tiếng"", 0.00202], [""khó"", 0.00201]]",0.000157228,0.000525699
stt11,page_0120,2,21,21,"[1302, 2187, 1397, 2289]",4,SYLLABLE,SYL,ấy,1,1,0.928639,ấy,0.928639,"[[""ấy"", 0.92864], [""ý"", 0.00511], [""đây"", 0.00246], [""ay"", 0.00214], [""vì"", 0.00196]]",0.00150344,0.000685641
stt11,page_0120,2,22,22,"[1303, 2271, 1395, 2366]",4,GOLD,CHAR_A,song,1,1,0.94953,song,0.94953,"[[""song"", 0.94953], [""nghĩa"", 0.00618], [""dạy"", 0.00261], [""thái"", 0.00235], [""nữa"", 0.00208]]",0.000167369,
stt11,page_0120,3,0,0,"[1171, 353, 1270, 456]",4,GOLD,CHAR_A,le,1,1,0.156532,li,0.466635,"[[""li"", 0.46664], [""le"", 0.15653], [""răng"", 0.01579], [""ta"", 0.01536], [""cai"", 0.01372]]",,1.21241e-05
stt11,page_0120,3,1,1,"[1170, 438, 1270, 549]",4,GOLD,CHAR_A,vàng,1,1,0.927845,vàng,0.927845,"[[""vàng"", 0.92785], [""long"", 0.00407], [""đồng"", 0.00334], [""đổ"", 0.00207], [""tan"", 0.00198]]",5.96771e-05,2.46835e-05
stt11,page_0120,3,2,2,"[1171, 529, 1269, 638]",4,GOLD,CHAR_A,bạc,1,1,0.540778,bạc,0.540778,"[[""bạc"", 0.54078], [""đào"", 0.01548], [""ri"", 0.01483], [""tay"", 0.01289], [""cu"", 0.01031]]",6.40242e-05,8.88887e-05
stt11,page_0120,3,3,3,"[1170, 618, 1268, 728]",4,SYLLABLE,SYL,vua,1,1,0.880023,vua,0.880023,"[[""vua"", 0.88002], [""giết"", 0.0282], [""lòng"", 0.00539], [""trên"", 0.00435], [""ma"", 0.00366]]",1.34202e-05,9.15178e-06
stt11,page_0120,3,4,4,"[1169, 706, 1270, 819]",4,GOLD,CHAR_B,cho,1,1,0.940101,cho,0.940101,"[[""cho"", 0.9401], [""mặt"", 0.00628], [""sau"", 0.00199], [""lâu"", 0.00186], [""gởi"", 0.00169]]",1.77789e-05,6.60565e-05
stt11,page_0120,3,5,5,"[1169, 796, 1269, 907]",4,GOLD,CHAR_A,tôi,1,1,0.978849,tôi,0.978849,"[[""tôi"", 0.97885], [""cho"", 0.0022], [""thì"", 0.00187], [""tốt"", 0.00164], [""vợ"", 0.00071]]",0.00219605,1.52071e-05
stt11,page_0120,3,6,6,"[1168, 885, 1269, 998]",4,GOLD,CHAR_A,chăng,1,1,0.234983,tôi,0.253087,"[[""tôi"", 0.25309], [""chăng"", 0.23498], [""chẳng"", 0.14806], [""tử"", 0.0276], [""mình"", 0.02484]]",0.253087,0.00042739
stt11,page_0120,3,7,7,"[1168, 974, 1271, 1088]",4,GOLD,CHAR_B,lấy,1,1,0.578756,lấy,0.578756,"[[""lấy"", 0.57876], [""chăng"", 0.24626], [""chẳng"", 0.12639], [""chắng"", 0.00442], [""bỏ"", 0.00171]]",0.24626,1.79183e-05
stt11,page_0120,3,8,8,"[1168, 1074, 1270, 1187]",4,GOLD,CHAR_A,đến,1,1,0.357258,đến,0.357258,"[[""đến"", 0.35726], [""lấy"", 0.14211], [""hình"", 0.08145], [""vậy"", 0.06557], [""gì"", 0.02798]]",0.142107,0.000974493
stt11,page_0120,3,9,9,"[1169, 1165, 1269, 1275]",4,GOLD,CHAR_A,khi,1,1,0.197682,đến,0.777851,"[[""đến"", 0.77785], [""khi"", 0.19768], [""còn"", 0.00198], [""thành"", 0.00134], [""thật"", 0.00076]]",0.777851,2.47727e-07
stt11,page_0120,3,10,10,"[1168, 1253, 1269, 1367]",4,SYLLABLE,SYL,đức,1,1,0.816475,đức,0.816475,"[[""đức"", 0.81648], [""khi"", 0.0123], [""viếng"", 0.00602], [""phần"", 0.00539], [""hôi"", 0.0048]]",0.0122965,0.00226576
stt11,page_0120,3,11,11,"[1167, 1352, 1270, 1465]",4,GOLD,CHAR_A,chúa,1,1,0.767663,chúa,0.767663,"[[""chúa"", 0.76766], [""đức"", 0.03825], [""chủ"", 0.00977], [""bên"", 0.00638], [""ngọc"", 0.00583]]",0.0382477,0.00265931
stt11,page_0120,3,12,12,"[1158, 1441, 1263, 1556]",4,SYLLABLE,SYL,trời,1,1,0.955722,trời,0.955722,"[[""trời"", 0.95572], [""chúa"", 0.00135], [""coi"", 0.00105], [""bốn"", 0.00103], [""cùng"", 0.001]]",0.00135295,0.000162219
stt11,page_0120,3,13,13,"[1166, 1542, 1271, 1655]",4,GOLD,CHAR_A,muốn,1,1,0.379743,muốn,0.379743,"[[""muốn"", 0.37974], [""muôn"", 0.03607], [""lửa"", 0.03233], [""ta"", 0.01591], [""hèn"", 0.01421]]",0.000261259,0.00120805
stt11,page_0120,3,14,14,"[1167, 1642, 1270, 1752]",4,GOLD,CHAR_A,trả,1,1,0.842907,trả,0.842907,"[[""trả"", 0.84291], [""tưởng"", 0.00692], [""tu"", 0.0057], [""câu"", 0.00554], [""suy"", 0.00515]]",2.8858e-05,0.000261259
stt11,page_0120,3,15,15,"[1168, 1732, 1269, 1842]",4,GOLD,CHAR_A,công,1,1,0.755577,công,0.755577,"[[""công"", 0.75558], [""khăn"", 0.0161], [""san"", 0.01483], [""ngọc"", 0.01081], [""lẽ"", 0.00914]]",0.000513521,0.000614605
stt11,page_0120,3,16,16,"[1168, 1821, 1270, 1934]",4,GOLD,CHAR_A,cho,1,1,0.910232,cho,0.910232,"[[""cho"", 0.91023], [""đến"", 0.01789], [""có"", 0.00606], [""làm"", 0.00445], [""viết"", 0.00371]]",0.000108909,0.000486192
stt11,page_0120,3,17,17,"[1158, 1911, 1262, 2023]",4,GOLD,CHAR_B,người,1,1,0.972507,người,0.972507,"[[""người"", 0.97251], [""lắm"", 0.00219], [""có"", 0.00164], [""chăng"", 0.00161], [""đức"", 0.00105]]",9.02885e-05,3.97535e-05
stt11,page_0120,3,18,18,"[1159, 2011, 1261, 2121]",4,SYLLABLE,SYL,đã,1,1,0.0935611,vào,0.408799,"[[""vào"", 0.4088], [""đã"", 0.09356], [""này"", 0.02465], [""ba"", 0.02445], [""mươi"", 0.01977]]",1.02095e-05,0.000100724
stt11,page_0120,3,19,19,"[1158, 2092, 1261, 2203]",4,REVIEW,REVIEW,già,1,1,0.000488095,năng,0.114633,"[[""năng"", 0.11463], [""nơi"", 0.04225], [""này"", 0.02696], [""nó"", 0.02675], [""dêu"", 0.02489]]",2.29592e-06,0.00193801
stt11,page_0120,3,20,20,"[1158, 2181, 1261, 2291]",4,REVIEW,REVIEW,chín,1,1,0.544222,chín,0.544222,"[[""chín"", 0.54422], [""chê"", 0.03621], [""vì"", 0.02361], [""đạo"", 0.01935], [""sen"", 0.01839]]",6.60565e-05,0.000621849
stt11,page_0120,3,21,21,"[1151, 2266, 1249, 2370]",4,SYLLABLE,SYL,mươi,1,1,0.596253,mươi,0.596253,"[[""mươi"", 0.59625], [""mười"", 0.04343], [""mới"", 0.03693], [""đạo"", 0.01931], [""ấy"", 0.01734]]",0.000371323,
stt11,page_0120,4,0,0,"[1010, 346, 1114, 454]",4,GOLD,CHAR_A,tám,1,1,0.377708,tám,0.377708,"[[""tám"", 0.37771], [""trăm"", 0.19576], [""thờ"", 0.04515], [""về"", 0.01324], [""mặc"", 0.00917]]",,0.0003757
stt11,page_0120,4,1,1,"[1009, 429, 1115, 541]",4,GOLD,CHAR_A,tuổi,1,1,0.936836,tuổi,0.936836,"[[""tuổi"", 0.93684], [""su"", 0.0043], [""chưng"", 0.00298], [""thử"", 0.00237], [""nghĩa"", 0.00176]]",4.29838e-05,3.21934e-05
stt11,page_0120,4,2,2,"[1011, 518, 1115, 629]",4,GOLD,CHAR_A,bảo,1,1,0.543956,bảo,0.543956,"[[""bảo"", 0.54396], [""nhưng"", 0.02343], [""khóc"", 0.01741], [""đừng"", 0.01443], [""thương"", 0.01438]]",0.000982136,0.000390667
stt11,page_0120,4,3,3,"[1015, 613, 1122, 729]",4,GOLD,CHAR_A,cho,1,1,0.930965,cho,0.930965,"[[""cho"", 0.93097], [""được"", 0.00749], [""làm"", 0.00194], [""tên"", 0.00168], [""cáo"", 0.00146]]",1.56898e-05,2.95423e-05
stt11,page_0120,4,4,4,"[1016, 705, 1122, 817]",4,GOLD,CHAR_A,biết,1,1,0.863845,biết,0.863845,"[[""biết"", 0.86384], [""trời"", 0.03993], [""xét"", 0.00351], [""sáng"", 0.00294], [""thờ"", 0.00183]]",0.00138503,3.29568e-05
stt11,page_0120,4,5,5,"[1009, 804, 1115, 917]",4,SYLLABLE,SYL,ngày,1,1,0.662414,ngày,0.662414,"[[""ngày"", 0.66241], [""nửa"", 0.05383], [""lẽ"", 0.05097], [""biết"", 0.03722], [""rộng"", 0.01048]]",0.037216,7.19843e-05
stt11,page_0120,4,6,6,"[1016, 885, 1122, 999]",4,GOLD,CHAR_A,sinh,1,1,0.000619425,ngày,0.980613,"[[""ngày"", 0.98061], [""lẽ"", 0.002], [""tên"", 0.00133], [""biết"", 0.00096], [""chẳng"", 0.00073]]",0.980613,5.65011e-05
stt11,page_0120,4,7,7,"[1016, 992, 1123, 1107]",4,GOLD,CHAR_A,thì,1,1,0.89399,thì,0.89399,"[[""thì"", 0.89399], [""sinh"", 0.00621], [""vậy"", 0.00409], [""quê"", 0.00366], [""giặc"", 0.00303]]",0.00620729,8.15689e-05
stt11,page_0120,4,8,8,"[1017, 1083, 1122, 1197]",4,SYLLABLE,SYL,người,1,1,0.692004,người,0.692004,"[[""người"", 0.692], [""thì"", 0.21584], [""ngày"", 0.02302], [""của"", 0.00402], [""vì"", 0.00269]]",0.215843,0.000330262
stt11,page_0120,4,9,9,"[1016, 1171, 1123, 1288]",4,GOLD,CHAR_A,liền,1,1,0.671368,liền,0.671368,"[[""liền"", 0.67137], [""liên"", 0.17192], [""lắm"", 0.0311], [""người"", 0.02154], [""giận"", 0.00855]]",0.021539,2.14454e-05
stt11,page_0120,4,10,10,"[1016, 1272, 1124, 1386]",4,SYLLABLE,SYL,nói,1,1,0.910844,nói,0.910844,"[[""nói"", 0.91084], [""liên"", 0.0095], [""những"", 0.00749], [""mở"", 0.00396], [""song"", 0.0035]]",0.00200735,4.36607e-05
stt11,page_0120,4,11,11,"[1016, 1360, 1123, 1478]",4,GOLD,CHAR_A,cùng,1,1,0.750796,cùng,0.750796,"[[""cùng"", 0.7508], [""nói"", 0.06443], [""cũng"", 0.05554], [""công"", 0.00879], [""tù"", 0.00604]]",0.0644293,0.000147702
stt11,page_0120,4,12,12,"[1018, 1462, 1121, 1577]",4,SYLLABLE,SYL,đầy,1,1,0.728585,đầy,0.728585,"[[""đầy"", 0.72859], [""cùng"", 0.03415], [""cũng"", 0.01554], [""dưới"", 0.00523], [""lộc"", 0.00463]]",0.0341514,0.00292068
stt11,page_0120,4,13,13,"[1018, 1561, 1121, 1676]",4,GOLD,CHAR_A,tớ,1,1,0.94013,tớ,0.94013,"[[""tớ"", 0.94013], [""viết"", 0.00552], [""miệng"", 0.00402], [""vồ"", 0.00258], [""đầy"", 0.002]]",0.00199953,0.000168681
stt11,page_0120,4,14,14,"[1017, 1653, 1123, 1764]",4,GOLD,CHAR_B,răng,1,1,0.602693,răng,0.602693,"[[""răng"", 0.60269], [""rằng"", 0.36006], [""mày"", 0.00354], [""bà"", 0.00246], [""sao"", 0.0018]]",3.07191e-05,1.60619e-05
stt11,page_0120,4,15,15,"[1019, 1753, 1121, 1863]",4,GOLD,CHAR_A,nhà,1,1,0.805683,nhà,0.805683,"[[""nhà"", 0.80568], [""lời"", 0.01031], [""còn"", 0.00703], [""như"", 0.00554], [""đầy"", 0.00442]]",0.000166066,0.000607444
stt11,page_0120,4,16,16,"[1010, 1850, 1112, 1963]",4,GOLD,CHAR_A,thầy,1,1,0.745863,thầy,0.745863,"[[""thầy"", 0.74586], [""đoạn"", 0.01073], [""cấm"", 0.00973], [""đồ"", 0.00653], [""táng"", 0.00628]]",1.07834e-05,0.000327692
stt11,page_0120,4,17,17,"[1009, 1931, 1111, 2043]",4,SYLLABLE,SYL,đã,1,1,0.99709,đã,0.99709,"[[""đã"", 0.99709], [""vào"", 0.00033], [""toan"", 0.00021], [""lại"", 0.0002], [""mặt"", 8e-05]]",1.05717e-07,1.43374e-07
stt11,page_0120,4,18,18,"[1008, 2021, 1111, 2133]",4,GOLD,CHAR_A,nát,1,1,0.010559,hoàng,0.294735,"[[""hoàng"", 0.29473], [""bao"", 0.17377], [""nết"", 0.10196], [""lắm"", 0.0562], [""ba"", 0.02266]]",0.00383917,0.000140938
stt11,page_0120,4,19,19,"[1008, 2118, 1112, 2231]",4,SYLLABLE,SYL,hư,1,1,0.322441,hư,0.322441,"[[""hư"", 0.32244], [""xứ"", 0.03862], [""hồ"", 0.03014], [""liên"", 0.02214], [""đường"", 0.01687]]",0.000332852,0.00150932
stt11,page_0120,4,20,20,"[1007, 2201, 1114, 2314]",4,SYLLABLE,SYL,đi,1,1,0.984789,đi,0.984789,"[[""đi"", 0.98479], [""thầy"", 0.00101], [""ri"", 0.00091], [""đá"", 0.00049], [""nhường"", 0.0003]]",3.53575e-05,1.36315e-05
stt11,page_0120,4,21,21,"[1007, 2295, 1113, 2398]",4,SYLLABLE,SYL,đầy,1,1,0.142246,đầy,0.142246,"[[""đầy"", 0.14225], [""chưng"", 0.13909], [""tao"", 0.02831], [""trở"", 0.01973], [""rạc"", 0.01782]]",0.00047493,
stt11,page_0120,5,0,0,"[862, 342, 962, 441]",4,SYLLABLE,SYL,tó,0,1,,khuyên,0.211049,"[[""khuyên"", 0.21105], [""ta"", 0.04892], [""đến"", 0.03537], [""có"", 0.02538], [""người"", 0.02417]]",,0.0154233
