book,page,column,nom_idx,syllable,ocr_char_old,predicted_nom,unicode,prob,in_dict,decision,image
stt11,page_0118,8,10,vợ,偹,嬏,U+5B0F,0.8074,True,RESCUE_GOLD_MED,
stt11,page_0118,9,8,chay,茶,𡗶,U+215F6,0.3938,False,NOT_IN_DICT,
stt11,page_0118,9,12,nhăm,琰,糁,U+7CC1,0.1255,False,NOT_IN_DICT,
stt11,page_0118,9,14,cho,策,朱,U+6731,0.0731,True,RESCUE_LOW_CONF,
stt11,page_0118,9,16,thit,姻,獄,U+7344,0.0667,False,NOT_IN_DICT,
stt11,page_0120,1,4,nhà,戾,没,U+6CA1,0.2258,False,NOT_IN_DICT,
stt11,page_0120,1,9,vào,乞,包,U+5305,0.746,True,RESCUE_GOLD_MED,
stt11,page_0120,1,20,vua,焉,法,U+6CD5,0.0763,False,NOT_IN_DICT,
stt11,page_0120,2,8,trối,沽,皮,U+76AE,0.3138,False,NOT_IN_DICT,
stt11,page_0120,3,19,già,叙,麻,U+9EBB,0.0978,False,NOT_IN_DICT,
stt11,page_0120,3,20,chín,銑,仍,U+4ECD,0.0637,False,NOT_IN_DICT,
stt11,page_0120,5,3,là,思,孛,U+5B5B,0.1715,False,NOT_IN_DICT,
stt11,page_0120,5,7,gần,財,𧵆,U+27D46,0.068,True,RESCUE_LOW_CONF,
stt11,page_0120,5,13,lóc,如,如,U+5982,0.2346,False,NOT_IN_DICT,
stt11,page_0120,5,21,để,𫝕,底,U+5E95,0.9459,True,RESCUE_GOLD_HIGH,
stt11,page_0120,6,0,sống,𦀇,封,U+5C01,0.1087,False,NOT_IN_DICT,
stt11,page_0120,6,4,chiên,弦,移,U+79FB,0.2249,False,NOT_IN_DICT,
stt11,page_0120,6,6,sói,獗,智,U+667A,0.0775,False,NOT_IN_DICT,
stt11,page_0120,6,7,rừng,擾,棱,U+68F1,0.5157,True,RESCUE_LOW_CONF,
stt11,page_0120,6,8,cắn,恨,浪,U+6D6A,0.2655,False,NOT_IN_DICT,
stt11,page_0120,6,12,đầy,首,徳,U+5FB3,0.2465,False,NOT_IN_DICT,
stt11,page_0120,7,14,giúp,朝,執,U+57F7,0.8725,True,RESCUE_GOLD_HIGH,
stt11,page_0120,8,4,nặng,晨,曩,U+66E9,0.0521,True,RESCUE_LOW_CONF,
stt11,page_0120,8,10,lấy,𥘍,礼,U+793C,0.9472,True,RESCUE_GOLD_HIGH,
stt11,page_0120,8,11,tro,粘,𢬦,U+22B26,0.2046,False,NOT_IN_DICT,
stt11,page_0120,8,12,rải,滚,徳,U+5FB3,0.2425,False,NOT_IN_DICT,
stt11,page_0120,8,21,ien,倒,連,U+9023,0.7635,False,NOT_IN_DICT,
stt11,page_0120,9,10,quở,課,味,U+5473,0.1206,False,NOT_IN_DICT,
stt11,page_0120,9,13,muông,微,獄,U+7344,0.4168,False,NOT_IN_DICT,
stt11,page_0122,1,8,ấy,㕣,衣,U+8863,0.451,True,RESCUE_LOW_CONF,
stt11,page_0122,1,17,tốt,奉,卒,U+5352,0.3499,True,RESCUE_LOW_CONF,
stt11,page_0122,1,21,sống,蕤,封,U+5C01,0.5267,False,NOT_IN_DICT,
stt11,page_0122,2,0,da,股,𦝄,U+26744,0.3707,True,RESCUE_LOW_CONF,
stt11,page_0122,2,17,hát,唱,喝,U+559D,0.2875,True,RESCUE_LOW_CONF,
stt11,page_0122,3,7,ây,仅,壳,U+58F3,0.1024,False,NOT_IN_DICT,
stt11,page_0122,3,18,quen,濁,道,U+9053,0.3015,False,NOT_IN_DICT,
stt11,page_0122,3,19,đem,𭂫,曳,U+66F3,0.0581,False,NOT_IN_DICT,
stt11,page_0122,3,20,áo,祇,袄,U+8884,0.8353,True,RESCUE_GOLD_MED,
stt11,page_0122,4,7,thuấn,皆,髙,U+9AD9,0.3861,False,NOT_IN_DICT,
stt11,page_0122,5,5,ra,呼,囉,U+56C9,0.0204,True,RESCUE_LOW_CONF,
stt11,page_0122,5,13,bốm,果,朱,U+6731,0.2061,False,NOT_IN_DICT,
stt11,page_0122,5,16,402,郁,矯,U+77EF,0.0868,False,NOT_IN_DICT,
stt11,page_0122,6,0,ngay,聘,𣈜,U+2321C,0.0091,True,RESCUE_LOW_CONF,
stt11,page_0122,6,12,dạo,逍,道,U+9053,0.9673,True,RESCUE_GOLD_HIGH,
stt11,page_0122,7,15,li,留,离,U+79BB,0.4724,True,RESCUE_LOW_CONF,
stt11,page_0122,7,18,bởi,黑,罢,U+7F62,0.9699,True,RESCUE_GOLD_HIGH,
stt11,page_0122,7,19,tốt,奉,卒,U+5352,0.3859,True,RESCUE_LOW_CONF,
stt11,page_0122,7,20,nết,湟,𣵀,U+23D40,0.1428,True,RESCUE_LOW_CONF,
stt11,page_0122,8,11,còn,岸,群,U+7FA4,0.9262,True,RESCUE_GOLD_HIGH,
stt11,page_0122,8,16,rê,梭,移,U+79FB,0.1619,False,NOT_IN_DICT,
stt11,page_0122,9,7,si,搓,模,U+6A21,0.19,False,NOT_IN_DICT,
stt11,page_0122,9,10,rối,紹,磊,U+78CA,0.583,True,RESCUE_LOW_CONF,
stt11,page_0122,9,17,công,崑,离,U+79BB,0.0713,False,NOT_IN_DICT,
stt11,page_0122,9,18,tan,教,敬,U+656C,0.2378,False,NOT_IN_DICT,
stt11,page_0122,9,20,thứ,吹,次,U+6B21,0.1054,True,RESCUE_LOW_CONF,
stt11,page_0122,9,21,hai,官,咍,U+548D,0.0313,True,RESCUE_LOW_CONF,
stt11,page_0124,1,7,pha,爹,主,U+4E3B,0.0991,False,NOT_IN_DICT,
stt11,page_0124,1,17,vồ,魚,曰,U+66F0,0.9378,False,NOT_IN_DICT,
stt11,page_0124,1,19,rối,蠡,磊,U+78CA,0.2057,True,RESCUE_LOW_CONF,
stt11,page_0124,1,22,vua,言,壳,U+58F3,0.6134,False,NOT_IN_DICT,
stt11,page_0124,2,20,khác,憕,恪,U+606A,0.9647,True,RESCUE_GOLD_HIGH,
stt11,page_0124,3,10,năm,陬,曰,U+66F0,0.4883,False,NOT_IN_DICT,
stt11,page_0124,3,13,họp,分,吏,U+540F,0.9621,False,NOT_IN_DICT,
stt11,page_0124,5,3,giết,批,折,U+6298,0.8986,True,RESCUE_GOLD_HIGH,
stt11,page_0124,5,6,đợi,例,代,U+4EE3,0.417,True,RESCUE_LOW_CONF,
stt11,page_0124,5,14,hay,百,庒,U+5E92,0.092,False,NOT_IN_DICT,
stt11,page_0124,6,0,vua,嘉,君,U+541B,0.2165,True,RESCUE_LOW_CONF,
stt11,page_0124,6,15,về,券,娄,U+5A04,0.1263,False,NOT_IN_DICT,
stt11,page_0124,7,10,theo,曉,燒,U+71D2,0.5969,True,RESCUE_LOW_CONF,
stt11,page_0124,7,15,ngay,宣,求,U+6C42,0.3967,False,NOT_IN_DICT,
stt11,page_0124,7,19,dạy,火,代,U+4EE3,0.8307,True,RESCUE_GOLD_MED,
stt11,page_0124,8,4,pha,上,於,U+65BC,0.1018,False,NOT_IN_DICT,
stt11,page_0124,8,9,núi,尚,离,U+79BB,0.7741,False,NOT_IN_DICT,
stt11,page_0124,8,15,khi,坂,次,U+6B21,0.6635,False,NOT_IN_DICT,
stt11,page_0124,8,16,ở,主,古,U+53E4,0.1383,False,NOT_IN_DICT,
stt11,page_0124,8,20,thương,偕,傷,U+50B7,0.076,True,RESCUE_LOW_CONF,
stt11,page_0124,9,14,ghê,対,杜,U+675C,0.1146,False,NOT_IN_DICT,
stt11,page_0124,9,21,tê,隨,躋,U+8E8B,0.4704,True,RESCUE_LOW_CONF,
stt11,page_0126,1,2,chữa,朝,𦔳,U+26533,0.7317,True,RESCUE_GOLD_MED,
stt11,page_0126,1,5,kẻo,轎,矯,U+77EF,0.9696,True,RESCUE_GOLD_HIGH,
stt11,page_0126,1,8,dối,財,対,U+5BFE,0.0484,True,RESCUE_LOW_CONF,
stt11,page_0126,1,12,về,赤,娄,U+5A04,0.3468,False,NOT_IN_DICT,
stt11,page_0126,2,11,nghiệp,𬜻,業,U+696D,0.0351,True,RESCUE_LOW_CONF,
stt11,page_0126,2,17,tốt,辛,卒,U+5352,0.9031,True,RESCUE_GOLD_HIGH,
stt11,page_0126,4,5,ra,哩,代,U+4EE3,0.9974,False,NOT_IN_DICT,
stt11,page_0126,5,6,mô,糗,模,U+6A21,0.7557,True,RESCUE_GOLD_MED,
stt11,page_0126,5,7,vô,研,年,U+5E74,0.1022,False,NOT_IN_DICT,
stt11,page_0126,6,13,chọn,棧,移,U+79FB,0.1105,False,NOT_IN_DICT,
stt11,page_0126,7,0,lọn,帰,廩,U+5EE9,0.1214,False,NOT_IN_DICT,
stt11,page_0126,7,4,thợ,男,署,U+7F72,0.0015,True,RESCUE_LOW_CONF,
stt11,page_0126,7,18,gương,朔,群,U+7FA4,0.0727,False,NOT_IN_DICT,
stt11,page_0126,8,14,thợ,男,署,U+7F72,0.3904,True,RESCUE_LOW_CONF,
stt11,page_0126,8,16,le,當,离,U+79BB,0.9487,True,RESCUE_GOLD_HIGH,
stt11,page_0126,8,22,ngăm,朞,吟,U+541F,0.0458,True,RESCUE_LOW_CONF,
stt11,page_0126,9,0,sự,於,赦,U+8D66,0.3489,False,NOT_IN_DICT,
stt11,page_0126,9,3,khi,坡,欺,U+6B3A,0.9877,True,RESCUE_GOLD_HIGH,
stt11,page_0126,9,9,áo,仸,袄,U+8884,0.9512,True,RESCUE_GOLD_HIGH,
stt11,page_0126,9,10,chưa,法,渚,U+6E1A,0.703,True,RESCUE_GOLD_MED,
stt11,page_0128,1,0,trời,忘,𡗶,U+215F6,0.2094,True,RESCUE_LOW_CONF,
stt11,page_0128,1,2,xuống,寃,盆,U+76C6,0.3754,False,NOT_IN_DICT,
stt11,page_0128,2,20,mà,庫,茹,U+8339,0.1307,False,NOT_IN_DICT,
stt11,page_0128,3,6,mắng,蓐,奏,U+594F,0.1085,False,NOT_IN_DICT,
stt11,page_0128,3,13,vợ,偹,仍,U+4ECD,0.3763,False,NOT_IN_DICT,
stt11,page_0128,3,15,dạy,以,吏,U+540F,0.9426,False,NOT_IN_DICT,
stt11,page_0128,4,5,rộng,媵,曠,U+66E0,0.0879,True,RESCUE_LOW_CONF,
stt11,page_0128,4,8,một,苐,更,U+66F4,0.4913,True,RESCUE_LOW_CONF,
stt11,page_0128,4,19,xin,𫤰,嗔,U+55D4,0.6686,True,RESCUE_LOW_CONF,
stt11,page_0128,5,22,lại,連,吏,U+540F,0.8998,True,RESCUE_GOLD_HIGH,
stt11,page_0128,6,0,tốt,辛,卒,U+5352,0.8844,True,RESCUE_GOLD_HIGH,
stt11,page_0128,6,1,hơn,坡,欣,U+6B23,0.921,True,RESCUE_GOLD_HIGH,
stt11,page_0128,6,3,mình,师,命,U+547D,0.9505,True,RESCUE_GOLD_HIGH,
stt11,page_0128,6,10,chồng,奎,重,U+91CD,0.9305,True,RESCUE_GOLD_HIGH,
stt11,page_0128,6,16,rượu,騮,贖,U+8D16,0.086,False,NOT_IN_DICT,
stt11,page_0128,6,20,ruộng,畹,吒,U+5412,0.1229,False,NOT_IN_DICT,
stt11,page_0128,6,21,uống,吒,麻,U+9EBB,0.9068,False,NOT_IN_DICT,
stt11,page_0128,6,22,manguoi,府,𠊚,U+2029A,0.9426,False,NOT_IN_DICT,
stt11,page_0128,7,14,ruộng,略,賊,U+8CCA,0.1089,False,NOT_IN_DICT,
stt11,page_0128,7,18,đổ,坊,堵,U+5835,0.3782,True,RESCUE_LOW_CONF,
stt11,page_0128,7,22,lọ,浴,路,U+8DEF,0.4953,True,RESCUE_LOW_CONF,
stt11,page_0128,8,5,rượu,醞,調,U+8ABF,0.4112,False,NOT_IN_DICT,
stt11,page_0128,8,17,có,国,固,U+56FA,0.9345,True,RESCUE_GOLD_HIGH,
stt11,page_0128,9,12,một,身,更,U+66F4,0.3133,True,RESCUE_LOW_CONF,
stt11,page_0128,9,21,giơ,拏,事,U+4E8B,0.1055,False,NOT_IN_DICT,
stt11,page_0130,1,5,lên,迴,時,U+6642,0.9811,False,NOT_IN_DICT,
stt11,page_0130,1,11,gio,拏,事,U+4E8B,0.1021,False,NOT_IN_DICT,
stt11,page_0130,1,13,tay,閣,腮,U+816E,0.178,True,RESCUE_LOW_CONF,
stt11,page_0130,1,20,pha,苑,葩,U+8469,0.6404,True,RESCUE_LOW_CONF,
stt11,page_0130,1,21,in,𭥦,願,U+9858,0.3383,False,NOT_IN_DICT,
stt11,page_0130,2,2,si,槐,核,U+6838,0.3068,False,NOT_IN_DICT,
stt11,page_0130,2,11,khi,竣,欺,U+6B3A,0.2481,True,RESCUE_LOW_CONF,
stt11,page_0130,2,13,sống,熱,瑟,U+745F,0.3769,False,NOT_IN_DICT,
stt11,page_0130,2,17,chết,批,折,U+6298,0.2279,True,RESCUE_LOW_CONF,
stt11,page_0130,3,5,ghê,討,計,U+8A08,0.1118,False,NOT_IN_DICT,
stt11,page_0130,3,6,ri,極,計,U+8A08,0.1784,False,NOT_IN_DICT,
stt11,page_0130,3,8,da,那,謨,U+8B28,0.3845,False,NOT_IN_DICT,
stt11,page_0130,3,10,nước,𣸪,於,U+65BC,0.6552,True,RESCUE_LOW_CONF,
stt11,page_0130,3,13,li,方,皮,U+76AE,0.3957,False,NOT_IN_DICT,
stt11,page_0130,4,4,su,扶,秋,U+79CB,0.9022,True,RESCUE_GOLD_HIGH,
stt11,page_0130,4,13,một,𫈼,歳,U+6B73,0.0882,False,NOT_IN_DICT,
stt11,page_0130,4,14,ngàn,顔,更,U+66F4,0.6584,False,NOT_IN_DICT,
stt11,page_0130,4,17,chín,鋭,及,U+53CA,0.1051,False,NOT_IN_DICT,
stt11,page_0130,4,18,mươi,反,罢,U+7F62,0.0958,False,NOT_IN_DICT,
stt11,page_0130,4,20,1197,彝,極,U+6975,0.1778,False,NOT_IN_DICT,
stt11,page_0130,5,1,mười,反,召,U+53EC,0.2051,False,NOT_IN_DICT,
stt11,page_0130,5,2,bốn,詈,𠊚,U+2029A,0.2167,False,NOT_IN_DICT,
stt11,page_0130,5,5,lô,䏻,福,U+798F,0.512,False,NOT_IN_DICT,
stt11,page_0130,6,8,một,喚,垩,U+57A9,0.9517,False,NOT_IN_DICT,
stt11,page_0130,6,12,199,禄,浪,U+6D6A,0.2346,False,NOT_IN_DICT,
stt11,page_0130,6,18,ay,入,衣,U+8863,0.3327,False,NOT_IN_DICT,
stt11,page_0130,6,19,ma,腐,麻,U+9EBB,0.8247,True,RESCUE_GOLD_MED,
stt11,page_0130,6,21,giác,賊,賊,U+8CCA,0.2089,False,NOT_IN_DICT,
stt11,page_0130,7,1,nước,咲,渃,U+6E03,0.7846,True,RESCUE_GOLD_MED,
stt11,page_0130,7,13,mình,邵,贖,U+8D16,0.4463,False,NOT_IN_DICT,
stt11,page_0130,8,4,càng,路,強,U+5F37,0.1582,True,RESCUE_LOW_CONF,
stt11,page_0130,8,10,càng,庫,强,U+5F3A,0.5283,True,RESCUE_LOW_CONF,
stt11,page_0130,8,15,ngày,驛,時,U+6642,0.8871,True,RESCUE_GOLD_HIGH,
stt11,page_0130,9,4,mình,那,命,U+547D,0.886,True,RESCUE_GOLD_HIGH,
stt11,page_0130,9,15,bốn,苦,時,U+6642,0.9732,False,NOT_IN_DICT,
stt11,page_0132,1,1,sa,悲,悲,U+60B2,0.8388,False,NOT_IN_DICT,
stt11,page_0132,1,6,chức,敢,聀,U+8040,0.5415,True,RESCUE_LOW_CONF,
stt11,page_0132,1,12,việc,段,役,U+5F79,0.0728,True,RESCUE_LOW_CONF,
stt11,page_0132,1,22,minh,師,命,U+547D,0.0675,True,RESCUE_LOW_CONF,
stt11,page_0132,2,2,com,舒,厨,U+53A8,0.1363,False,NOT_IN_DICT,
stt11,page_0132,2,14,sự,子,事,U+4E8B,0.1006,True,RESCUE_LOW_CONF,
stt11,page_0132,2,21,kẻ,凭,几,U+51E0,0.5136,True,RESCUE_LOW_CONF,
stt11,page_0132,3,12,ha,奈,固,U+56FA,0.2625,False,NOT_IN_DICT,
stt11,page_0132,3,15,lần,苓,沫,U+6CAB,0.1822,False,NOT_IN_DICT,
stt11,page_0132,3,16,nước,淒,彼,U+5F7C,0.1406,False,NOT_IN_DICT,
stt11,page_0132,3,18,lụt,雄,懶,U+61F6,0.6592,False,NOT_IN_DICT,
stt11,page_0132,3,21,tran,葡,𠊚,U+2029A,0.4127,False,NOT_IN_DICT,
stt11,page_0132,4,11,nước,㴱,渃,U+6E03,0.329,True,RESCUE_LOW_CONF,
stt11,page_0132,4,13,vâng,印,群,U+7FA4,0.4016,False,NOT_IN_DICT,
stt11,page_0132,5,0,trộm,遄,徳,U+5FB3,0.2314,False,NOT_IN_DICT,
stt11,page_0132,5,3,để,𫝕,底,U+5E95,0.7932,True,RESCUE_GOLD_MED,
stt11,page_0132,5,18,rê,複,寺,U+5BFA,0.072,False,NOT_IN_DICT,
stt11,page_0132,5,19,gia,成,加,U+52A0,0.1958,True,RESCUE_LOW_CONF,
stt11,page_0132,5,20,phạt,胃,𠊚,U+2029A,0.3724,False,NOT_IN_DICT,
stt11,page_0132,6,4,lối,裰,渃,U+6E03,0.1785,False,NOT_IN_DICT,
stt11,page_0132,6,9,phải,節,沛,U+6C9B,0.8811,True,RESCUE_GOLD_HIGH,
stt11,page_0132,6,10,con,于,干,U+5E72,0.455,False,NOT_IN_DICT,
stt11,page_0132,6,15,ta,然,些,U+4E9B,0.8989,True,RESCUE_GOLD_HIGH,
stt11,page_0132,6,22,để,哀,底,U+5E95,0.9576,True,RESCUE_GOLD_HIGH,
stt11,page_0132,7,0,i,犮,計,U+8A08,0.5432,False,NOT_IN_DICT,
stt11,page_0132,7,1,ghê,討,核,U+6838,0.2055,False,NOT_IN_DICT,
stt11,page_0132,7,16,thấy,兮,命,U+547D,0.1249,False,NOT_IN_DICT,
stt11,page_0132,7,21,bỏ,傳,時,U+6642,0.7213,False,NOT_IN_DICT,
stt11,page_0132,8,1,hèn,開,閑,U+9591,0.08,True,RESCUE_LOW_CONF,
stt11,page_0132,8,9,vô,兵,穷,U+7A77,0.8827,False,NOT_IN_DICT,
stt11,page_0132,9,1,răm,椒,林,U+6797,0.4371,False,NOT_IN_DICT,
stt11,page_0132,9,10,đao,逍,道,U+9053,0.9167,True,RESCUE_GOLD_HIGH,
stt11,page_0134,1,2,i,良,我,U+6211,0.1209,False,NOT_IN_DICT,
stt11,page_0134,1,3,rê,投,移,U+79FB,0.2494,False,NOT_IN_DICT,
stt11,page_0134,1,20,ri,稜,娄,U+5A04,0.483,False,NOT_IN_DICT,
stt11,page_0134,1,23,là,𬻝,罢,U+7F62,0.1243,False,NOT_IN_DICT,
stt11,page_0134,2,14,hai,心,咍,U+548D,0.1598,True,RESCUE_LOW_CONF,
stt11,page_0134,2,18,chém,别,功,U+529F,0.1514,False,NOT_IN_DICT,
stt11,page_0134,3,1,cháy,垤,𤈜,U+2421C,0.1152,True,RESCUE_LOW_CONF,
stt11,page_0134,3,11,sau,毒,尼,U+5C3C,0.4798,False,NOT_IN_DICT,
stt11,page_0134,4,14,chữa,勔,𦔳,U+26533,0.8149,True,RESCUE_GOLD_MED,
stt11,page_0134,5,21,gả,婀,𡛔,U+216D4,0.3852,False,NOT_IN_DICT,
stt11,page_0134,6,2,nài,拳,奏,U+594F,0.2161,False,NOT_IN_DICT,
stt11,page_0134,6,8,mấy,蜀,買,U+8CB7,0.9701,True,RESCUE_GOLD_HIGH,
stt11,page_0134,6,9,tháng,偽,倘,U+5018,0.8992,True,RESCUE_GOLD_HIGH,
stt11,page_0134,6,11,quan,䆠,官,U+5B98,0.971,True,RESCUE_GOLD_HIGH,
stt11,page_0134,6,15,rô,勇,實,U+5BE6,0.2091,False,NOT_IN_DICT,
stt11,page_0134,6,18,đem,凡,包,U+5305,0.2885,False,NOT_IN_DICT,
stt11,page_0134,7,4,lo,古,炉,U+7089,0.08,False,NOT_IN_DICT,
stt11,page_0134,7,14,đem,尼,尼,U+5C3C,0.2144,False,NOT_IN_DICT,
stt11,page_0134,7,15,vợ,嬙,嬏,U+5B0F,0.0234,True,RESCUE_LOW_CONF,
stt11,page_0134,7,17,ba,凰,墓,U+5893,0.318,False,NOT_IN_DICT,
stt11,page_0134,8,9,làm,尚,固,U+56FA,0.314,False,NOT_IN_DICT,
stt11,page_0134,8,11,vợ,媚,嬏,U+5B0F,0.5809,True,RESCUE_LOW_CONF,
stt11,page_0134,9,2,trầy,祗,徳,U+5FB3,0.1788,False,NOT_IN_DICT,
stt11,page_0134,9,18,chớ,请,渚,U+6E1A,0.2921,True,RESCUE_LOW_CONF,
stt11,page_0134,9,23,mot,戞,更,U+66F4,0.5993,False,NOT_IN_DICT,
stt11,page_0136,1,0,xưng,枋,称,U+79F0,0.0414,True,RESCUE_LOW_CONF,
stt11,page_0136,1,12,chớ,清,渚,U+6E1A,0.6617,True,RESCUE_LOW_CONF,
stt11,page_0136,1,15,vợ,偹,曳,U+66F3,0.1355,False,NOT_IN_DICT,
stt11,page_0136,1,22,chăng,尼,𠊚,U+2029A,0.7315,False,NOT_IN_DICT,
stt11,page_0136,2,4,lo,芦,卢,U+5362,0.3835,True,RESCUE_LOW_CONF,
stt11,page_0136,2,10,than,業,葉,U+8449,0.1563,False,NOT_IN_DICT,
stt11,page_0136,4,0,chồng,奎,重,U+91CD,0.9111,True,RESCUE_GOLD_HIGH,
stt11,page_0136,4,9,đẻ,脈,時,U+6642,0.7236,False,NOT_IN_DICT,
stt11,page_0136,4,17,mẹ,嫂,模,U+6A21,0.3678,False,NOT_IN_DICT,
stt11,page_0136,6,3,lấy,他,礼,U+793C,0.5322,True,RESCUE_LOW_CONF,
stt11,page_0136,6,6,xức,防,饬,U+996C,0.2943,False,NOT_IN_DICT,
stt11,page_0136,6,7,miệng,迴,皿,U+76BF,0.0419,True,RESCUE_LOW_CONF,
stt11,page_0136,6,8,bắt,体,体,U+4F53,0.8821,False,NOT_IN_DICT,
stt11,page_0136,6,23,lo,少,炉,U+7089,0.0939,False,NOT_IN_DICT,
stt11,page_0136,7,3,lóc,以,麻,U+9EBB,0.508,False,NOT_IN_DICT,
stt11,page_0136,8,1,một,蠆,更,U+66F4,0.3993,True,RESCUE_LOW_CONF,
stt11,page_0136,8,5,chôn,壿,𠊚,U+2029A,0.1497,False,NOT_IN_DICT,
stt11,page_0136,9,12,mình,尒,旦,U+65E6,0.799,False,NOT_IN_DICT,
stt11,page_0138,2,11,đôi,啄,恩,U+6069,0.9649,False,NOT_IN_DICT,
stt11,page_0138,2,15,ấy,号,盈,U+76C8,0.2612,False,NOT_IN_DICT,
stt11,page_0138,2,20,thầy,寺,柴,U+67F4,0.9196,True,RESCUE_GOLD_HIGH,
stt11,page_0138,2,21,cả,岀,竒,U+7AD2,0.3789,True,RESCUE_LOW_CONF,
stt11,page_0138,4,0,mẹ,盆,益,U+76CA,0.3221,False,NOT_IN_DICT,
stt11,page_0138,4,7,cách,烙,打,U+6253,0.0757,False,NOT_IN_DICT,
stt11,page_0138,5,0,5,丕,丕,U+4E15,0.9615,False,NOT_IN_DICT,
stt11,page_0138,5,1,vậy,䏷,時,U+6642,0.897,False,NOT_IN_DICT,
stt11,page_0138,5,2,ngày,審,朱,U+6731,0.1978,False,NOT_IN_DICT,
stt11,page_0138,5,21,thắng,業,事,U+4E8B,0.0715,False,NOT_IN_DICT,
stt11,page_0138,6,5,ngỡ,該,語,U+8A9E,0.2375,True,RESCUE_LOW_CONF,
stt11,page_0138,6,6,là,遥,邏,U+908F,0.717,True,RESCUE_GOLD_MED,
stt11,page_0138,6,13,đồ,壮,杜,U+675C,0.3739,False,NOT_IN_DICT,
stt11,page_0138,6,20,nào,中,市,U+5E02,0.083,True,RESCUE_LOW_CONF,
stt11,page_0138,6,22,tôi,那,碎,U+788E,0.2146,True,RESCUE_LOW_CONF,
stt11,page_0138,7,10,lành,会,冷,U+51B7,0.4042,True,RESCUE_LOW_CONF,
stt11,page_0138,7,15,trai,朝,𤳇,U+24CC7,0.1245,True,RESCUE_LOW_CONF,
stt11,page_0138,7,16,xinh,清,渚,U+6E1A,0.4594,False,NOT_IN_DICT,
stt11,page_0138,7,19,khi,放,次,U+6B21,0.2696,False,NOT_IN_DICT,
stt11,page_0138,8,5,thắng,志,戈,U+6208,0.1699,False,NOT_IN_DICT,
stt11,page_0138,8,14,nói,明,呐,U+5450,0.7049,True,RESCUE_GOLD_MED,
stt11,page_0138,9,1,dạy,㕮,代,U+4EE3,0.926,True,RESCUE_GOLD_HIGH,
stt11,page_0138,9,7,đốt,焙,焠,U+7120,0.3848,True,RESCUE_LOW_CONF,
stt11,page_0140,1,3,vậv,丕,丕,U+4E15,0.9638,False,NOT_IN_DICT,
stt11,page_0140,1,22,to,亦,柴,U+67F4,0.1399,False,NOT_IN_DICT,
stt11,page_0140,2,12,lo,𠮦,沛,U+6C9B,0.8801,False,NOT_IN_DICT,
stt11,page_0140,2,21,vô,步,位,U+4F4D,0.0695,False,NOT_IN_DICT,
stt11,page_0140,3,14,300,戛,事,U+4E8B,0.1284,False,NOT_IN_DICT,
stt11,page_0140,3,15,năm,拆,年,U+5E74,0.0494,True,RESCUE_LOW_CONF,
stt11,page_0140,4,0,ngày,暍,時,U+6642,0.6759,True,RESCUE_LOW_CONF,
stt11,page_0140,4,5,ê,啄,依,U+4F9D,0.0468,True,RESCUE_LOW_CONF,
stt11,page_0140,5,13,nước,游,渃,U+6E03,0.1286,True,RESCUE_LOW_CONF,
stt11,page_0140,5,21,sạch,疵,沚,U+6C9A,0.1418,True,RESCUE_LOW_CONF,
stt11,page_0140,6,13,ma,塢,丐,U+4E10,0.1525,False,NOT_IN_DICT,
stt11,page_0140,6,15,a,𮕜,亜,U+4E9C,0.1712,True,RESCUE_LOW_CONF,
stt11,page_0140,7,0,lăm,懔,凜,U+51DC,0.8055,False,NOT_IN_DICT,
stt11,page_0140,7,9,khi,放,次,U+6B21,0.7272,False,NOT_IN_DICT,
stt11,page_0140,7,19,nước,朕,渃,U+6E03,0.8812,True,RESCUE_GOLD_HIGH,
stt11,page_0140,7,22,sa,伏,沙,U+6C99,0.4322,True,RESCUE_LOW_CONF,
stt11,page_0140,8,20,chước,殉,斫,U+65AB,0.9188,True,RESCUE_GOLD_HIGH,
stt11,page_0140,9,10,yêu,朋,恩,U+6069,0.15,False,NOT_IN_DICT,
stt11,page_0140,9,17,kia,𰥍,其,U+5176,0.7193,True,RESCUE_GOLD_MED,
stt11,page_0142,3,1,lánh,弓,另,U+53E6,0.8992,True,RESCUE_GOLD_HIGH,
stt11,page_0142,3,4,vào,厄,包,U+5305,0.6739,True,RESCUE_LOW_CONF,
stt11,page_0142,3,15,giảng,溜,悶,U+60B6,0.1118,False,NOT_IN_DICT,
stt11,page_0142,4,8,giảng,描,講,U+8B1B,0.2143,True,RESCUE_LOW_CONF,
stt11,page_0142,4,15,máy,霄,眉,U+7709,0.5759,False,NOT_IN_DICT,
stt11,page_0142,5,1,giảng,𣼛,講,U+8B1B,0.7637,True,RESCUE_GOLD_MED,
stt11,page_0142,5,5,e,咳,浪,U+6D6A,0.1062,False,NOT_IN_DICT,
stt11,page_0142,5,8,quở,嘿,果,U+679C,0.0936,False,NOT_IN_DICT,
stt11,page_0142,5,10,răng,湛,浪,U+6D6A,0.6085,True,RESCUE_LOW_CONF,
stt11,page_0142,5,18,day,吹,秋,U+79CB,0.1628,False,NOT_IN_DICT,
stt11,page_0142,5,20,ra,浮,𠊚,U+2029A,0.5826,False,NOT_IN_DICT,
stt11,page_0142,6,0,nơi,忍,尼,U+5C3C,0.9882,True,RESCUE_GOLD_HIGH,
stt11,page_0142,6,1,đây,似,低,U+4F4E,0.1005,True,RESCUE_LOW_CONF,
