book,page,column,ocr_char,syllable,label,confirmed,rule,s3_cosine,s3_top,bbox
yen2,page_0022,5,庫,khó,庫,1,s1_inter_s2_direct,,,"[627, 173, 736, 274]"
yen2,page_0022,5,主,chúa,主,1,s1_inter_s2_direct,,,"[627, 274, 736, 375]"
yen2,page_0022,5,碎,tôi,碎,1,s1_inter_s2_direct,,,"[627, 375, 736, 476]"
yen2,page_0022,5,平,bằng,平,1,s1_inter_s2_direct,,,"[627, 577, 736, 678]"
yen2,page_0022,5,碎,tôi,碎,1,s1_inter_s2_direct,,,"[627, 678, 736, 778]"
yen2,page_0022,5,摺,chết,摺,1,s1_inter_s2_direct,,,"[627, 778, 736, 879]"
yen2,page_0022,5,買,mới,買,1,s1_inter_s2_direct,,,"[627, 1081, 736, 1182]"
yen2,page_0022,5,别,biết,别,1,s1_inter_s2_direct,,,"[627, 1182, 736, 1283]"
yen2,page_0022,5,結,ghét,結,1,s1_inter_s2_direct,,,"[627, 1484, 736, 1585]"
yen2,page_0022,5,碎,tôi,碎,1,s1_inter_s2_direct,,,"[627, 1585, 736, 1686]"
yen2,page_0022,5,書,thư,書,1,s1_inter_s2_direct,,,"[627, 1888, 736, 1989]"
yen2,page_0022,5,翁,ông,翁,1,s1_inter_s2_direct,,,"[627, 1989, 736, 2090]"
yen2,page_0022,6,那,na,那,1,s1_inter_s2_direct,,,"[490, 284, 577, 390]"
yen2,page_0022,6,樞,xu,樞,1,s1_inter_s2_direct,,,"[490, 390, 577, 497]"
yen2,page_0022,6,迷,mê,迷,1,s1_inter_s2_direct,,,"[490, 817, 577, 924]"
yen2,page_0022,6,诸,chưa,诸,1,s1_inter_s2_similar,0.732,𣌆,"[490, 924, 577, 1030]"
yen2,page_0022,6,宜,nghe,宜,1,s1_inter_s2_direct,,,"[490, 1563, 577, 1670]"
yen2,page_0022,6,書,thư,書,1,s1_inter_s2_direct,,,"[490, 1670, 577, 1777]"
yen2,page_0022,7,荘,chăng,荘,1,s1_inter_s2_direct,,,"[339, 61, 431, 153]"
yen2,page_0022,7,沛,phải,沛,1,s1_inter_s2_direct,,,"[339, 245, 431, 337]"
yen2,page_0022,7,双,Song,双,1,s1_inter_s2_direct,,,"[339, 337, 431, 429]"
yen2,page_0022,7,离,le,离,1,s1_inter_s2_direct,,,"[339, 429, 431, 522]"
yen2,page_0022,7,中,trong,中,1,s1_inter_s2_direct,,,"[339, 614, 431, 706]"
yen2,page_0022,7,書,thư,書,1,s1_inter_s2_direct,,,"[339, 706, 431, 798]"
yen2,page_0022,7,理,lẽ,理,1,s1_inter_s2_direct,,,"[339, 891, 431, 983]"
yen2,page_0022,7,几,kẻ,几,1,s1_inter_s2_direct,,,"[339, 983, 431, 1075]"
yen2,page_0022,7,昆,con,昆,1,s1_inter_s2_direct,,,"[339, 1167, 431, 1259]"
yen2,page_0022,7,灵,linh,灵,1,s1_inter_s2_direct,,,"[339, 1352, 431, 1444]"
yen2,page_0022,7,魂,hồn,魂,1,s1_inter_s2_direct,,,"[339, 1444, 431, 1536]"
yen2,page_0022,7,寺,thì,寺,1,s1_inter_s2_direct,,,"[339, 1536, 431, 1628]"
yen2,page_0022,7,僥,nhiêu,僥,1,s1_inter_s2_direct,,,"[339, 1813, 431, 1905]"
yen2,page_0022,7,事,sự,事,1,s1_inter_s2_direct,,,"[339, 1905, 431, 1997]"
yen2,page_0022,8,麻,mà,麻,1,s1_inter_s2_direct,,,"[194, 59, 285, 151]"
yen2,page_0022,8,垩,Thánh,垩,1,s1_inter_s2_direct,,,"[194, 427, 285, 519]"
yen2,page_0022,8,那,na,那,1,s1_inter_s2_direct,,,"[194, 611, 285, 703]"
yen2,page_0022,8,樞,xu,樞,1,s1_inter_s2_direct,,,"[194, 703, 285, 795]"
yen2,page_0022,8,戈,qua,戈,1,s1_inter_s2_direct,,,"[194, 795, 285, 887]"
yen2,page_0022,8,奴,no,奴,1,s1_inter_s2_direct,,,"[194, 979, 285, 1071]"
yen2,page_0022,8,箕,kia,箕,1,s1_inter_s2_direct,,,"[194, 1163, 285, 1255]"
yen2,page_0022,8,本,bốn,本,1,s1_inter_s2_direct,,,"[194, 1347, 285, 1439]"
yen2,page_0022,8,道,đạo,道,1,s1_inter_s2_direct,,,"[194, 1439, 285, 1531]"
yen2,page_0022,8,帝,đấy,帝,1,s1_inter_s2_direct,,,"[194, 1623, 285, 1715]"
yen2,page_0022,8,綽,rước,綽,1,s1_inter_s2_direct,,,"[194, 1807, 285, 1899]"
yen2,page_0022,8,明,mừng,明,1,s1_inter_s2_direct,,,"[194, 1899, 285, 1991]"
yen2,page_0022,8,共,cùng,共,1,s1_inter_s2_direct,,,"[194, 1991, 285, 2084]"
yen2,page_0022,9,傷,thương,傷,1,s1_inter_s2_direct,,,"[28, 53, 143, 145]"
yen2,page_0022,9,㝵,người,㝵,1,s1_inter_s2_direct,,,"[28, 145, 143, 237]"
yen2,page_0022,9,城,thành,城,1,s1_inter_s2_direct,,,"[28, 237, 143, 329]"
yen2,page_0022,9,軍,quân,軍,1,s1_inter_s2_direct,,,"[28, 514, 143, 606]"
yen2,page_0022,9,与,dữ,与,1,s1_inter_s2_direct,,,"[28, 606, 143, 699]"
yen2,page_0022,9,橊,roi,橊,1,s1_inter_s2_similar,,,"[28, 791, 143, 883]"
yen2,page_0022,9,持,chì,持,1,s1_inter_s2_direct,,,"[28, 883, 143, 976]"
yen2,page_0022,9,麻,mà,麻,1,s1_inter_s2_direct,,,"[28, 976, 143, 1068]"
yen2,page_0022,9,打,đánh,打,1,s1_inter_s2_direct,,,"[28, 1068, 143, 1160]"
yen2,page_0022,9,匈,câu,匈,1,s1_inter_s2_similar,,,"[28, 1253, 143, 1345]"
yen2,page_0022,9,廉,liêm,廉,1,s1_inter_s2_direct,,,"[28, 1345, 143, 1437]"
yen2,page_0022,9,木,móc,木,1,s1_inter_s2_direct,,,"[28, 1437, 143, 1530]"
yen2,page_0024,1,堵,đổ,堵,1,s1_inter_s2_direct,,,"[1230, 161, 1332, 254]"
yen2,page_0024,1,包,vào,包,1,s1_inter_s2_direct,,,"[1230, 254, 1332, 347]"
yen2,page_0024,1,共,cùng,共,1,s1_inter_s2_direct,,,"[1230, 533, 1332, 626]"
yen2,page_0024,1,丸,hòn,丸,1,s1_inter_s2_direct,,,"[1230, 719, 1332, 811]"
yen2,page_0024,1,仍,những,仍,1,s1_inter_s2_direct,,,"[1230, 904, 1332, 997]"
yen2,page_0024,1,麻,mà,麻,1,s1_inter_s2_direct,,,"[1230, 1183, 1332, 1276]"
yen2,page_0024,1,朱,cho,朱,1,s1_inter_s2_direct,,,"[1230, 1554, 1332, 1647]"
yen2,page_0024,1,困,khốn,困,1,s1_inter_s2_direct,,,"[1230, 1647, 1332, 1740]"
yen2,page_0024,1,㡳,để,㡳,1,s1_inter_s2_direct,,,"[1230, 1740, 1332, 1833]"
yen2,page_0024,1,巴,ba,巴,1,s1_inter_s2_direct,,,"[1230, 1833, 1332, 1926]"
yen2,page_0024,1,時,ngày,時,1,s1_inter_s2_direct,,,"[1230, 1926, 1332, 2019]"
yen2,page_0024,1,対,đói,対,1,s1_inter_s2_direct,,,"[1230, 2019, 1332, 2112]"
yen2,page_0024,2,朱,cho,朱,1,s1_inter_s2_direct,,,"[1099, 256, 1192, 353]"
yen2,page_0024,2,帝,đí,帝,1,s1_inter_s2_direct,,,"[1099, 353, 1192, 450]"
yen2,page_0024,2,之,gì,之,1,s1_inter_s2_direct,,,"[1099, 450, 1192, 548]"
yen2,page_0024,2,安,ăn,安,1,s1_inter_s2_direct,,,"[1099, 548, 1192, 645]"
yen2,page_0024,2,且,thả,且,1,s1_inter_s2_direct,,,"[1099, 1326, 1192, 1423]"
yen2,page_0024,2,獅,sư,獅,1,s1_inter_s2_direct,,,"[1099, 1423, 1192, 1520]"
yen2,page_0024,2,子,tử,子,1,s1_inter_s2_direct,,,"[1099, 1520, 1192, 1617]"
yen2,page_0024,3,麻,mà,麻,1,s1_inter_s2_direct,,,"[958, 71, 1050, 167]"
yen2,page_0024,3,祜,xem,祜,1,s1_inter_s2_similar,0.75,娂,"[958, 167, 1050, 263]"
yen2,page_0024,3,補,bỏ,補,1,s1_inter_s2_direct,,,"[958, 359, 1050, 456]"
yen2,page_0024,3,衣,ấy,衣,1,s1_inter_s2_direct,,,"[958, 648, 1050, 745]"
yen2,page_0024,3,朱,cho,朱,1,s1_inter_s2_direct,,,"[958, 841, 1050, 937]"
yen2,page_0024,3,奴,nó,奴,1,s1_inter_s2_direct,,,"[958, 937, 1050, 1033]"
yen2,page_0024,3,㝵,Người,㝵,1,s1_inter_s2_direct,,,"[958, 1226, 1050, 1322]"
yen2,page_0024,3,衣,ấy,衣,1,s1_inter_s2_direct,,,"[958, 1515, 1050, 1611]"
yen2,page_0024,3,奇,cả,奇,1,s1_inter_s2_direct,,,"[958, 1611, 1050, 1707]"
yen2,page_0024,3,天,thiên,天,1,s1_inter_s2_direct,,,"[958, 1804, 1050, 1900]"
yen2,page_0024,3,下,hạ,下,1,s1_inter_s2_direct,,,"[958, 1900, 1050, 1996]"
yen2,page_0024,3,含,họp,含,1,s1_inter_s2_similar,0.762,呵,"[958, 1996, 1050, 2093]"
yen2,page_0024,4,寺,thì,寺,1,s1_inter_s2_direct,,,"[800, 69, 899, 165]"
yen2,page_0024,4,㝵,người,㝵,1,s1_inter_s2_direct,,,"[800, 165, 899, 262]"
yen2,page_0024,4,浪,răng,浪,1,s1_inter_s2_direct,,,"[800, 262, 899, 358]"
yen2,page_0024,4,浦,Phô,浦,1,s1_inter_s2_similar,0.739,甫,"[800, 358, 899, 455]"
yen2,page_0024,4,爲,vì,爲,1,s1_inter_s2_direct,,,"[800, 1227, 899, 1324]"
yen2,page_0024,4,罪,tội,罪,1,s1_inter_s2_direct,,,"[800, 1324, 899, 1421]"
yen2,page_0024,4,之,chi,之,1,s1_inter_s2_direct,,,"[800, 1614, 899, 1710]"
yen2,page_0024,4,碎,tôi,碎,1,s1_inter_s2_direct,,,"[800, 1710, 899, 1807]"
yen2,page_0024,4,召,chịu,召,1,s1_inter_s2_direct,,,"[800, 1807, 899, 1903]"
yen2,page_0024,4,爲,vì,爲,1,s1_inter_s2_direct,,,"[800, 1903, 899, 2000]"
yen2,page_0024,5,旦,đến,旦,1,s1_inter_s2_direct,,,"[640, 238, 743, 323]"
yen2,page_0024,5,共,cùng,共,1,s1_inter_s2_direct,,,"[640, 323, 743, 408]"
yen2,page_0024,5,當,Đương,當,1,s1_inter_s2_direct,,,"[640, 833, 743, 918]"
yen2,page_0024,5,欺,khi,欺,1,s1_inter_s2_direct,,,"[640, 918, 743, 1003]"
yen2,page_0024,5,㝵,người,㝵,1,s1_inter_s2_direct,,,"[640, 1003, 743, 1089]"
yen2,page_0024,5,群,còn,群,1,s1_inter_s2_direct,,,"[640, 1089, 743, 1174]"
yen2,page_0024,5,詩,thì,詩,1,s1_inter_s2_similar,0.88,㮛,"[640, 1259, 743, 1344]"
yen2,page_0024,5,直,nghe,直,1,s1_inter_s2_similar,0.795,𠵌,"[640, 1344, 743, 1429]"
yen2,page_0024,5,獅,sư,獅,1,s1_inter_s2_direct,,,"[640, 1429, 743, 1514]"
yen2,page_0024,5,寸,tử,寸,1,s1_inter_s2_similar,0.824,𠑾,"[640, 1514, 743, 1599]"
yen2,page_0024,5,呌,kêu,呌,1,s1_inter_s2_direct,,,"[640, 1599, 743, 1684]"
yen2,page_0024,5,音,âm,音,1,s1_inter_s2_direct,,,"[640, 1684, 743, 1769]"
yen2,page_0024,6,明,mừng,明,1,s1_inter_s2_direct,,,"[483, 621, 597, 714]"
yen2,page_0024,6,麻,mà,麻,1,s1_inter_s2_direct,,,"[483, 714, 597, 806]"
yen2,page_0024,6,浪,rằng,浪,1,s1_inter_s2_direct,,,"[483, 992, 597, 1085]"
yen2,page_0024,6,碎,Tôi,碎,1,s1_inter_s2_direct,,,"[483, 1085, 597, 1177]"
yen2,page_0024,6,紇,Hạt,紇,1,s1_inter_s2_direct,,,"[483, 1270, 597, 1363]"
yen2,page_0024,6,楉,gạo,楉,1,s1_inter_s2_similar,0.833,杲,"[483, 1363, 597, 1455]"
yen2,page_0024,6,主,Chúa,主,1,s1_inter_s2_direct,,,"[483, 1548, 597, 1641]"
yen2,page_0024,6,支,Giê,支,1,s1_inter_s2_direct,,,"[483, 1641, 597, 1734]"
yen2,page_0024,6,秋,su,秋,1,s1_inter_s2_direct,,,"[483, 1734, 597, 1826]"
yen2,page_0024,6,獰,nanh,獰,1,s1_inter_s2_direct,,,"[483, 1826, 597, 1919]"
yen2,page_0024,6,獅,sư,獅,1,s1_inter_s2_direct,,,"[483, 1919, 597, 2012]"
yen2,page_0024,6,乙,ít,乙,1,s1_inter_s2_direct,,,"[483, 2012, 597, 2105]"
yen2,page_0024,7,碎,tôi,碎,1,s1_inter_s2_direct,,,"[333, 227, 443, 305]"
yen2,page_0024,7,𣵀,nát,𣵀,1,s1_inter_s2_direct,,,"[333, 305, 443, 384]"
yen2,page_0024,7,如,như,如,1,s1_inter_s2_direct,,,"[333, 384, 443, 462]"
yen2,page_0024,7,勃,bột,勃,1,s1_inter_s2_direct,,,"[333, 462, 443, 541]"
yen2,page_0024,7,年,nên,年,1,s1_inter_s2_direct,,,"[333, 541, 443, 620]"
yen2,page_0024,7,迸,bánh,迸,1,s1_inter_s2_direct,,,"[333, 620, 443, 698]"
yen2,page_0024,7,底,để,底,1,s1_inter_s2_direct,,,"[333, 698, 443, 777]"
yen2,page_0024,7,朱,cho,朱,1,s1_inter_s2_direct,,,"[333, 777, 443, 855]"
yen2,page_0024,7,主,Chúa,主,1,s1_inter_s2_direct,,,"[333, 934, 443, 1012]"
yen2,page_0024,7,欺,Khi,欺,1,s1_inter_s2_direct,,,"[333, 1170, 443, 1248]"
yen2,page_0024,7,群,còn,群,1,s1_inter_s2_direct,,,"[333, 1248, 443, 1327]"
yen2,page_0024,7,調,điều,調,1,s1_inter_s2_direct,,,"[333, 1405, 443, 1484]"
yen2,page_0024,7,衣,ấy,衣,1,s1_inter_s2_direct,,,"[333, 1484, 443, 1562]"
yen2,page_0024,7,寺,thì,寺,1,s1_inter_s2_direct,,,"[333, 1562, 443, 1641]"
yen2,page_0024,7,獅,sư,獅,1,s1_inter_s2_direct,,,"[333, 1641, 443, 1720]"
yen2,page_0024,7,子,tử,子,1,s1_inter_s2_direct,,,"[333, 1720, 443, 1798]"
yen2,page_0024,7,旦,đến,旦,1,s1_inter_s2_direct,,,"[333, 1798, 443, 1877]"
yen2,page_0024,7,限,cắn,限,1,s1_inter_s2_similar,0.743,艮,"[333, 1877, 443, 1955]"
yen2,page_0024,8,詩,thì,詩,1,s1_inter_s2_similar,,,"[175, 68, 278, 149]"
yen2,page_0024,8,灵,linh,灵,1,s1_inter_s2_direct,,,"[175, 149, 278, 231]"
yen2,page_0024,8,衣,ấy,衣,1,s1_inter_s2_direct,,,"[175, 395, 278, 477]"
yen2,page_0024,8,時,được,時,1,s1_inter_s2_direct,,,"[175, 477, 278, 558]"
yen2,page_0024,8,事,sự,事,1,s1_inter_s2_direct,,,"[175, 558, 278, 640]"
yen2,page_0024,8,約,ước,約,1,s1_inter_s2_direct,,,"[175, 640, 278, 722]"
yen2,page_0024,8,泑,ao,泑,1,s1_inter_s2_direct,,,"[175, 722, 278, 804]"
yen2,page_0024,8,共,cùng,共,1,s1_inter_s2_direct,,,"[175, 1131, 278, 1213]"
yen2,page_0024,8,主,chúa,主,1,s1_inter_s2_direct,,,"[175, 1213, 278, 1295]"
yen2,page_0024,8,命,mình,命,1,s1_inter_s2_direct,,,"[175, 1295, 278, 1376]"
yen2,page_0024,8,垩,Thánh,垩,1,s1_inter_s2_direct,,,"[175, 1540, 278, 1622]"
yen2,page_0024,8,奴,nô,奴,1,s1_inter_s2_direct,,,"[175, 1867, 278, 1949]"
yen2,page_0024,9,欺,Khi,欺,1,s1_inter_s2_direct,,,"[0, 64, 118, 157]"
yen2,page_0024,9,畧,trước,畧,1,s1_inter_s2_direct,,,"[0, 157, 118, 251]"
yen2,page_0024,9,各,các,各,1,s1_inter_s2_direct,,,"[0, 251, 118, 344]"
yen2,page_0024,9,官,quan,官,1,s1_inter_s2_direct,,,"[0, 344, 118, 438]"
yen2,page_0024,9,那,na,那,1,s1_inter_s2_direct,,,"[0, 812, 118, 905]"
yen2,page_0024,9,樞,xu,樞,1,s1_inter_s2_direct,,,"[0, 905, 118, 999]"
yen2,page_0024,9,㝵,người,㝵,1,s1_inter_s2_direct,,,"[0, 1093, 118, 1186]"
yen2,page_0024,9,呌,kêu,呌,1,s1_inter_s2_direct,,,"[0, 1186, 118, 1280]"
yen2,page_0024,9,主,Chúa,主,1,s1_inter_s2_direct,,,"[0, 1467, 118, 1560]"
yen2,page_0024,9,支,Giê,支,1,s1_inter_s2_direct,,,"[0, 1560, 118, 1654]"
yen2,page_0024,9,秋,su,秋,1,s1_inter_s2_direct,,,"[0, 1654, 118, 1747]"
yen2,page_0024,9,連,liên,連,1,s1_inter_s2_direct,,,"[0, 1747, 118, 1841]"
yen2,page_0024,9,麻,mà,麻,1,s1_inter_s2_direct,,,"[0, 1841, 118, 1934]"
yen2,page_0024,9,固,có,固,1,s1_inter_s2_direct,,,"[0, 1934, 118, 2028]"
yen2,page_0026,2,氏,thì,氏,1,s1_inter_s2_direct,,,"[1267, 355, 1366, 451]"
yen2,page_0026,2,之,tim,之,1,s1_inter_s2_similar,0.869,㣺,"[1267, 451, 1366, 547]"
yen2,page_0026,6,牟,sau,牟,1,s1_inter_s2_similar,,,"[639, 165, 743, 257]"
yen2,page_0026,6,茹,thì,茹,1,s1_inter_s2_similar,0.839,𥫽,"[639, 718, 743, 810]"
yen2,page_0026,7,歹,Thánh,歹,1,s1_inter_s2_similar,0.868,喒,"[500, 1008, 598, 1102]"
yen2,page_0026,8,堊,Thánh,堊,1,s1_inter_s2_direct,,,"[335, 1093, 429, 1196]"
yen2,page_0026,8,位,Cô,位,1,s1_inter_s2_similar,0.904,搰,"[335, 1196, 429, 1299]"
yen4,page_0012,1,四,Tứ,四,1,s1_inter_s2_direct,,,"[809, 232, 873, 304]"
yen4,page_0012,1,月,nguyệt,月,1,s1_inter_s2_direct,,,"[809, 304, 873, 377]"
yen4,page_0012,1,蔑,một,蔑,1,s1_inter_s2_direct,,,"[809, 449, 873, 522]"
yen4,page_0012,1,翁,Ông,翁,1,s1_inter_s2_direct,,,"[798, 617, 875, 681]"
yen4,page_0012,1,姑,cô,姑,1,s1_inter_s2_direct,,,"[798, 811, 875, 875]"
yen4,page_0012,1,曰,viết,曰,1,s1_inter_s2_direct,,,"[798, 875, 875, 940]"
yen4,page_0012,1,無,vô,無,1,s1_inter_s2_direct,,,"[798, 940, 875, 1005]"
yen4,page_0012,1,傳,truyện,傳,1,s1_inter_s2_direct,,,"[798, 1005, 875, 1070]"
yen4,page_0012,2,翁,Ông,翁,1,s1_inter_s2_direct,,,"[709, 13, 791, 82]"
yen4,page_0012,2,尼,này,尼,1,s1_inter_s2_direct,,,"[709, 152, 791, 222]"
yen4,page_0012,2,生,sinh,生,1,s1_inter_s2_direct,,,"[709, 222, 791, 292]"
yen4,page_0012,2,於,ở,於,1,s1_inter_s2_direct,,,"[709, 361, 791, 431]"
yen4,page_0012,2,葩,Pha,葩,1,s1_inter_s2_direct,,,"[709, 501, 791, 571]"
yen4,page_0012,2,蘭,lan,蘭,1,s1_inter_s2_direct,,,"[709, 571, 791, 640]"
yen4,page_0012,2,尼,nơi,尼,1,s1_inter_s2_direct,,,"[709, 710, 791, 780]"
yen4,page_0012,2,重,trọng,重,1,s1_inter_s2_direct,,,"[709, 850, 791, 919]"
yen4,page_0012,2,群,còn,群,1,s1_inter_s2_direct,,,"[709, 1059, 791, 1129]"
yen4,page_0012,2,於,ở,於,1,s1_inter_s2_direct,,,"[709, 1129, 791, 1198]"
yen4,page_0012,2,中,trong,中,1,s1_inter_s2_direct,,,"[709, 1198, 791, 1268]"
yen4,page_0012,2,詩,thì,詩,1,s1_inter_s2_similar,0.809,㖘,"[709, 1338, 791, 1408]"
yen4,page_0012,3,敬,kính,敬,1,s1_inter_s2_direct,,,"[610, 80, 688, 146]"
yen4,page_0012,3,昆,con,昆,1,s1_inter_s2_direct,,,"[610, 146, 688, 213]"
yen4,page_0012,3,廪,lắm,廪,1,s1_inter_s2_direct,,,"[610, 213, 688, 279]"
yen4,page_0012,3,爲,vì,爲,1,s1_inter_s2_direct,,,"[610, 279, 688, 346]"
yen4,page_0012,3,想,tưởng,想,1,s1_inter_s2_direct,,,"[610, 346, 688, 412]"
yen4,page_0012,3,体,thấy,体,1,s1_inter_s2_direct,,,"[610, 412, 688, 479]"
yen4,page_0012,3,翁,ông,翁,1,s1_inter_s2_direct,,,"[610, 479, 688, 545]"
yen4,page_0012,3,批,Phê,批,1,s1_inter_s2_direct,,,"[610, 612, 688, 678]"
yen4,page_0012,3,鲁,rô,鲁,1,s1_inter_s2_similar,0.804,𫙔,"[610, 678, 688, 745]"
yen4,page_0012,3,命,mình,命,1,s1_inter_s2_direct,,,"[610, 878, 688, 944]"
yen4,page_0012,3,連,liên,連,1,s1_inter_s2_direct,,,"[610, 944, 688, 1011]"
yen4,page_0012,3,時,thì,時,1,s1_inter_s2_direct,,,"[610, 1011, 688, 1077]"
yen4,page_0012,3,别,biết,别,1,s1_inter_s2_direct,,,"[610, 1210, 688, 1277]"
yen4,page_0012,3,具,con,具,1,s1_inter_s2_similar,0.843,𡥵,"[610, 1277, 688, 1343]"
yen4,page_0012,4,特,được,特,1,s1_inter_s2_direct,,,"[511, 71, 594, 132]"
yen4,page_0012,4,聀,chức,聀,1,s1_inter_s2_direct,,,"[511, 132, 594, 193]"
yen4,page_0012,4,偉,và,偉,1,s1_inter_s2_similar,0.765,為,"[511, 437, 594, 497]"
yen4,page_0012,4,枼,đẹp,枼,1,s1_inter_s2_direct,,,"[511, 497, 594, 558]"
yen4,page_0012,4,弄,lòng,弄,1,s1_inter_s2_direct,,,"[511, 558, 594, 619]"
yen4,page_0012,4,徳,Đức,徳,1,s1_inter_s2_direct,,,"[511, 619, 594, 680]"
yen4,page_0012,4,主,Chúa,主,1,s1_inter_s2_direct,,,"[511, 680, 594, 741]"
yen4,page_0012,5,如,như,如,1,s1_inter_s2_direct,,,"[415, 9, 490, 67]"
yen4,page_0012,5,街,về,街,1,s1_inter_s2_similar,,,"[415, 67, 490, 125]"
yen4,page_0012,5,世,thế,世,1,s1_inter_s2_direct,,,"[415, 125, 490, 183]"
yen4,page_0012,5,間,gian,間,1,s1_inter_s2_direct,,,"[415, 183, 490, 242]"
yen4,page_0012,5,麻,mà,麻,1,s1_inter_s2_direct,,,"[415, 242, 490, 300]"
yen4,page_0012,5,𣵀,nết,𣵀,1,s1_inter_s2_direct,,,"[415, 416, 490, 475]"
yen4,page_0012,5,廩,lắm,廩,1,s1_inter_s2_direct,,,"[415, 475, 490, 533]"
yen4,page_0012,5,朱,cho,朱,1,s1_inter_s2_direct,,,"[415, 533, 490, 591]"
yen4,page_0012,5,年,nên,年,1,s1_inter_s2_direct,,,"[415, 591, 490, 649]"
yen4,page_0012,6,㝵,người,㝵,1,s1_inter_s2_direct,,,"[319, 6, 393, 66]"
yen4,page_0012,6,庄,chăng,庄,1,s1_inter_s2_direct,,,"[319, 66, 393, 127]"
yen4,page_0012,6,聀,chức,聀,1,s1_inter_s2_direct,,,"[319, 188, 393, 249]"
yen4,page_0012,6,意,ấy,意,1,s1_inter_s2_direct,,,"[319, 249, 393, 309]"
yen4,page_0012,6,麻,mà,麻,1,s1_inter_s2_direct,,,"[319, 309, 393, 370]"
yen4,page_0012,6,徳,đức,徳,1,s1_inter_s2_direct,,,"[319, 370, 393, 431]"
yen4,page_0012,6,羅,là,羅,1,s1_inter_s2_direct,,,"[319, 613, 393, 674]"
yen4,page_0012,6,次,thứ,次,1,s1_inter_s2_direct,,,"[319, 978, 393, 1039]"
yen4,page_0012,6,罢,bảy,罢,1,s1_inter_s2_direct,,,"[319, 1039, 393, 1100]"
yen4,page_0012,6,押,ép,押,1,s1_inter_s2_direct,,,"[319, 1100, 393, 1160]"
yen4,page_0012,6,庄,chăng,庄,1,s1_inter_s2_direct,,,"[319, 1282, 393, 1343]"
yen4,page_0012,6,塊,khỏi,塊,1,s1_inter_s2_direct,,,"[319, 1343, 393, 1404]"
yen4,page_0012,7,南,năm,南,1,s1_inter_s2_direct,,,"[227, 69, 294, 129]"
yen4,page_0012,7,辞,từ,辞,1,s1_inter_s2_direct,,,"[227, 250, 294, 311]"
yen4,page_0012,7,聀,chức,聀,1,s1_inter_s2_direct,,,"[227, 311, 294, 371]"
yen4,page_0012,7,意,ấy,意,1,s1_inter_s2_direct,,,"[227, 371, 294, 432]"
yen4,page_0012,7,饒,nhiều,饒,1,s1_inter_s2_direct,,,"[227, 432, 294, 492]"
yen4,page_0012,7,各,các,各,1,s1_inter_s2_direct,,,"[227, 674, 294, 734]"
yen4,page_0012,7,姜,sau,姜,1,s1_inter_s2_similar,,,"[227, 855, 294, 916]"
yen4,page_0012,7,庄,chăng,庄,1,s1_inter_s2_direct,,,"[227, 916, 294, 976]"
yen4,page_0012,7,宐,nghe,宐,1,s1_inter_s2_direct,,,"[227, 976, 294, 1037]"
yen4,page_0012,7,沒,một,沒,1,s1_inter_s2_direct,,,"[227, 1037, 294, 1097]"
yen4,page_0012,7,勧,khuyên,勧,1,s1_inter_s2_direct,,,"[227, 1097, 294, 1158]"
yen4,page_0012,7,召,chịu,召,1,s1_inter_s2_direct,,,"[227, 1158, 294, 1218]"
yen4,page_0012,7,丕,vậy,丕,1,s1_inter_s2_direct,,,"[227, 1218, 294, 1279]"
yen4,page_0012,8,古,của,古,1,s1_inter_s2_direct,,,"[127, 8, 191, 70]"
yen4,page_0012,8,意,ấy,意,1,s1_inter_s2_direct,,,"[127, 133, 191, 195]"
yen4,page_0012,8,各,các,各,1,s1_inter_s2_direct,,,"[127, 383, 191, 445]"
yen4,page_0012,8,灵,linh,灵,1,s1_inter_s2_direct,,,"[127, 445, 191, 508]"
yen4,page_0012,8,昆,con,昆,1,s1_inter_s2_direct,,,"[127, 570, 191, 633]"
yen4,page_0012,8,徳,Đức,徳,1,s1_inter_s2_direct,,,"[127, 633, 191, 695]"
yen4,page_0012,8,支,Giê,支,1,s1_inter_s2_direct,,,"[127, 758, 191, 820]"
yen4,page_0012,8,秋,su,秋,1,s1_inter_s2_direct,,,"[127, 820, 191, 883]"
yen4,page_0012,8,礼,lấy,礼,1,s1_inter_s2_direct,,,"[127, 945, 191, 1008]"
yen4,page_0012,8,柳,máu,柳,1,s1_inter_s2_similar,,,"[127, 1008, 191, 1070]"
yen4,page_0012,8,命,mình,命,1,s1_inter_s2_direct,,,"[127, 1070, 191, 1133]"
yen4,page_0012,8,贖,chuộc,贖,1,s1_inter_s2_direct,,,"[127, 1195, 191, 1258]"
yen4,page_0012,8,㝵,người,㝵,1,s1_inter_s2_direct,,,"[127, 1320, 191, 1383]"
yen4,page_0012,9,聀,chức,聀,1,s1_inter_s2_direct,,,"[29, 127, 98, 190]"
yen4,page_0012,9,意,ấy,意,1,s1_inter_s2_direct,,,"[29, 190, 98, 253]"
yen4,page_0012,9,欣,hơn,欣,1,s1_inter_s2_direct,,,"[29, 253, 98, 316]"
yen4,page_0012,9,南,năm,南,1,s1_inter_s2_direct,,,"[29, 316, 98, 380]"
yen4,page_0012,9,邁,mươi,邁,1,s1_inter_s2_direct,,,"[29, 380, 98, 443]"
yen4,page_0012,9,南,năm,南,1,s1_inter_s2_direct,,,"[29, 443, 98, 506]"
yen4,page_0012,9,仍,nhưng,仍,1,s1_inter_s2_direct,,,"[29, 506, 98, 569]"
