image,tier,book,page,assigned,syllable,head_alt,p_assigned,p_alt
gold/yen2_page_0162_c05_083.png,GOLD,yen2,page_0162,饬,sức,僥,0.0,0.942
gold/yen2_page_0162_c05_085.png,GOLD,yen2,page_0162,特,được,塊,0.0,1.0
gold/yen2_page_0162_c05_086.png,GOLD,yen2,page_0162,塊,khỏi,斫,0.0,1.0
gold/yen2_page_0162_c05_087.png,GOLD,yen2,page_0162,斫,chước,鬼,0.0,1.0
gold/yen2_page_0162_c05_088.png,GOLD,yen2,page_0162,鬼,quỷ,嗔,0.0,0.953
gold/yen2_page_0164_c01_005.png,GOLD,yen2,page_0164,天,thiên,下,0.0,1.0
gold/yen2_page_0164_c01_006.png,GOLD,yen2,page_0164,下,hạ,寺,0.0,1.0
gold/yen2_page_0164_c01_007.png,GOLD,yen2,page_0164,寺,thì,丕,0.0,0.954
gold/yen2_page_0164_c04_056.png,GOLD,yen2,page_0164,頑,ngoan,南,0.097,0.648
gold/yen2_page_0168_c01_010.png,GOLD,yen2,page_0168,創,sáng,㝵,0.225,0.767
gold/yen2_page_0168_c01_011.png,GOLD,yen2,page_0168,朗,láng,創,0.0,1.0
gold/yen2_page_0168_c01_012.png,GOLD,yen2,page_0168,麻,mà,朗,0.0,1.0
gold/yen2_page_0168_c01_013.png,GOLD,yen2,page_0168,除,thờ,麻,0.0,1.0
gold/yen2_page_0168_c01_016.png,GOLD,yen2,page_0168,支,Giê,主,0.0,1.0
gold/yen2_page_0168_c08_140.png,GOLD,yen2,page_0168,星,tinh,連,0.047,0.953
gold/yen2_page_0168_c08_143.png,GOLD,yen2,page_0168,礼,lấy,代,0.0,1.0
silver/yen2_page_0172_c04_056.png,SILVER,yen2,page_0172,爫,làm,丕,0.0,1.0
gold/yen2_page_0172_c04_058.png,GOLD,yen2,page_0172,逐,giục,弄,0.0,1.0
gold/yen2_page_0172_c04_068.png,GOLD,yen2,page_0172,告,cáo,古,0.009,0.987
gold/yen2_page_0172_c05_087.png,GOLD,yen2,page_0172,虚,hư,遣,0.154,0.679
gold/yen2_page_0176_c04_065.png,GOLD,yen2,page_0176,仕,Sãi,丕,0.001,0.995
gold/yen2_page_0176_c04_066.png,GOLD,yen2,page_0176,連,liền,仕,0.0,1.0
gold/yen2_page_0176_c04_067.png,GOLD,yen2,page_0176,吏,lại,連,0.0,1.0
gold/yen2_page_0176_c04_068.png,GOLD,yen2,page_0176,旦,đến,曰,0.037,0.746
gold/yen2_page_0176_c04_069.png,GOLD,yen2,page_0176,𧵆,gần,旦,0.0,0.999
gold/yen2_page_0176_c06_100.png,GOLD,yen2,page_0176,悲,Bấy,冷,0.016,0.675
gold/yen2_page_0176_c06_105.png,GOLD,yen2,page_0176,蓮,liền,連,0.0,1.0
silver/yen2_page_0178_c05_074.png,SILVER,yen2,page_0178,告,cáo,先,0.043,0.675
gold/yen2_page_0178_c05_087.png,GOLD,yen2,page_0178,子,tử,于,0.209,0.749
silver/yen2_page_0178_c06_099.png,SILVER,yen2,page_0178,嬈,nhiều,僥,0.217,0.769
silver/yen2_page_0180_c09_152.png,SILVER,yen2,page_0180,翁,ông,垩,0.008,0.923
gold/yen2_page_0180_c09_161.png,GOLD,yen2,page_0180,支,Giê,主,0.011,0.988
gold/yen2_page_0182_c05_086.png,GOLD,yen2,page_0182,沛,phải,連,0.002,0.998
silver/yen2_page_0182_c05_089.png,SILVER,yen2,page_0182,君,Vua,扲,0.127,0.869
gold/yen2_page_0186_c02_022.png,GOLD,yen2,page_0186,逐,giục,㝵,0.0,1.0
gold/yen2_page_0186_c06_096.png,GOLD,yen2,page_0186,陣,giận,凜,0.0,0.999
gold/yen2_page_0186_c06_097.png,GOLD,yen2,page_0186,廪,lắm,付,0.0,1.0
gold/yen2_page_0186_c06_098.png,GOLD,yen2,page_0186,付,phó,昆,0.0,1.0
gold/yen2_page_0186_c06_099.png,GOLD,yen2,page_0186,昆,con,朱,0.0,1.0
gold/yen2_page_0186_c06_100.png,GOLD,yen2,page_0186,朱,cho,官,0.0,1.0
gold/yen2_page_0186_c06_101.png,GOLD,yen2,page_0186,官,quan,衣,0.0,1.0
silver/yen2_page_0186_c06_111.png,SILVER,yen2,page_0186,离,le,双,0.047,0.953
gold/yen2_page_0186_c06_112.png,GOLD,yen2,page_0186,罢,bởi,离,0.0,0.999
gold/yen2_page_0188_c03_046.png,GOLD,yen2,page_0188,𰙔,ca,歌,0.021,0.978
gold/yen2_page_0192_c05_089.png,GOLD,yen2,page_0192,𠇮,mình,命,0.002,0.544
gold/yen2_page_0194_c03_046.png,GOLD,yen2,page_0194,瑰,khỏi,塊,0.0,0.999
gold/yen2_page_0194_c03_049.png,GOLD,yen2,page_0194,悲,Bấy,㝵,0.0,0.998
silver/yen2_page_0194_c03_054.png,SILVER,yen2,page_0194,阿,a,离,0.005,0.986
silver/yen2_page_0196_c03_035.png,SILVER,yen2,page_0196,為,vì,爲,0.135,0.855
gold/yen2_page_0196_c05_069.png,GOLD,yen2,page_0196,烝,chưng,蒸,0.013,0.71
silver/yen2_page_0196_c06_086.png,SILVER,yen2,page_0196,囉,lạ,罪,0.0,0.976
gold/yen2_page_0198_c09_152.png,GOLD,yen2,page_0198,浪,răng,麻,0.0,1.0
gold/yen2_page_0200_c03_046.png,GOLD,yen2,page_0200,砕,tôi,碎,0.003,0.997
gold/yen2_page_0200_c03_056.png,GOLD,yen2,page_0200,虎,hổ,虖,0.004,0.637
silver/yen2_page_0202_c03_042.png,SILVER,yen2,page_0202,𡗶,Trời,連,0.001,0.999
gold/yen2_page_0202_c03_044.png,GOLD,yen2,page_0202,呌,kêu,浪,0.005,0.888
gold/yen2_page_0206_c07_117.png,GOLD,yen2,page_0206,𡻕,tuổi,歳,0.0,0.937
gold/yen2_page_0206_c07_120.png,GOLD,yen2,page_0206,𥙷,bỏ,補,0.002,0.998
gold/yen2_page_0208_c03_049.png,GOLD,yen2,page_0208,渃,nước,㝵,0.0,0.979
gold/yen2_page_0208_c04_059.png,GOLD,yen2,page_0208,嬈,nhiều,僥,0.021,0.794
silver/yen2_page_0208_c09_146.png,SILVER,yen2,page_0208,翁,Ông,垩,0.007,0.977
gold/yen2_page_0208_c09_151.png,GOLD,yen2,page_0208,烏,ô,欣,0.018,0.668
silver/yen2_page_0210_c08_127.png,SILVER,yen2,page_0210,𥒥,đá,麻,0.031,0.966
gold/yen2_page_0212_c03_042.png,GOLD,yen2,page_0212,𠇮,mình,命,0.0,1.0
gold/yen2_page_0212_c06_083.png,GOLD,yen2,page_0212,伂,phải,固,0.0,1.0
gold/yen2_page_0212_c06_092.png,GOLD,yen2,page_0212,蓮,liên,連,0.0,1.0
gold/yen2_page_0212_c06_096.png,GOLD,yen2,page_0212,𠇮,mình,命,0.0,1.0
gold/yen2_page_0212_c09_150.png,GOLD,yen2,page_0212,代,dạy,离,0.0,1.0
gold/yen2_page_0212_c09_151.png,GOLD,yen2,page_0212,杜,dỗ,代,0.0,1.0
gold/yen2_page_0212_c09_155.png,GOLD,yen2,page_0212,塘,đàng,别,0.0,0.999
gold/yen2_page_0214_c02_021.png,GOLD,yen2,page_0214,邁,mươi,迈,0.0,1.0
gold/yen2_page_0214_c05_090.png,GOLD,yen2,page_0214,庒,chăng,尼,0.0,0.982
silver/yen2_page_0214_c05_104.png,SILVER,yen2,page_0214,歇,hết,欺,0.11,0.635
gold/yen2_page_0216_c09_169.png,GOLD,yen2,page_0216,庒,chăng,尼,0.0,0.925
silver/yen2_page_0218_c03_042.png,SILVER,yen2,page_0218,渃,nước,衣,0.014,0.982
gold/yen2_page_0218_c03_046.png,GOLD,yen2,page_0218,吏,lại,固,0.0,1.0
gold/yen2_page_0218_c03_047.png,GOLD,yen2,page_0218,固,có,干,0.0,1.0
gold/yen2_page_0218_c03_048.png,GOLD,yen2,page_0218,干,cơn,愈,0.0,0.603
gold/yen2_page_0218_c03_053.png,GOLD,yen2,page_0218,打,đánh,歇,0.029,0.971
gold/yen2_page_0218_c04_058.png,GOLD,yen2,page_0218,分,phần,寺,0.01,0.778
gold/yen2_page_0218_c04_068.png,GOLD,yen2,page_0218,看,khen,意,0.0,0.665
gold/yen2_page_0218_c04_070.png,GOLD,yen2,page_0218,道,đạo,本,0.0,1.0
gold/yen2_page_0218_c04_073.png,GOLD,yen2,page_0218,勑,sắc,囉,0.0,0.971
silver/yen2_page_0220_c06_104.png,SILVER,yen2,page_0220,梗,gánh,理,0.005,0.659
gold/yen2_page_0220_c06_105.png,GOLD,yen2,page_0220,職,chức,聀,0.0,1.0
gold/yen2_page_0220_c06_114.png,GOLD,yen2,page_0220,間,gian,世,0.014,0.979
gold/yen2_page_0220_c07_120.png,GOLD,yen2,page_0220,倅,tôi,抒,0.0,0.581
gold/yen2_page_0222_c09_155.png,GOLD,yen2,page_0222,寺,thì,天,0.002,0.997
gold/yen2_page_0222_c09_156.png,GOLD,yen2,page_0222,天,thiên,下,0.0,1.0
gold/yen2_page_0222_c09_157.png,GOLD,yen2,page_0222,下,hạ,買,0.0,1.0
silver/yen2_page_0222_c09_161.png,SILVER,yen2,page_0222,如,nhà,衣,0.0,1.0
gold/yen2_page_0222_c09_162.png,GOLD,yen2,page_0222,衣,ấy,沛,0.0,1.0
gold/yen2_page_0222_c09_163.png,GOLD,yen2,page_0222,沛,phải,思,0.003,0.713
gold/yen2_page_0222_c09_166.png,GOLD,yen2,page_0222,主,Chúa,𡗶,0.0,1.0
gold/yen2_page_0222_c09_168.png,GOLD,yen2,page_0222,罰,phạt,事,0.002,0.904
gold/yen2_page_0222_c09_170.png,GOLD,yen2,page_0222,事,sự,磊,0.0,1.0
gold/yen2_page_0230_c03_042.png,GOLD,yen2,page_0230,衣,ý,徳,0.0,0.999
gold/yen2_page_0230_c03_043.png,GOLD,yen2,page_0230,徳,Đức,主,0.002,0.996
gold/yen2_page_0230_c03_052.png,GOLD,yen2,page_0230,亊,sự,事,0.0,1.0
silver/yen2_page_0230_c03_055.png,SILVER,yen2,page_0230,例,lời,几,0.001,0.881
gold/yen2_page_0230_c05_089.png,GOLD,yen2,page_0230,事,sự,仍,0.0,1.0
gold/yen2_page_0230_c05_092.png,GOLD,yen2,page_0230,道,đạo,詐,0.002,0.812
gold/yen2_page_0230_c05_094.png,GOLD,yen2,page_0230,傳,truyền,衣,0.002,0.98
gold/yen2_page_0230_c05_099.png,GOLD,yen2,page_0230,特,được,庄,0.027,0.972
gold/yen2_page_0230_c05_100.png,GOLD,yen2,page_0230,女,nữa,特,0.0,1.0
gold/yen2_page_0230_c05_101.png,GOLD,yen2,page_0230,連,liền,女,0.0,1.0
gold/yen2_page_0230_c05_102.png,GOLD,yen2,page_0230,代,dạy,連,0.0,0.997
gold/yen2_page_0230_c05_106.png,GOLD,yen2,page_0230,皇,hoàng,呈,0.07,0.918
gold/yen2_page_0234_c03_050.png,GOLD,yen2,page_0234,娘,nước,種,0.0,0.951
gold/yen2_page_0234_c03_052.png,GOLD,yen2,page_0234,断,đoạn,多,0.0,1.0
gold/yen2_page_0234_c03_054.png,GOLD,yen2,page_0234,脉,mạch,尼,0.0,0.574
gold/yen2_page_0234_c05_081.png,GOLD,yen2,page_0234,令,lành,冷,0.0,0.999
gold/yen2_page_0234_c05_082.png,GOLD,yen2,page_0234,共,cùng,令,0.0,0.996
gold/yen2_page_0234_c05_084.png,GOLD,yen2,page_0234,柴,thầy,各,0.0,1.0
gold/yen2_page_0234_c05_085.png,GOLD,yen2,page_0234,為,vì,柴,0.0,1.0
gold/yen2_page_0234_c05_086.png,GOLD,yen2,page_0234,事,sự,為,0.0,1.0
gold/yen2_page_0234_c05_088.png,GOLD,yen2,page_0234,欺,Khi,衣,0.0,0.999
gold/yen2_page_0234_c05_090.png,GOLD,yen2,page_0234,旦,đến,𧗱,0.0,0.979
gold/yen2_page_0234_c05_091.png,GOLD,yen2,page_0234,几,kẻ,旦,0.0,0.99
gold/yen2_page_0234_c05_092.png,GOLD,yen2,page_0234,𦔳,chợ,几,0.0,1.0
gold/yen2_page_0234_c06_105.png,GOLD,yen2,page_0234,没,một,蔑,0.049,0.925
gold/yen2_page_0234_c06_107.png,GOLD,yen2,page_0234,没,một,蔑,0.001,0.941
gold/yen2_page_0234_c06_108.png,GOLD,yen2,page_0234,茹,nhà,蔑,0.036,0.842
gold/yen2_page_0234_c08_149.png,GOLD,yen2,page_0234,特,được,朱,0.0,1.0
gold/yen2_page_0234_c08_150.png,GOLD,yen2,page_0234,孟,mạnh,特,0.0,1.0
gold/yen2_page_0234_c08_151.png,GOLD,yen2,page_0234,几,kẻ,孟,0.0,0.992
gold/yen2_page_0234_c08_152.png,GOLD,yen2,page_0234,佇,giữ,几,0.0,1.0
gold/yen2_page_0236_c01_014.png,GOLD,yen2,page_0236,𢯓,và,末,0.0,0.998
gold/yen2_page_0236_c01_015.png,GOLD,yen2,page_0236,末,mặt,柴,0.0,1.0
gold/yen2_page_0240_c03_039.png,GOLD,yen2,page_0240,及,gặp,於,0.005,0.977
gold/yen2_page_0240_c03_052.png,GOLD,yen2,page_0240,圣,Thánh,壳,0.009,0.972
gold/yen2_page_0240_c06_108.png,GOLD,yen2,page_0240,畧,trước,鬼,0.0,0.981
gold/yen2_page_0242_c01_008.png,GOLD,yen2,page_0242,事,sự,亊,0.014,0.98
gold/yen2_page_0242_c05_085.png,GOLD,yen2,page_0242,包,bao,除,0.0,0.997
gold/yen2_page_0242_c06_095.png,GOLD,yen2,page_0242,仍,Những,曳,0.0,0.988
gold/yen2_page_0242_c06_096.png,GOLD,yen2,page_0242,法,phép,仍,0.008,0.992
silver/yen2_page_0242_c06_100.png,SILVER,yen2,page_0242,𡗶,Trời,主,0.0,1.0
gold/yen2_page_0242_c06_106.png,GOLD,yen2,page_0242,補,bỏ,几,0.027,0.957
gold/yen2_page_0244_c05_079.png,GOLD,yen2,page_0244,其,cùng,共,0.0,0.999
gold/yen2_page_0244_c05_081.png,GOLD,yen2,page_0244,曰,viết,無,0.001,0.997
gold/yen2_page_0244_c07_125.png,GOLD,yen2,page_0244,毎,mọi,每,0.014,0.986
gold/yen2_page_0244_c07_128.png,GOLD,yen2,page_0244,德,Đức,徳,0.0,1.0
gold/yen2_page_0244_c07_131.png,GOLD,yen2,page_0244,樞,su,極,0.219,0.777
gold/yen2_page_0246_c05_086.png,GOLD,yen2,page_0246,亊,sự,事,0.007,0.992
gold/yen2_page_0246_c05_092.png,GOLD,yen2,page_0246,珙,cũng,拱,0.0,0.89
gold/yen2_page_0248_c04_065.png,GOLD,yen2,page_0248,𥙷,bỏ,補,0.0,1.0
gold/yen2_page_0248_c04_073.png,GOLD,yen2,page_0248,蔑,một,没,0.012,0.987
gold/yen2_page_0248_c07_101.png,GOLD,yen2,page_0248,没,một,蔑,0.0,1.0
gold/yen2_page_0248_c07_111.png,GOLD,yen2,page_0248,徳,Đức,主,0.0,0.999
gold/yen2_page_0250_c08_137.png,GOLD,yen2,page_0250,几,kẻ,欺,0.001,0.996
gold/yen2_page_0250_c08_138.png,GOLD,yen2,page_0250,奸,gian,几,0.0,0.996
gold/yen2_page_0250_c08_139.png,GOLD,yen2,page_0250,且,thả,奸,0.0,0.928
gold/yen2_page_0254_c01_012.png,GOLD,yen2,page_0254,德,Đức,徳,0.0,0.999
gold/yen2_page_0254_c08_139.png,GOLD,yen2,page_0254,尾,vẻ,寺,0.03,0.947
gold/yen2_page_0254_c08_144.png,GOLD,yen2,page_0254,床,ràng,浪,0.0,1.0
gold/yen2_page_0258_c07_113.png,GOLD,yen2,page_0258,宜,nghe,宐,0.004,0.976
gold/yen2_page_0258_c07_124.png,GOLD,yen2,page_0258,蔑,một,没,0.011,0.989
gold/yen2_page_0260_c06_096.png,GOLD,yen2,page_0260,故,có,恪,0.0,0.941
gold/yen2_page_0260_c06_097.png,GOLD,yen2,page_0260,沛,phải,固,0.0,0.99
silver/yen2_page_0260_c07_126.png,SILVER,yen2,page_0260,天,trời,𡗶,0.232,0.745
gold/yen2_page_0260_c08_143.png,GOLD,yen2,page_0260,尼,này,時,0.0,0.999
gold/yen2_page_0260_c08_149.png,GOLD,yen2,page_0260,礼,Lễ,几,0.007,0.767
gold/yen2_page_0262_c06_105.png,GOLD,yen2,page_0262,间,gian,間,0.0,1.0
silver/yen2_page_0262_c06_106.png,SILVER,yen2,page_0262,罗,là,固,0.078,0.726
silver/yen2_page_0262_c06_112.png,SILVER,yen2,page_0262,昆,Con,徳,0.11,0.864
gold/yen2_page_0262_c09_160.png,GOLD,yen2,page_0262,年,nên,時,0.001,0.994
gold/yen2_page_0262_c09_166.png,GOLD,yen2,page_0262,祖,tổ,麻,0.0,0.866
gold/yen2_page_0262_c09_167.png,GOLD,yen2,page_0262,宗,tông,長,0.004,0.665
gold/yen2_page_0264_c09_156.png,GOLD,yen2,page_0264,蒙,mong,愛,0.016,0.753
gold/yen2_page_0264_c09_162.png,GOLD,yen2,page_0264,姚,rêu,連,0.0,1.0
gold/yen2_page_0264_c09_169.png,GOLD,yen2,page_0264,等,đứng,㝵,0.0,0.971
gold/yen2_page_0266_c02_024.png,GOLD,yen2,page_0266,不,Phi,丕,0.0,1.0
gold/yen2_page_0266_c03_038.png,GOLD,yen2,page_0266,圣,Thánh,葩,0.031,0.648
silver/yen2_page_0266_c07_116.png,SILVER,yen2,page_0266,乄,làm,之,0.001,0.853
gold/yen2_page_0266_c07_122.png,GOLD,yen2,page_0266,㛪,em,巴,0.0,0.998
gold/yen2_page_0266_c07_125.png,GOLD,yen2,page_0266,垩,thánh,堊,0.002,0.977
gold/yen2_page_0266_c07_130.png,GOLD,yen2,page_0266,撰,chọn,每,0.013,0.729
gold/yen2_page_0268_c01_012.png,GOLD,yen2,page_0268,段,Đoạn,㝵,0.0,0.999
gold/yen2_page_0268_c01_013.png,GOLD,yen2,page_0268,㝵,người,礼,0.0,1.0
silver/yen2_page_0268_c03_038.png,SILVER,yen2,page_0268,㚑,linh,美,0.04,0.913
gold/yen2_page_0270_c02_025.png,GOLD,yen2,page_0270,螉,ong,垩,0.002,0.517
gold/yen2_page_0270_c02_027.png,GOLD,yen2,page_0270,強,càng,事,0.0,0.997
gold/yen2_page_0270_c02_029.png,GOLD,yen2,page_0270,欣,hơn,女,0.0,0.857
gold/yen2_page_0270_c02_031.png,GOLD,yen2,page_0270,昆,Con,寺,0.0,1.0
gold/yen2_page_0270_c02_033.png,GOLD,yen2,page_0270,賢,hiền,冷,0.0,0.869
silver/yen2_page_0270_c02_035.png,SILVER,yen2,page_0270,固,có,㝵,0.005,0.78
gold/yen2_page_0272_c08_142.png,GOLD,yen2,page_0272,惜,tiếc,庄,0.0,1.0
gold/yen2_page_0272_c08_145.png,GOLD,yen2,page_0272,其,cùng,之,0.0,1.0
silver/yen2_page_0272_c08_146.png,SILVER,yen2,page_0272,闭,bấy,困,0.138,0.694
silver/yen2_page_0272_c08_152.png,SILVER,yen2,page_0272,𡗶,Trời,主,0.0,1.0
gold/yen2_page_0274_c02_029.png,GOLD,yen2,page_0274,陳,trần,連,0.008,0.605
gold/yen2_page_0274_c02_030.png,GOLD,yen2,page_0274,仲,truồng,中,0.0,1.0
gold/yen2_page_0274_c05_085.png,GOLD,yen2,page_0274,吿,cáo,古,0.0,0.935
gold/yen2_page_0274_c05_100.png,GOLD,yen2,page_0274,庒,chăng,庄,0.0,1.0
gold/yen2_page_0276_c07_115.png,GOLD,yen2,page_0276,没,một,蔑,0.0,1.0
gold/yen2_page_0276_c07_125.png,GOLD,yen2,page_0276,没,một,蔑,0.0,1.0
gold/yen2_page_0278_c02_022.png,GOLD,yen2,page_0278,旦,đến,茹,0.0,1.0
gold/yen2_page_0278_c02_023.png,GOLD,yen2,page_0278,茹,nhà,蜍,0.0,1.0
gold/yen2_page_0278_c02_024.png,GOLD,yen2,page_0278,蜍,thờ,及,0.0,1.0
gold/yen2_page_0278_c02_025.png,GOLD,yen2,page_0278,及,gặp,蔑,0.0,0.999
gold/yen2_page_0278_c02_026.png,GOLD,yen2,page_0278,蔑,một,㝵,0.0,1.0
gold/yen2_page_0278_c02_027.png,GOLD,yen2,page_0278,㝵,người,黙,0.0,1.0
gold/yen2_page_0278_c02_028.png,GOLD,yen2,page_0278,黙,mặc,襖,0.0,1.0
gold/yen2_page_0278_c04_055.png,GOLD,yen2,page_0278,蜂,ong,蜍,0.155,0.82
gold/yen2_page_0278_c04_059.png,GOLD,yen2,page_0278,古,của,共,0.0,1.0
gold/yen2_page_0278_c04_060.png,GOLD,yen2,page_0278,其,cùng,埃,0.0,1.0
gold/yen2_page_0278_c04_063.png,GOLD,yen2,page_0278,㝵,Người,於,0.0,0.999
gold/yen2_page_0278_c04_064.png,GOLD,yen2,page_0278,於,ở,曠,0.001,0.999
gold/yen2_page_0278_c04_068.png,GOLD,yen2,page_0278,㝵,người,些,0.0,1.0
gold/yen2_page_0278_c04_073.png,GOLD,yen2,page_0278,徳,Đức,主,0.0,1.0
gold/yen2_page_0280_c01_008.png,GOLD,yen2,page_0280,亊,sự,事,0.12,0.762
gold/yen2_page_0280_c01_009.png,GOLD,yen2,page_0280,之,gì,事,0.0,1.0
gold/yen2_page_0280_c01_011.png,GOLD,yen2,page_0280,女,nữa,盃,0.0,0.573
gold/yen2_page_0280_c01_012.png,GOLD,yen2,page_0280,旦,Đến,女,0.0,1.0
gold/yen2_page_0280_c01_016.png,GOLD,yen2,page_0280,代,dạy,㝵,0.0,1.0
gold/yen2_page_0280_c01_017.png,GOLD,yen2,page_0280,半,bán,代,0.0,0.999
gold/yen2_page_0282_c08_144.png,GOLD,yen2,page_0282,丕,vậy,双,0.021,0.935
gold/yen2_page_0282_c08_149.png,GOLD,yen2,page_0282,嬈,nhiều,事,0.0,1.0
gold/yen2_page_0282_c08_156.png,GOLD,yen2,page_0282,先,tên,些,0.0,0.594
gold/yen2_page_0284_c08_133.png,GOLD,yen2,page_0284,女,nữa,礼,0.0,1.0
gold/yen2_page_0284_c08_136.png,GOLD,yen2,page_0284,真,xin,赦,0.0,0.989
gold/yen2_page_0284_c08_138.png,GOLD,yen2,page_0284,事,sự,亊,0.0,1.0
gold/yen2_page_0286_c02_021.png,GOLD,yen2,page_0286,東,Ông,浪,0.0,0.968
gold/yen2_page_0288_c01_013.png,GOLD,yen2,page_0288,永,viếng,𣱵,0.005,0.899
gold/yen2_page_0288_c04_068.png,GOLD,yen2,page_0288,朱,cho,碎,0.0,1.0
gold/yen2_page_0288_c04_069.png,GOLD,yen2,page_0288,碎,tôi,寺,0.0,1.0
gold/yen2_page_0288_c04_076.png,GOLD,yen2,page_0288,德,Đức,徳,0.0,1.0
gold/yen2_page_0288_c07_121.png,GOLD,yen2,page_0288,白,bạc,囚,0.06,0.854
gold/yen2_page_0288_c07_123.png,GOLD,yen2,page_0288,玊,ngọc,玉,0.001,0.605
gold/yen2_page_0290_c05_082.png,GOLD,yen2,page_0290,攺,gởi,改,0.0,1.0
gold/yen2_page_0292_c01_002.png,GOLD,yen2,page_0292,没,một,蔑,0.085,0.914
gold/yen2_page_0292_c07_124.png,GOLD,yen2,page_0292,生,chăng,庄,0.0,0.859
gold/yen2_page_0296_c08_130.png,GOLD,yen2,page_0296,呐,nói,内,0.215,0.782
gold/yen2_page_0296_c08_132.png,GOLD,yen2,page_0296,著,trước,娄,0.0,0.999
gold/yen2_page_0296_c09_142.png,GOLD,yen2,page_0296,事,sự,亊,0.0,1.0
gold/yen2_page_0296_c09_154.png,GOLD,yen2,page_0296,事,sự,亊,0.003,0.996
gold/yen2_page_0298_c05_078.png,GOLD,yen2,page_0298,德,đức,徳,0.021,0.906
gold/yen2_page_0298_c05_082.png,GOLD,yen2,page_0298,旦,đến,事,0.0,1.0
gold/yen2_page_0298_c05_083.png,GOLD,yen2,page_0298,事,sự,折,0.0,1.0
gold/yen2_page_0298_c05_084.png,GOLD,yen2,page_0298,折,chết,歇,0.0,0.868
gold/yen2_page_0298_c05_085.png,GOLD,yen2,page_0298,歛,sớm,埋,0.0,0.999
gold/yen2_page_0298_c05_086.png,GOLD,yen2,page_0298,埋,mai,式,0.0,0.997
gold/yen2_page_0298_c05_089.png,GOLD,yen2,page_0298,寺,THÌ,浪,0.0,1.0
gold/yen2_page_0298_c09_157.png,GOLD,yen2,page_0298,㝵,người,丕,0.112,0.888
gold/yen2_page_0298_c09_159.png,GOLD,yen2,page_0298,汝,nhớ,女,0.0,0.795
gold/yen2_page_0298_c09_168.png,GOLD,yen2,page_0298,庄,chăng,寺,0.0,1.0
gold/yen2_page_0300_c01_001.png,GOLD,yen2,page_0300,没,một,蔑,0.0,1.0
gold/yen2_page_0302_c03_042.png,GOLD,yen2,page_0302,朱,cho,几,0.0,1.0
gold/yen2_page_0302_c03_053.png,GOLD,yen2,page_0302,𥘉,xưa,尼,0.0,1.0
gold/yen2_page_0302_c03_054.png,GOLD,yen2,page_0302,尼,nay,碎,0.0,1.0
gold/yen2_page_0302_c03_055.png,GOLD,yen2,page_0302,碎,tôi,鄧,0.0,0.979
gold/yen2_page_0302_c03_056.png,GOLD,yen2,page_0302,鄧,dâng,古,0.005,0.922
gold/yen2_page_0302_c03_057.png,GOLD,yen2,page_0302,古,của,碎,0.0,1.0
gold/yen2_page_0302_c05_080.png,GOLD,yen2,page_0302,生,sinh,主,0.0,0.956
gold/yen2_page_0302_c05_082.png,GOLD,yen2,page_0302,固,có,几,0.0,1.0
gold/yen2_page_0302_c05_086.png,GOLD,yen2,page_0302,魂,hồn,㝵,0.0,1.0
gold/yen2_page_0302_c05_093.png,GOLD,yen2,page_0302,窣,tốt,𡨧,0.0,0.999
gold/yen2_page_0304_c02_025.png,GOLD,yen2,page_0304,牢,trao,耒,0.0,0.916
gold/yen2_page_0308_c01_002.png,GOLD,yen2,page_0308,年,sao,牢,0.0,1.0
gold/yen2_page_0308_c02_006.png,GOLD,yen2,page_0308,垩,Thánh,為,0.066,0.926
gold/yen2_page_0308_c03_023.png,GOLD,yen2,page_0308,持,được,特,0.001,0.901
gold/yen2_page_0308_c05_056.png,GOLD,yen2,page_0308,猪,chưa,渚,0.0,0.991
gold/yen2_page_0308_c05_063.png,GOLD,yen2,page_0308,持,được,特,0.0,1.0
gold/yen2_page_0308_c08_125.png,GOLD,yen2,page_0308,帝,đí,之,0.001,0.832
gold/yen2_page_0308_c08_137.png,GOLD,yen2,page_0308,如,như,女,0.0,0.79
gold/yen2_page_0310_c08_124.png,GOLD,yen2,page_0310,床,giường,庄,0.06,0.767
gold/yen2_page_0314_c02_021.png,GOLD,yen2,page_0314,𥊘,thì,寺,0.0,1.0
gold/yen2_page_0314_c02_024.png,GOLD,yen2,page_0314,矣,Hãy,呈,0.0,0.94
gold/yen2_page_0316_c02_030.png,GOLD,yen2,page_0316,爪,làm,衣,0.0,0.97
gold/yen2_page_0316_c02_034.png,GOLD,yen2,page_0316,即,tức,郎,0.0,0.965
gold/yen2_page_0320_c05_084.png,GOLD,yen2,page_0320,庒,chăng,牙,0.0,0.988
gold/yen2_page_0320_c05_087.png,GOLD,yen2,page_0320,事,sự,黙,0.0,0.998
gold/yen2_page_0320_c05_088.png,GOLD,yen2,page_0320,対,dối,事,0.0,1.0
gold/yen2_page_0320_c05_089.png,GOLD,yen2,page_0320,女,nữa,対,0.0,0.997
gold/yen2_page_0320_c05_090.png,GOLD,yen2,page_0320,朱,cho,女,0.005,0.995
gold/yen2_page_0320_c05_091.png,GOLD,yen2,page_0320,旦,đến,朱,0.0,1.0
silver/yen2_page_0320_c05_093.png,SILVER,yen2,page_0320,丕,Vậv,掣,0.038,0.705
gold/yen2_page_0320_c06_099.png,GOLD,yen2,page_0320,歇,hết,飭,0.0,1.0
gold/yen2_page_0320_c06_101.png,GOLD,yen2,page_0320,朱,cho,特,0.0,1.0
