book,page,col,ocr_char,syllable,confirmed,tier,rule
yen2,page_0268,6,洋,còn,0,REVIEW,unconfirmed
yen2,page_0268,6,院,ven,0,REVIEW,unconfirmed
yen2,page_0268,6,与,ven,0,REVIEW,unconfirmed
yen2,page_0268,6,忘,chăng,0,REVIEW,unconfirmed
yen2,page_0268,6,𣵀,nát,1,GOLD,s1_inter_s2_direct
yen2,page_0268,6,津,sốt,1,GOLD,s1_inter_s2_similar
yen2,page_0268,7,自,Từ,1,GOLD,s1_inter_s2_direct
yen2,page_0268,7,德,Đức,1,GOLD,s1_inter_s2_direct
yen2,page_0268,7,主,Chúa,1,GOLD,s1_inter_s2_direct
yen2,page_0268,7,枝,Giê,1,GOLD,s1_inter_s2_direct
yen2,page_0268,7,秋,su,1,GOLD,s1_inter_s2_direct
yen2,page_0268,7,嘲,ra,0,REVIEW,unconfirmed
yen2,page_0268,7,伐,đời,0,REVIEW,unconfirmed
yen2,page_0268,7,朱,cho,1,GOLD,s1_inter_s2_direct
yen2,page_0268,7,旦,đến,1,GOLD,s1_inter_s2_direct
yen2,page_0268,7,兮,ông,0,REVIEW,unconfirmed
yen2,page_0268,7,垩,Thánh,1,GOLD,s1_inter_s2_direct
yen2,page_0268,7,石,này,0,REVIEW,unconfirmed
yen2,page_0268,7,魂,khỏi,1,GOLD,s1_inter_s2_similar
yen2,page_0268,7,老,sáu,1,GOLD,s1_inter_s2_direct
yen2,page_0268,7,迊,mươi,1,GOLD,s1_inter_s2_similar
yen2,page_0268,7,林,lăm,1,GOLD,s1_inter_s2_direct
yen2,page_0268,7,南,năm,1,GOLD,s1_inter_s2_direct
yen2,page_0268,8,貲,HAI,0,REVIEW,unconfirmed
yen2,page_0268,8,運,MƯƠI,1,GOLD,s1_inter_s2_similar
yen2,page_0268,8,板,Lăm,0,REVIEW,unconfirmed
yen2,page_0268,8,𭔿,Ông,0,REVIEW,unconfirmed
yen2,page_0268,8,垩,Thánh,1,GOLD,s1_inter_s2_direct
yen2,page_0268,8,相,Giu,0,REVIEW,out_of_dict_no_visual
yen2,page_0268,8,鋒,ong,1,GOLD,s1_inter_s2_similar
yen2,page_0268,8,曰,viết,1,GOLD,s1_inter_s2_direct
yen2,page_0268,8,無,vồ,0,REVIEW,unconfirmed
yen2,page_0268,8,傳,truyện,1,GOLD,s1_inter_s2_direct
yen2,page_0268,8,礼,Lê,0,REVIEW,unconfirmed
yen2,page_0268,8,翁,ông,1,GOLD,s1_inter_s2_direct
yen2,page_0268,8,垩,Thánh,1,GOLD,s1_inter_s2_direct
yen2,page_0268,8,尼,này,1,GOLD,s1_inter_s2_direct
yen2,page_0268,8,專,là,0,REVIEW,unconfirmed
yen2,page_0268,8,喉,hai,0,REVIEW,unconfirmed
yen2,page_0268,8,返,mươi,1,GOLD,s1_inter_s2_similar
yen2,page_0268,8,巴,ba,1,GOLD,s1_inter_s2_direct
yen2,page_0268,8,胸,tháng,1,GOLD,s1_inter_s2_similar
yen2,page_0268,8,正,giêng,1,GOLD,s1_inter_s2_direct
yen2,page_0270,0,𥘉,Xưa,1,GOLD,s1_inter_s2_direct
yen2,page_0270,0,恩,có,0,REVIEW,unconfirmed
yen2,page_0270,0,苦,hai,0,REVIEW,unconfirmed
yen2,page_0270,0,𢕄,vợ,0,REVIEW,unconfirmed
yen2,page_0270,0,重,chồng,1,GOLD,s1_inter_s2_direct
yen2,page_0270,0,於,ở,1,GOLD,s1_inter_s2_direct
yen2,page_0270,0,佐,nước,0,REVIEW,unconfirmed
yen2,page_0270,0,支,giê,1,GOLD,s1_inter_s2_direct
yen2,page_0270,0,批,phê,1,GOLD,s1_inter_s2_direct
yen2,page_0270,0,移,ri,0,REVIEW,unconfirmed
yen2,page_0270,0,𡖋,làm,0,REVIEW,unconfirmed
yen2,page_0270,0,官,quan,1,GOLD,s1_inter_s2_direct
yen2,page_0270,0,𮅕,trấn,0,REVIEW,unconfirmed
yen2,page_0270,0,守,thủ,1,GOLD,s1_inter_s2_direct
yen2,page_0270,0,合,thay,0,REVIEW,unconfirmed
yen2,page_0270,0,位,vị,1,GOLD,s1_inter_s2_direct
yen2,page_0270,0,何,vua,0,REVIEW,unconfirmed
yen2,page_0270,0,双,Song,1,GOLD,s1_inter_s2_direct
yen2,page_0270,0,爵,le,0,REVIEW,unconfirmed
yen2,page_0270,0,罢,bởi,1,GOLD,s1_inter_s2_direct
yen2,page_0270,0,生,sinh,1,GOLD,s1_inter_s2_direct
yen2,page_0270,0,喟,ra,0,REVIEW,unconfirmed
yen2,page_0270,0,翁,ông,1,GOLD,s1_inter_s2_direct
yen2,page_0270,0,厘,trọng,0,REVIEW,unconfirmed
yen2,page_0270,1,珠,Giu,0,REVIEW,out_of_dict_no_visual
yen2,page_0270,1,螉,ong,1,GOLD,s1_inter_s2_direct
yen2,page_0270,1,奇,thì,0,REVIEW,unconfirmed
yen2,page_0270,1,強,càng,1,GOLD,s1_inter_s2_direct
yen2,page_0270,1,重,trọng,1,GOLD,s1_inter_s2_direct
yen2,page_0270,1,歌,hơn,1,GOLD,s1_inter_s2_similar
yen2,page_0270,1,友,nữa,0,REVIEW,unconfirmed
yen2,page_0270,1,昆,Con,1,GOLD,s1_inter_s2_direct
yen2,page_0270,1,寿,thì,0,REVIEW,unconfirmed
yen2,page_0270,1,賢,hiền,1,GOLD,s1_inter_s2_direct
yen2,page_0270,1,冷,lành,1,GOLD,s1_inter_s2_direct
yen2,page_0270,1,國,có,0,REVIEW,unconfirmed
yen2,page_0270,1,涅,nết,1,GOLD,s1_inter_s2_direct
yen2,page_0270,1,那,na,1,GOLD,s1_inter_s2_direct
yen2,page_0270,1,專,dốc,0,REVIEW,unconfirmed
yen2,page_0270,1,弄,lòng,1,GOLD,s1_inter_s2_direct
yen2,page_0270,1,𭺛,ở,0,REVIEW,unconfirmed
yen2,page_0270,1,童,đồng,1,GOLD,s1_inter_s2_direct
yen2,page_0270,1,貞,trinh,1,GOLD,s1_inter_s2_direct
yen2,page_0270,1,仍,nhưng,1,GOLD,s1_inter_s2_direct
yen2,page_0270,1,麻,mà,1,GOLD,s1_inter_s2_direct
yen2,page_0270,2,吃,cha,0,REVIEW,unconfirmed
yen2,page_0270,2,姨,mẹ,0,REVIEW,unconfirmed
yen2,page_0270,2,押,ép,1,GOLD,s1_inter_s2_direct
yen2,page_0270,2,礼,lấy,1,GOLD,s1_inter_s2_direct
yen2,page_0270,2,嬸,vợ,1,GOLD,s1_inter_s2_similar
yen2,page_0270,2,壽,thì,0,REVIEW,unconfirmed
yen2,page_0270,2,沛,phải,1,GOLD,s1_inter_s2_direct
yen2,page_0270,2,直,nghe,1,GOLD,s1_inter_s2_similar
yen2,page_0270,2,丕,Vậy,1,GOLD,s1_inter_s2_direct
yen2,page_0270,2,生,sinh,1,GOLD,s1_inter_s2_direct
yen2,page_0270,2,将,được,0,REVIEW,unconfirmed
yen2,page_0270,2,云,hai,0,REVIEW,unconfirmed
yen2,page_0270,2,界,con,0,REVIEW,unconfirmed
yen2,page_0270,2,麻,mà,1,GOLD,s1_inter_s2_direct
yen2,page_0270,2,将,ngày,0,REVIEW,unconfirmed
yen2,page_0270,2,義,sau,0,REVIEW,unconfirmed
yen2,page_0270,2,折,chết,1,GOLD,s1_inter_s2_direct
yen2,page_0270,2,峯,và,0,REVIEW,unconfirmed
yen2,page_0270,2,䝨,hai,0,REVIEW,unconfirmed
yen2,page_0270,2,新,đoạn,0,REVIEW,unconfirmed
yen2,page_0270,2,孺,vợ,0,REVIEW,unconfirmed
yen2,page_0270,2,按,cũng,0,REVIEW,unconfirmed
yen2,page_0270,3,折,chết,1,GOLD,s1_inter_s2_direct
yen2,page_0270,3,𭀚,nữa,0,REVIEW,unconfirmed
yen2,page_0270,3,㝵,Người,1,GOLD,s1_inter_s2_direct
yen2,page_0270,3,体,thấy,1,GOLD,s1_inter_s2_direct
yen2,page_0270,3,而,làm,0,REVIEW,unconfirmed
yen2,page_0270,3,不,vậy,1,GOLD,s1_inter_s2_similar
yen2,page_0270,3,涿,đội,0,REVIEW,unconfirmed
yen2,page_0270,3,恩,ơn,1,GOLD,s1_inter_s2_direct
yen2,page_0270,3,徳,Đức,1,GOLD,s1_inter_s2_direct
yen2,page_0270,3,主,Chúa,1,GOLD,s1_inter_s2_direct
yen2,page_0270,3,㸦,Trời,0,REVIEW,unconfirmed
yen2,page_0270,3,為,vì,1,GOLD,s1_inter_s2_direct
yen2,page_0270,3,朱,cho,1,GOLD,s1_inter_s2_direct
yen2,page_0270,3,認,khỏi,0,REVIEW,unconfirmed
yen2,page_0270,3,梗,gánh,1,GOLD,s1_inter_s2_direct
yen2,page_0270,3,云,của,0,REVIEW,unconfirmed
yen2,page_0270,3,曩,nặng,1,GOLD,s1_inter_s2_direct
yen2,page_0270,3,母,là,0,REVIEW,unconfirmed
yen2,page_0270,3,事,sự,1,GOLD,s1_inter_s2_direct
yen2,page_0270,3,祛,xem,0,REVIEW,unconfirmed
yen2,page_0270,3,首,sóc,0,REVIEW,unconfirmed
yen2,page_0270,3,嬌,vợ,1,GOLD,s1_inter_s2_similar
yen2,page_0270,4,昆,con,1,GOLD,s1_inter_s2_direct
yen2,page_0270,4,自,Từ,1,GOLD,s1_inter_s2_direct
yen2,page_0270,4,得,ngày,0,REVIEW,unconfirmed
yen2,page_0270,4,婦,vợ,1,GOLD,s1_inter_s2_direct
yen2,page_0270,4,折,chết,1,GOLD,s1_inter_s2_direct
yen2,page_0270,4,寿,thì,0,REVIEW,unconfirmed
yen2,page_0270,4,𫠉,dốc,0,REVIEW,unconfirmed
yen2,page_0270,4,吾,lòng,0,REVIEW,unconfirmed
yen2,page_0270,4,庒,chăng,1,GOLD,s1_inter_s2_direct
yen2,page_0270,4,夭,yêu,1,GOLD,s1_inter_s2_direct
yen2,page_0270,4,事,sự,1,GOLD,s1_inter_s2_direct
yen2,page_0270,4,困,hèn,0,REVIEW,unconfirmed
yen2,page_0270,4,世,thế,1,GOLD,s1_inter_s2_direct
yen2,page_0270,4,固,gian,1,GOLD,s1_inter_s2_similar
yen2,page_0270,4,女,nữa,1,GOLD,s1_inter_s2_direct
yen2,page_0270,4,連,liền,1,GOLD,s1_inter_s2_direct
yen2,page_0270,4,鄧,dâng,1,GOLD,s1_inter_s2_direct
yen2,page_0270,4,命,mình,1,GOLD,s1_inter_s2_direct
yen2,page_0270,4,昧,cho,1,GOLD,s1_inter_s2_similar
yen2,page_0270,4,徳,Đức,1,GOLD,s1_inter_s2_direct
yen2,page_0270,4,主,Chúa,1,GOLD,s1_inter_s2_direct
yen2,page_0270,4,爾,Trời,0,REVIEW,unconfirmed
yen2,page_0270,5,礼,lấy,1,GOLD,s1_inter_s2_direct
yen2,page_0270,5,丶,nhiều,0,REVIEW,unconfirmed
yen2,page_0270,5,黄,vàng,1,GOLD,s1_inter_s2_direct
yen2,page_0270,5,泊,bạc,1,GOLD,s1_inter_s2_direct
yen2,page_0270,5,麻,mà,1,GOLD,s1_inter_s2_direct
yen2,page_0270,5,施,thí,1,GOLD,s1_inter_s2_direct
yen2,page_0270,5,朱,cho,1,GOLD,s1_inter_s2_direct
yen2,page_0270,5,几,kẻ,1,GOLD,s1_inter_s2_direct
yen2,page_0270,5,康,khó,1,GOLD,s1_inter_s2_similar
yen2,page_0270,5,中,khăn,1,GOLD,s1_inter_s2_direct
yen2,page_0270,5,時,rộng,0,REVIEW,unconfirmed
yen2,page_0270,5,禱,rãi,0,REVIEW,unconfirmed
yen2,page_0270,5,簿,lăm,0,REVIEW,unconfirmed
yen2,page_0270,5,爲,vì,1,GOLD,s1_inter_s2_direct
yen2,page_0270,5,㝵,người,1,GOLD,s1_inter_s2_direct
yen2,page_0270,5,候,răng,0,REVIEW,unconfirmed
yen2,page_0270,5,古,của,1,GOLD,s1_inter_s2_direct
yen2,page_0270,5,碎,tôi,1,GOLD,s1_inter_s2_direct
yen2,page_0270,5,畀,là,0,REVIEW,unconfirmed
yen2,page_0270,5,古,của,1,GOLD,s1_inter_s2_direct
yen2,page_0270,5,徳,Đức,1,GOLD,s1_inter_s2_direct
yen2,page_0270,5,主,Chúa,1,GOLD,s1_inter_s2_direct
yen2,page_0270,5,春,Trời,0,REVIEW,unconfirmed
yen2,page_0270,6,陵,gửi,0,REVIEW,unconfirmed
yen2,page_0270,6,朱,cho,1,GOLD,s1_inter_s2_direct
yen2,page_0270,6,碎,tôi,1,GOLD,s1_inter_s2_direct
yen2,page_0270,6,共,cùng,1,GOLD,s1_inter_s2_direct
yen2,page_0270,6,支,chia,1,GOLD,s1_inter_s2_direct
yen2,page_0270,6,呷,ra,0,REVIEW,unconfirmed
yen2,page_0270,6,朱,cho,1,GOLD,s1_inter_s2_direct
yen2,page_0270,6,瓦,kẻ,0,REVIEW,unconfirmed
yen2,page_0270,6,庫,khó,1,GOLD,s1_inter_s2_direct
yen2,page_0270,6,巾,khăn,1,GOLD,s1_inter_s2_direct
yen2,page_0270,6,戾,chăng,0,REVIEW,unconfirmed
yen2,page_0270,6,沛,phải,1,GOLD,s1_inter_s2_direct
yen2,page_0270,6,古,của,1,GOLD,s1_inter_s2_direct
yen2,page_0270,6,盈,riêng,1,GOLD,s1_inter_s2_direct
yen2,page_0270,6,碎,tôi,1,GOLD,s1_inter_s2_direct
yen2,page_0270,6,爲,đâu,0,REVIEW,unconfirmed
yen2,page_0270,6,旦,Đến,1,GOLD,s1_inter_s2_direct
yen2,page_0270,6,時,ngày,1,GOLD,s1_inter_s2_direct
yen2,page_0270,6,翻,sau,0,REVIEW,unconfirmed
yen2,page_0270,6,天,thiên,1,GOLD,s1_inter_s2_direct
yen2,page_0270,6,下,hạ,1,GOLD,s1_inter_s2_direct
yen2,page_0270,6,寗,măng,0,REVIEW,unconfirmed
yen2,page_0270,7,渚,tiếng,0,REVIEW,diverged_column
yen2,page_0270,7,福,phúc,1,GOLD,s1_inter_s2_direct
yen2,page_0270,7,徳,đức,1,GOLD,s1_inter_s2_direct
yen2,page_0270,7,㝵,người,1,GOLD,s1_inter_s2_direct
yen2,page_0270,7,弆,thì,0,REVIEW,diverged_column
yen2,page_0270,7,撰,chọn,1,GOLD,s1_inter_s2_direct
yen2,page_0270,7,味,cho,1,GOLD,s1_inter_s2_similar
yen2,page_0270,7,建,lên,1,GOLD,s1_inter_s2_similar
yen2,page_0270,7,百,làm,0,REVIEW,diverged_column
yen2,page_0270,7,日,viết,0,REVIEW,diverged_column
yen2,page_0270,7,無,vồ,0,REVIEW,diverged_column
yen2,page_0270,7,城,thành,1,GOLD,s1_inter_s2_direct
yen2,page_0270,7,两,A,1,GOLD,s1_inter_s2_similar
yen2,page_0270,7,釐,lê,0,REVIEW,diverged_column
yen2,page_0270,7,山,san,1,GOLD,s1_inter_s2_direct
yen2,page_0270,7,阿,a,1,GOLD,s1_inter_s2_direct
yen2,page_0270,7,男,là,0,REVIEW,diverged_column
yen2,page_0270,7,几,kẻ,1,REVIEW,diverged_column
yen2,page_0270,7,酬,chợ,0,REVIEW,diverged_column
yen2,page_0270,7,湲,nước,0,REVIEW,diverged_column
yen2,page_0270,7,衣,I,0,REVIEW,diverged_column
yen2,page_0270,7,赱,chi,1,REVIEW,diverged_column
yen2,page_0270,8,蘇,tô,1,GOLD,s1_inter_s2_direct
yen2,page_0270,8,德,Đức,1,GOLD,s1_inter_s2_direct
yen2,page_0270,8,主,Chúa,1,GOLD,s1_inter_s2_direct
yen2,page_0270,8,枝,Giê,1,GOLD,s1_inter_s2_direct
yen2,page_0270,8,秋,su,1,GOLD,s1_inter_s2_direct
yen2,page_0270,8,於,ở,1,GOLD,s1_inter_s2_direct
yen2,page_0270,8,黔,bảy,0,REVIEW,unconfirmed
yen2,page_0270,8,有,năm,0,REVIEW,unconfirmed
yen2,page_0270,8,㝵,người,1,GOLD,s1_inter_s2_direct
yen2,page_0270,8,在,chăng,0,REVIEW,unconfirmed
yen2,page_0270,8,氏,yêu,1,GOLD,s1_inter_s2_similar
yen2,page_0270,8,等,sự,0,REVIEW,unconfirmed
yen2,page_0270,8,郎,sang,1,GOLD,s1_inter_s2_direct
yen2,page_0270,8,重,trọng,1,GOLD,s1_inter_s2_direct
yen2,page_0270,8,刄,Song,0,REVIEW,unconfirmed
yen2,page_0270,8,裔,le,0,REVIEW,unconfirmed
yen2,page_0270,8,改,cãi,1,GOLD,s1_inter_s2_direct
yen2,page_0270,8,肉,lời,0,REVIEW,unconfirmed
yen2,page_0270,8,司,vua,0,REVIEW,unconfirmed
yen2,page_0270,8,共,cùng,1,GOLD,s1_inter_s2_direct
yen2,page_0270,8,實,cả,0,REVIEW,unconfirmed
yen2,page_0270,8,蹄,và,0,REVIEW,unconfirmed
yen2,page_0272,0,民,dân,1,GOLD,s1_inter_s2_direct
yen2,page_0272,0,在,chăng,0,REVIEW,unconfirmed
yen2,page_0272,0,特,được,1,GOLD,s1_inter_s2_direct
yen2,page_0272,0,得,ngày,0,REVIEW,unconfirmed
yen2,page_0272,0,輝,sau,0,REVIEW,unconfirmed
yen2,page_0272,0,眉,mới,0,REVIEW,unconfirmed
yen2,page_0272,0,宜,nghe,1,GOLD,s1_inter_s2_direct
yen2,page_0272,0,石,Vậy,0,REVIEW,unconfirmed
yen2,page_0272,0,欺,khi,1,GOLD,s1_inter_s2_direct
yen2,page_0272,0,㝵,người,1,GOLD,s1_inter_s2_direct
yen2,page_0272,0,百,làm,0,REVIEW,unconfirmed
yen2,page_0272,0,曰,viết,1,GOLD,s1_inter_s2_direct
yen2,page_0272,0,無,vồ,0,REVIEW,unconfirmed
yen2,page_0272,0,寺,thì,1,GOLD,s1_inter_s2_direct
yen2,page_0272,0,所,sửa,1,GOLD,s1_inter_s2_direct
yen2,page_0272,0,每,mọi,1,GOLD,s1_inter_s2_direct
yen2,page_0272,0,役,việc,1,GOLD,s1_inter_s2_direct
yen2,page_0272,0,几,kẻ,1,GOLD,s1_inter_s2_direct
yen2,page_0272,0,因,có,0,REVIEW,unconfirmed
yen2,page_0272,0,道,đạo,1,GOLD,s1_inter_s2_direct
yen2,page_0272,0,能,năng,1,GOLD,s1_inter_s2_direct
yen2,page_0272,1,隔,giảng,0,REVIEW,unconfirmed
yen2,page_0272,1,能,năng,1,GOLD,s1_inter_s2_direct
yen2,page_0272,1,勧,khuyên,1,GOLD,s1_inter_s2_direct
yen2,page_0272,1,㝵,người,1,GOLD,s1_inter_s2_direct
yen2,page_0272,1,些,ta,1,GOLD,s1_inter_s2_direct
yen2,page_0272,1,事,sự,1,GOLD,s1_inter_s2_direct
yen2,page_0272,1,泯,dạy,0,REVIEW,unconfirmed
yen2,page_0272,1,杜,dố,0,REVIEW,out_of_dict_no_visual
yen2,page_0272,1,天,thiên,1,GOLD,s1_inter_s2_direct
yen2,page_0272,1,下,hạ,1,GOLD,s1_inter_s2_direct
yen2,page_0272,1,唐,đàng,1,GOLD,s1_inter_s2_direct
yen2,page_0272,1,直,ngay,1,GOLD,s1_inter_s2_similar
yen2,page_0272,1,連,lên,1,GOLD,s1_inter_s2_direct
yen2,page_0272,1,天,thiên,1,GOLD,s1_inter_s2_direct
yen2,page_0272,1,虗,đàng,0,REVIEW,unconfirmed
yen2,page_0272,1,双,Song,1,GOLD,s1_inter_s2_direct
yen2,page_0272,1,离,le,1,GOLD,s1_inter_s2_direct
yen2,page_0272,1,分,phần,1,GOLD,s1_inter_s2_direct
yen2,page_0272,1,盈,riêng,1,GOLD,s1_inter_s2_direct
yen2,page_0272,1,㝵,người,1,GOLD,s1_inter_s2_direct
yen2,page_0272,2,罡,là,0,REVIEW,diverged_column
yen2,page_0272,2,仁,nhân,1,GOLD,s1_inter_s2_direct
yen2,page_0272,2,徳,đức,1,GOLD,s1_inter_s2_direct
yen2,page_0272,2,傷,thương,1,GOLD,s1_inter_s2_direct
yen2,page_0272,2,兀,kẻ,1,GOLD,s1_inter_s2_similar
yen2,page_0272,2,庫,khó,1,GOLD,s1_inter_s2_direct
yen2,page_0272,2,中,khăn,1,GOLD,s1_inter_s2_direct
yen2,page_0272,2,而,làm,0,REVIEW,diverged_column
yen2,page_0272,2,吒,cha,1,GOLD,s1_inter_s2_direct
yen2,page_0272,2,几,kẻ,1,GOLD,s1_inter_s2_direct
yen2,page_0272,2,戊,mồ,1,GOLD,s1_inter_s2_direct
yen2,page_0272,2,理,côi,0,REVIEW,diverged_column
yen2,page_0272,2,餒,nuôi,1,GOLD,s1_inter_s2_direct
yen2,page_0272,2,兀,kẻ,1,GOLD,s1_inter_s2_similar
yen2,page_0272,2,寡,góa,0,REVIEW,diverged_column
yen2,page_0272,2,部,bua,0,REVIEW,diverged_column
yen2,page_0272,2,麻,mà,1,REVIEW,diverged_column
yen2,page_0272,2,噲,goi,0,REVIEW,diverged_column
yen2,page_0272,2,奴,nó,1,REVIEW,diverged_column
yen2,page_0272,2,異,chúa,0,REVIEW,diverged_column
yen2,page_0272,3,命,mình,1,GOLD,s1_inter_s2_direct
yen2,page_0272,3,為,vì,1,GOLD,s1_inter_s2_direct
yen2,page_0272,3,罨,trông,0,REVIEW,diverged_column
yen2,page_0272,3,得,ngày,0,REVIEW,diverged_column
yen2,page_0272,3,輝,sau,0,REVIEW,diverged_column
yen2,page_0272,3,几,kẻ,1,GOLD,s1_inter_s2_direct
yen2,page_0272,3,庫,khó,1,GOLD,s1_inter_s2_direct
yen2,page_0272,3,中,khăn,1,GOLD,s1_inter_s2_direct
yen2,page_0272,3,保,bầu,1,GOLD,s1_inter_s2_direct
yen2,page_0272,3,命,mình,1,GOLD,s1_inter_s2_direct
yen2,page_0272,3,墀,trước,0,REVIEW,diverged_column
yen2,page_0272,3,末,mặt,1,GOLD,s1_inter_s2_direct
yen2,page_0272,3,徳,Đức,1,GOLD,s1_inter_s2_direct
yen2,page_0272,3,主,Chúa,1,GOLD,s1_inter_s2_direct
yen2,page_0272,3,喬,Trời,0,REVIEW,diverged_column
yen2,page_0272,3,朱,cho,1,GOLD,s1_inter_s2_direct
yen2,page_0272,3,特,được,1,GOLD,s1_inter_s2_direct
yen2,page_0272,3,連,lên,1,GOLD,s1_inter_s2_direct
yen2,page_0272,3,天,thiên,1,GOLD,s1_inter_s2_direct
yen2,page_0272,3,堂,đàng,1,GOLD,s1_inter_s2_direct
yen2,page_0272,4,㝵,ông,0,REVIEW,unconfirmed
yen2,page_0272,4,百,Thánh,1,GOLD,s1_inter_s2_similar
yen2,page_0272,4,效,môi,1,GOLD,s1_inter_s2_similar
yen2,page_0272,4,局,ngày,0,REVIEW,unconfirmed
yen2,page_0272,4,歇,môi,0,REVIEW,unconfirmed
yen2,page_0272,4,仍,nuôi,0,REVIEW,unconfirmed
yen2,page_0272,4,先,hết,0,REVIEW,unconfirmed
yen2,page_0272,4,几,bấy,0,REVIEW,unconfirmed
yen2,page_0272,4,甲,nhiêu,0,REVIEW,unconfirmed
yen2,page_0272,4,中,người,0,REVIEW,unconfirmed
yen2,page_0272,4,城,ấy,0,REVIEW,unconfirmed
yen2,page_0272,4,特,Sau,0,REVIEW,unconfirmed
yen2,page_0272,4,罢,nữa,0,REVIEW,unconfirmed
yen2,page_0272,4,屏,người,0,REVIEW,unconfirmed
yen2,page_0272,4,献,ở,0,REVIEW,unconfirmed
yen2,page_0272,4,森,nước,0,REVIEW,unconfirmed
yen2,page_0272,4,㝵,Giu,0,REVIEW,out_of_dict_no_visual
yen2,page_0272,4,赶,di,0,REVIEW,unconfirmed
yen2,page_0272,5,至,a,0,REVIEW,diverged_column
yen2,page_0272,5,樞,nam,0,REVIEW,diverged_column
yen2,page_0272,5,蜂,nữ,0,REVIEW,diverged_column
yen2,page_0272,5,每,kẻ,0,REVIEW,diverged_column
yen2,page_0272,5,得,trọng,0,REVIEW,diverged_column
yen2,page_0272,5,毎,kẻ,0,REVIEW,diverged_column
yen2,page_0272,5,餒,hèn,0,REVIEW,diverged_column
yen2,page_0272,5,歇,kế,0,REVIEW,diverged_column
yen2,page_0272,5,僥,chẳng,0,REVIEW,diverged_column
yen2,page_0272,5,㝵,xiết,0,REVIEW,diverged_column
yen2,page_0272,5,化,phải,0,REVIEW,diverged_column
yen2,page_0272,5,輝,giặc,0,REVIEW,diverged_column
yen2,page_0272,5,女,mà,1,REVIEW,diverged_column
yen2,page_0272,5,於,chay,0,REVIEW,diverged_column
yen2,page_0272,5,屍,vào,0,REVIEW,diverged_column
yen2,page_0272,5,珠,thành,0,REVIEW,diverged_column
yen2,page_0272,5,移,A,1,REVIEW,diverged_column
yen2,page_0272,6,阿,ria,0,REVIEW,unconfirmed
yen2,page_0272,6,男,thì,0,REVIEW,unconfirmed
yen2,page_0272,6,女,người,0,REVIEW,unconfirmed
yen2,page_0272,6,几,chắng,0,REVIEW,s2_singleton_unconfirmed
yen2,page_0272,6,重,tiếc,0,REVIEW,unconfirmed
yen2,page_0272,6,几,của,0,REVIEW,unconfirmed
yen2,page_0272,6,閑,gì,0,REVIEW,unconfirmed
yen2,page_0272,6,計,cùng,0,REVIEW,unconfirmed
yen2,page_0272,6,庒,bấy,0,REVIEW,unconfirmed
yen2,page_0272,6,掣,nhiêu,0,REVIEW,unconfirmed
yen2,page_0272,6,乕,người,0,REVIEW,unconfirmed
yen2,page_0272,6,賦,cậy,0,REVIEW,unconfirmed
yen2,page_0272,6,麻,Đức,0,REVIEW,unconfirmed
yen2,page_0272,6,豸,Chúa,0,REVIEW,unconfirmed
yen2,page_0272,6,蚤,Trời,0,REVIEW,unconfirmed
yen2,page_0272,6,域,nuôi,0,REVIEW,unconfirmed
yen2,page_0272,6,囚,thiên,0,REVIEW,unconfirmed
yen2,page_0272,6,黍,hạ,0,REVIEW,unconfirmed
yen2,page_0272,6,山,chăng,0,REVIEW,unconfirmed
yen2,page_0272,7,何,cho,0,REVIEW,diverged_column
yen2,page_0272,7,時,thiếu,0,REVIEW,diverged_column
yen2,page_0272,7,㝵,của,0,REVIEW,diverged_column
yen2,page_0272,7,在,gì,0,REVIEW,diverged_column
yen2,page_0272,7,惜,mà,0,REVIEW,diverged_column
yen2,page_0272,7,財,nuôi,0,REVIEW,diverged_column
yen2,page_0272,7,之,những,0,REVIEW,diverged_column
yen2,page_0272,7,其,con,0,REVIEW,diverged_column
yen2,page_0272,7,团,Đức,0,REVIEW,diverged_column
yen2,page_0272,7,僥,Chúa,0,REVIEW,diverged_column
yen2,page_0272,7,㝵,Trời,0,REVIEW,diverged_column
yen2,page_0272,7,忘,phải,0,REVIEW,diverged_column
yen2,page_0272,7,徳,khốn,0,REVIEW,diverged_column
yen2,page_0272,7,主,làm,0,REVIEW,diverged_column
yen2,page_0272,7,吞,vậy,0,REVIEW,diverged_column
yen2,page_0272,7,餒,có,0,REVIEW,diverged_column
yen2,page_0272,7,天,một,0,REVIEW,diverged_column
yen2,page_0272,7,下,lần,0,REVIEW,diverged_column
yen2,page_0272,7,庒,người,0,REVIEW,diverged_column
yen2,page_0274,0,嘯,mắng,0,REVIEW,diverged_column
yen2,page_0274,0,省,tiếng,1,REVIEW,diverged_column
yen2,page_0274,0,柯,vua,0,REVIEW,diverged_column
yen2,page_0274,0,匠,nước,0,REVIEW,diverged_column
yen2,page_0274,0,托,Phê,0,REVIEW,diverged_column
yen2,page_0274,0,槎,si,0,REVIEW,diverged_column
yen2,page_0274,0,阿,a,1,GOLD,s1_inter_s2_direct
yen2,page_0274,0,破,phá,1,GOLD,s1_inter_s2_direct
yen2,page_0274,0,特,được,1,GOLD,s1_inter_s2_direct
yen2,page_0274,0,域,thành,1,GOLD,s1_inter_s2_similar
yen2,page_0274,0,支,Giê,1,GOLD,s1_inter_s2_direct
yen2,page_0274,0,由,ru,1,GOLD,s1_inter_s2_direct
yen2,page_0274,0,沙,sa,1,GOLD,s1_inter_s2_direct
