sample_id,image,book,page,column,ocr_char,syllable,label,tier,rule,bbox,crop_w,crop_h,R_candidates,R_size,ocr_in_R,pred,sec,pred_cjk,n_cjk,one_cjk,first,first_in_R,any_in_R,eq_kinh,first_in_vocab,kinh_in_R,is_empty,latin,multi,no_cjk
M1_0153,gold/stt2_page_0044_c04_066.png,stt2,page_0044,4,悲,bấy,悲,GOLD,s1_inter_s2_direct,"[960, 836, 1062, 946]",122,131,卑|悲|曊|碑|罢|罷|貝|買|閇|閈|閉|闭|䠋|𠇍|𠐌|𠾚|𡭼|𡮁|𤰞|𥓓|𦋼|𧟽|𨳓|𨳯|𨳰|𨳲|𨵰|𪿨|󰋇|󰛠|󰭍|󱡋|󱤙|󱤣,34,True,,0.964,,0,False,,False,False,False,False,True,True,False,False,True
M1_0154,gold/stt2_page_0112_c08_167.png,stt2,page_0112,8,朱,cho,朱,GOLD,s1_inter_s2_direct,"[381, 2231, 478, 2341]",98,122,|咮|埃|木|朱|株|沫|渚|濐|硃|陼|㵭,12,True,,0.871,,0,False,,False,False,False,False,True,True,False,False,True
M1_0155,gold/stt2_page_0310_c03_057.png,stt2,page_0310,3,㝵,người,㝵,GOLD,s1_inter_s2_direct,"[1142, 2187, 1253, 2313]",105,149,仉|倘|儻|勜|匕|命|圤|徜|昆|皚|躺|辞|㝵|𠊚|𠊛|𣈗|𣈜|𤽗|𫴮|󱫱,20,True,,1.088,,0,False,,False,False,False,False,True,True,False,False,True
M1_0156,gold/stt2_page_0280_c06_128.png,stt2,page_0280,6,女,nữa,女,GOLD,s1_inter_s2_direct,"[694, 2353, 806, 2471]",133,136,女|姅|汝|𠯆|𡛤,5,True,,1.162,,0,False,,False,False,False,False,True,True,False,False,True
M1_0157,gold/stt2_page_0090_c05_079.png,stt2,page_0090,5,於,ở,於,GOLD,s1_inter_s2_direct,"[812, 645, 921, 753]",116,132,唹|扵|於|正|烏|菸|默|𠾕|𣄒|𣱏|𤋬|𤕘|𫵦|󰛢|󱳍|過|𠵩|𡁎|𢷣|𧿨,20,True,,1.026,,0,False,,False,False,False,False,True,True,False,False,True
M1_0158,gold/stt2_page_0124_c02_022.png,stt2,page_0124,2,朱,cho,朱,GOLD,s1_inter_s2_direct,"[1284, 630, 1394, 739]",112,134,|咮|埃|木|朱|株|沫|渚|濐|硃|陼|㵭,12,True,,0.965,,0,False,,False,False,False,False,True,True,False,False,True
M1_0159,gold/stt2_page_0264_c01_018.png,stt2,page_0264,1,共,cùng,共,GOLD,s1_inter_s2_direct,"[1431, 2304, 1545, 2424]",129,145,供|共|其|塘|廾|弯|強|拱|拲|珙|穷|穹|窮|竆|藭|蛩|蛬|邛|䓖|䠻|𠔏|𡀳|𡃕|𥧺|𥨪|𦱹|𧅉|𧅓|𧉨|𧊡|𧊮|𧋄|𧋯|𧋳|𧌪|𧎦|𧏒|𨉺|𩇿|󰠃|棩|筇|跫|銎,44,True,,1.128,,0,False,,False,False,False,False,True,True,False,False,True
M1_0160,gold/stt2_page_0252_c08_130.png,stt2,page_0252,8,也,đã,也,GOLD,s1_inter_s2_direct,"[386, 2057, 496, 2193]",107,153,乑|也|卒|吏|吔|它|拖|易|胣|諸|陀|㐌|𠰹|𢒕|𣦁|𧭷,16,True,瓜,1.140,瓜,1,True,瓜,False,False,False,True,True,False,False,False,False
M1_0161,gold/stt2_page_0308_c01_002.png,stt2,page_0308,1,年,sao,年,GOLD,s1_inter_s2_direct,"[1436, 688, 1543, 810]",81,150,之|削|劋|吵|哰|墝|年|弰|抄|挱|捎|揱|搞|摮|摷|敲|旓|杪|梢|槱|橚|毃|澃|炒|焣|焼|煼|燒|牢|硗|秒|稍|窂|笽|筲|箾|簫|耖|艄|萷|蕱|蛸|訬|鈔|钞|鞘|鞩|韒|髾|鮹|㪣|㶤|㶮|㷅|䅺|䈰|䔠|䯨|𡕘|𡘠|𡢐|𡫡|𢐨|𢐺|𢭂|𢷀|𢻤|𢾐|𢿣|𢿲|𣇟|𣋀|𣒲|𣫁|𤈓|𤈗|𤈨|𤊛|𤊝|𤌉|𤌖|𤌝|𤌸|𤌽|𤑡|𤑵|𤘰|𤚧|𤿨|𥤎|𥥑|𥳓|𧄣|𧺩|𩫈|𩰸|𩱂|𩱈|𩱦|𪱊|𫰴|𫳵|𬁖|󱙬|剿,105,True,,0.940,,0,False,,False,False,False,False,True,True,False,False,True
M1_0162,gold/stt2_page_0132_c09_170.png,stt2,page_0132,9,特,được,特,GOLD,s1_inter_s2_direct,"[196, 1376, 298, 1496]",104,141,待|得|持|時|特|犆|㝵|㝶|䗂|䙷|䙸|𠊚|𠭁|𢔨|𢔶|𤙫|𤙰|𤛀|𥩳|𧴫|󱡓,21,True,,0.965,,0,False,,False,False,False,False,True,True,False,False,True
M1_0163,gold/stt2_page_0072_c05_086.png,stt2,page_0072,5,時,ngày,時,GOLD,s1_inter_s2_direct,"[802, 1816, 907, 1937]",113,149,ヌ||匕|又|挧|時|㝵|𣈗|𣈜|𣦍|𬏝,11,True,,1.138,,0,False,,False,False,False,False,True,True,False,False,True
M1_0164,gold/stt2_page_0140_c08_147.png,stt2,page_0140,8,之,gì,之,GOLD,s1_inter_s2_direct,"[356, 2324, 458, 2440]",126,140,𱍽|之|咦|夷|姨|洏|洟|為|芇|㞢|𠔇|𡳿|𫡛|𫩝|󰢔|󱙀,16,True,,1.056,,0,False,,False,False,False,False,True,True,False,False,True
M1_0165,gold/stt2_page_0066_c06_118.png,stt2,page_0066,6,浪,rằng,浪,GOLD,s1_inter_s2_direct,"[687, 1548, 801, 1670]",133,140,哏|哴|喨|坺|娘|払|浪|㖫|𠳒|𠺘|𤎔|𪘵,12,True,,1.182,,0,False,,False,False,False,False,True,True,False,False,True
M1_0166,gold/stt2_page_0036_c06_106.png,stt2,page_0036,6,麻,mà,麻,GOLD,s1_inter_s2_direct,"[655, 2027, 778, 2145]",143,145,|傌|嘛|女|痳|罵|菻|蔴|調|駡|高|麻|默|𢠩|𢳀|𣻕|𦋻|𦓡|𦲬|󱰷|󱰹,21,True,,1.382,,0,False,,False,False,False,False,True,True,False,False,True
M1_0167,gold/stt2_page_0078_c02_033.png,stt2,page_0078,2,别,biết,别,GOLD,s1_inter_s2_direct,"[1321, 1628, 1425, 1740]",103,138,|別|别|咇|彆|憋|捌|撆|柲|瘪|癟|虌|蟞|襒|蹩|鱉|鳖|鼈|龞|㿜|䠥|𠔁|𠛰|𠮠|𤻋|𪔀|𪿍|󱤞|󱩲|拐,30,True,,0.881,,0,False,,False,False,False,False,True,True,False,False,True
M1_0168,gold/stt2_page_0114_c04_068.png,stt2,page_0114,4,代,đời,代,GOLD,s1_inter_s2_direct,"[986, 930, 1091, 1040]",116,133,世|代|匕|圅|𠁀|𫢫|󱏙,7,True,,0.974,,0,False,,False,False,False,False,True,True,False,False,True
M1_0169,gold/stt2_page_0170_c07_132.png,stt2,page_0170,7,星,tinh,星,GOLD,s1_inter_s2_direct,"[514, 2275, 633, 2408]",108,156,並|併|婧|并|幷|忪|惺|旌|旍|星|晟|晴|晶|曐|桯|楹|狌|猩|皨|睛|竝|竮|箐|精|胜|腥|菁|蜻|醒|騂|骍|鮏|鯹|鼱|㽮|䊒|𠀤|𠻖|𢆙|𢜫|𣃠|𣃢|𣄀|𣅨|𣇵|𤯢|𤽛|𤾪|𥩵|𦎬|𦑊|𦑖|𦜳|𦲵|𧚫|𩤵|󰒁|箵|鶄,59,True,,1.087,,0,False,,False,False,False,False,True,True,False,False,True
M1_0170,gold/stt2_page_0052_c02_023.png,stt2,page_0052,2,曰,viết,曰,GOLD,s1_inter_s2_direct,"[1259, 650, 1366, 762]",123,138,別|曰,2,True,,1.133,,0,False,,False,False,False,False,True,True,False,False,True
M1_0171,gold/stt2_page_0166_c07_112.png,stt2,page_0166,7,曳,dái,曳,GOLD,s1_inter_s2_direct,"[538, 686, 647, 821]",135,166,悈|戒|抴|拽|曳|曵|𠰺|𢘽|𤲼|𦥙|󱤮|󱤯,12,True,,1.420,,0,False,,False,False,False,False,True,True,False,False,True
M1_0172,gold/stt2_page_0328_c08_151.png,stt2,page_0328,8,奴,nó,奴,GOLD,s1_inter_s2_direct,"[416, 2216, 535, 2341]",127,149,伮|佊|努|呶|奴|怒,6,True,,1.162,,0,False,,False,False,False,False,True,True,False,False,True
M1_0173,gold/stt2_page_0174_c03_061.png,stt2,page_0174,3,吏,lại,吏,GOLD,s1_inter_s2_direct,"[1146, 2313, 1248, 2427]",104,140,使|來|俫|倈|勑|厉|厲|又|叓|右|叹|吏|嬾|尼|徕|徠|懒|懶|束|濑|瀨|瘌|癘|癞|癩|皮|籁|籟|耒|藾|襰|賚|賴|赉|赖|辣|頼|顂|類|㐌|㕝|㾢|䊪|𠘝|𠻇|𡯅|𢋷|𥛉|𧡽|𧶘|𧶛|𧷖|𩓃|𫣚|𬃻,55,True,,0.969,,0,False,,False,False,False,False,True,True,False,False,True
M1_0174,gold/stt2_page_0092_c08_176.png,stt2,page_0092,8,吏,lại,吏,GOLD,s1_inter_s2_direct,"[370, 1670, 481, 1772]",122,126,使|來|俫|倈|勑|厉|厲|又|叓|右|叹|吏|嬾|尼|徕|徠|懒|懶|束|濑|瀨|瘌|癘|癞|癩|皮|籁|籟|耒|藾|襰|賚|賴|赉|赖|辣|頼|顂|類|㐌|㕝|㾢|䊪|𠘝|𠻇|𡯅|𢋷|𥛉|𧡽|𧶘|𧶛|𧷖|𩓃|𫣚|𬃻,55,True,,1.029,,0,False,,False,False,False,False,True,True,False,False,True
M1_0175,gold/stt2_page_0084_c06_115.png,stt2,page_0084,6,代,dạy,代,GOLD,s1_inter_s2_direct,"[679, 1130, 781, 1240]",96,136,|代|抴|拽|敎|教|曳|曵|㖂|𠰺|𠸕|𤕝|𦥙|󱙦,14,True,,0.868,,0,False,,False,False,False,False,True,True,False,False,True
M1_0176,gold/stt2_page_0236_c07_127.png,stt2,page_0236,7,体,thấy,体,GOLD,s1_inter_s2_direct,"[534, 1935, 641, 2055]",106,148,||体|獕|笨|躰|軆|透|骵|體|𧡊|𨉥|𨉦|𩪆|𫌠,15,True,,1.066,,0,False,,False,False,False,False,True,True,False,False,True
M1_0177,gold/stt2_page_0322_c03_042.png,stt2,page_0322,3,自,từ,自,GOLD,s1_inter_s2_direct,"[1138, 758, 1243, 879]",85,142,俆|兹|司|徐|慈|珁|瓷|甆|皮|磁|礠|祀|祠|粢|糍|自|茨|茲|詞|词|辝|辞|辤|辭|邪|鉏|鷀|鹚|㤵|䛐|䧻|𠊛|𤔧|𤔲|𤮀|𥃭|𥔵|𦈱|𦣹|𦣼|𦧦|𧥝|𨈻|𨐕|𨐲|𨑦|𨾱|𩉋|𩐍|呲|薋|酴,52,True,,0.894,,0,False,,False,False,False,False,True,True,False,False,True
M1_0178,gold/stt2_page_0276_c03_037.png,stt2,page_0276,3,几,kẻ,几,GOLD,s1_inter_s2_direct,"[1738, 680, 1860, 818]",114,163,丗|仉|几|凡|古|峜|幾|掌|易|矯|計|𠀃|𠆰|𠏠|𠖠|𡇣|𧨻|𨤔|󰢿,19,True,,1.221,,0,False,,False,False,False,False,True,True,False,False,True
M1_0179,gold/stt2_page_0284_c03_040.png,stt2,page_0284,3,古,của,古,GOLD,s1_inter_s2_direct,"[1135, 541, 1246, 674]",95,149,古|咕|晫|䀡|𧵑|𧶮|𨷯|𫔳,8,True,,0.943,,0,False,,False,False,False,False,True,True,False,False,True
M1_0180,gold/stt2_page_0246_c02_033.png,stt2,page_0246,2,㝵,người,㝵,GOLD,s1_inter_s2_direct,"[1285, 1717, 1397, 1838]",122,149,仉|倘|儻|勜|匕|命|圤|徜|昆|皚|躺|辞|㝵|𠊚|𠊛|𣈗|𣈜|𤽗|𫴮|󱫱,20,True,,1.178,,0,False,,False,False,False,False,True,True,False,False,True
M1_0181,gold/stt2_page_0016_c01_012.png,stt2,page_0016,1,迈,mươi,迈,GOLD,s1_inter_s2_direct,"[1412, 1528, 1522, 1638]",110,132,|辻|迈|邁|𠦩|𠦳|𨑮|𨒒|𪜚|𫡭|󰁰|󱜜|󱞥,13,True,古44,1.001,古,1,True,古,False,False,False,True,True,False,False,False,False
M1_0182,gold/stt2_page_0110_c03_043.png,stt2,page_0110,3,執,chấp,執,GOLD,s1_inter_s2_direct,"[1136, 872, 1242, 994]",130,150,卄|執|廿|慹|执|汁|秇|縶|蛰|褶|襵|馽|㡇|𠌷|𠽃|𡘺|𡙕|𢄭|𢦕|𢩾|𢴇|𤎒|𥝡|𧚻|𨄴|𪠺|𫌇|󰠑|廾|絷,30,True,,1.260,,0,False,,False,False,False,False,True,True,False,False,True
M1_0183,gold/stt2_page_0176_c06_109.png,stt2,page_0176,6,㝵,người,㝵,GOLD,s1_inter_s2_direct,"[663, 2188, 774, 2315]",128,141,仉|倘|儻|勜|匕|命|圤|徜|昆|皚|躺|辞|㝵|𠊚|𠊛|𣈗|𣈜|𤽗|𫴮|󱫱,20,True,ក្រ,1.219,,0,False,,False,False,False,False,True,False,False,False,True
M1_0184,gold/stt2_page_0306_c02_021.png,stt2,page_0306,2,德,đức,德,GOLD,s1_inter_s2_direct,"[1285, 670, 1390, 787]",81,145,|𱐩|𱝮|徳|德|恴|悳|惪|㤫|㥀|㥁|䙷|𢛳|𢜖|𢠀|𢤊|𨗌|𨗤|𭲖|󰆙|󱉎,21,True,,0.849,,0,False,,False,False,False,False,True,True,False,False,True
M1_0185,gold/stt2_page_0146_c09_158.png,stt2,page_0146,9,奴,nó,奴,GOLD,s1_inter_s2_direct,"[243, 2091, 345, 2200]",126,135,伮|佊|努|呶|奴|怒,6,True,,1.043,,0,False,,False,False,False,False,True,True,False,False,True
M1_0186,gold/stt2_page_0316_c03_039.png,stt2,page_0316,3,也,đã,也,GOLD,s1_inter_s2_direct,"[1166, 468, 1273, 586]",91,125,乑|也|卒|吏|吔|它|拖|易|胣|諸|陀|㐌|𠰹|𢒕|𣦁|𧭷,16,True,,0.843,,0,False,,False,False,False,False,True,True,False,False,True
M1_0187,gold/stt2_page_0020_c03_042.png,stt2,page_0020,3,獅,sư,獅,GOLD,s1_inter_s2_direct,"[1102, 469, 1222, 587]",148,146,司|师|師|捈|摅|摢|摴|攄|樗|溮|狮|獅|筛|篩|簁|簛|籭|綀|蒒|蛳|螄|雎|魳|鰤|𠦵|𠵀|𢂖|𢃋|𤜳|𤞏|𧋬|𧏍|𨸲|𨸴|𩇱|𪝜|攎|浉,38,True,,1.351,,0,False,,False,False,False,False,True,True,False,False,True
M1_0188,gold/stt2_page_0106_c05_093.png,stt2,page_0106,5,代,dạy,代,GOLD,s1_inter_s2_direct,"[837, 2123, 947, 2242]",134,147,|代|抴|拽|敎|教|曳|曵|㖂|𠰺|𠸕|𤕝|𦥙|󱙦,14,True,,1.306,,0,False,,False,False,False,False,True,True,False,False,True
M1_0189,gold/stt2_page_0314_c07_140.png,stt2,page_0314,7,時,thì,時,GOLD,s1_inter_s2_direct,"[556, 2212, 666, 2331]",107,147,𱢑|匙|埘|塒|寺|峕|常|提|时|旹|時|晨|曟|榯|氏|畤|秲|茄|莳|蒔|辰|鍉|鰣|鲥|㔭|㫑|㫭|㮛|䈕|䢈|𠨱|𠨷|𠩐|𠩟|𠱾|𡗶|𡺈|𡺞|𢁈|𣅱|𣈜|𥊘|𥫽|𦔌|𦱎|𦱗|𦸎|𨑃|𨑄|𨥌|𩶬|𪰛|𬀦|󰣡|󱞑|㖘,56,True,```markdown  守 居 ```,1.272,守居,2,False,守,False,False,False,True,True,False,True,True,False
M1_0190,gold/stt2_page_0152_c03_047.png,stt2,page_0152,3,仍,những,仍,GOLD,s1_inter_s2_direct,"[1135, 872, 1243, 995]",112,151,仍|仙|忍|韌|㣼|𠯹|󱙣|氄,8,True,,1.188,,0,False,,False,False,False,False,True,True,False,False,True
M1_0191,gold/stt2_page_0178_c02_032.png,stt2,page_0178,2,悲,bấy,悲,GOLD,s1_inter_s2_direct,"[1289, 1945, 1391, 2080]",116,164,卑|悲|曊|碑|罢|罷|貝|買|閇|閈|閉|闭|䠋|𠇍|𠐌|𠾚|𡭼|𡮁|𤰞|𥓓|𦋼|𧟽|𨳓|𨳯|𨳰|𨳲|𨵰|𪿨|󰋇|󰛠|󰭍|󱡋|󱤙|󱤣,34,True,,1.178,,0,False,,False,False,False,False,True,True,False,False,True
M1_0192,gold/stt2_page_0074_c06_110.png,stt2,page_0074,6,主,chúa,主,GOLD,s1_inter_s2_direct,"[672, 1041, 779, 1157]",122,142,主|炷,2,True,,1.165,,0,False,,False,False,False,False,True,True,False,False,True
M1_0193,gold/stt2_page_0018_c04_076.png,stt2,page_0018,4,渚,chớ,渚,GOLD,s1_inter_s2_direct,"[975, 1441, 1080, 1555]",100,126,|咀|啫|渚|濐|籒|著|陼|㵭|䐗|𠤆|𠤌|𠹲|𣜾|𤀞|𤈪|著|󱉟|󱧥,19,True,,0.890,,0,False,,False,False,False,False,True,True,False,False,True
M1_0194,gold/stt2_page_0238_c04_061.png,stt2,page_0238,4,軍,quân,軍,GOLD,s1_inter_s2_direct,"[999, 808, 1104, 934]",111,156,亀|兵|军|勻|匀|君|均|峮|抣|旬|昀|汮|畇|皲|皸|皹|筠|莙|袀|軍|鈞|銁|銞|鋆|钧|鮶|鲪|麇|麏|麕|龜|龟|䠅|𠀹|𠁈|𠁴|𠃾|𠖉|𠣐|𠣞|𠣦|𠱩|𠱭|𠱰|𠺞|𡗺|𡗽|𡨏|𤕣|𥭀|𦉼|𧑴|𨥒|𪚦|𪚧|𪚨|𪚾|𪚿|󰄹|圴|捃|晕|暈|珺|鼲,65,True,,1.171,,0,False,,False,False,False,False,True,True,False,False,True
M1_0195,gold/stt2_page_0142_c04_066.png,stt2,page_0142,4,歇,hết,歇,GOLD,s1_inter_s2_direct,"[999, 1605, 1108, 1728]",113,149,侭|儘|別|哈|喝|尽|欱|歇|盡|竭|結|遏|䀆|𠿒|𡀽|𡁁|𣍊|𥁞|𥃞|𧗁|󰄘|󰤣|󱤰,23,True,,1.062,,0,False,,False,False,False,False,True,True,False,False,True
M1_0196,gold/stt2_page_0056_c04_077.png,stt2,page_0056,4,朱,cho,朱,GOLD,s1_inter_s2_direct,"[969, 1692, 1077, 1802]",113,135,|咮|埃|木|朱|株|沫|渚|濐|硃|陼|㵭,12,True,,1.048,,0,False,,False,False,False,False,True,True,False,False,True
M1_0197,gold/stt2_page_0302_c05_093.png,stt2,page_0302,5,窣,tốt,窣,GOLD,s1_inter_s2_direct,"[847, 1950, 987, 2079]",92,159,倅|卆|卒|岹|崒|崪|挨|捽|窣|茂|䘚|䘹|𠥾|𡄰|𡨧|𡸝|𢪄|𢬪|𣨛|𧍉|𨒳|𩫛|𬙼,23,True,,1.061,,0,False,,False,False,False,False,True,True,False,False,True
M1_0198,gold/stt2_page_0122_c04_068.png,stt2,page_0122,4,命,mình,命,GOLD,s1_inter_s2_direct,"[989, 780, 1095, 899]",127,142,命|明|春|珄|舍|𠇮|𠵴|𨉓|𨉟|󰇕|󰳁|󱝬,12,True,,1.158,,0,False,,False,False,False,False,True,True,False,False,True
M1_0199,gold/stt2_page_0028_c01_001.png,stt2,page_0028,1,欺,khi,欺,GOLD,s1_inter_s2_direct,"[1417, 554, 1521, 659]",110,122,倛|僛|吱|唭|娸|崎|徛|攲|敧|期|机|桤|榿|欹|欺|浪|猗|觭|諆|踦|陭|魌|㿲|𠔶|𡾵|𣣱|𤿯|𥀴|𨜅|緝|缉,31,True,,0.962,,0,False,,False,False,False,False,True,True,False,False,True
M1_0200,gold/stt4_page_0294_c02_029.png,stt4,page_0294,2,碎,tôi,碎,GOLD,s1_inter_s2_direct,"[850, 688, 922, 771]",75,90,倅|晬|淬|焠|熣|的|睟|砕|碎|㳃|𠗚|𣅢|𤏣|𤭢|𪝬|𫇈|𫬮,17,True,,0.590,,0,False,,False,False,False,False,True,True,False,False,True
M1_0201,gold/stt4_page_0084_c08_174.png,stt4,page_0084,8,連,lên,連,GOLD,s1_inter_s2_direct,"[272, 1259, 344, 1332]",71,89,年|瑨|苓|蓮|連|𢧚|𨑗|𨕭|𨖲|𫧧|𬨠|𬨺|󰁯|󰓁,14,True,,0.484,,0,False,,False,False,False,False,True,True,False,False,True
M1_0202,gold/stt4_page_0028_c05_055.png,stt4,page_0028,5,禁,cấm,禁,GOLD,s1_inter_s2_direct,"[560, 509, 635, 585]",65,83,僸|唫|噤|妗|禁|紟|錦|齽|㯲|䫴|𦧈|𨆂,12,True,,0.435,,0,False,,False,False,False,False,True,True,False,False,True
M1_0203,gold/stt4_page_0292_c07_150.png,stt4,page_0292,7,畧,trước,畧,GOLD,s1_inter_s2_direct,"[379, 527, 447, 598]",75,85,||𱐨|𱏯|斮|櫡|略|畧|着|竹|箸|苉|著|訳|㗉|𠓀|𠠩|𣋐|𣥧|𨍦|𨎟|𨎠|𫏾|𬧻|󰁡|󰠈|󱈘|󱙹|𠓍,29,True,,0.546,,0,False,,False,False,False,False,True,True,False,False,True
M1_0204,gold/stt4_page_0182_c07_146.png,stt4,page_0182,7,丕,vậy,丕,GOLD,s1_inter_s2_direct,"[395, 298, 464, 372]",75,90,丕|仳|呸|物|特|盃|㔻|𠦓,8,True,,0.555,,0,False,,False,False,False,False,True,True,False,False,True
M1_0205,gold/stt4_page_0060_c06_123.png,stt4,page_0060,6,旦,đến,旦,GOLD,s1_inter_s2_direct,"[452, 1496, 522, 1572]",84,85,且|但|倎|典|彣|敟|旦|細|蛋|貝|㫜|䓦|𠔓|𠔩|𠔰|𢻅|𣅂|𥮏|𦤾|𦥃|𨀏,21,True,,0.489,,0,False,,False,False,False,False,True,True,False,False,True
M1_0206,gold/stt4_page_0078_c08_168.png,stt4,page_0078,8,意,ấy,意,GOLD,s1_inter_s2_direct,"[306, 838, 374, 926]",82,107,𱍸|乙|倚|噫|娎|帝|悥|意|憶|椅|衣|衤|𠂎|𠋣|𠶷|𢡃|𧘇|𪬫|𫢚|󰀎|󱦝|󱰁|啩|怪|掛|撌|癸|紙|𠶔|𢫞|𢯗|𥿗,32,True,,0.652,,0,False,,False,False,False,False,True,True,False,False,True
M1_0207,gold/stt4_page_0246_c01_016.png,stt4,page_0246,1,廩,lắm,廩,GOLD,s1_inter_s2_direct,"[961, 1277, 1039, 1349]",84,75,|凛|凜|夦|廩|廪|林|澟|禀|稟|贑|㐭|𡀫|𡗋|𢈺|𢊣|𢊬|𢊸|𢋏|𢋕|𤯑|𥜘|𥠌|𪥀|𪩦|󰖎|󰡌|󱚒|󱞴|󱨫|󱪖,31,True,凛。,0.617,凛,1,True,凛,True,True,False,True,True,False,False,False,False
M1_0208,gold/stt4_page_0068_c03_046.png,stt4,page_0068,3,各,các,各,GOLD,s1_inter_s2_direct,"[772, 279, 840, 345]",69,54,各|合|恪|搁|擱|斠|格|榷|琾|硌|胳|袼|鉻|铬|閣|閤|阁|𬮤|挃|茖|詻,21,True,,0.418,,0,False,,False,False,False,False,True,True,False,False,True
M1_0209,gold/stt4_page_0112_c02_040.png,stt4,page_0112,2,中,trong,中,GOLD,s1_inter_s2_direct,"[851, 1432, 924, 1507]",89,78,||中|仲|共|冲|塚|宫|宮|工|沖|滝|珕|瑇|番|盅|祌|衝|鐧|龍|㣉|𠁦|𠁧|𠁩|𠔈|𠔗|𠜝|𡖌|𡧲|𢀚|𢒄|𢒅|𤁘|𤄯|𥁵|𥪝|𥪞|𪚚|𫏽|𬈴|𬺘|𬺚|󰔲|󰜰|󰬆|󰮁|󰮂|󰮃|󱧪|󱰿|󱲍|󱲑,52,True,,0.471,,0,False,,False,False,False,False,True,True,False,False,True
M1_0210,gold/stt4_page_0098_c03_062.png,stt4,page_0098,3,朱,cho,朱,GOLD,s1_inter_s2_direct,"[757, 1316, 826, 1389]",70,81,|咮|埃|木|朱|株|沫|渚|濐|硃|陼|㵭,12,True,,0.487,,0,False,,False,False,False,False,True,True,False,False,True
M1_0211,gold/stt4_page_0022_c09_191.png,stt4,page_0022,9,腮,tay,腮,GOLD,s1_inter_s2_direct,"[187, 781, 268, 861]",63,98,|塞|壦|思|拪|指|揌|検|碎|腮|遷|𢬣|𪮏|󱭦,14,True,,0.511,,0,False,,False,False,False,False,True,True,False,False,True
M1_0212,gold/stt4_page_0088_c02_021.png,stt4,page_0088,2,重,trọng,重,GOLD,s1_inter_s2_direct,"[882, 1106, 948, 1186]",53,98,中|仲|喠|狆|緟|蚛|重|𡍴|𡍺|𡒀|𡔅|𡔌|𦌋|𧝎|𨤣,15,True,,0.454,,0,False,,False,False,False,False,True,True,False,False,True
M1_0213,gold/stt4_page_0286_c07_147.png,stt4,page_0286,7,朱,cho,朱,GOLD,s1_inter_s2_direct,"[386, 770, 450, 840]",60,86,|咮|埃|木|朱|株|沫|渚|濐|硃|陼|㵭,12,True,,0.404,,0,False,,False,False,False,False,True,True,False,False,True
M1_0214,gold/stt4_page_0054_c05_105.png,stt4,page_0054,5,翁,ông,翁,GOLD,s1_inter_s2_direct,"[560, 1479, 630, 1556]",61,94,|嗡|東|王|翁|蓊|螉|鶲|䈵|𣸜|𩔚|𪂔|𪪳|󰎰|塕|滃|鹟,17,True,,0.470,,0,False,,False,False,False,False,True,True,False,False,True
M1_0215,gold/stt4_page_0196_c07_124.png,stt4,page_0196,7,馭,ngựa,馭,GOLD,s1_inter_s2_direct,"[432, 638, 500, 719]",66,99,御|馬|馭|驭|𩣓|𩤳|𩤾|󰥇,8,True,,0.570,,0,False,,False,False,False,False,True,True,False,False,True
M1_0216,gold/stt4_page_0066_c05_092.png,stt4,page_0066,5,生,sinh,生,GOLD,s1_inter_s2_direct,"[577, 380, 644, 456]",67,94,坐|性|湦|牲|狌|狡|生|甥|笙|虛|鉎|鼪|㺒|㽒|䲼|𠤵|𠥱|𤟋|𤯓|𤯛|𤯳|𥑥|瞠,23,True,,0.588,,0,False,,False,False,False,False,True,True,False,False,True
M1_0217,gold/stt4_page_0262_c09_158.png,stt4,page_0262,9,爲,vì,爲,GOLD,s1_inter_s2_direct,"[177, 1006, 250, 1097]",75,105,位|為|爲|𠸠|𡸏|𦥮|󰩄,7,True,,0.602,,0,False,,False,False,False,False,True,True,False,False,True
M1_0218,gold/stt4_page_0032_c07_130.png,stt4,page_0032,7,庄,chăng,庄,GOLD,s1_inter_s2_direct,"[378, 1163, 448, 1247]",83,93,|丕|仳|庄|庒|弡|張|拯|生|空|荘|莊|㔻|㽵|𠗎|𠦓|𠲕|𤕶|𤖄|𤖈|𦀾|𦻊|𧜖|𫽄|󰝸|󱣟,26,True,,0.579,,0,False,,False,False,False,False,True,True,False,False,True
M1_0219,gold/stt4_page_0152_c03_041.png,stt4,page_0152,3,宜,nghe,宜,GOLD,s1_inter_s2_direct,"[757, 284, 826, 364]",65,89,儀|冝|宐|宜|浪|牐|義|賖|㝖|𠖃|𠣨|𠵌|𡧧|𡨆|𡪀|𡪏|𢪀|𣦍|𥪺|𥫃|𦖑|𬆄|󰽿|󱱀,24,True,,0.501,,0,False,,False,False,False,False,True,True,False,False,True
M1_0220,gold/stt4_page_0268_c04_068.png,stt4,page_0268,4,尼,này,尼,GOLD,s1_inter_s2_direct,"[654, 251, 720, 321]",71,59,又|呢|尼|怩|昵|㖠|㞾|䛏|𠉞|𠼱|𠽬|𡰱|𡲌|𣭙|𫢩|󱟼,16,True,,0.401,,0,False,,False,False,False,False,True,True,False,False,True
