sample_id,image,book,page,column,ocr_char,syllable,label,tier,rule,bbox,crop_w,crop_h,R_candidates,R_size,ocr_in_R,pred,sec,pred_cjk,n_cjk,one_cjk,first,first_in_R,any_in_R,eq_kinh,first_in_vocab,kinh_in_R,is_empty,latin,multi,no_cjk
M2_0147,silver/stt2_page_0212_c08_123.png,stt2,page_0212,8,臻,thờ,蜍,SILVER,s2_inter_s3_corrected,"[384, 1077, 491, 1199]",110,147,𰨂|俆|徐|悇|扵|承|於|烏|祀|祠|蜍|蠩|賒|踈|除|䜹|𠄜|𣱏|𤋬|𤕘|𥚤|𨑦|𫀟|󰯺|󱡖,25,False,,0.718,,0,False,,False,False,False,False,False,True,False,False,True
M2_0148,silver/stt2_page_0238_c06_103.png,stt2,page_0238,6,庵,què,跪,SILVER,s2_inter_s3_corrected,"[710, 1328, 815, 1458]",101,140,跪|蹶|蹷|𧻜|𧽸|𨄬|𨅐|𨅠|𨆠|𨇙|𨇭|𨇮|𩦒,13,False,,0.582,,0,False,,False,False,False,False,False,True,False,False,True
M2_0149,syllable/stt2_page_0154_c05_087.png,stt2,page_0154,5,香,thì,,SYLLABLE,nghia_consensus,"[839, 1596, 952, 1723]",139,157,𱢑|匙|埘|塒|寺|峕|常|提|时|旹|時|晨|曟|榯|氏|畤|秲|茄|莳|蒔|辰|鍉|鰣|鲥|㔭|㫑|㫭|㮛|䈕|䢈|𠨱|𠨷|𠩐|𠩟|𠱾|𡗶|𡺈|𡺞|𢁈|𣅱|𣈜|𥊘|𥫽|𦔌|𦱎|𦱗|𦸎|𨑃|𨑄|𨥌|𩶬|𪰛|𬀦|󰣡|󱞑|㖘,56,False,,0.914,,0,False,,False,False,False,False,False,True,False,False,True
M2_0150,silver/stt2_page_0248_c02_034.png,stt2,page_0248,2,𠗆,khác,恪,SILVER,s2_inter_s3_corrected,"[1277, 2096, 1386, 2218]",125,150,吉|恪|悫|愘|愙|愨|慤|格|毃|确|㤩,11,False,,0.779,,0,False,,False,False,False,False,False,True,False,False,True
M2_0151,syllable/stt2_page_0094_c05_107.png,stt2,page_0094,5,逆,lại,,SYLLABLE,nghia_consensus,"[812, 1741, 918, 1853]",130,131,使|來|俫|倈|勑|厉|厲|又|叓|右|叹|吏|嬾|尼|徕|徠|懒|懶|束|濑|瀨|瘌|癘|癞|癩|皮|籁|籟|耒|藾|襰|賚|賴|赉|赖|辣|頼|顂|類|㐌|㕝|㾢|䊪|𠘝|𠻇|𡯅|𢋷|𥛉|𧡽|𧶘|𧶛|𧷖|𩓃|𫣚|𬃻,55,False,```markdown  ```,0.780,,0,False,,False,False,False,False,False,False,True,False,True
M2_0152,syllable/stt2_page_0066_c09_177.png,stt2,page_0066,9,逆,lại,,SYLLABLE,nghia_consensus_tu_silver,"[218, 1337, 328, 1456]",123,146,使|來|俫|倈|勑|厉|厲|又|叓|右|叹|吏|嬾|尼|徕|徠|懒|懶|束|濑|瀨|瘌|癘|癞|癩|皮|籁|籟|耒|藾|襰|賚|賴|赉|赖|辣|頼|顂|類|㐌|㕝|㾢|䊪|𠘝|𠻇|𡯅|𢋷|𥛉|𧡽|𧶘|𧶛|𧷖|𩓃|𫣚|𬃻,55,False,,0.758,,0,False,,False,False,False,False,False,True,False,False,True
M2_0153,silver/stt2_page_0222_c06_110.png,stt2,page_0222,6,郎,sa,沙,SILVER,s2_inter_s3_corrected,"[655, 1966, 755, 2101]",102,167,ヌ|剎|娑|差|扠|抄|挱|挲|桫|桬|楂|沙|潭|猀|痧|砂|紇|紗|纱|耶|艸|莎|莏|裟|蹉|車|魦|鯊|鯋|鲨|𠋝|𡋷|𢘿|𢬰|𣲓|𣲡|𣴷|𤵌|𦀛|𦀟|𦹈|𨇏|𩥙|𩵮|𩺳|𪌮|𪍬|𬇭|奢|磋|艖,51,False,,0.742,,0,False,,False,False,False,False,False,True,False,False,True
M2_0154,syllable/stt2_page_0194_c06_092.png,stt2,page_0194,6,而,làm,,SYLLABLE,nghia_consensus,"[640, 484, 746, 600]",130,141,|乄|滥|漤|濫|灠|爪|爫|藍|㕚|𣩂|𣽦|𪵯|𫜵|𬈋|󰥎|󱛝,17,False,,0.708,,0,False,,False,False,False,False,False,True,False,False,True
M2_0155,syllable/stt2_page_0012_c06_085.png,stt2,page_0012,6,女,an,,SYLLABLE,nghia_consensus_tu_silver,"[664, 1056, 767, 1182]",126,152,侒|媕|安|案|桉|殷|氨|胺|銨|铵|鞌|鞍|鮟|𠕷|𠼞|𡚴|𦛅|𩣑|𩽾|丱|串|但|倌|僩|冠|劗|床|惯|慣|懽|拣|掼|揀|摜|斡|柬|棺|橺|權|涧|滇|演|澗|灌|琯|痫|癇|癎|盥|瞷|祼|筦|简|管|簡|綰|缶|罆|罐|脘|舘|莞|裥|襇|覸|觀|观|諫|谏|貫|贯|錧|鐧|鑵|锏|閒|間|间|館|馆|鸛|鹳|𢵧|𣑴|𣠰|𣨭|𥳑|𧍴|𫋨,89,False,-,0.794,,0,False,,False,False,False,False,False,False,False,False,True
M2_0156,silver/stt2_page_0200_c07_130.png,stt2,page_0200,7,理,tay,思,SILVER,s2_inter_s3_corrected,"[485, 1645, 585, 1772]",121,155,|塞|壦|思|拪|指|揌|検|碎|腮|遷|𢬣|𪮏|󱭦,14,False,```markdown  ```,0.897,,0,False,,False,False,False,False,False,False,True,False,True
M2_0157,silver/stt2_page_0224_c01_016.png,stt2,page_0224,1,兹,đày,苔,SILVER,s2_inter_s3_corrected,"[1459, 2024, 1562, 2145]",113,142,台|怡|檯|瓵|箈|臺|苔|菭|薹|邰|颱|鮐|㣍|䈚|𠘭|𡐬|𢰥|𣹓|𨃐|𬨴,20,False,,0.652,,0,False,,False,False,False,False,False,True,False,False,True
M2_0158,syllable/stt2_page_0148_c07_137.png,stt2,page_0148,7,左,vậy,,SYLLABLE,nghia_consensus_tu_silver,"[508, 1687, 631, 1809]",151,150,丕|仳|呸|物|特|盃|㔻|𠦓,8,False,```markdown  ```,1.054,,0,False,,False,False,False,False,False,False,True,False,True
M2_0159,syllable/stt2_page_0078_c07_145.png,stt2,page_0078,7,詩,thì,,SYLLABLE,nghia_consensus_tu_silver,"[574, 2343, 676, 2440]",110,116,𱢑|匙|埘|塒|寺|峕|常|提|时|旹|時|晨|曟|榯|氏|畤|秲|茄|莳|蒔|辰|鍉|鰣|鲥|㔭|㫑|㫭|㮛|䈕|䢈|𠨱|𠨷|𠩐|𠩟|𠱾|𡗶|𡺈|𡺞|𢁈|𣅱|𣈜|𥊘|𥫽|𦔌|𦱎|𦱗|𦸎|𨑃|𨑄|𨥌|𩶬|𪰛|𬀦|󰣡|󱞑|㖘,56,False,,0.490,,0,False,,False,False,False,False,False,True,False,False,True
M2_0160,syllable/stt2_page_0310_c01_019.png,stt2,page_0310,1,氏,ấy,,SYLLABLE,nghia_consensus_tu_silver,"[1449, 2384, 1561, 2499]",116,125,𱍸|乙|倚|噫|娎|帝|悥|意|憶|椅|衣|衤|𠂎|𠋣|𠶷|𢡃|𧘇|𪬫|𫢚|󰀎|󱦝|󱰁|啩|怪|掛|撌|癸|紙|𠶔|𢫞|𢯗|𥿗,32,False,,0.625,,0,False,,False,False,False,False,False,True,False,False,True
M2_0161,silver/stt2_page_0018_c03_063.png,stt2,page_0018,3,敢,su,秋,SILVER,s2_inter_s3_corrected,"[1129, 2299, 1238, 2406]",97,129,樞|秋|毹|毺|穌|芇|芻|蒭|蘇|蘓|㮲,11,False,,0.617,,0,False,,False,False,False,False,False,True,False,False,True
M2_0162,syllable/stt2_page_0292_c08_139.png,stt2,page_0292,8,爵,le,,SYLLABLE,nghia_consensus,"[394, 1579, 526, 1714]",133,167,囄|离|藜|離|魑|黎|䅻|𠲥|𠻗|𨾫|𩀌|𪅆|𫤡|󰌑|󱪏,15,False,,0.925,,0,False,,False,False,False,False,False,True,False,False,True
M2_0163,syllable/stt2_page_0234_c01_017.png,stt2,page_0234,1,入,ấy,,SYLLABLE,nghia_consensus_tu_silver,"[1416, 2121, 1529, 2244]",108,151,𱍸|乙|倚|噫|娎|帝|悥|意|憶|椅|衣|衤|𠂎|𠋣|𠶷|𢡃|𧘇|𪬫|𫢚|󰀎|󱦝|󱰁|啩|怪|掛|撌|癸|紙|𠶔|𢫞|𢯗|𥿗,32,False,,0.695,,0,False,,False,False,False,False,False,True,False,False,True
M2_0164,syllable/stt2_page_0294_c02_037.png,stt2,page_0294,2,異,là,,SYLLABLE,nghia_consensus,"[1276, 2124, 1389, 2243]",98,147,||𱺵|卥|号|囉|容|廾|時|浪|纙|罗|羅|買|邏|㼈|𢌬|𦉼|𦋝|𦌴|𦲿|𨔍|𪜀|𪡔|𫥨|𬗢|󰀳|󰐥|󰑼|󱜐|󱧭,31,False,,0.640,,0,False,,False,False,False,False,False,True,False,False,True
M2_0165,syllable/stt2_page_0254_c08_135.png,stt2,page_0254,8,入,ấy,,SYLLABLE,nghia_consensus_tu_silver,"[381, 1277, 500, 1425]",124,177,𱍸|乙|倚|噫|娎|帝|悥|意|憶|椅|衣|衤|𠂎|𠋣|𠶷|𢡃|𧘇|𪬫|𫢚|󰀎|󱦝|󱰁|啩|怪|掛|撌|癸|紙|𠶔|𢫞|𢯗|𥿗,32,False,```,0.900,,0,False,,False,False,False,False,False,False,False,False,True
M2_0166,syllable/stt2_page_0116_c04_073.png,stt2,page_0116,4,准,dõi,,SYLLABLE,nghia_consensus,"[993, 2204, 1099, 2321]",113,133,又|唯|惟|烩|燴|𠼲|𤊠,7,False,,0.601,,0,False,,False,False,False,False,False,True,False,False,True
M2_0167,syllable/stt2_page_0298_c04_067.png,stt2,page_0298,4,俸,bồng,,SYLLABLE,nghia_consensus_tu_silver,"[964, 1631, 1078, 1766]",128,165,埲|奉|捀|捧|摓|梵|漨|竼|篷|縫|纄|芃|莑|蓬|逢|鑝|髼|𢪋|𢸚|𣟀|𣠑|𤂧|𥭗|𥴣|𦪪|𦿪|𨎳|琫|菶,29,False,```markdown  俺。 ```,1.000,俺,1,True,俺,False,False,False,True,False,False,True,False,False
M2_0168,syllable/stt2_page_0188_c03_057.png,stt2,page_0188,3,歹,đức,,SYLLABLE,nghia_consensus,"[1096, 2384, 1202, 2499]",102,141,|𱐩|𱝮|徳|德|恴|悳|惪|㤫|㥀|㥁|䙷|𢛳|𢜖|𢠀|𢤊|𨗌|𨗤|𭲖|󰆙|󱉎,21,False,```,0.621,,0,False,,False,False,False,False,False,False,False,False,True
M2_0169,silver/stt2_page_0288_c04_062.png,stt2,page_0288,4,探,thầy,柴,SILVER,s2_inter_s3_corrected,"[999, 654, 1111, 779]",111,155,||偨|柴|祡|茈|賴|𪪀,8,False,,0.712,,0,False,,False,False,False,False,False,True,False,False,True
M2_0170,syllable/stt2_page_0230_c01_006.png,stt2,page_0230,1,異,là,,SYLLABLE,nghia_consensus,"[1439, 1065, 1558, 1192]",127,144,||𱺵|卥|号|囉|容|廾|時|浪|纙|罗|羅|買|邏|㼈|𢌬|𦉼|𦋝|𦌴|𦲿|𨔍|𪜀|𪡔|𫥨|𬗢|󰀳|󰐥|󰑼|󱜐|󱧭,31,False,```markdown  ```,0.854,,0,False,,False,False,False,False,False,False,True,False,True
M2_0171,silver/stt2_page_0226_c09_175.png,stt2,page_0226,9,孝,đàng,堂,SILVER,s2_inter_s3_corrected,"[263, 1927, 365, 2039]",98,138,唐|啺|堂|塘|壇|𡃯|𣉺|𥏬,8,False,```markdown  ```,0.672,,0,False,,False,False,False,False,False,False,True,False,True
M2_0172,syllable/stt2_page_0110_c09_161.png,stt2,page_0110,9,好,đức,,SYLLABLE,nghia_consensus,"[217, 488, 329, 596]",138,131,|𱐩|𱝮|徳|德|恴|悳|惪|㤫|㥀|㥁|䙷|𢛳|𢜖|𢠀|𢤊|𨗌|𨗤|𭲖|󰆙|󱉎,21,False,,0.684,,0,False,,False,False,False,False,False,True,False,False,True
M2_0173,syllable/stt2_page_0106_c02_019.png,stt2,page_0106,2,䍐,ra,,SYLLABLE,nghia_consensus_tu_silver,"[1297, 850, 1403, 973]",101,151,||||𱜂|出|加|囉|囖|威|廾|歯|羅|群|蔞|𠚢|𦉼|𦋦|𪜀|𪞷|𪡔|𫥧|𫥨|𬎷|𬙛|󰑼|󰑾|󰔏|󰝋|󰮤|󰯊|󰲺|󱈮|󱚓|󱜐|󱡾|󱤂,37,False,```markdown  ```,0.778,,0,False,,False,False,False,False,False,False,True,False,True
M2_0174,syllable/stt2_page_0300_c06_098.png,stt2,page_0300,6,裔,trời,,SYLLABLE,nghia_consensus,"[697, 774, 807, 902]",134,158,|俼|天|旹|𠅜|𠳒|𡗶|𢚸|𣈗|𫯝|𫶸|󱞿|沈,13,False,山,0.933,山,1,True,山,False,False,False,True,False,False,False,False,False
M2_0175,silver/stt2_page_0062_c07_139.png,stt2,page_0062,7,裙,nước,渃,SILVER,s2_inter_s3_corrected,"[511, 1755, 644, 1883]",163,154,|匿|國|娘|搩|於|渃|珠|箸|著|𣋐|𣥧|𫭔,13,False,```,0.905,,0,False,,False,False,False,False,False,False,False,False,True
M2_0176,syllable/stt2_page_0150_c01_007.png,stt2,page_0150,1,覺,đâu,,SYLLABLE,nghia_consensus,"[1457, 1182, 1567, 1307]",128,148,|||||𱏫|丟|丢|兜|兠|厾|叨|唗|篼|芇|蔸|銩|铥|頭|颩|饕|㿡|𠙧|𤾆|𤾇|𦄓|𦆘|𦋌|𨩁|𫤩|󰠲|󰠳|󰦓|凅,34,False,π,0.782,,0,False,,False,False,False,False,False,False,False,False,True
M2_0177,silver/stt2_page_0128_c05_091.png,stt2,page_0128,5,辰,này,尼,SILVER,s2_inter_s3_corrected,"[805, 990, 903, 1098]",120,125,又|呢|尼|怩|昵|㖠|㞾|䛏|𠉞|𠼱|𠽬|𡰱|𡲌|𣭙|𫢩|󱟼,16,False,,0.610,,0,False,,False,False,False,False,False,True,False,False,True
M2_0178,silver/stt2_page_0296_c01_002.png,stt2,page_0296,1,磁,đứa,𥒥,SILVER,s2_inter_s3_corrected,"[1438, 690, 1549, 814]",131,148,丁|亭|仃|伳|侈|停|哆|奓|打|矴|碇|釘|𠀲|𠁂|𠅘|𠆤|𠈎|𡥥|𣆚|𣍓|𥒥|𫯍|󱲙,23,False,一,0.868,一,1,True,一,False,False,False,True,False,False,False,False,False
M2_0179,silver/stt2_page_0076_c05_094.png,stt2,page_0076,5,暱,rộng,曠,SILVER,s2_inter_s3_corrected,"[802, 1351, 905, 1465]",113,140,壙|広|廣|弄|挵|曠|𢌊|𢌌|𣳔|𤳱|𬏇,11,False,,0.587,,0,False,,False,False,False,False,False,True,False,False,True
M2_0180,syllable/stt2_page_0032_c04_073.png,stt2,page_0032,4,吞,trời,,SYLLABLE,nghia_consensus,"[973, 1114, 1073, 1228]",102,136,|俼|天|旹|𠅜|𠳒|𡗶|𢚸|𣈗|𫯝|𫶸|󱞿|沈,13,False,,0.608,,0,False,,False,False,False,False,False,True,False,False,True
M2_0181,syllable/stt2_page_0320_c01_013.png,stt2,page_0320,1,常,và,,SYLLABLE,nghia_consensus,"[1416, 2004, 1536, 2148]",145,170,叵|吧|和|喡|巴|為|頗|𠄧|𡂄|𡝕|𢯓|𢯠|𢽼|𣀟|𩑼|𪽡|𬏓,17,False,,0.939,,0,False,,False,False,False,False,False,True,False,False,True
M2_0182,silver/stt2_page_0280_c08_167.png,stt2,page_0280,8,似,ấy,衣,SILVER,s2_inter_s3_corrected,"[378, 1964, 528, 2076]",136,138,𱍸|乙|倚|噫|娎|帝|悥|意|憶|椅|衣|衤|𠂎|𠋣|𠶷|𢡃|𧘇|𪬫|𫢚|󰀎|󱦝|󱰁|啩|怪|掛|撌|癸|紙|𠶔|𢫞|𢯗|𥿗,32,False,,0.768,,0,False,,False,False,False,False,False,True,False,False,True
M2_0183,silver/stt2_page_0240_c09_166.png,stt2,page_0240,9,𧘻,về,𧗱,SILVER,s2_inter_s3_corrected,"[229, 2282, 355, 2421]",109,171,𱸳|揮|撝|皮|米|耒|衛|衞|還|駆|䘙|𠀄|𡗅|𢠿|𧗱|𩤸|𬩍|󰓟|󰡲|󱘌|󱪲|󱭚|𧖑,23,False,山,0.809,山,1,True,山,False,False,False,True,False,False,False,False,False
M2_0184,syllable/stt2_page_0162_c03_043.png,stt2,page_0162,3,醉,năm,,SYLLABLE,nghia_consensus,"[1131, 806, 1243, 944]",112,170,|南|年|朩|璏|秊|䄭|𠄼|𠡦|𠦅|𠦚|𠫺|𠬋|𢆥|𦼌|𫡵|𫧣|𫷜|󱙌,19,False,,0.834,,0,False,,False,False,False,False,False,True,False,False,True
M2_0185,syllable/stt2_page_0290_c06_104.png,stt2,page_0290,6,鄂,bảy,,SYLLABLE,nghia_consensus,"[669, 1518, 780, 1647]",102,157,||副|摆|斎|疲|罢|罷|羆|𠐌|𠤩|𣘓|𦉱|𦋼|𧟽|𬙞,16,False,,0.683,,0,False,,False,False,False,False,False,True,False,False,True
M2_0186,silver/stt2_page_0124_c04_072.png,stt2,page_0124,4,先,đã,㐌,SILVER,s2_inter_s3_corrected,"[974, 1215, 1086, 1337]",124,149,乑|也|卒|吏|吔|它|拖|易|胣|諸|陀|㐌|𠰹|𢒕|𣦁|𧭷,16,False,```markdown  ```,0.874,,0,False,,False,False,False,False,False,False,True,False,True
M2_0187,syllable/stt2_page_0104_c06_114.png,stt2,page_0104,6,𮎛,vào,,SYLLABLE,nghia_consensus,"[674, 1294, 781, 1415]",121,146,侟|入|冲|包|旦|桃|爫|瓢|皮|込|㼼|𠓨|𠬱|𠰎|𡰻|𣪉|𤕉|𤬟|𤬡|𤬢|𤬣|𤿌|𤿤|𥬖|󰏲|󰖓|󱚁|󱚢,28,False,Ji,0.714,,0,False,,False,False,False,False,False,False,True,False,True
M2_0188,silver/stt2_page_0186_c04_074.png,stt2,page_0186,4,诸,chưa,渚,SILVER,s2_inter_s3_corrected,"[952, 2381, 1054, 2500]",86,126,初|朱|渚|濐|瀦|猪|荗|諸|豬|陼|㐌|㨋|㵭|䐗|𢑳|𢒕|𣌆|𣗓|𣜾|𣠕|𣠖|𣦁|𤀞|𧭷|𧱭|𧳯|𪳼|𬄞|𬚍,29,False,```markdown  ```,0.599,,0,False,,False,False,False,False,False,False,True,False,True
M2_0189,syllable/stt2_page_0046_c03_059.png,stt2,page_0046,3,毒,thì,,SYLLABLE,nghia_consensus_tu_silver,"[1142, 2021, 1241, 2134]",111,136,𱢑|匙|埘|塒|寺|峕|常|提|时|旹|時|晨|曟|榯|氏|畤|秲|茄|莳|蒔|辰|鍉|鰣|鲥|㔭|㫑|㫭|㮛|䈕|䢈|𠨱|𠨷|𠩐|𠩟|𠱾|𡗶|𡺈|𡺞|𢁈|𣅱|𣈜|𥊘|𥫽|𦔌|𦱎|𦱗|𦸎|𨑃|𨑄|𨥌|𩶬|𪰛|𬀦|󰣡|󱞑|㖘,56,False,,0.617,,0,False,,False,False,False,False,False,True,False,False,True
M2_0190,syllable/stt2_page_0192_c03_036.png,stt2,page_0192,3,甫,thì,,SYLLABLE,nghia_consensus,"[1096, 505, 1210, 631]",140,153,𱢑|匙|埘|塒|寺|峕|常|提|时|旹|時|晨|曟|榯|氏|畤|秲|茄|莳|蒔|辰|鍉|鰣|鲥|㔭|㫑|㫭|㮛|䈕|䢈|𠨱|𠨷|𠩐|𠩟|𠱾|𡗶|𡺈|𡺞|𢁈|𣅱|𣈜|𥊘|𥫽|𦔌|𦱎|𦱗|𦸎|𨑃|𨑄|𨥌|𩶬|𪰛|𬀦|󰣡|󱞑|㖘,56,False,,0.919,,0,False,,False,False,False,False,False,True,False,False,True
M2_0191,silver/stt2_page_0272_c01_007.png,stt2,page_0272,1,石,vậy,丕,SILVER,s2_inter_s3_corrected,"[1447, 1147, 1564, 1266]",125,147,丕|仳|呸|物|特|盃|㔻|𠦓,8,False,,0.702,,0,False,,False,False,False,False,False,True,False,False,True
M2_0192,syllable/stt2_page_0210_c09_146.png,stt2,page_0210,9,𠇭,mình,,SYLLABLE,nghia_consensus_tu_silver,"[235, 1221, 350, 1352]",133,161,命|明|春|珄|舍|𠇮|𠵴|𨉓|𨉟|󰇕|󰳁|󱝬,12,False,,0.913,,0,False,,False,False,False,False,False,True,False,False,True
M2_0193,silver/stt2_page_0102_c01_010.png,stt2,page_0102,1,在,chẳng,庄,SILVER,s2_inter_s3_corrected,"[1423, 1436, 1525, 1556]",71,144,|||丕|丞|亟|仳|坤|基|庄|庒|払|承|抍|拯|撜|極|氶|荘|莊|㔻|㞼|㽵|𠗎|𠦓|𢫑|𢫒|𢮋|𤇏|𤉋|𤕶|𤖄|𤖈|𦻊|𫽄|󰝸,36,False,,0.513,,0,False,,False,False,False,False,False,True,False,False,True
M2_0194,syllable/stt2_page_0242_c09_147.png,stt2,page_0242,9,左,vậy,,SYLLABLE,nghia_consensus_tu_silver,"[255, 452, 370, 576]",119,149,丕|仳|呸|物|特|盃|㔻|𠦓,8,False,rr.,0.753,,0,False,,False,False,False,False,False,False,True,False,True
M2_0195,silver/stt2_page_0034_c05_098.png,stt2,page_0034,5,𫠉,mỏ,某,SILVER,s3_head_bank_consensus,"[792, 1813, 899, 1936]",100,146,惣|某|㖼|𡎡|𡮘|𨪀|𪖫|𪤘|𫄼,9,False,,0.643,,0,False,,False,False,False,False,False,True,False,False,True
M2_0196,syllable/stt2_page_0138_c01_007.png,stt2,page_0138,1,罡,là,,SYLLABLE,nghia_consensus,"[1452, 1139, 1554, 1254]",110,140,||𱺵|卥|号|囉|容|廾|時|浪|纙|罗|羅|買|邏|㼈|𢌬|𦉼|𦋝|𦌴|𦲿|𨔍|𪜀|𪡔|𫥨|𬗢|󰀳|󰐥|󰑼|󱜐|󱧭,31,False,,0.618,,0,False,,False,False,False,False,False,True,False,False,True
M2_0197,syllable/stt2_page_0164_c06_100.png,stt2,page_0164,6,流,nước,,SYLLABLE,nghia_consensus_tu_silver,"[686, 2394, 790, 2508]",128,138,|匿|國|娘|搩|於|渃|珠|箸|著|𣋐|𣥧|𫭔,13,False,```,0.766,,0,False,,False,False,False,False,False,False,False,False,True
M2_0198,silver/stt2_page_0228_c09_165.png,stt2,page_0228,9,周,muốn,悶,SILVER,s2_inter_s3_corrected,"[249, 2398, 355, 2511]",130,139,悶|满|閍|闷|㥃|㦖|𢛀|𢛩|𨴽|𫹰|𫺓|𬅳|󱯝|󱼖,14,False,,0.677,,0,False,,False,False,False,False,False,True,False,False,True
M2_0199,syllable/stt2_page_0318_c05_085.png,stt2,page_0318,5,𭴾,vồ,,SYLLABLE,nghia_consensus,"[853, 1238, 961, 1359]",126,140,拊|捬|摹|撫|模|橅|釪|𢸮|𢺌|𢻬|𢻲|𨅮|𨑑,13,False,,0.758,,0,False,,False,False,False,False,False,True,False,False,True
M2_0200,syllable/stt4_page_0190_c04_078.png,stt4,page_0190,4,𡰱,chịu,,SYLLABLE,nghia_consensus,"[676, 1177, 751, 1257]",82,98,受|召|邵|𠮥|𠮦|𠹾|𠺥|𥃝,8,False,Z.,0.318,,0,False,,False,False,False,False,False,False,True,False,True
M2_0201,silver/stt4_page_0112_c04_086.png,stt4,page_0112,4,匈,vua,君,SILVER,s3_head_bank_consensus,"[691, 1524, 764, 1602]",69,90,君|噖|𠀹|𠁈|𠱩|𠱭|𠱰|𠺞|𢁨|𢂜|𢃊|𤤰|𪻟|𪼀|󰯯,15,False,俩,0.336,俩,1,True,俩,False,False,False,True,False,False,False,False,False
M2_0202,silver/stt4_page_0064_c06_120.png,stt4,page_0064,6,𭔿,người,㝵,SILVER,s2_inter_s3_corrected,"[490, 1002, 561, 1079]",82,90,仉|倘|儻|勜|匕|命|圤|徜|昆|皚|躺|辞|㝵|𠊚|𠊛|𣈗|𣈜|𤽗|𫴮|󱫱,20,False,42,0.386,,0,False,,False,False,False,False,False,False,False,False,True
M2_0203,silver/stt4_page_0058_c05_094.png,stt4,page_0058,5,奎,tao,蚤,SILVER,s2_inter_s3_corrected,"[580, 986, 653, 1069]",83,96,|傮|幍|慅|慒|掻|搔|曹|溞|糙|糟|繅|繰|缫|缲|臊|艘|蚤|蹧|遭|醩|鑿|騒|騷|骚|㮻|㿷|䖣|䗢|𠋺|𠑤|𢫼|𢭒|𢮞|𢸪|𣩒|𤔢|𥽹|𥽾|𦃐|𦏛|𦞢|𦞣|𦟅|𦠨|𦵩|𧈠|𧈡|𧎮|𧒮|𨗐|𨘜|𨙠|𨠷|𨣹|𨤇|𨤈|󰐌|唣|嘈|橝|漕|瘙|遁|遯|郕,66,False,,0.409,,0,False,,False,False,False,False,False,True,False,False,True
M2_0204,silver/stt4_page_0092_c07_144.png,stt4,page_0092,7,爷,lành,冷,SILVER,s2_inter_s3_corrected,"[370, 1373, 442, 1453]",70,98,||令|伶|冷|姈|忴|怜|汵|聆|肑|苓|蓮|袊|䕘|𠘤|𠸖|𡅐|𡅑|𫅜|𫅞|𬙽|󰃬,23,False,,0.323,,0,False,,False,False,False,False,False,True,False,False,True
M2_0205,syllable/stt4_page_0128_c03_061.png,stt4,page_0128,3,禊,áo,,SYLLABLE,nghia_consensus_tu_silver,"[745, 1209, 815, 1283]",70,81,|墺|奥|奧|媄|嶴|懊|拗|澳|燠|袄|袎|襖|鐭|镺|隩|靿|㤇|𡒃|𢂅|𢂊|𥜌|𩉷|𩼈|𪥌|𬡢|噢|敎|教|敩|斆|校|槊|窖|芺|薁|覺|觉|鉸|餃|饺|𨬊|𪳞,43,False,,0.291,,0,False,,False,False,False,False,False,True,False,False,True
M2_0206,syllable/stt4_page_0264_c06_116.png,stt4,page_0264,6,仔,giữ,,SYLLABLE,nghia_consensus,"[477, 673, 542, 747]",65,86,𱠎|𰑚|与|佇|咛|啔|宁|守|抒|拧|擰|渚|竚|與|貯|㑏|𡀐|𡦂|𡨸|𡨹|𡨺|𡪄|𢬇|𢷣|𥩟|𥩽|𧵤|𪧚|𫢝|𫳘|𭁈|󰄸|󰇥|󰇾|󱟪|󱣄|󱧨|󱲝,38,False,仔,0.322,仔,1,True,仔,False,False,True,True,False,False,False,False,False
M2_0207,silver/stt4_page_0184_c06_138.png,stt4,page_0184,6,渥,nết,𣵀,SILVER,s2_inter_s3_corrected,"[471, 1532, 540, 1604]",67,83,揑|涅|湼|湿|㘿|𢝘|𢟗|𣵀|󰞺|󱢋,10,False,,0.302,,0,False,,False,False,False,False,False,True,False,False,True
M2_0208,silver/stt4_page_0158_c04_068.png,stt4,page_0158,4,兹,nhà,茹,SILVER,s2_inter_s3_corrected,"[666, 375, 738, 457]",82,75,伽|傢|如|宊|家|牙|芽|茄|茹|䋈|𠖔|𡧚|𡩀|𡩅|𡩙|𡩚|𡩵|𨔽|󰕒,19,False,2,0.296,,0,False,,False,False,False,False,False,False,False,False,True
M2_0209,syllable/stt4_page_0198_c03_052.png,stt4,page_0198,3,肆,sau,,SYLLABLE,nghia_consensus,"[765, 676, 835, 753]",80,92,嗟|娄|婁|差|搂|楼|牢|畧|畱|瘥|窂|罒|荖|蹉|䁟|𡕘|𡘠|𡢐|𢀞|𢀠|𢀩|𢖕|𢖖|𤘰|𥥑|𥹰|𨍦|𨎠|𪢈|𫏻|𫐂|𬧻|󰐨|󰥉|󱛪|󱝢|󲘣,37,False,,0.335,,0,False,,False,False,False,False,False,True,False,False,True
M2_0210,syllable/stt4_page_0236_c02_027.png,stt4,page_0236,2,而,làm,,SYLLABLE,nghia_consensus,"[865, 554, 936, 634]",77,91,|乄|滥|漤|濫|灠|爪|爫|藍|㕚|𣩂|𣽦|𪵯|𫜵|𬈋|󰥎|󱛝,17,False,```markdown  ```,0.463,,0,False,,False,False,False,False,False,False,True,False,True
