sample_id,image,book,page,column,ocr_char,syllable,label,tier,rule,bbox,crop_w,crop_h,R_candidates,R_size,ocr_in_R,pred,sec,pred_cjk,n_cjk,one_cjk,first,first_in_R,any_in_R,eq_kinh,first_in_vocab,kinh_in_R,is_empty,latin,multi,no_cjk
M3_0072,gold/stt2_page_0214_c08_155.png,stt2,page_0214,8,㝵,người,㝵,GOLD,s1_inter_s2_direct,"[385, 1980, 494, 2097]",128,144,仉|倘|儻|勜|匕|命|圤|徜|昆|皚|躺|辞|㝵|𠊚|𠊛|𣈗|𣈜|𤽗|𫴮|󱫱,20,True,,1.152,,0,False,,False,False,False,False,True,True,False,False,True
M3_0073,gold/stt2_page_0050_c03_059.png,stt2,page_0050,3,㝵,người,㝵,GOLD,s1_inter_s2_direct,"[1163, 1942, 1263, 2050]",118,132,仉|倘|儻|勜|匕|命|圤|徜|昆|皚|躺|辞|㝵|𠊚|𠊛|𣈗|𣈜|𤽗|𫴮|󱫱,20,True,,1.021,,0,False,,False,False,False,False,True,True,False,False,True
M3_0074,gold/stt2_page_0036_c07_125.png,stt2,page_0036,7,㝵,người,㝵,GOLD,s1_inter_s2_direct,"[505, 1772, 606, 1883]",114,130,仉|倘|儻|勜|匕|命|圤|徜|昆|皚|躺|辞|㝵|𠊚|𠊛|𣈗|𣈜|𤽗|𫴮|󱫱,20,True,,0.943,,0,False,,False,False,False,False,True,True,False,False,True
M3_0075,gold/stt2_page_0142_p0132_c06_121.png,stt2,page_0142_p0132,6,㝵,người,㝵,GOLD,s1_inter_s2_direct,"[680, 1641, 791, 1762]",123,136,仉|倘|儻|勜|匕|命|圤|徜|昆|皚|躺|辞|㝵|𠊚|𠊛|𣈗|𣈜|𤽗|𫴮|󱫱,20,True,,1.117,,0,False,,False,False,False,False,True,True,False,False,True
M3_0076,gold/stt2_page_0200_c04_074.png,stt2,page_0200,4,㝵,người,㝵,GOLD,s1_inter_s2_direct,"[933, 1890, 1049, 2017]",142,155,仉|倘|儻|勜|匕|命|圤|徜|昆|皚|躺|辞|㝵|𠊚|𠊛|𣈗|𣈜|𤽗|𫴮|󱫱,20,True,,1.388,,0,False,,False,False,False,False,True,True,False,False,True
M3_0077,gold/stt11_page_0010_p0220_c02_039.png,stt11,page_0010_p0220,2,㝵,người,㝵,GOLD,s1_inter_s2_direct,"[1315, 2310, 1418, 2429]",107,143,仉|倘|儻|勜|匕|命|圤|徜|昆|皚|躺|辞|㝵|𠊚|𠊛|𣈗|𣈜|𤽗|𫴮|󱫱,20,True,,1.034,,0,False,,False,False,False,False,True,True,False,False,True
M3_0078,gold/stt2_page_0222_c06_114.png,stt2,page_0222,6,㝵,người,㝵,GOLD,s1_inter_s2_direct,"[646, 2409, 748, 2528]",126,147,仉|倘|儻|勜|匕|命|圤|徜|昆|皚|躺|辞|㝵|𠊚|𠊛|𣈗|𣈜|𤽗|𫴮|󱫱,20,True,,1.189,,0,False,,False,False,False,False,True,True,False,False,True
M3_0079,gold/stt2_page_0216_c01_003.png,stt2,page_0216,1,㝵,người,㝵,GOLD,s1_inter_s2_direct,"[1455, 782, 1563, 906]",128,152,仉|倘|儻|勜|匕|命|圤|徜|昆|皚|躺|辞|㝵|𠊚|𠊛|𣈗|𣈜|𤽗|𫴮|󱫱,20,True,,1.234,,0,False,,False,False,False,False,True,True,False,False,True
M3_0080,gold/stt11_page_0128_c02_033.png,stt11,page_0128,2,㝵,người,㝵,GOLD,s1_inter_s2_direct,"[1322, 1489, 1422, 1600]",77,120,仉|倘|儻|勜|匕|命|圤|徜|昆|皚|躺|辞|㝵|𠊚|𠊛|𣈗|𣈜|𤽗|𫴮|󱫱,20,True,,0.744,,0,False,,False,False,False,False,True,True,False,False,True
M3_0081,gold/stt2_page_0052_c02_022.png,stt2,page_0052,2,㝵,người,㝵,GOLD,s1_inter_s2_direct,"[1259, 566, 1366, 676]",123,136,仉|倘|儻|勜|匕|命|圤|徜|昆|皚|躺|辞|㝵|𠊚|𠊛|𣈗|𣈜|𤽗|𫴮|󱫱,20,True,,1.034,,0,False,,False,False,False,False,True,True,False,False,True
M3_0082,gold/stt2_page_0104_c06_120.png,stt2,page_0104,6,㝵,người,㝵,GOLD,s1_inter_s2_direct,"[672, 1879, 783, 1999]",123,148,仉|倘|儻|勜|匕|命|圤|徜|昆|皚|躺|辞|㝵|𠊚|𠊛|𣈗|𣈜|𤽗|𫴮|󱫱,20,True,,1.131,,0,False,,False,False,False,False,True,True,False,False,True
M3_0083,gold/stt2_page_0020_c04_071.png,stt2,page_0020,4,㝵,người,㝵,GOLD,s1_inter_s2_direct,"[957, 1324, 1065, 1446]",127,150,仉|倘|儻|勜|匕|命|圤|徜|昆|皚|躺|辞|㝵|𠊚|𠊛|𣈗|𣈜|𤽗|𫴮|󱫱,20,True,,1.211,,0,False,,False,False,False,False,True,True,False,False,True
M3_0084,gold/stt11_page_0162_c04_075.png,stt11,page_0162,4,㝵,người,㝵,GOLD,s1_inter_s2_direct,"[1084, 1293, 1198, 1404]",103,137,仉|倘|儻|勜|匕|命|圤|徜|昆|皚|躺|辞|㝵|𠊚|𠊛|𣈗|𣈜|𤽗|𫴮|󱫱,20,True,,0.951,,0,False,,False,False,False,False,True,True,False,False,True
M3_0085,gold/stt2_page_0318_c01_016.png,stt2,page_0318,1,㝵,người,㝵,GOLD,s1_inter_s2_direct,"[1436, 2130, 1546, 2255]",112,155,仉|倘|儻|勜|匕|命|圤|徜|昆|皚|躺|辞|㝵|𠊚|𠊛|𣈗|𣈜|𤽗|𫴮|󱫱,20,True,,1.053,,0,False,,False,False,False,False,True,True,False,False,True
M3_0086,gold/stt2_page_0116_c04_068.png,stt2,page_0116,4,㝵,người,㝵,GOLD,s1_inter_s2_direct,"[993, 1719, 1099, 1836]",124,145,仉|倘|儻|勜|匕|命|圤|徜|昆|皚|躺|辞|㝵|𠊚|𠊛|𣈗|𣈜|𤽗|𫴮|󱫱,20,True,,1.146,,0,False,,False,False,False,False,True,True,False,False,True
M3_0087,gold/stt2_page_0120_c05_087.png,stt2,page_0120,5,㝵,người,㝵,GOLD,s1_inter_s2_direct,"[812, 917, 922, 1029]",135,135,仉|倘|儻|勜|匕|命|圤|徜|昆|皚|躺|辞|㝵|𠊚|𠊛|𣈗|𣈜|𤽗|𫴮|󱫱,20,True,,1.172,,0,False,,False,False,False,False,True,True,False,False,True
M3_0088,gold/stt2_page_0038_c04_064.png,stt2,page_0038,4,㝵,người,㝵,GOLD,s1_inter_s2_direct,"[995, 489, 1099, 593]",128,127,仉|倘|儻|勜|匕|命|圤|徜|昆|皚|躺|辞|㝵|𠊚|𠊛|𣈗|𣈜|𤽗|𫴮|󱫱,20,True,,1.014,,0,False,,False,False,False,False,True,True,False,False,True
M3_0089,gold/stt2_page_0124_c01_004.png,stt2,page_0124,1,㝵,người,㝵,GOLD,s1_inter_s2_direct,"[1442, 823, 1550, 942]",112,140,仉|倘|儻|勜|匕|命|圤|徜|昆|皚|躺|辞|㝵|𠊚|𠊛|𣈗|𣈜|𤽗|𫴮|󱫱,20,True,,0.925,,0,False,,False,False,False,False,True,True,False,False,True
M3_0090,gold/stt2_page_0170_c07_125.png,stt2,page_0170,7,㝵,người,㝵,GOLD,s1_inter_s2_direct,"[528, 1572, 639, 1697]",125,153,仉|倘|儻|勜|匕|命|圤|徜|昆|皚|躺|辞|㝵|𠊚|𠊛|𣈗|𣈜|𤽗|𫴮|󱫱,20,True,,1.181,,0,False,,False,False,False,False,True,True,False,False,True
M3_0091,gold/stt2_page_0076_c05_098.png,stt2,page_0076,5,㝵,người,㝵,GOLD,s1_inter_s2_direct,"[793, 1740, 899, 1860]",115,143,仉|倘|儻|勜|匕|命|圤|徜|昆|皚|躺|辞|㝵|𠊚|𠊛|𣈗|𣈜|𤽗|𫴮|󱫱,20,True,,1.077,,0,False,,False,False,False,False,True,True,False,False,True
M3_0092,gold/stt2_page_0152_c04_081.png,stt2,page_0152,4,㝵,người,㝵,GOLD,s1_inter_s2_direct,"[975, 2281, 1086, 2410]",120,159,仉|倘|儻|勜|匕|命|圤|徜|昆|皚|躺|辞|㝵|𠊚|𠊛|𣈗|𣈜|𤽗|𫴮|󱫱,20,True,,1.249,,0,False,,False,False,False,False,True,True,False,False,True
M3_0093,gold/stt11_page_0252_c08_163.png,stt11,page_0252,8,㝵,người,㝵,GOLD,s1_inter_s2_direct,"[436, 1053, 531, 1167]",100,140,仉|倘|儻|勜|匕|命|圤|徜|昆|皚|躺|辞|㝵|𠊚|𠊛|𣈗|𣈜|𤽗|𫴮|󱫱,20,True,,0.813,,0,False,,False,False,False,False,True,True,False,False,True
M3_0094,gold/stt4_page_0094_c05_107.png,stt4,page_0094,5,㝵,người,㝵,GOLD,s1_inter_s2_direct,"[551, 1325, 624, 1403]",84,96,仉|倘|儻|勜|匕|命|圤|徜|昆|皚|躺|辞|㝵|𠊚|𠊛|𣈗|𣈜|𤽗|𫴮|󱫱,20,True,,0.608,,0,False,,False,False,False,False,True,True,False,False,True
M3_0095,gold/stt11_page_0222_c02_027.png,stt11,page_0222,2,㝵,người,㝵,GOLD,s1_inter_s2_direct,"[1315, 823, 1421, 942]",106,146,仉|倘|儻|勜|匕|命|圤|徜|昆|皚|躺|辞|㝵|𠊚|𠊛|𣈗|𣈜|𤽗|𫴮|󱫱,20,True,,1.049,,0,False,,False,False,False,False,True,True,False,False,True
M3_0096,gold/stt4_page_0282_c08_178.png,stt4,page_0282,8,㝵,người,㝵,GOLD,s1_inter_s2_direct,"[289, 1358, 358, 1432]",85,90,仉|倘|儻|勜|匕|命|圤|徜|昆|皚|躺|辞|㝵|𠊚|𠊛|𣈗|𣈜|𤽗|𫴮|󱫱,20,True,,0.569,,0,False,,False,False,False,False,True,True,False,False,True
M3_0097,gold/stt2_page_0060_c04_081.png,stt2,page_0060,4,㝵,người,㝵,GOLD,s1_inter_s2_direct,"[991, 1866, 1095, 1976]",112,132,仉|倘|儻|勜|匕|命|圤|徜|昆|皚|躺|辞|㝵|𠊚|𠊛|𣈗|𣈜|𤽗|𫴮|󱫱,20,True,,0.908,,0,False,,False,False,False,False,True,True,False,False,True
M3_0098,gold/stt2_page_0014_c08_171.png,stt2,page_0014,8,㝵,người,㝵,GOLD,s1_inter_s2_direct,"[360, 1560, 460, 1673]",101,135,仉|倘|儻|勜|匕|命|圤|徜|昆|皚|躺|辞|㝵|𠊚|𠊛|𣈗|𣈜|𤽗|𫴮|󱫱,20,True,,0.848,,0,False,,False,False,False,False,True,True,False,False,True
M3_0099,gold/stt2_page_0048_c06_099.png,stt2,page_0048,6,㝵,người,㝵,GOLD,s1_inter_s2_direct,"[667, 891, 773, 997]",116,130,仉|倘|儻|勜|匕|命|圤|徜|昆|皚|躺|辞|㝵|𠊚|𠊛|𣈗|𣈜|𤽗|𫴮|󱫱,20,True,,0.998,,0,False,,False,False,False,False,True,True,False,False,True
M3_0100,gold/stt2_page_0298_c09_157.png,stt2,page_0298,9,㝵,người,㝵,GOLD,s1_inter_s2_direct,"[207, 1043, 314, 1168]",114,146,仉|倘|儻|勜|匕|命|圤|徜|昆|皚|躺|辞|㝵|𠊚|𠊛|𣈗|𣈜|𤽗|𫴮|󱫱,20,True,,1.029,,0,False,,False,False,False,False,True,True,False,False,True
M3_0101,gold/stt2_page_0292_c01_003.png,stt2,page_0292,1,㝵,người,㝵,GOLD,s1_inter_s2_direct,"[1444, 763, 1552, 897]",125,158,仉|倘|儻|勜|匕|命|圤|徜|昆|皚|躺|辞|㝵|𠊚|𠊛|𣈗|𣈜|𤽗|𫴮|󱫱,20,True,,1.267,,0,False,,False,False,False,False,True,True,False,False,True
M3_0102,gold/stt2_page_0240_c08_139.png,stt2,page_0240,8,㝵,người,㝵,GOLD,s1_inter_s2_direct,"[390, 1180, 529, 1322]",148,163,仉|倘|儻|勜|匕|命|圤|徜|昆|皚|躺|辞|㝵|𠊚|𠊛|𣈗|𣈜|𤽗|𫴮|󱫱,20,True,,1.494,,0,False,,False,False,False,False,True,True,False,False,True
M3_0103,gold/stt2_page_0154_c09_168.png,stt2,page_0154,9,㝵,người,㝵,GOLD,s1_inter_s2_direct,"[258, 1548, 352, 1675]",116,148,仉|倘|儻|勜|匕|命|圤|徜|昆|皚|躺|辞|㝵|𠊚|𠊛|𣈗|𣈜|𤽗|𫴮|󱫱,20,True,,1.120,,0,False,,False,False,False,False,True,True,False,False,True
M3_0104,gold/stt2_page_0142_p0132_c01_019.png,stt2,page_0142_p0132,1,㝵,người,㝵,GOLD,s1_inter_s2_direct,"[1440, 2405, 1552, 2520]",138,140,仉|倘|儻|勜|匕|命|圤|徜|昆|皚|躺|辞|㝵|𠊚|𠊛|𣈗|𣈜|𤽗|𫴮|󱫱,20,True,,1.155,,0,False,,False,False,False,False,True,True,False,False,True
M3_0105,gold/stt2_page_0322_c04_072.png,stt2,page_0322,4,㝵,người,㝵,GOLD,s1_inter_s2_direct,"[988, 1850, 1099, 1961]",137,129,仉|倘|儻|勜|匕|命|圤|徜|昆|皚|躺|辞|㝵|𠊚|𠊛|𣈗|𣈜|𤽗|𫴮|󱫱,20,True,礼,1.082,礼,1,True,礼,False,False,False,True,True,False,False,False,False
M3_0106,gold/stt2_page_0110_c09_168.png,stt2,page_0110,9,㝵,người,㝵,GOLD,s1_inter_s2_direct,"[217, 1111, 326, 1228]",123,145,仉|倘|儻|勜|匕|命|圤|徜|昆|皚|躺|辞|㝵|𠊚|𠊛|𣈗|𣈜|𤽗|𫴮|󱫱,20,True,,1.158,,0,False,,False,False,False,False,True,True,False,False,True
M3_0107,gold/stt2_page_0118_c07_134.png,stt2,page_0118,7,㝵,người,㝵,GOLD,s1_inter_s2_direct,"[521, 471, 636, 590]",141,131,仉|倘|儻|勜|匕|命|圤|徜|昆|皚|躺|辞|㝵|𠊚|𠊛|𣈗|𣈜|𤽗|𫴮|󱫱,20,True,,1.054,,0,False,,False,False,False,False,True,True,False,False,True
M3_0108,gold/stt2_page_0320_c01_010.png,stt2,page_0320,1,㝵,người,㝵,GOLD,s1_inter_s2_direct,"[1425, 1601, 1543, 1749]",108,175,仉|倘|儻|勜|匕|命|圤|徜|昆|皚|躺|辞|㝵|𠊚|𠊛|𣈗|𣈜|𤽗|𫴮|󱫱,20,True,,1.350,,0,False,,False,False,False,False,True,True,False,False,True
M3_0109,gold/stt2_page_0012_c07_113.png,stt2,page_0012,7,㝵,người,㝵,GOLD,s1_inter_s2_direct,"[504, 1958, 610, 2086]",130,158,仉|倘|儻|勜|匕|命|圤|徜|昆|皚|躺|辞|㝵|𠊚|𠊛|𣈗|𣈜|𤽗|𫴮|󱫱,20,True,,1.334,,0,False,,False,False,False,False,True,True,False,False,True
M3_0110,gold/stt11_page_0224_c02_044.png,stt11,page_0224,2,㝵,người,㝵,GOLD,s1_inter_s2_direct,"[1322, 2394, 1419, 2498]",96,113,仉|倘|儻|勜|匕|命|圤|徜|昆|皚|躺|辞|㝵|𠊚|𠊛|𣈗|𣈜|𤽗|𫴮|󱫱,20,True,,0.778,,0,False,,False,False,False,False,True,True,False,False,True
M3_0111,gold/stt11_page_0226_c06_122.png,stt11,page_0226,6,㝵,người,㝵,GOLD,s1_inter_s2_direct,"[712, 1515, 817, 1624]",100,135,仉|倘|儻|勜|匕|命|圤|徜|昆|皚|躺|辞|㝵|𠊚|𠊛|𣈗|𣈜|𤽗|𫴮|󱫱,20,True,,0.851,,0,False,,False,False,False,False,True,True,False,False,True
M3_0112,gold/stt11_page_0132_c01_004.png,stt11,page_0132,1,㝵,người,㝵,GOLD,s1_inter_s2_direct,"[1494, 793, 1597, 897]",69,106,仉|倘|儻|勜|匕|命|圤|徜|昆|皚|躺|辞|㝵|𠊚|𠊛|𣈗|𣈜|𤽗|𫴮|󱫱,20,True,,0.542,,0,False,,False,False,False,False,True,True,False,False,True
M3_0113,gold/stt2_page_0050_c02_041.png,stt2,page_0050,2,㝵,người,㝵,GOLD,s1_inter_s2_direct,"[1303, 2299, 1404, 2416]",103,128,仉|倘|儻|勜|匕|命|圤|徜|昆|皚|躺|辞|㝵|𠊚|𠊛|𣈗|𣈜|𤽗|𫴮|󱫱,20,True,,0.853,,0,False,,False,False,False,False,True,True,False,False,True
M3_0114,gold/stt2_page_0036_c03_047.png,stt2,page_0036,3,㝵,người,㝵,GOLD,s1_inter_s2_direct,"[1118, 894, 1223, 1002]",118,132,仉|倘|儻|勜|匕|命|圤|徜|昆|皚|躺|辞|㝵|𠊚|𠊛|𣈗|𣈜|𤽗|𫴮|󱫱,20,True,,0.942,,0,False,,False,False,False,False,True,True,False,False,True
M3_0115,gold/stt11_page_0144_c05_097.png,stt11,page_0144,5,㝵,người,㝵,GOLD,s1_inter_s2_direct,"[879, 1161, 982, 1274]",95,136,仉|倘|儻|勜|匕|命|圤|徜|昆|皚|躺|辞|㝵|𠊚|𠊛|𣈗|𣈜|𤽗|𫴮|󱫱,20,True,,0.887,,0,False,,False,False,False,False,True,True,False,False,True
M3_0116,gold/stt2_page_0300_c04_061.png,stt2,page_0300,4,㝵,người,㝵,GOLD,s1_inter_s2_direct,"[987, 785, 1095, 913]",106,150,仉|倘|儻|勜|匕|命|圤|徜|昆|皚|躺|辞|㝵|𠊚|𠊛|𣈗|𣈜|𤽗|𫴮|󱫱,20,True,,0.952,,0,False,,False,False,False,False,True,True,False,False,True
M3_0117,gold/stt11_page_0270_c03_051.png,stt11,page_0270,3,㝵,người,㝵,GOLD,s1_inter_s2_direct,"[1167, 1199, 1268, 1321]",92,145,仉|倘|儻|勜|匕|命|圤|徜|昆|皚|躺|辞|㝵|𠊚|𠊛|𣈗|𣈜|𤽗|𫴮|󱫱,20,True,,0.892,,0,False,,False,False,False,False,True,True,False,False,True
M3_0118,gold/stt2_page_0308_c07_111.png,stt2,page_0308,7,㝵,người,㝵,GOLD,s1_inter_s2_direct,"[567, 1750, 672, 1869]",106,139,仉|倘|儻|勜|匕|命|圤|徜|昆|皚|躺|辞|㝵|𠊚|𠊛|𣈗|𣈜|𤽗|𫴮|󱫱,20,True,,0.918,,0,False,,False,False,False,False,True,True,False,False,True
M3_0119,gold/stt4_page_0228_c01_012.png,stt4,page_0228,1,㝵,người,㝵,GOLD,s1_inter_s2_direct,"[984, 1024, 1057, 1103]",67,94,仉|倘|儻|勜|匕|命|圤|徜|昆|皚|躺|辞|㝵|𠊚|𠊛|𣈗|𣈜|𤽗|𫴮|󱫱,20,True,,0.533,,0,False,,False,False,False,False,True,True,False,False,True
M3_0120,gold/stt2_page_0196_c08_124.png,stt2,page_0196,8,㝵,người,㝵,GOLD,s1_inter_s2_direct,"[354, 2068, 459, 2200]",109,162,仉|倘|儻|勜|匕|命|圤|徜|昆|皚|躺|辞|㝵|𠊚|𠊛|𣈗|𣈜|𤽗|𫴮|󱫱,20,True,,1.079,,0,False,,False,False,False,False,True,True,False,False,True
M3_0121,gold/stt4_page_0050_c08_136.png,stt4,page_0050,8,㝵,người,㝵,GOLD,s1_inter_s2_direct,"[281, 771, 354, 851]",89,95,仉|倘|儻|勜|匕|命|圤|徜|昆|皚|躺|辞|㝵|𠊚|𠊛|𣈗|𣈜|𤽗|𫴮|󱫱,20,True,,0.622,,0,False,,False,False,False,False,True,True,False,False,True
M3_0122,gold/stt11_page_0062_c04_082.png,stt11,page_0062,4,㝵,người,㝵,GOLD,s1_inter_s2_direct,"[1010, 1672, 1113, 1783]",98,137,仉|倘|儻|勜|匕|命|圤|徜|昆|皚|躺|辞|㝵|𠊚|𠊛|𣈗|𣈜|𤽗|𫴮|󱫱,20,True,,0.932,,0,False,,False,False,False,False,True,True,False,False,True
M3_0123,gold/stt2_page_0032_c04_076.png,stt2,page_0032,4,㝵,người,㝵,GOLD,s1_inter_s2_direct,"[972, 1391, 1073, 1504]",103,139,仉|倘|儻|勜|匕|命|圤|徜|昆|皚|躺|辞|㝵|𠊚|𠊛|𣈗|𣈜|𤽗|𫴮|󱫱,20,True,,0.857,,0,False,,False,False,False,False,True,True,False,False,True
M3_0124,gold/stt4_page_0300_c05_093.png,stt4,page_0300,5,㝵,người,㝵,GOLD,s1_inter_s2_direct,"[573, 727, 641, 803]",71,89,仉|倘|儻|勜|匕|命|圤|徜|昆|皚|躺|辞|㝵|𠊚|𠊛|𣈗|𣈜|𤽗|𫴮|󱫱,20,True,,0.488,,0,False,,False,False,False,False,True,True,False,False,True
M3_0125,gold/stt4_page_0234_c04_063.png,stt4,page_0234,4,㝵,người,㝵,GOLD,s1_inter_s2_direct,"[674, 1161, 745, 1243]",76,95,仉|倘|儻|勜|匕|命|圤|徜|昆|皚|躺|辞|㝵|𠊚|𠊛|𣈗|𣈜|𤽗|𫴮|󱫱,20,True,,0.585,,0,False,,False,False,False,False,True,True,False,False,True
M3_0126,gold/stt2_page_0302_c09_166.png,stt2,page_0302,9,㝵,người,㝵,GOLD,s1_inter_s2_direct,"[215, 1865, 327, 1989]",136,146,仉|倘|儻|勜|匕|命|圤|徜|昆|皚|躺|辞|㝵|𠊚|𠊛|𣈗|𣈜|𤽗|𫴮|󱫱,20,True,,1.177,,0,False,,False,False,False,False,True,True,False,False,True
M3_0127,gold/stt2_page_0318_c06_100.png,stt2,page_0318,6,㝵,người,㝵,GOLD,s1_inter_s2_direct,"[705, 660, 816, 792]",137,142,仉|倘|儻|勜|匕|命|圤|徜|昆|皚|躺|辞|㝵|𠊚|𠊛|𣈗|𣈜|𤽗|𫴮|󱫱,20,True,2 等,1.357,等,1,True,等,False,False,False,True,True,False,False,False,False
M3_0128,gold/stt4_page_0232_c04_061.png,stt4,page_0232,4,㝵,người,㝵,GOLD,s1_inter_s2_direct,"[680, 407, 751, 483]",74,93,仉|倘|儻|勜|匕|命|圤|徜|昆|皚|躺|辞|㝵|𠊚|𠊛|𣈗|𣈜|𤽗|𫴮|󱫱,20,True,thi,0.679,,0,False,,False,False,False,False,True,False,True,False,True
M3_0129,gold/stt2_page_0196_c07_099.png,stt2,page_0196,7,㝵,người,㝵,GOLD,s1_inter_s2_direct,"[503, 1455, 608, 1584]",129,159,仉|倘|儻|勜|匕|命|圤|徜|昆|皚|躺|辞|㝵|𠊚|𠊛|𣈗|𣈜|𤽗|𫴮|󱫱,20,True,,1.320,,0,False,,False,False,False,False,True,True,False,False,True
M3_0130,gold/stt2_page_0156_c09_160.png,stt2,page_0156,9,㝵,người,㝵,GOLD,s1_inter_s2_direct,"[206, 661, 315, 786]",114,152,仉|倘|儻|勜|匕|命|圤|徜|昆|皚|躺|辞|㝵|𠊚|𠊛|𣈗|𣈜|𤽗|𫴮|󱫱,20,True,宰,1.133,宰,1,True,宰,False,False,False,True,True,False,False,False,False
M3_0131,gold/stt11_page_0222_c06_126.png,stt11,page_0222,6,㝵,người,㝵,GOLD,s1_inter_s2_direct,"[737, 2180, 838, 2292]",100,138,仉|倘|儻|勜|匕|命|圤|徜|昆|皚|躺|辞|㝵|𠊚|𠊛|𣈗|𣈜|𤽗|𫴮|󱫱,20,True,,0.900,,0,False,,False,False,False,False,True,True,False,False,True
M3_0132,gold/stt2_page_0052_c04_069.png,stt2,page_0052,4,㝵,người,㝵,GOLD,s1_inter_s2_direct,"[960, 853, 1078, 963]",146,135,仉|倘|儻|勜|匕|命|圤|徜|昆|皚|躺|辞|㝵|𠊚|𠊛|𣈗|𣈜|𤽗|𫴮|󱫱,20,True,,1.286,,0,False,,False,False,False,False,True,True,False,False,True
M3_0133,gold/stt2_page_0050_c03_043.png,stt2,page_0050,3,㝵,người,㝵,GOLD,s1_inter_s2_direct,"[1151, 497, 1258, 604]",131,131,仉|倘|儻|勜|匕|命|圤|徜|昆|皚|躺|辞|㝵|𠊚|𠊛|𣈗|𣈜|𤽗|𫴮|󱫱,20,True,,0.953,,0,False,,False,False,False,False,True,True,False,False,True
M3_0134,gold/stt2_page_0150_c02_040.png,stt2,page_0150,2,㝵,người,㝵,GOLD,s1_inter_s2_direct,"[1308, 2331, 1415, 2449]",117,143,仉|倘|儻|勜|匕|命|圤|徜|昆|皚|躺|辞|㝵|𠊚|𠊛|𣈗|𣈜|𤽗|𫴮|󱫱,20,True,,1.108,,0,False,,False,False,False,False,True,True,False,False,True
M3_0135,gold/stt2_page_0048_c03_043.png,stt2,page_0048,3,㝵,người,㝵,GOLD,s1_inter_s2_direct,"[1122, 1986, 1230, 2085]",127,121,仉|倘|儻|勜|匕|命|圤|徜|昆|皚|躺|辞|㝵|𠊚|𠊛|𣈗|𣈜|𤽗|𫴮|󱫱,20,True,,0.930,,0,False,,False,False,False,False,True,True,False,False,True
M3_0136,gold/stt2_page_0194_c03_048.png,stt2,page_0194,3,㝵,người,㝵,GOLD,s1_inter_s2_direct,"[1093, 1549, 1211, 1677]",146,152,仉|倘|儻|勜|匕|命|圤|徜|昆|皚|躺|辞|㝵|𠊚|𠊛|𣈗|𣈜|𤽗|𫴮|󱫱,20,True,,1.412,,0,False,,False,False,False,False,True,True,False,False,True
M3_0137,gold/stt4_page_0132_c05_073.png,stt4,page_0132,5,㝵,người,㝵,GOLD,s1_inter_s2_direct,"[554, 1409, 625, 1484]",72,85,仉|倘|儻|勜|匕|命|圤|徜|昆|皚|躺|辞|㝵|𠊚|𠊛|𣈗|𣈜|𤽗|𫴮|󱫱,20,True,。,0.476,,0,False,,False,False,False,False,True,False,False,False,True
M3_0138,gold/stt2_page_0212_c09_144.png,stt2,page_0212,9,㝵,người,㝵,GOLD,s1_inter_s2_direct,"[228, 1173, 331, 1294]",109,144,仉|倘|儻|勜|匕|命|圤|徜|昆|皚|躺|辞|㝵|𠊚|𠊛|𣈗|𣈜|𤽗|𫴮|󱫱,20,True,,1.015,,0,False,,False,False,False,False,True,True,False,False,True
M3_0139,gold/stt11_page_0194_c08_156.png,stt11,page_0194,8,㝵,người,㝵,GOLD,s1_inter_s2_direct,"[412, 1988, 513, 2106]",89,109,仉|倘|儻|勜|匕|命|圤|徜|昆|皚|躺|辞|㝵|𠊚|𠊛|𣈗|𣈜|𤽗|𫴮|󱫱,20,True,,0.656,,0,False,,False,False,False,False,True,True,False,False,True
M3_0140,gold/stt2_page_0014_c06_131.png,stt2,page_0014,6,㝵,người,㝵,GOLD,s1_inter_s2_direct,"[670, 2088, 770, 2188]",113,124,仉|倘|儻|勜|匕|命|圤|徜|昆|皚|躺|辞|㝵|𠊚|𠊛|𣈗|𣈜|𤽗|𫴮|󱫱,20,True,,0.824,,0,False,,False,False,False,False,True,True,False,False,True
M3_0141,gold/stt11_page_0182_c01_004.png,stt11,page_0182,1,㝵,người,㝵,GOLD,s1_inter_s2_direct,"[1443, 801, 1549, 920]",102,141,仉|倘|儻|勜|匕|命|圤|徜|昆|皚|躺|辞|㝵|𠊚|𠊛|𣈗|𣈜|𤽗|𫴮|󱫱,20,True,,0.928,,0,False,,False,False,False,False,True,True,False,False,True
M3_0142,gold/stt4_page_0172_c05_099.png,stt4,page_0172,5,㝵,người,㝵,GOLD,s1_inter_s2_direct,"[570, 290, 635, 360]",56,72,仉|倘|儻|勜|匕|命|圤|徜|昆|皚|躺|辞|㝵|𠊚|𠊛|𣈗|𣈜|𤽗|𫴮|󱫱,20,True,,0.339,,0,False,,False,False,False,False,True,True,False,False,True
M3_0143,gold/stt4_page_0260_c06_122.png,stt4,page_0260,6,㝵,người,㝵,GOLD,s1_inter_s2_direct,"[476, 730, 543, 805]",63,93,仉|倘|儻|勜|匕|命|圤|徜|昆|皚|躺|辞|㝵|𠊚|𠊛|𣈗|𣈜|𤽗|𫴮|󱫱,20,True,,0.454,,0,False,,False,False,False,False,True,True,False,False,True
