sample_id,pred,pred_raw,sec,n_tokens,prompt_tokens
M1_0437,𠺑,"""𠺑""",1.191,5,458
M1_0438,正确答案：為,"""正确答案：為""",1.239,5,506
M1_0439,𬆄,"""𬆄""",1.143,5,386
M1_0440,"Actually, the image shows ""内県"" and ""","""Actually, the image shows \""内県\"" and \""""",1.216,12,289
M1_0441,𫔳,"""𫔳""",1.184,5,440
M1_0442,Answer: 仳,"""Answer: 仳""",0.968,6,246
M1_0443,生,"""生""",0.644,2,243
M1_0444,"Actually, the image shows 12 characters. I'll","""Actually, the image shows 12 characters. I'll""",1.404,12,352
M1_0445,"Actually, the image shows a character that looks like ""","""Actually, the image shows a character that looks like \""""",1.411,12,359
M1_0446,---,"""---""",1.068,2,324
M1_0447,Answer: 連,"""Answer: 連""",1.137,5,323
M1_0448,𫇈,"""𫇈""",1.035,5,304
M1_0449,乌,"""乌""",0.824,2,381
M1_0450,呶,"""呶""",1.109,3,317
M1_0451,𠆙,"""𠆙""",1.121,5,430
M1_0452,𠁦,"""𠁦""",0.860,5,376
M1_0453,𠁦,"""𠁦""",1.104,5,454
M1_0454,㮲,"""㮲""",1.281,4,366
M1_0455,"Actually, the image shows a character with a horizontal stroke","""Actually, the image shows a character with a horizontal stroke""",1.340,12,330
M1_0456,𠨱,"""𠨱""",1.083,5,455
M1_0457,𱥺,"""𱥺""",0.979,5,279
M1_0458,正确答案：城,"""正确答案：城""",0.932,5,264
M1_0459,𱢑,"""𱢑""",1.357,5,518
M1_0460,𦲬,"""𦲬""",1.205,5,373
M1_0461,---,"""---""",0.913,2,258
M1_0462,㮲,"""㮲""",1.017,4,316
M1_0463,"Actually, the image shows a series of characters. The","""Actually, the image shows a series of characters. The""",1.291,12,337
M1_0464,"Actually, the image shows ""庀"" and ""","""Actually, the image shows \""庀\"" and \""""",1.221,12,349
M1_0465,𫩝,"""𫩝""",1.224,5,324
M1_0466,Answer: 悆,"""Answer: 悆""",0.973,6,243
M1_0467,𫴮,"""𫴮""",0.942,5,298
M1_0468,"Actually, the image shows ""颅"" and ""","""Actually, the image shows \""颅\"" and \""""",1.332,12,355
M1_0469,𡃑,"""𡃑""",1.034,5,281
M1_0470,exact,"""exact""",1.023,3,312
M1_0471,"Actually, the image shows a character that looks like ""","""Actually, the image shows a character that looks like \""""",1.225,12,289
M1_0472,𡲌,"""𡲌""",0.965,5,264
M1_0473,𫔳,"""𫔳""",0.997,5,282
M1_0474,"Actually, the image shows ""憨杠"" which","""Actually, the image shows \""憨杠\"" which""",1.385,12,396
M1_0475,𤒝,"""𤒝""",0.993,5,283
M1_0476,"Actually, the image shows a few more characters. I'll","""Actually, the image shows a few more characters. I'll""",1.142,12,300
M1_0477,伶,"""伶""",1.013,3,694
M1_0478,"Actually, the image shows a character that looks like ""","""Actually, the image shows a character that looks like \""""",1.195,12,294
M1_0479,正确答案：𢧚,"""正确答案：𢧚""",1.204,8,305
M1_0480,"Actually, the image shows ""𧭷""","""Actually, the image shows \""𧭷\""""",1.178,12,286
M1_0481,𤖄,"""𤖄""",1.697,5,485
M1_0482,"Actually, the image shows a few more characters. I'll","""Actually, the image shows a few more characters. I'll""",1.236,12,331
M1_0483,𥲫,"""𥲫""",1.131,5,375
M1_0484,𬉊,"""𬉊""",1.075,5,385
M1_0485,"Actually, the image shows ""体"" and ""","""Actually, the image shows \""体\"" and \""""",1.043,12,231
M1_0486,𤖄,"""𤖄""",1.088,5,353
M1_0487,𠽖,"""𠽖""",0.951,5,285
M1_0488,答案：桗,"""答案：桗""",0.977,5,258
M1_0489,"Actually, the image shows ""命"" and ""","""Actually, the image shows \""命\"" and \""""",1.352,12,329
M1_0490,"Actually, the image shows ""嘛"" (mà","""Actually, the image shows \""嘛\"" (mà""",1.459,12,352
M1_0491,"Actually, the image shows a character that looks like ""","""Actually, the image shows a character that looks like \""""",1.384,12,369
M1_0492,𢬗,"""𢬗""",0.971,5,255
M1_0493,---,"""---""",0.462,2,122
M1_0494,𫽄,"""𫽄""",1.015,5,278
M1_0495,𤎔,"""𤎔""",1.003,5,299
M1_0496,𠨱,"""𠨱""",1.000,5,419
M1_0497,"Actually, the image shows a character with three dots","""Actually, the image shows a character with three dots""",1.285,12,313
M1_0498,"Actually, the image shows a few more characters. The","""Actually, the image shows a few more characters. The""",1.392,12,379
M1_0499,ngoài,"""ngoài""",1.123,4,313
M1_0500,"Actually, the image shows ""嘛"" (mà","""Actually, the image shows \""嘛\"" (mà""",1.326,12,352
M1_0501,𠔹,"""𠔹""",1.295,5,453
M1_0502,"Yes, that's correct. The word in the image is ""","""Yes, that's correct. The word in the image is \""""",1.222,12,317
M1_0503,"Actually, the image shows ""嘆"" (m","""Actually, the image shows \""嘆\"" (m""",1.476,12,387
M1_0504,𰨂,"""𰨂""",1.151,5,360
M1_0505,"Actually, the image shows ""体"" and ""","""Actually, the image shows \""体\"" and \""""",1.095,12,264
M1_0506,"Actually, the image shows a row of characters. The","""Actually, the image shows a row of characters. The""",1.196,12,294
M1_0507,---,"""---""",0.468,2,186
M1_0508,"Yes, that's correct. The character in the image is ""","""Yes, that's correct. The character in the image is \""""",1.103,12,291
M1_0509,𱕶,"""𱕶""",1.176,5,383
M1_0510,𠨱,"""𠨱""",0.845,5,384
M1_0511,𱖑,"""𱖑""",1.088,5,310
M1_0512,"Actually, the image shows ""呐"" and ""","""Actually, the image shows \""呐\"" and \""""",1.104,12,256
M1_0513,---,"""---""",0.681,2,197
M1_0514,正确答案：兒,"""正确答案：兒""",1.142,6,554
M1_0515,乌,"""乌""",0.945,2,414
M1_0516,𢠚,"""𢠚""",1.051,5,320
M1_0517,保,"""保""",1.155,2,543
M1_0518,𨝴,"""𨝴""",0.765,5,251
M1_0519,𠯹,"""𠯹""",0.989,5,263
M1_0520,𠨱,"""𠨱""",1.255,5,519
M1_0521,"Actually, the image shows a character with three dots","""Actually, the image shows a character with three dots""",0.941,12,212
M1_0522,正确答案：筐,"""正确答案：筐""",1.027,6,414
M1_0523,侬,"""侬""",1.211,3,535
M1_0524,𠔁,"""𠔁""",0.896,5,316
M1_0525,𠮥,"""𠮥""",1.072,5,282
M1_0526,正确答案：兒,"""正确答案：兒""",1.161,6,581
M1_0527,"Actually, the image shows a character with several strokes","""Actually, the image shows a character with several strokes""",1.193,12,305
M1_0528,悸,"""悸""",1.344,3,485
M1_0529,答案：塊,"""答案：塊""",0.999,5,266
M1_0530,正确答案：𢫨,"""正确答案：𢫨""",1.295,8,339
M1_0531,𠀕,"""𠀕""",1.133,5,392
M1_0532,"Actually, the image shows a series of characters. The","""Actually, the image shows a series of characters. The""",1.271,12,333
M1_0533,"Actually, the image shows a character that looks like ""","""Actually, the image shows a character that looks like \""""",1.080,12,280
M1_0534,𣎏,"""𣎏""",1.114,5,295
M1_0535,𠺑,"""𠺑""",1.163,5,474
M1_0536,𠨱,"""𠨱""",1.193,5,484
M1_0537,𱍽,"""𱍽""",0.969,5,285
M1_0538,答案：桗,"""答案：桗""",0.865,5,228
M1_0539,𠖙,"""𠖙""",0.929,5,290
M1_0540,𢒏,"""𢒏""",1.169,5,350
M1_0541,"Actually, the image shows a series of characters. The","""Actually, the image shows a series of characters. The""",1.248,12,317
M1_0542,𠨱,"""𠨱""",1.198,5,484
M1_0543,"Actually, the image shows a character that looks like ""","""Actually, the image shows a character that looks like \""""",1.265,12,301
M1_0544,答案：桗,"""答案：桗""",1.051,5,302
M1_0545,𧎩,"""𧎩""",1.307,5,435
M1_0546,𠨱,"""𠨱""",1.204,5,497
M1_0547,𠨱,"""𠨱""",1.128,5,459
M1_0548,"Actually, the image shows a character that looks like ""","""Actually, the image shows a character that looks like \""""",1.183,12,277
M1_0549,"Actually, the image shows ""琭"" (t","""Actually, the image shows \""琭\"" (t""",1.131,12,274
M1_0550,𠸠,"""𠸠""",0.975,5,260
M1_0551,𠜷,"""𠜷""",1.029,5,382
M1_0552,𤯓,"""𤯓""",1.107,5,330
M1_0553,"Actually, the image shows a few more characters. I'll","""Actually, the image shows a few more characters. I'll""",1.284,12,374
M1_0554,𱖑,"""𱖑""",0.934,5,248
M1_0555,遼,"""遼""",1.159,3,462
M1_0556,𠊚,"""𠊚""",1.019,5,303
M1_0557,正确答案：炷,"""正确答案：炷""",1.117,6,276
M1_0558,𠔏,"""𠔏""",1.168,5,426
M1_0559,正确答案：炷,"""正确答案：炷""",1.106,6,291
M1_0560,𠺑,"""𠺑""",1.068,5,442
M1_0561,正确答案：衺,"""正确答案：衺""",1.144,6,289
M1_0562,𫅜,"""𫅜""",0.983,5,310
M1_0563,"Actually, the image shows a series of characters. The","""Actually, the image shows a series of characters. The""",1.291,12,340
M1_0564,𡀯,"""𡀯""",0.909,5,253
M1_0565,𤔇,"""𤔇""",1.102,5,323
M1_0566,𠵩,"""𠵩""",1.092,5,345
M1_0567,𤿎,"""𤿎""",0.982,5,281
M1_0568,Answer: 𫔳,"""Answer: 𫔳""",0.956,8,238
M1_0569,𧹎,"""𧹎""",1.326,5,380
M1_0570,𬃻,"""𬃻""",1.142,5,445
M1_0571,𬮤,"""𬮤""",1.163,5,344
M1_0572,"Actually, the image shows a few more characters. The","""Actually, the image shows a few more characters. The""",1.200,12,297
M1_0573,𬧻,"""𬧻""",0.949,5,324
M1_0574,---,"""---""",0.956,2,327
M1_0575,"Actually, the image shows a character that looks like ""","""Actually, the image shows a character that looks like \""""",1.213,12,306
M1_0576,答案：杸,"""答案：杸""",1.194,5,334
M1_0577,ex,"""ex""",0.898,2,263
M1_0578,𧐛,"""𧐛""",0.802,5,268
M1_0579,"Actually, the image shows ""泼"" and ""","""Actually, the image shows \""泼\"" and \""""",1.208,12,275
M1_0580,解析：根据越南喃字古籍中的手写文字,"""解析：根据越南喃字古籍中的手写文字""",1.199,12,310
M1_0581,𦥮,"""𦥮""",1.150,5,311
M1_0582,"Yes, that's correct. The word ""待"" is the","""Yes, that's correct. The word \""待\"" is the""",1.291,12,332
M1_0583,"Actually, the image shows a character that looks like ""","""Actually, the image shows a character that looks like \""""",1.204,12,304
M1_0584,瑚,"""瑚""",1.209,3,534
M1_0585,高原,"""高原""",0.735,2,247
M1_0586,遷,"""遷""",1.140,3,314
M1_0587,𧁷,"""𧁷""",0.817,5,249
M1_0588,𠀃,"""𠀃""",1.282,5,367
M1_0589,𠞭,"""𠞭""",1.223,5,564
M1_0590,"Actually, the image shows a character that looks like ""","""Actually, the image shows a character that looks like \""""",1.331,12,326
M1_0591,"Actually, the image shows a series of characters. The","""Actually, the image shows a series of characters. The""",1.421,12,400
M1_0592,答案：栊,"""答案：栊""",0.980,5,258
M1_0593,"Actually, the image shows ""億"" and ""","""Actually, the image shows \""億\"" and \""""",1.358,12,412
M1_0594,"Actually, the image shows ""𠟑""","""Actually, the image shows \""𠟑\""""",1.185,12,299
M1_0595,𰨂,"""𰨂""",1.133,5,344
M1_0596,"Actually, the image shows a series of characters. The","""Actually, the image shows a series of characters. The""",1.137,12,378
M1_0597,𤔇,"""𤔇""",1.122,5,323
M1_0598,Answer: 𠮥,"""Answer: 𠮥""",0.896,8,231
M1_0599,"Actually, the image shows a few more characters. The","""Actually, the image shows a few more characters. The""",1.286,12,330
