verse_id	page_idx	quocngu_page_file	verse_type	quoc_ngu	quoc_ngu_clean	confidence
582	43	quocngu_p086_f109.jpg	bat	Hai hàng nước mắt ròng ròng;	Hai hàng nước mắt ròng ròng;	1.00
583	43	quocngu_p086_f109.jpg	luc	Tưởng bao nhiêu, lại đau lòng bấy nhiêu.	Tưởng bao nhiêu, lại đau lòng bấy nhiêu.	1.00
584	43	quocngu_p086_f109.jpg	bat	Cạnh buồm bao quản gió xiêu?	Cạnh buồm bao quản gió xiêu?	1.00
585	43	quocngu_p086_f109.jpg	luc	Ngàn trìng non nước; chín chiều ruột đau!	Ngàn trìng non nước; chín chiều ruột đau!	1.00
586	43	quocngu_p086_f109.jpg	bat	Thương thay hai chữ cà lao!	Thương thay hai chữ cà lao!	1.00
587	43	quocngu_p086_f109.jpg	luc	Ba nam nhũ bộ, biết bao nhiều tình?	Ba nam nhũ bộ, biết bao nhiều tình?	1.00
588	43	quocngu_p086_f109.jpg	bat	Quán răng:ạồỊTrời đất thình lình!	Quán răng:ạồỊTrời đất thình lình!	1.00
589	44	quocngu_p088_f111.jpg	luc	Gió mưa đầu phút gảy nhành thiên hương!	Gió mưa đầu phút gảy nhành thiên hương!	1.00
590	44	quocngu_p088_f111.jpg	bat	Ai ai xem thấy cũng thương!	Ai ai xem thấy cũng thương!	1.00
591	44	quocngu_p088_f111.jpg	luc	Lở bề báo hiếu, lở đường lập thân!	Lở bề báo hiếu, lở đường lập thân!	1.00
592	44	quocngu_p088_f111.jpg	bat	Dầu cho chước quỉ mưu thần,	Dầu cho chước quỉ mưu thần,	1.00
593	44	quocngu_p088_f111.jpg	luc	hong trần ai cũng phong trần như ai!	Hong trần ai cũng phong trần như ai!	1.00
594	44	quocngu_p088_f111.jpg	bat	Eo le xưa khéo đặt bài,	Eo le xưa khéo đặt bài,	1.00
595	44	quocngu_p088_f111.jpg	luc	Chữ tài lại với chữ tai một vần!	Chữ tài lại với chữ tai một vần!	1.00
596	44	quocngu_p088_f111.jpg	bat	Đường đi một tháng; chẳng gần!	Đường đi một tháng; chẳng gần!	1.00
597	44	quocngu_p088_f111.jpg	luc	Khi qua, khi lại, mấy lần xông pha	Khi qua, khi lại, mấy lần xông pha	1.00
598	45	quocngu_p090_f113.jpg	bat	Xảy đâu bạn tác vừa ra;	Xảy đâu bạn tác vừa ra;	1.00
599	45	quocngu_p090_f113.jpg	luc	Trực cùng Hâm Kiệm xúm mà đưa Tiên.	Trực cùng Hâm Kiệm xúm mà đưa Tiên.	1.00
600	45	quocngu_p090_f113.jpg	bat	Hâm rằng: «Anh chớ ưu phiền!	Hâm rằng: «Anh chớ ưu phiền!	1.00
601	45	quocngu_p090_f113.jpg	luc	Khoa nấy chắng gặp, ta nguyên khoa sau.	Khoa nấy chắng gặp, ta nguyên khoa sau.	1.00
602	45	quocngu_p090_f113.jpg	bat	Thấy nhau, khó nỗi giúp nhau!	Thấy nhau, khó nỗi giúp nhau!	1.00
603	45	quocngu_p090_f113.jpg	luc	Một vừng mây bạc đàu dàu khá thương!	Một vừng mây bạc đàu dàu khá thương!	1.00
604	45	quocngu_p090_f113.jpg	bat	Vân Tiên cất gánh lên đường.	Vân Tiên cất gánh lên đường.	1.00
605	45	quocngu_p090_f113.jpg	luc	Trịnh Hôm ngỏ lại, đôi hàng lụy sa.	Trịnh Hôm ngỏ lại, đôi hàng lụy sa.	1.00
606	45	quocngu_p090_f113.jpg	bat	Đi vừa một dặm xa xa,	Đi vừa một dặm xa xa,	1.00
607	45	quocngu_p090_f113.jpg	luc	Bỗng đầu ông quán bôn ba theo cùng.	Bỗng đầu ông quán bôn ba theo cùng.	1.00
608	45	quocngu_p090_f113.jpg	bat	Quán răng:ạồỊThương đứng anh hùng!	Quán răng:ạồỊThương đứng anh hùng!	1.00
609	45	quocngu_p090_f113.jpg	luc	Đưa ba hườn thuốc đễ phòng hộ thần.	Đưa ba hườn thuốc đễ phòng hộ thần.	1.00
610	45	quocngu_p090_f113.jpg	bat	Chẳng may gặp lúc gian truân,	Chẳng may gặp lúc gian truân,	1.00
611	45	quocngu_p090_f113.jpg	luc	Đương khi quá đói, thuốc thần cũng no.	Đương khi quá đói, thuốc thần cũng no.	1.00
612	45	quocngu_p090_f113.jpg	bat	Tiên rằng:ạẠạồCúi đội ơn cho!	Tiên rằng:ạẠạồCúi đội ơn cho!	1.00
613	45	quocngu_p090_f113.jpg	luc	Trong lòng ngại ngại hãy lo xa gần	Trong lòng ngại ngại hãy lo xa gần	1.00
614	45	quocngu_p090_f113.jpg	bat	Quán răng: «Ta cũng bâng khuân!	Quán răng: «Ta cũng bâng khuân!	1.00
615	45	quocngu_p090_f113.jpg	luc	Thấy vây, nên mới ty trần tới đây.	Thấy vây, nên mới ty trần tới đây.	1.00
616	46	quocngu_p092_f115.jpg	bat	Non xanh, nước bích vui vây;	Non xanh, nước bích vui vây;	1.00
617	46	quocngu_p092_f115.jpg	luc	Một bầu bạch cúc, một gậy kim cang,	Một bầu bạch cúc, một gậy kim cang,	1.00
618	46	quocngu_p092_f115.jpg	bat	Dẫn thân vào chốn an nhàn.	Dẫn thân vào chốn an nhàn.	1.00
619	46	quocngu_p092_f115.jpg	luc	Thoát vòng danh lợi, lánh đường thị phi!	Thoát vòng danh lợi, lánh đường thị phi!	1.00
620	46	quocngu_p092_f115.jpg	bat	Nói rồi, quảy quả ra đi.	Nói rồi, quảy quả ra đi.	1.00
621	46	quocngu_p092_f115.jpg	luc	Vân Tiên xem thấy càng nghi trong lòng.	Vân Tiên xem thấy càng nghi trong lòng.	1.00
622	46	quocngu_p092_f115.jpg	bat	Trông chừng dặm củ, thắng xông;	Trông chừng dặm củ, thắng xông;	1.00
623	46	quocngu_p092_f115.jpg	luc	Nghĩ đòi cơn, lại nào nồng đòi cơn.	Nghĩ đòi cơn, lại nào nồng đòi cơn.	1.00
624	46	quocngu_p092_f115.jpg	bat	Nên hư chút phận chi sờn?	Nên hư chút phận chi sờn?	1.00
625	46	quocngu_p092_f115.jpg	luc	Lo công dưỡng dục, đền ơn sanh thành!	Lo công dưỡng dục, đền ơn sanh thành!	1.00
626	46	quocngu_p092_f115.jpg	bat	Mang câu bất hiếu! Đã đành!	Mang câu bất hiếu! Đã đành!	1.00
627	47	quocngu_p094_f117.jpg	luc	Nghĩ mình mà thẹn cho minh làm con!	Nghĩ mình mà thẹn cho minh làm con!	1.00
628	47	quocngu_p094_f117.jpg	bat	Những dổi một tấm lòng son;	Những dổi một tấm lòng son;	1.00
629	47	quocngu_p094_f117.jpg	luc	Những lăm trả nợ nước non cho rồi!	Những lăm trả nợ nước non cho rồi!	1.00
630	47	quocngu_p094_f117.jpg	bat	Nào hay nước chảy, huê trồi?	Nào hay nước chảy, huê trồi?	1.00
631	47	quocngu_p094_f117.jpg	luc	Nào hay phận bạc như vôi thể nầy?	Nào hay phận bạc như vôi thể nầy?	1.00
632	47	quocngu_p094_f117.jpg	bat	Một mình ngơ ngắng đường mây,	Một mình ngơ ngắng đường mây,	1.00
633	47	quocngu_p094_f117.jpg	luc	Khác nào chích nhạn lạc bầy kêu sương!	Khác nào chích nhạn lạc bầy kêu sương!	1.00
634	47	quocngu_p094_f117.jpg	bat	Đến nay lâm sự, mới tường!	Đến nay lâm sự, mới tường!	1.00
635	47	quocngu_p094_f117.jpg	luc	Hèn chi thầy dạy khoa trường còn xa?	Hèn chi thầy dạy khoa trường còn xa?	1.00
636	47	quocngu_p094_f117.jpg	bat	Tiểu đồng thấy vậy thưa qua:	Tiểu đồng thấy vậy thưa qua:	1.00
637	48	quocngu_p096_f119.jpg	luc	Gầm đây cho tới quê nhà còn lâu!	Gầm đây cho tới quê nhà còn lâu!	1.00
638	48	quocngu_p096_f119.jpg	bat	Thầy sao chẳng ngớt cơn sầu?	Thầy sao chẳng ngớt cơn sầu?	1.00
639	48	quocngu_p096_f119.jpg	luc	Mình đi đã mệt; dòng châu thêm nhuẩn!	Mình đi đã mệt; dòng châu thêm nhuẩn!	1.00
640	48	quocngu_p096_f119.jpg	bat	E khi mang bịnh nữa chừng!	E khi mang bịnh nữa chừng!	1.00
641	48	quocngu_p096_f119.jpg	luc	Trong non khó liệu; giữa rừng khôn toan!	Trong non khó liệu; giữa rừng khôn toan!	1.00
642	48	quocngu_p096_f119.jpg	bat	Tiên răng: «Khô héo lá gan!	Tiên răng: «Khô héo lá gan!	1.00
643	48	quocngu_p096_f119.jpg	luc	Ôi thôi! Con mắt đã mang lấy sầu!	Ôi thôi! Con mắt đã mang lấy sầu!	1.00
644	48	quocngu_p096_f119.jpg	bat	Mịt mù! Còn thấy chi đầu?	Mịt mù! Còn thấy chi đầu?	1.00
645	48	quocngu_p096_f119.jpg	luc	Chơn đi đã mỏi; mình đau như dần!	Chơn đi đã mỏi; mình đau như dần!	1.00
646	48	quocngu_p096_f119.jpg	bat	Có thân, phải khô với thân;	Có thân, phải khô với thân;	1.00
647	48	quocngu_p096_f119.jpg	luc	Thân ôi! Thân biết mấy lần chẳng may?	Thân ôi! Thân biết mấy lần chẳng may?	1.00
648	48	quocngu_p096_f119.jpg	bat	Đồng rằng: «Trời đất có hay!	Đồng rằng: «Trời đất có hay!	1.00
649	48	quocngu_p096_f119.jpg	luc	Ra đi chưa đặng mấy ngày, lại đau!	Ra đi chưa đặng mấy ngày, lại đau!	1.00
650	48	quocngu_p096_f119.jpg	bat	ỊMột mình nhăm trước, xem sau,	ỊMột mình nhăm trước, xem sau,	1.00
651	48	quocngu_p096_f119.jpg	luc	anh xanh bờ cõi, dầu dầu cổ cây!	Anh xanh bờ cõi, dầu dầu cổ cây!	1.00
652	48	quocngu_p096_f119.jpg	bat	Vốn không làng xóm chi đầy!	Vốn không làng xóm chi đầy!	1.00
653	48	quocngu_p096_f119.jpg	luc	Xin lần tới đó tìm thầy thuốc thang	Xin lần tới đó tìm thầy thuốc thang	1.00
654	49	quocngu_p098_f121.jpg	bat	Vừa may gặp khách qua đàng;	Vừa may gặp khách qua đàng;	1.00
655	49	quocngu_p098_f121.jpg	luc	Người thương, chỉ bão vào lang Đông Văn.	Người thương, chỉ bão vào lang Đông Văn.	1.00
656	49	quocngu_p098_f121.jpg	bat	Dắc nhau, khi ấy hỗi phăn;	Dắc nhau, khi ấy hỗi phăn;	1.00
657	49	quocngu_p098_f121.jpg	luc	Gặp thấy làm thuốc tên là Triệu Ngang.	Gặp thấy làm thuốc tên là Triệu Ngang.	1.00
658	49	quocngu_p098_f121.jpg	bat	Ngang rằng: «Hãy tạm nghĩ an!	Ngang rằng: «Hãy tạm nghĩ an!	1.00
659	49	quocngu_p098_f121.jpg	luc	Rạng ngày coi mạch, đầu thang, mới đành!	Rạng ngày coi mạch, đầu thang, mới đành!	1.00
660	49	quocngu_p098_f121.jpg	bat	Gặp ta, bịnh ấy ăt lành!	Gặp ta, bịnh ấy ăt lành!	1.00
661	49	quocngu_p098_f121.jpg	luc	Bạc tiền trong gói sản dành bao nhiêu?	Bạc tiền trong gói sản dành bao nhiêu?	1.00
662	49	quocngu_p098_f121.jpg	bat	Đồng rằng:ạồỊTiền bạc chắng nhiều!	Đồng rằng:ạồỊTiền bạc chắng nhiều!	1.00
663	49	quocngu_p098_f121.jpg	luc	Xin thấy nghĩ lượng đặng điều thuốc thang.	Xin thấy nghĩ lượng đặng điều thuốc thang.	1.00
664	49	quocngu_p098_f121.jpg	bat	May mà bịnh ấy dặng an,	May mà bịnh ấy dặng an,	1.00
665	49	quocngu_p098_f121.jpg	luc	Bạc còn năm lượng; trao sang cho thầy!	Bạc còn năm lượng; trao sang cho thầy!	1.00
666	49	quocngu_p098_f121.jpg	bat	Ngang rằng:ạẠỊTa ở chỗn nầy;	Ngang rằng:ạẠỊTa ở chỗn nầy;	1.00
667	49	quocngu_p098_f121.jpg	luc	Bà đời nỗi nghiệp làm thầy vừa ba!	Bà đời nỗi nghiệp làm thầy vừa ba!	1.00
668	49	quocngu_p098_f121.jpg	bat	Sách chỉ cũng đủ trong nhà!	Sách chỉ cũng đủ trong nhà!	1.00
669	49	quocngu_p098_f121.jpg	luc	Nội Kinh đã sẵn; Ngoai khoa thêm mầu.	Nội Kinh đã sẵn; Ngoai khoa thêm mầu.	1.00
670	49	quocngu_p098_f121.jpg	bat	ỊTrước xem Y học làm đâu;	ỊTrước xem Y học làm đâu;	1.00
671	50	quocngu_p100_f123.jpg	luc	Sau coi Thọ thế, thứ cầu Đông y.	Sau coi Thọ thế, thứ cầu Đông y.	1.00
672	50	quocngu_p100_f123.jpg	bat	Gẫm trong Ngân hãi tinh vi,	Gẫm trong Ngân hãi tinh vi,	1.00
673	50	quocngu_p100_f123.jpg	luc	Cùng là Cang Mục, kém gì Thanh nang?	Cùng là Cang Mục, kém gì Thanh nang?	1.00
674	50	quocngu_p100_f123.jpg	bat	Gầm trong Tập nghiệm lương phang,	Gầm trong Tập nghiệm lương phang,	1.00
675	50	quocngu_p100_f123.jpg	luc	Cùng là Ngự toãn; trải đàng Hồi xuân.	Cùng là Ngự toãn; trải đàng Hồi xuân.	1.00
676	50	quocngu_p100_f123.jpg	bat	Vị chi sản đặt quân thần.	Vị chi sản đặt quân thần.	1.00
677	50	quocngu_p100_f123.jpg	luc	ỊThuốc, thời bào chế mười phần nỏ nan;	ỊThuốc, thời bào chế mười phần nỏ nan;	1.00
678	50	quocngu_p100_f123.jpg	bat	Mạch, thời đọc phú Lư sơn.	Mạch, thời đọc phú Lư sơn.	1.00
679	50	quocngu_p100_f123.jpg	luc	Đặt tay vào bịnh, biết đường tử sanh!	Đặt tay vào bịnh, biết đường tử sanh!	1.00
680	50	quocngu_p100_f123.jpg	bat	Lục quân Tứ vật thang danh;	Lục quân Tứ vật thang danh;	1.00
681	50	quocngu_p100_f123.jpg	luc	Thập toàn Bút vị; sản dành Nội thương.	Thập toàn Bút vị; sản dành Nội thương.	1.00
682	50	quocngu_p100_f123.jpg	bat	Lại thông Bút trận tân phương!	Lại thông Bút trận tân phương!	1.00
683	50	quocngu_p100_f123.jpg	luc	Lâm nhăm Ngoại cảm, đầu thang Ngủ sài.	Lâm nhăm Ngoại cảm, đầu thang Ngủ sài.	1.00
684	50	quocngu_p100_f123.jpg	bat	Đồng rằng: «Thầy thiệt cò tài!	Đồng rằng: «Thầy thiệt cò tài!	1.00
685	50	quocngu_p100_f123.jpg	luc	Xin vào coi mạch, luận bài thuốc chi!	Xin vào coi mạch, luận bài thuốc chi!	1.00
686	51	quocngu_p102_f125.jpg	bat	Ngang rằng: « Lục bộ đều suy;	Ngang rằng: « Lục bộ đều suy;	1.00
687	51	quocngu_p102_f125.jpg	luc	Bộ quan bên tả mạch đi phù hống.	Bộ quan bên tả mạch đi phù hống.	1.00
688	51	quocngu_p102_f125.jpg	bat	ồCứ trong Kinh lạc mà thông!	ỒCứ trong Kinh lạc mà thông!	1.00
689	51	quocngu_p102_f125.jpg	luc	Mạng mộn tướng hỏa đã xông lên đầu;	Mạng mộn tướng hỏa đã xông lên đầu;	1.00
690	51	quocngu_p102_f125.jpg	bat	Tam tiêu tích nhiệt đã lâu.	Tam tiêu tích nhiệt đã lâu.	1.00
691	51	quocngu_p102_f125.jpg	luc	Muốn cho giáng hoa, phải dầu tư âm,	Muốn cho giáng hoa, phải dầu tư âm,	1.00
692	51	quocngu_p102_f125.jpg	bat	Hưnh biên, hừnh bá, hừnh cầm.	Hưnh biên, hừnh bá, hừnh cầm.	1.00
693	51	quocngu_p102_f125.jpg	luc	ỊGia vào cho bội, nhiệt tâm mới bình.	ỊGia vào cho bội, nhiệt tâm mới bình.	1.00
694	51	quocngu_p102_f125.jpg	bat	ỊNgoài, thời cho điễm Vạn minh;	ỊNgoài, thời cho điễm Vạn minh;	1.00
695	51	quocngu_p102_f125.jpg	luc	Trong, thời cho uống Hườn tình, mới xong!	Trong, thời cho uống Hườn tình, mới xong!	1.00
696	51	quocngu_p102_f125.jpg	bat	Khá trao hai lượng bạc ròng,	Khá trao hai lượng bạc ròng,	1.00
697	51	quocngu_p102_f125.jpg	luc	Bỗ thêm vị thuốc, đỗ phòng dầu thang.	Bỗ thêm vị thuốc, đỗ phòng dầu thang.	1.00
698	51	quocngu_p102_f125.jpg	bat	Chẳng qua làm phước cho chàng;	Chẳng qua làm phước cho chàng;	1.00
699	51	quocngu_p102_f125.jpg	luc	Nào ai đòi cuộc đòi đàng chi ai?	Nào ai đòi cuộc đòi đàng chi ai?	1.00
700	52	quocngu_p104_f127.jpg	bat	Tiểu đồng những ngỡ thiệt tài;	Tiểu đồng những ngỡ thiệt tài;	1.00
701	52	quocngu_p104_f127.jpg	luc	Vội vàng mỡ gói, chắng nài liên trao.	Vội vàng mỡ gói, chắng nài liên trao.	1.00
702	52	quocngu_p104_f127.jpg	bat	Mười ngày chàng bớt chút nào!	Mười ngày chàng bớt chút nào!	1.00
703	52	quocngu_p104_f127.jpg	luc	Thêm đau trong dạ; như bào như xoi!	Thêm đau trong dạ; như bào như xoi!	1.00
704	52	quocngu_p104_f127.jpg	bat	Đồng rằng:ạồVào đó! Thầy coi!	Đồng rằng:ạồVào đó! Thầy coi!	1.00
705	52	quocngu_p104_f127.jpg	luc	Bịnh thời không giảm, mà đòi bạc thêm!	Bịnh thời không giảm, mà đòi bạc thêm!	1.00
706	52	quocngu_p104_f127.jpg	bat	Ngang rằng:ẠịNăm thấy khi đêm	Ngang rằng:ẠịNăm thấy khi đêm	1.00
707	52	quocngu_p104_f127.jpg	luc	ỊTiên sư mách bảo một điềm chiêm bao.	ỊTiên sư mách bảo một điềm chiêm bao.	1.00
708	52	quocngu_p104_f127.jpg	bat	ỊQuỉ thần người ở trên cao!	ỊQuỉ thần người ở trên cao!	1.00
709	52	quocngu_p104_f127.jpg	luc	E khi dường sả, lẽ nào ... Biết đầu?	E khi dường sả, lẽ nào ... Biết đầu?	1.00
710	52	quocngu_p104_f127.jpg	bat	Tiểu đồng người khá qua cầu	Tiểu đồng người khá qua cầu	1.00
711	52	quocngu_p104_f127.jpg	luc	Cùng ông thầy bỏi ở đầu Tây Viên	Cùng ông thầy bỏi ở đầu Tây Viên	1.00
712	52	quocngu_p104_f127.jpg	bat	Tiểu đông nghe nói đi liên;	Tiểu đông nghe nói đi liên;	1.00
713	52	quocngu_p104_f127.jpg	luc	Rước ông thầy bới, đặt tiền mà coi.	Rước ông thầy bới, đặt tiền mà coi.	1.00
714	52	quocngu_p104_f127.jpg	bat	Bói răng:ạồỗTa bói hắn hòi!	Bói răng:ạồỗTa bói hắn hòi!	1.00
715	52	quocngu_p104_f127.jpg	luc	ỊỊBói hay đã dậy! Người coi đã dầy!	ỊỊBói hay đã dậy! Người coi đã dầy!	1.00
716	53	quocngu_p106_f129.jpg	bat	Ta đây nào phải các thầy	Ta đây nào phải các thầy	1.00
717	53	quocngu_p106_f129.jpg	luc	Bá vơ bá vất, nói nhây không nhăm?	Bá vơ bá vất, nói nhây không nhăm?	1.00
718	53	quocngu_p106_f129.jpg	bat	Ôn nhuần Châu diệc mấy năm?	Ôn nhuần Châu diệc mấy năm?	1.00
719	53	quocngu_p106_f129.jpg	luc	Sáu mươi bỗn que, ba trăm dư hào.	Sáu mươi bỗn que, ba trăm dư hào.	1.00
720	53	quocngu_p106_f129.jpg	bat	Hưình kim Giá hạc sách cao!	Hưình kim Giá hạc sách cao!	1.00
721	53	quocngu_p106_f129.jpg	luc	Lục nhâm Lục giúp chỗ nào chẳng hay?	Lục nhâm Lục giúp chỗ nào chẳng hay?	1.00
722	53	quocngu_p106_f129.jpg	bat	Cang chi đều ở trong tay!	Cang chi đều ở trong tay!	1.00
723	53	quocngu_p106_f129.jpg	luc	Đã thông trời đất, lại hay việc người!	Đã thông trời đất, lại hay việc người!	1.00
724	53	quocngu_p106_f129.jpg	bat	Đặt tiền quan mốt bốn mươi,	Đặt tiền quan mốt bốn mươi,	1.00
725	53	quocngu_p106_f129.jpg	luc	Khay trầu, chén rượu cho tươi, mới thành.	Khay trầu, chén rượu cho tươi, mới thành.	1.00
726	53	quocngu_p106_f129.jpg	bat	Thầy bèn sử quể thầu linh,	Thầy bèn sử quể thầu linh,	1.00
727	53	quocngu_p106_f129.jpg	luc	ỊChím tên tuổi ấy, lộ trình mắc chi.	ỊChím tên tuổi ấy, lộ trình mắc chi.	1.00
728	54	quocngu_p108_f131.jpg	bat	Ung vào rùa với cổ thi	Ung vào rùa với cổ thi	1.00
729	54	quocngu_p108_f131.jpg	luc	Đặng thầy gieo quẻ một khi mới tường!	Đặng thầy gieo quẻ một khi mới tường!	1.00
730	54	quocngu_p108_f131.jpg	bat	Đồng rằng: « Người ở đông phương;	Đồng rằng: « Người ở đông phương;	1.00
731	54	quocngu_p108_f131.jpg	luc	Nhơn đi buôn bán, giữa đường chắng an.	Nhơn đi buôn bán, giữa đường chắng an.	1.00
732	54	quocngu_p108_f131.jpg	bat	Con nhà họ Lục là chàng;	Con nhà họ Lục là chàng;	1.00
733	54	quocngu_p108_f131.jpg	luc	Tuổi vừa hai tám, còn dàng thơ ngây.	Tuổi vừa hai tám, còn dàng thơ ngây.	1.00
734	54	quocngu_p108_f131.jpg	bat	Bói rằng:ạẠồỗĐinh mão năm nay!	Bói rằng:ạẠồỗĐinh mão năm nay!	1.00
735	54	quocngu_p108_f131.jpg	luc	Hèn chi Giáp Tý ngày rầy chắng an?	Hèn chi Giáp Tý ngày rầy chắng an?	1.00
736	54	quocngu_p108_f131.jpg	bat	ỊMạng kim lại ở cung Còn;	ỊMạng kim lại ở cung Còn;	1.00
737	54	quocngu_p108_f131.jpg	luc	ỊTuổi nấy là tuổi giàu sang trong đời.	ỊTuổi nấy là tuổi giàu sang trong đời.	1.00
738	54	quocngu_p108_f131.jpg	bat	Cầu tài, quẻ ấy xa vời!	Cầu tài, quẻ ấy xa vời!	1.00
739	54	quocngu_p108_f131.jpg	luc	hen người khéo nói những lời phỉnh ta!	Hen người khéo nói những lời phỉnh ta!	1.00
740	54	quocngu_p108_f131.jpg	bat	Cầm tiền, gieo xuỗng, xem qua!	Cầm tiền, gieo xuỗng, xem qua!	1.00
741	54	quocngu_p108_f131.jpg	luc	Một Giao, hai Sách, lại ba hào Trìng!	Một Giao, hai Sách, lại ba hào Trìng!	1.00
742	54	quocngu_p108_f131.jpg	bat	Trang thành là quễ Lục xung!	Trang thành là quễ Lục xung!	1.00
743	54	quocngu_p108_f131.jpg	luc	Thấy hào phụ mấu khắc cùng trở tôn,	Thấy hào phụ mấu khắc cùng trở tôn,	1.00
744	54	quocngu_p108_f131.jpg	bat	Hoá ra làm quẻ du hồn,	Hoá ra làm quẻ du hồn,	1.00
745	55	quocngu_p110_f133.jpg	luc	Lại thêm thế động khắc đồn tới quan.	Lại thêm thế động khắc đồn tới quan.	1.00
746	55	quocngu_p110_f133.jpg	bat	Cứ trong quẻ ấy mà bàn!	Cứ trong quẻ ấy mà bàn!	1.00
747	55	quocngu_p110_f133.jpg	luc	Tuổi nấy mới chiụ mẫu tang trong mình.	Tuổi nấy mới chiụ mẫu tang trong mình.	1.00
748	55	quocngu_p110_f133.jpg	bat	Xui nên phát bịnh thình lình,	Xui nên phát bịnh thình lình,	1.00
749	55	quocngu_p110_f133.jpg	luc	Vì chưng ma quỉ lộ trình rất thiên!	Vì chưng ma quỉ lộ trình rất thiên!	1.00
750	55	quocngu_p110_f133.jpg	bat	Muốn cho bịnh ấy đặng thuyên,	Muốn cho bịnh ấy đặng thuyên,	1.00
751	55	quocngu_p110_f133.jpg	luc	Phải tìm thầy pháp chữa chuyên ít ngiy,	Phải tìm thầy pháp chữa chuyên ít ngiy,	1.00
752	55	quocngu_p110_f133.jpg	bat	Đồng rằng: «Pháp ở đâu đây?	Đồng rằng: «Pháp ở đâu đây?	1.00
753	55	quocngu_p110_f133.jpg	luc	Bởi rằng: «Cũng ở chốn nấy; bước ra!	Bởi rằng: «Cũng ở chốn nấy; bước ra!	1.00
754	55	quocngu_p110_f133.jpg	bat	Pháp hay! Tiếng dậy đồn xa!	Pháp hay! Tiếng dậy đồn xa!	1.00
755	55	quocngu_p110_f133.jpg	luc	Tên là Đạo Sỉ, ở Trà Hương thôn.	Tên là Đạo Sỉ, ở Trà Hương thôn.	1.00
756	55	quocngu_p110_f133.jpg	bat	Tiểu đồng mới chạy bôn bôn;	Tiểu đồng mới chạy bôn bôn;	1.00
757	55	quocngu_p110_f133.jpg	luc	Hỏi thăm Đạo sĩ, Hương thôn chốn nào.	Hỏi thăm Đạo sĩ, Hương thôn chốn nào.	1.00
758	55	quocngu_p110_f133.jpg	bat	Chợ đông, buôn bán lao xao.	Chợ đông, buôn bán lao xao.	1.00
759	55	quocngu_p110_f133.jpg	luc	Người ta chỉ vào nhà ở chẳng xa.	Người ta chỉ vào nhà ở chẳng xa.	1.00
760	55	quocngu_p110_f133.jpg	bat	Đồng đi, một buỗi tới nhà.	Đồng đi, một buỗi tới nhà.	1.00
761	55	quocngu_p110_f133.jpg	luc	Đạo sĩ xem thấy, lòng mà mừng thay!	Đạo sĩ xem thấy, lòng mà mừng thay!	1.00
762	55	quocngu_p110_f133.jpg	bat	Đồng rằng: «Nghe tiếng thấy đây!	Đồng rằng: «Nghe tiếng thấy đây!	1.00
763	56	quocngu_p112_f135.jpg	luc	Trừ ma, em qui, phép thầy rất hay!	Trừ ma, em qui, phép thầy rất hay!	1.00
764	56	quocngu_p112_f135.jpg	bat	Pháp rằng: «Ân đã cao tay!	Pháp rằng: «Ân đã cao tay!	1.00
765	56	quocngu_p112_f135.jpg	luc	Lại thêm phù chú xưa nay ai bì?	Lại thêm phù chú xưa nay ai bì?	1.00
766	56	quocngu_p112_f135.jpg	bat	Ịqua sông, cả thấy xếp vi;	Ịqua sông, cả thấy xếp vi;	1.00
767	56	quocngu_p112_f135.jpg	luc	Vào rừng cọp thấy, phải quì lạy đưa!	Vào rừng cọp thấy, phải quì lạy đưa!	1.00
768	56	quocngu_p112_f135.jpg	bat	Pháp hay hú gió, kên mưa,	Pháp hay hú gió, kên mưa,	1.00
769	56	quocngu_p112_f135.jpg	luc	Sai chim, khiến vượn đuổi lừa vật trâu!	Sai chim, khiến vượn đuổi lừa vật trâu!	1.00
770	56	quocngu_p112_f135.jpg	bat	Pháp hay miệng niệm một cầu	Pháp hay miệng niệm một cầu	1.00
771	56	quocngu_p112_f135.jpg	luc	Tóm thâu muôn vật vào bầu Hồ linh.	Tóm thâu muôn vật vào bầu Hồ linh.	1.00
772	56	quocngu_p112_f135.jpg	bat	Phép hay sai dậu thành binh,	Phép hay sai dậu thành binh,	1.00
773	56	quocngu_p112_f135.jpg	luc	Bện hình làm tưởng phá thành Diêm vương.	Bện hình làm tưởng phá thành Diêm vương.	1.00
774	56	quocngu_p112_f135.jpg	bat	Pháp hay đạo hỏa, phó than,	Pháp hay đạo hỏa, phó than,	1.00
775	56	quocngu_p112_f135.jpg	luc	ỊNgôi gươm, đứng giáo, khai đương thiên oan!	ỊNgôi gươm, đứng giáo, khai đương thiên oan!	1.00
776	56	quocngu_p112_f135.jpg	bat	Khá trao ba lượng bạc sang,	Khá trao ba lượng bạc sang,	1.00
777	56	quocngu_p112_f135.jpg	luc	Đặng thầy sắm sữa lập đàng chữa cho!	Đặng thầy sắm sữa lập đàng chữa cho!	1.00
778	57	quocngu_p114_f137.jpg	bat	Đồng rằng:ạỊTôi chẳng so đo!	Đồng rằng:ạỊTôi chẳng so đo!	1.00
779	57	quocngu_p114_f137.jpg	luc	Khuyên thầy ra sức; chở lo khó giàu!	Khuyên thầy ra sức; chở lo khó giàu!	1.00
780	57	quocngu_p114_f137.jpg	bat	Bấy lâu thầy tớ theo nhau,	Bấy lâu thầy tớ theo nhau,	1.00
