book	edition	page_id	page_image	verse_idx_in_page	col_index	part	patch_image	patch_preprocessed	split	col_bbox_xywh	nom_text	nom_unicode	n_nom	qn_verse	n_qn_syll	len_match	nomnaocr_label	nna_eq_ihr
LucVanTien	nlvnpf-0059 (in mộc bản 1916)	nlvnpf-0059-057	data/handwritten/pages/Luc-Van-Tien/images/nlvnpf-0059-057.jpg	15	7	2	data/handwritten/patches/Luc-Van-Tien/patches/nlvnpf-0059-057.jpg_7_2.jpg	data/handwritten/patches_preprocessed/val/nlvnpf-0059-057.jpg_7_2.jpg	val	94.1,172.5,35.2,514.9	吏𧵆連哙事情買咍	U+540F U+27D46 U+9023 U+54D9 U+4E8B U+60C5 U+8CB7 U+548D	8	Lại gần liền gọi sự tình mới hay	8	1	吏𧵆連哙事情買咍	1
LucVanTien	nlvnpf-0059 (in mộc bản 1916)	nlvnpf-0059-057	data/handwritten/pages/Luc-Van-Tien/images/nlvnpf-0059-057.jpg	16	8	1	data/handwritten/patches/Luc-Van-Tien/patches/nlvnpf-0059-057.jpg_8_1.jpg	data/handwritten/patches_preprocessed/train/nlvnpf-0059-057.jpg_8_1.jpg	train	57.7,174.4,35.5,512.9	郑𢚸傷細𠊚𣦍	U+90D1 U+226B8 U+50B7 U+7D30 U+2029A U+2398D	6	Trạnh lòng thương tới người ngay	6	1	郑𢚸傷細𠊚𣦍	1
LucVanTien	nlvnpf-0059 (in mộc bản 1916)	nlvnpf-0059-057	data/handwritten/pages/Luc-Van-Tien/images/nlvnpf-0059-057.jpg	17	8	2	data/handwritten/patches/Luc-Van-Tien/patches/nlvnpf-0059-057.jpg_8_2.jpg	data/handwritten/patches_preprocessed/val/nlvnpf-0059-057.jpg_8_2.jpg	val	57.7,174.4,35.5,512.9	尼又迻老𢩮𢬣𧗱茄	U+5C3C U+53C8 U+8FFB U+8001 U+22A6E U+22B23 U+275F1 U+8304	8	Này này đưa lão dắt tay về nhà	8	1	尼又迻老𢩮𢬣𧗱茄	1
LucVanTien	nlvnpf-0059 (in mộc bản 1916)	nlvnpf-0059-057	data/handwritten/pages/Luc-Van-Tien/images/nlvnpf-0059-057.jpg	18	9	1	data/handwritten/patches/Luc-Van-Tien/patches/nlvnpf-0059-057.jpg_9_1.jpg	data/handwritten/patches_preprocessed/train/nlvnpf-0059-057.jpg_9_1.jpg	train	24.4,171.9,33.6,517.2	仙浪𩛜㐌㤕車	U+4ED9 U+6D6A U+296DC U+340C U+3915 U+8ECA	6	Tiên rằng: Đói đã xót xa	6	1	仙浪𩛜㐌㤕車	1
LucVanTien	nlvnpf-0059 (in mộc bản 1916)	nlvnpf-0059-057	data/handwritten/pages/Luc-Van-Tien/images/nlvnpf-0059-057.jpg	19	9	2	data/handwritten/patches/Luc-Van-Tien/patches/nlvnpf-0059-057.jpg_9_2.jpg	data/handwritten/patches_preprocessed/train/nlvnpf-0059-057.jpg_9_2.jpg	train	24.4,171.9,33.6,517.2	𫢩它𠯿𣇊庄和味之	U+2B8A9 U+5B83 U+20BFF U+231CA U+5E84 U+548C U+5473 U+4E4B	8	Nay đà sáu bữa chẳng hòa mùi chi	8	1	𫢩它𠯿𣇊庄和味之	1
LucVanTien	nlvnpf-0059 (in mộc bản 1916)	nlvnpf-0059-058	data/handwritten/pages/Luc-Van-Tien/images/nlvnpf-0059-058.jpg	0	0	1	data/handwritten/patches/Luc-Van-Tien/patches/nlvnpf-0059-058.jpg_0_1.jpg	data/handwritten/patches_preprocessed/train/nlvnpf-0059-058.jpg_0_1.jpg	train	441.4,175.3,34.7,513.0	吏添𫫵列四支	U+540F U+6DFB U+2BAF5 U+5217 U+56DB U+652F	6	Lại thêm lũ lượt tứ chi	6	1	吏添𫫵列四支	1
LucVanTien	nlvnpf-0059 (in mộc bản 1916)	nlvnpf-0059-058	data/handwritten/pages/Luc-Van-Tien/images/nlvnpf-0059-058.jpg	1	0	2	data/handwritten/patches/Luc-Van-Tien/patches/nlvnpf-0059-058.jpg_0_2.jpg	data/handwritten/patches_preprocessed/train/nlvnpf-0059-058.jpg_0_2.jpg	train	441.4,175.3,34.7,513.0	悶𠫾蹺妬麻𠫾坤移	U+60B6 U+20AFE U+8E7A U+59AC U+9EBB U+20AFE U+5764 U+79FB	8	Muốn đi theo đó mà đi khôn dời	8	1	悶𠫾蹺妬麻𠫾坤移	1
LucVanTien	nlvnpf-0059 (in mộc bản 1916)	nlvnpf-0059-058	data/handwritten/pages/Luc-Van-Tien/images/nlvnpf-0059-058.jpg	2	1	1	data/handwritten/patches/Luc-Van-Tien/patches/nlvnpf-0059-058.jpg_1_1.jpg	data/handwritten/patches_preprocessed/train/nlvnpf-0059-058.jpg_1_1.jpg	train	406.4,173.1,32.4,516.6	老樵底仰𥶄𥯒	U+8001 U+6A35 U+5E95 U+4EF0 U+25D84 U+25BD2	6	Lão tiều đây ngửa nón tơi	6	1	老樵底仰𥶄𥯒	1
LucVanTien	nlvnpf-0059 (in mộc bản 1916)	nlvnpf-0059-058	data/handwritten/pages/Luc-Van-Tien/images/nlvnpf-0059-058.jpg	3	1	2	data/handwritten/patches/Luc-Van-Tien/patches/nlvnpf-0059-058.jpg_1_2.jpg	data/handwritten/patches_preprocessed/train/nlvnpf-0059-058.jpg_1_2.jpg	train	406.4,173.1,32.4,516.6	嗎𦋦粓𫋻𨑮勸雲仙	U+55CE U+262E6 U+7C93 U+2B2FB U+2846E U+52F8 U+96F2 U+4ED9	8	Mở ra cơm gói mời [khuyên] Vân Tiên	8	1	嗎𦋦粓𫋻𨑮勸雲仙	1
LucVanTien	nlvnpf-0059 (in mộc bản 1916)	nlvnpf-0059-058	data/handwritten/pages/Luc-Van-Tien/images/nlvnpf-0059-058.jpg	4	2	1	data/handwritten/patches/Luc-Van-Tien/patches/nlvnpf-0059-058.jpg_2_1.jpg	data/handwritten/patches_preprocessed/train/nlvnpf-0059-058.jpg_2_1.jpg	train	365.7,174.4,36.2,517.2	冲𨉓咹㕵㐌安	U+51B2 U+28253 U+54B9 U+3575 U+340C U+5B89	6	Trong mình ăn uống đã yên	6	1	冲𨉓咹㕵㐌安	1
LucVanTien	nlvnpf-0059 (in mộc bản 1916)	nlvnpf-0059-058	data/handwritten/pages/Luc-Van-Tien/images/nlvnpf-0059-058.jpg	5	2	2	data/handwritten/patches/Luc-Van-Tien/patches/nlvnpf-0059-058.jpg_2_2.jpg	data/handwritten/patches_preprocessed/train/nlvnpf-0059-058.jpg_2_2.jpg	train	365.7,174.4,36.2,517.2	老𦋦飭孟󰲶仙𧗱茄	U+8001 U+262E6 U+98ED U+5B5F U+F0CB6 U+4ED9 U+275F1 U+8304	8	Lão ra sức mạnh cõng Tiên về nhà	8	1	老𦋦飭孟󰲶仙𧗱茄	1
LucVanTien	nlvnpf-0059 (in mộc bản 1916)	nlvnpf-0059-058	data/handwritten/pages/Luc-Van-Tien/images/nlvnpf-0059-058.jpg	6	3	1	data/handwritten/patches/Luc-Van-Tien/patches/nlvnpf-0059-058.jpg_3_1.jpg	data/handwritten/patches_preprocessed/train/nlvnpf-0059-058.jpg_3_1.jpg	train	328.9,176.5,34.7,516.2	塊棱𦋦細頭塘	U+584A U+68F1 U+262E6 U+7D30 U+982D U+5858	6	Khỏi rừng ra tới đầu đường	6	1	塊棱𦋦細頭塘	1
LucVanTien	nlvnpf-0059 (in mộc bản 1916)	nlvnpf-0059-058	data/handwritten/pages/Luc-Van-Tien/images/nlvnpf-0059-058.jpg	7	3	2	data/handwritten/patches/Luc-Van-Tien/patches/nlvnpf-0059-058.jpg_3_2.jpg	data/handwritten/patches_preprocessed/val/nlvnpf-0059-058.jpg_3_2.jpg	val	328.9,176.5,34.7,516.2	埋󰦓侈﨤𠬠払漢明	U+57CB U+F0993 U+4F88 U+FA24 U+20B20 U+6255 U+6F22 U+660E	8	May đâu xẩy gặp một chàng Hớn Minh	8	1	埋󰦓侈﨤𠬠払漢明	1
LucVanTien	nlvnpf-0059 (in mộc bản 1916)	nlvnpf-0059-058	data/handwritten/pages/Luc-Van-Tien/images/nlvnpf-0059-058.jpg	8	4	1	data/handwritten/patches/Luc-Van-Tien/patches/nlvnpf-0059-058.jpg_4_1.jpg	data/handwritten/patches_preprocessed/train/nlvnpf-0059-058.jpg_4_1.jpg	train	290.4,175.9,36.6,519.3	老樵栗達奔呈	U+8001 U+6A35 U+6817 U+9054 U+5954 U+5448	6	Lão tiều lật đật bôn trình	6	1	老樵栗達奔呈	1
LucVanTien	nlvnpf-0059 (in mộc bản 1916)	nlvnpf-0059-058	data/handwritten/pages/Luc-Van-Tien/images/nlvnpf-0059-058.jpg	9	4	2	data/handwritten/patches/Luc-Van-Tien/patches/nlvnpf-0059-058.jpg_4_2.jpg	data/handwritten/patches_preprocessed/val/nlvnpf-0059-058.jpg_4_2.jpg	val	290.4,175.9,36.6,519.3	漢明蹺哙事情𠬠欺	U+6F22 U+660E U+8E7A U+54D9 U+4E8B U+60C5 U+20B20 U+6B3A	8	Hớn Minh theo hỏi sự tình một khi	8	1	漢明蹺哙事情𠬠欺	1
LucVanTien	nlvnpf-0059 (in mộc bản 1916)	nlvnpf-0059-058	data/handwritten/pages/Luc-Van-Tien/images/nlvnpf-0059-058.jpg	10	5	1	data/handwritten/patches/Luc-Van-Tien/patches/nlvnpf-0059-058.jpg_5_1.jpg	data/handwritten/patches_preprocessed/train/nlvnpf-0059-058.jpg_5_1.jpg	train	250.6,178.4,35.0,519.3	雲仙𦖑㗂故知	U+96F2 U+4ED9 U+26591 U+35C2 U+6545 U+77E5	6	Vân Tiên nghe tiếng cố tri	6	1	雲仙𦖑㗂故知	1
LucVanTien	nlvnpf-0059 (in mộc bản 1916)	nlvnpf-0059-058	data/handwritten/pages/Luc-Van-Tien/images/nlvnpf-0059-058.jpg	11	5	2	data/handwritten/patches/Luc-Van-Tien/patches/nlvnpf-0059-058.jpg_5_2.jpg	data/handwritten/patches_preprocessed/train/nlvnpf-0059-058.jpg_5_2.jpg	train	250.6,178.4,35.0,519.3	姅𢜠姅𢜝姅衣分𨉓	U+59C5 U+22720 U+59C5 U+2271D U+59C5 U+8863 U+5206 U+28253	8	Nửa mừng nửa sợ nửa e phận mình	8	1	姅𢜠姅𢜝姅衣分𨉓	1
LucVanTien	nlvnpf-0059 (in mộc bản 1916)	nlvnpf-0059-058	data/handwritten/pages/Luc-Van-Tien/images/nlvnpf-0059-058.jpg	12	6	1	data/handwritten/patches/Luc-Van-Tien/patches/nlvnpf-0059-058.jpg_6_1.jpg	data/handwritten/patches_preprocessed/train/nlvnpf-0059-058.jpg_6_1.jpg	train	210.7,180.8,35.6,516.8	明浪𫢩哙人兄	U+660E U+6D6A U+2B8A9 U+54D9 U+4EBA U+5144	6	Minh rằng: Nay hỏi nhân huynh	6	1	明浪𫢩哙人兄	1
LucVanTien	nlvnpf-0059 (in mộc bản 1916)	nlvnpf-0059-058	data/handwritten/pages/Luc-Van-Tien/images/nlvnpf-0059-058.jpg	13	6	2	data/handwritten/patches/Luc-Van-Tien/patches/nlvnpf-0059-058.jpg_6_2.jpg	data/handwritten/patches_preprocessed/val/nlvnpf-0059-058.jpg_6_2.jpg	val	210.7,180.8,35.6,516.8	㨿牢𢧚浽身形世尼	U+3A3F U+7262 U+229DA U+6D7D U+8EAB U+5F62 U+4E16 U+5C3C	8	Cớ sao nên nỗi thân hình thế nỉ	8	1	㨿牢𢧚浽身形世尼	1
LucVanTien	nlvnpf-0059 (in mộc bản 1916)	nlvnpf-0059-058	data/handwritten/pages/Luc-Van-Tien/images/nlvnpf-0059-058.jpg	14	7	1	data/handwritten/patches/Luc-Van-Tien/patches/nlvnpf-0059-058.jpg_7_1.jpg	data/handwritten/patches_preprocessed/train/nlvnpf-0059-058.jpg_7_1.jpg	train	173.4,182.0,37.7,516.8	仙浪庄掣呐之	U+4ED9 U+6D6A U+5E84 U+63A3 U+5450 U+4E4B	6	Tiên rằng: Chẳng xiết nói chi	6	1	仙浪庄掣呐之	1
LucVanTien	nlvnpf-0059 (in mộc bản 1916)	nlvnpf-0059-058	data/handwritten/pages/Luc-Van-Tien/images/nlvnpf-0059-058.jpg	15	7	2	data/handwritten/patches/Luc-Van-Tien/patches/nlvnpf-0059-058.jpg_7_2.jpg	data/handwritten/patches_preprocessed/val/nlvnpf-0059-058.jpg_7_2.jpg	val	173.4,182.0,37.7,516.8	身尼芇固恪之𣘃㵢	U+8EAB U+5C3C U+8287 U+56FA U+606A U+4E4B U+23603 U+3D62	8	Thân này nào có khác gì cây trôi	8	1	身尼芇固恪之𣘃㵢	1
LucVanTien	nlvnpf-0059 (in mộc bản 1916)	nlvnpf-0059-058	data/handwritten/pages/Luc-Van-Tien/images/nlvnpf-0059-058.jpg	16	8	1	data/handwritten/patches/Luc-Van-Tien/patches/nlvnpf-0059-058.jpg_8_1.jpg	data/handwritten/patches_preprocessed/train/nlvnpf-0059-058.jpg_8_1.jpg	train	138.6,182.7,37.7,517.4	泠汀𫕲摺㳥洡	U+6CE0 U+6C40 U+2B572 U+647A U+3CE5 U+6D21	6	Lênh đênh gió dập sóng dồi	6	1	泠汀𫕲摺㳥洡	1
LucVanTien	nlvnpf-0059 (in mộc bản 1916)	nlvnpf-0059-058	data/handwritten/pages/Luc-Van-Tien/images/nlvnpf-0059-058.jpg	17	8	2	data/handwritten/patches/Luc-Van-Tien/patches/nlvnpf-0059-058.jpg_8_2.jpg	data/handwritten/patches_preprocessed/train/nlvnpf-0059-058.jpg_8_2.jpg	train	138.6,182.7,37.7,517.4	󰉨滝枚𣷷󰋇囬󰠡𮥷	U+F0268 U+6EDD U+679A U+23DF7 U+F02C7 U+56EC U+F0821 U+2E977	8	Rày sông mai biển, mấy hồi gian nan	8	1	󰉨滝枚𣷷󰋇囬󰠡𮥷	1
LucVanTien	nlvnpf-0059 (in mộc bản 1916)	nlvnpf-0059-058	data/handwritten/pages/Luc-Van-Tien/images/nlvnpf-0059-058.jpg	18	9	1	data/handwritten/patches/Luc-Van-Tien/patches/nlvnpf-0059-058.jpg_9_1.jpg	data/handwritten/patches_preprocessed/train/nlvnpf-0059-058.jpg_9_1.jpg	train	103.9,185.2,35.9,515.5	明浪低苦哙㗍	U+660E U+6D6A U+4F4E U+82E6 U+54D9 U+35CD	6	Minh rằng: Ðây khó hỏi han	6	1	明浪低苦哙㗍	1
LucVanTien	nlvnpf-0059 (in mộc bản 1916)	nlvnpf-0059-058	data/handwritten/pages/Luc-Van-Tien/images/nlvnpf-0059-058.jpg	19	9	2	data/handwritten/patches/Luc-Van-Tien/patches/nlvnpf-0059-058.jpg_9_2.jpg	data/handwritten/patches_preprocessed/val/nlvnpf-0059-058.jpg_9_2.jpg	val	103.9,185.2,35.9,515.5	𠓨厨些仕論盘󰠃饒	U+204E8 U+53A8 U+4E9B U+4ED5 U+8AD6 U+76D8 U+F0803 U+9952	8	Vào chùa ta sẽ luận bàn cùng nhau	8	1	𠓨厨些仕論盘󰠃饒	1
LucVanTien	nlvnpf-0059 (in mộc bản 1916)	nlvnpf-0059-059	data/handwritten/pages/Luc-Van-Tien/images/nlvnpf-0059-059.jpg	0	0	1	data/handwritten/patches/Luc-Van-Tien/patches/nlvnpf-0059-059.jpg_0_1.jpg	data/handwritten/patches_preprocessed/train/nlvnpf-0059-059.jpg_0_1.jpg	train	366.1,169.8,31.2,505.8	樵浪庄呵呐𥹰	U+6A35 U+6D6A U+5E84 U+5475 U+5450 U+25E70	6	Tiều rằng: Chẳng há nói lâu	6	1	樵浪庄呵呐𥹰	1
LucVanTien	nlvnpf-0059 (in mộc bản 1916)	nlvnpf-0059-059	data/handwritten/pages/Luc-Van-Tien/images/nlvnpf-0059-059.jpg	1	0	2	data/handwritten/patches/Luc-Van-Tien/patches/nlvnpf-0059-059.jpg_0_2.jpg	data/handwritten/patches_preprocessed/train/nlvnpf-0059-059.jpg_0_2.jpg	train	366.1,169.8,31.2,505.8	𠓨棱扽桧半󰉨𢄂番	U+204E8 U+68F1 U+627D U+6867 U+534A U+F0268 U+22102 U+756A	8	Vào rừng đốn củi bán rày chợ phiên	8	1	𠓨棱扽桧半󰉨𢄂番	1
LucVanTien	nlvnpf-0059 (in mộc bản 1916)	nlvnpf-0059-059	data/handwritten/pages/Luc-Van-Tien/images/nlvnpf-0059-059.jpg	2	1	1	data/handwritten/patches/Luc-Van-Tien/patches/nlvnpf-0059-059.jpg_1_1.jpg	data/handwritten/patches_preprocessed/train/nlvnpf-0059-059.jpg_1_1.jpg	train	326.5,169.8,35.3,507.0	漢明蹺哙𥛉連	U+6F22 U+660E U+8E7A U+54D9 U+256C9 U+9023	6	Hớn Minh quỳ gọi lạy liền	6	1	漢明蹺哙𥛉連	1
LucVanTien	nlvnpf-0059 (in mộc bản 1916)	nlvnpf-0059-059	data/handwritten/pages/Luc-Van-Tien/images/nlvnpf-0059-059.jpg	3	1	2	data/handwritten/patches/Luc-Van-Tien/patches/nlvnpf-0059-059.jpg_1_2.jpg	data/handwritten/patches_preprocessed/train/nlvnpf-0059-059.jpg_1_2.jpg	train	326.5,169.8,35.3,507.0	恩翁救鄧雲仙姅𠸖	U+6069 U+7FC1 U+6551 U+9127 U+96F2 U+4ED9 U+59C5 U+20E16	8	Ơn ông cứu đặng Vân Tiên bạn lành	8	1	恩翁救鄧雲仙姅𠸖	1
LucVanTien	nlvnpf-0059 (in mộc bản 1916)	nlvnpf-0059-059	data/handwritten/pages/Luc-Van-Tien/images/nlvnpf-0059-059.jpg	4	2	1	data/handwritten/patches/Luc-Van-Tien/patches/nlvnpf-0059-059.jpg_2_1.jpg	data/handwritten/patches_preprocessed/train/nlvnpf-0059-059.jpg_2_1.jpg	train	287.0,170.5,34.8,507.0	尼𠄩月泊冲𨉓	U+5C3C U+20129 U+6708 U+6CCA U+51B2 U+28253	6	Nay hai lạng bạc trong mình	6	1	尼𠄩月泊冲𨉓	1
LucVanTien	nlvnpf-0059 (in mộc bản 1916)	nlvnpf-0059-059	data/handwritten/pages/Luc-Van-Tien/images/nlvnpf-0059-059.jpg	5	2	2	data/handwritten/patches/Luc-Van-Tien/patches/nlvnpf-0059-059.jpg_2_2.jpg	data/handwritten/patches_preprocessed/train/nlvnpf-0059-059.jpg_2_2.jpg	train	287.0,170.5,34.8,507.0	碎吀报答󰭊情朱翁	U+788E U+5400 U+62A5 U+7B54 U+F0B4A U+60C5 U+6731 U+7FC1	8	Tôi xin báo đáp chút tình cho ông	8	1	碎吀报答󰭊情朱翁	1
LucVanTien	nlvnpf-0059 (in mộc bản 1916)	nlvnpf-0059-059	data/handwritten/pages/Luc-Van-Tien/images/nlvnpf-0059-059.jpg	6	3	1	data/handwritten/patches/Luc-Van-Tien/patches/nlvnpf-0059-059.jpg_3_1.jpg	data/handwritten/patches_preprocessed/train/nlvnpf-0059-059.jpg_3_1.jpg	train	247.2,169.8,37.6,508.9	樵浪些本庄用	U+6A35 U+6D6A U+4E9B U+672C U+5E84 U+7528	6	Tiều rằng: Ta vốn chẳng dung	6	1	樵浪些本庄用	1
LucVanTien	nlvnpf-0059 (in mộc bản 1916)	nlvnpf-0059-059	data/handwritten/pages/Luc-Van-Tien/images/nlvnpf-0059-059.jpg	7	3	2	data/handwritten/patches/Luc-Van-Tien/patches/nlvnpf-0059-059.jpg_3_2.jpg	data/handwritten/patches_preprocessed/train/nlvnpf-0059-059.jpg_3_2.jpg	train	247.2,169.8,37.6,508.9	𠬠𨉓嗷喭𧀒松𣋚枚	U+20B20 U+28253 U+55F7 U+55AD U+27012 U+677E U+232DA U+679A	8	Một mình ngao ngán non tùng hôm mai	8	1	𠬠𨉓嗷喭𧀒松𣋚枚	1
LucVanTien	nlvnpf-0059 (in mộc bản 1916)	nlvnpf-0059-059	data/handwritten/pages/Luc-Van-Tien/images/nlvnpf-0059-059.jpg	8	4	1	data/handwritten/patches/Luc-Van-Tien/patches/nlvnpf-0059-059.jpg_4_1.jpg	data/handwritten/patches_preprocessed/train/nlvnpf-0059-059.jpg_4_1.jpg	train	207.1,171.5,38.8,507.8	沁𢚸庄悶𧵑埃	U+6C81 U+226B8 U+5E84 U+60B6 U+27D51 U+57C3	6	Tấm lòng chẳng muốn của ai	6	1	沁𢚸庄悶𧵑埃	1
LucVanTien	nlvnpf-0059 (in mộc bản 1916)	nlvnpf-0059-059	data/handwritten/pages/Luc-Van-Tien/images/nlvnpf-0059-059.jpg	9	4	2	data/handwritten/patches/Luc-Van-Tien/patches/nlvnpf-0059-059.jpg_4_2.jpg	data/handwritten/patches_preprocessed/train/nlvnpf-0059-059.jpg_4_2.jpg	train	207.1,171.5,38.8,507.8	祿𣘃梗博𠄩󰒺󰠱泥	U+797F U+23603 U+6897 U+535A U+20129 U+F04BA U+F0831 U+6CE5	8	Lộc cây gánh vác hai vai nặng nề	8	1	祿𣘃梗博𠄩󰒺󰠱泥	1
LucVanTien	nlvnpf-0059 (in mộc bản 1916)	nlvnpf-0059-059	data/handwritten/pages/Luc-Van-Tien/images/nlvnpf-0059-059.jpg	10	5	1	data/handwritten/patches/Luc-Van-Tien/patches/nlvnpf-0059-059.jpg_5_1.jpg	data/handwritten/patches_preprocessed/train/nlvnpf-0059-059.jpg_5_1.jpg	train	168.8,171.4,38.8,509.0	伴𤿤󰠃貝鹿麋	U+4F34 U+24FE4 U+F0803 U+8C9D U+9E7F U+9E8B	6	Bạn bè cùng với lộc mê	6	1	伴𤿤󰠃貝鹿麋	1
LucVanTien	nlvnpf-0059 (in mộc bản 1916)	nlvnpf-0059-059	data/handwritten/pages/Luc-Van-Tien/images/nlvnpf-0059-059.jpg	11	5	2	data/handwritten/patches/Luc-Van-Tien/patches/nlvnpf-0059-059.jpg_5_2.jpg	data/handwritten/patches_preprocessed/train/nlvnpf-0059-059.jpg_5_2.jpg	train	168.8,171.4,38.8,509.0	𣌋𠫾猿逴最𧗱兎迻	U+2330B U+20AFE U+733F U+9034 U+6700 U+275F1 U+514E U+8FFB	8	Sớm đi vượn rước tối về thỏ đưa	8	1	𣌋𠫾猿逴最𧗱兎迻	1
LucVanTien	nlvnpf-0059 (in mộc bản 1916)	nlvnpf-0059-059	data/handwritten/pages/Luc-Van-Tien/images/nlvnpf-0059-059.jpg	12	6	1	data/handwritten/patches/Luc-Van-Tien/patches/nlvnpf-0059-059.jpg_6_1.jpg	data/handwritten/patches_preprocessed/train/nlvnpf-0059-059.jpg_6_1.jpg	train	133.8,172.9,35.0,508.3	默油𩛷𩛜𩛷𩛂	U+9ED8 U+6CB9 U+296F7 U+296DC U+296F7 U+296C2	6	Mặc dầu bữa đói bữa no	6	1	默油𩛷𩛜𩛷𩛂	1
LucVanTien	nlvnpf-0059 (in mộc bản 1916)	nlvnpf-0059-059	data/handwritten/pages/Luc-Van-Tien/images/nlvnpf-0059-059.jpg	13	6	2	data/handwritten/patches/Luc-Van-Tien/patches/nlvnpf-0059-059.jpg_6_2.jpg	data/handwritten/patches_preprocessed/train/nlvnpf-0059-059.jpg_6_2.jpg	train	133.8,172.9,35.0,508.3	埃垠隊𦬑埃𡐚扒搜	U+57C3 U+57A0 U+968A U+26B11 U+57C3 U+2141A U+6252 U+641C	8	Ai ngăn đòi nỡ ai ngừa bắt sưu	8	1	埃垠隊𦬑埃𡐚扒搜	1
LucVanTien	nlvnpf-0059 (in mộc bản 1916)	nlvnpf-0059-059	data/handwritten/pages/Luc-Van-Tien/images/nlvnpf-0059-059.jpg	14	7	1	data/handwritten/patches/Luc-Van-Tien/patches/nlvnpf-0059-059.jpg_7_1.jpg	data/handwritten/patches_preprocessed/train/nlvnpf-0059-059.jpg_7_1.jpg	train	96.0,172.7,38.2,509.1	冲𨉓領𭛣公侯	U+51B2 U+28253 U+9818 U+2D6E3 U+516C U+4FAF	6	Trong mình lĩnh việc công hầu	6	1	冲𨉓領𭛣公侯	1
LucVanTien	nlvnpf-0059 (in mộc bản 1916)	nlvnpf-0059-059	data/handwritten/pages/Luc-Van-Tien/images/nlvnpf-0059-059.jpg	15	7	2	data/handwritten/patches/Luc-Van-Tien/patches/nlvnpf-0059-059.jpg_7_2.jpg	data/handwritten/patches_preprocessed/train/nlvnpf-0059-059.jpg_7_2.jpg	train	96.0,172.7,38.2,509.1	𣋚枚𡽫嶺默油盃醝	U+232DA U+679A U+21F6B U+5DBA U+9ED8 U+6CB9 U+76C3 U+919D	8	Hôm mai non lĩnh mặc dầu bữa say	8	1	𣋚枚𡽫嶺默油盃醝	1
LucVanTien	nlvnpf-0059 (in mộc bản 1916)	nlvnpf-0059-059	data/handwritten/pages/Luc-Van-Tien/images/nlvnpf-0059-059.jpg	16	8	1	data/handwritten/patches/Luc-Van-Tien/patches/nlvnpf-0059-059.jpg_8_1.jpg	data/handwritten/patches_preprocessed/train/nlvnpf-0059-059.jpg_8_1.jpg	train	59.2,172.8,36.4,508.4	雲仙𦖑別𠊛𣦍	U+96F2 U+4ED9 U+26591 U+5225 U+2029B U+2398D	6	Vân Tiên nghe biết người ngay	6	1	雲仙𦖑別𠊛𣦍	1
LucVanTien	nlvnpf-0059 (in mộc bản 1916)	nlvnpf-0059-059	data/handwritten/pages/Luc-Van-Tien/images/nlvnpf-0059-059.jpg	17	8	2	data/handwritten/patches/Luc-Van-Tien/patches/nlvnpf-0059-059.jpg_8_2.jpg	data/handwritten/patches_preprocessed/train/nlvnpf-0059-059.jpg_8_2.jpg	train	59.2,172.8,36.4,508.4	𠳨𠽄𠸜户防𣈗𡊰恩	U+20CE8 U+20F44 U+20E1C U+6237 U+9632 U+23217 U+212B0 U+6069	8	Hỏi thăm tên họ phòng ngày đền ơn	8	1	𠳨𠽄𠸜户防𣈗𡊰恩	1
LucVanTien	nlvnpf-0059 (in mộc bản 1916)	nlvnpf-0059-059	data/handwritten/pages/Luc-Van-Tien/images/nlvnpf-0059-059.jpg	18	9	1	data/handwritten/patches/Luc-Van-Tien/patches/nlvnpf-0059-059.jpg_9_1.jpg	data/handwritten/patches_preprocessed/train/nlvnpf-0059-059.jpg_9_1.jpg	train	26.9,172.9,32.4,508.9	老樵阻吏林山	U+8001 U+6A35 U+963B U+540F U+6797 U+5C71	6	Lão Tiều trở lại lâm sơn	6	1	老樵阻吏林山	1
LucVanTien	nlvnpf-0059 (in mộc bản 1916)	nlvnpf-0059-059	data/handwritten/pages/Luc-Van-Tien/images/nlvnpf-0059-059.jpg	19	9	2	data/handwritten/patches/Luc-Van-Tien/patches/nlvnpf-0059-059.jpg_9_2.jpg	data/handwritten/patches_preprocessed/train/nlvnpf-0059-059.jpg_9_2.jpg	train	26.9,172.9,32.4,508.9	仙明𠄩𡥚調𧗱庵𩄲	U+4ED9 U+660E U+20129 U+2195A U+8ABF U+275F1 U+5EB5 U+29132	8	Tiên, Minh hai gã đều về am mây	8	1	仙明𠄩𡥚調𧗱庵𩄲	1
LucVanTien	nlvnpf-0059 (in mộc bản 1916)	nlvnpf-0059-060	data/handwritten/pages/Luc-Van-Tien/images/nlvnpf-0059-060.jpg	0	0	1	data/handwritten/patches/Luc-Van-Tien/patches/nlvnpf-0059-060.jpg_0_1.jpg	data/handwritten/patches_preprocessed/train/nlvnpf-0059-060.jpg_0_1.jpg	train	444.9,176.5,35.1,509.6	仙浪㐌﨤科尼	U+4ED9 U+6D6A U+340C U+FA24 U+79D1 U+5C3C	6	Tiên rằng: Ðã gặp khoa này	6	1	仙浪㐌﨤科尼	1
